idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,lat,lng,location
6912,PM10 (SM2005),µg/m³,546,Magenta v. F. Turati,137.0,MI,Magenta,N,1998-02-25T00:00:00.000,,5034328,490635,45.46242074,8.88021388,POINT (8.88021388 45.46242074)
5505,Biossido di Azoto,µg/m³,502,Milano v.Juvara,122.0,MI,Milano,S,1977-05-06T00:00:00.000,2007-06-11T00:00:00.000,5035546,517377,45.47322769,9.22231536,POINT (9.22231536 45.47322769)
6924,PM10 (SM2005),µg/m³,570,Tirano Viale Italia,439.0,SO,Tirano,S,1999-12-15T00:00:00.000,2012-04-02T00:00:00.000,5118891,589196,46.216293,10.170397,POINT (10.170397 46.216293)
9861,Ozono,µg/m³,673,Voghera v.Pozzoni,90.0,PV,Voghera,N,2005-07-05T00:00:00.000,,4982900,500665,44.99955481,9.00844961,POINT (9.00844961 44.99955481)
5841,Monossido di Carbonio,mg/m³,503,Milano P.zza Zavattari,122.0,MI,Milano,S,1989-04-05T00:00:00.000,2018-07-30T00:00:00.000,5035847,511082,45.47606529,9.14178666,POINT (9.14178666 45.47606529)
6609,Particolato Totale Sospeso,µg/m³,593,Ciserano c.so Europa,159.0,BG,Ciserano,S,1991-06-10T00:00:00.000,2002-03-24T00:00:00.000,5048846,547278,45.59155664,9.60613797,POINT (9.60613797 45.59155664)
9800,Monossido di Carbonio,mg/m³,671,Mantova Tridolino,22.0,MN,Mantova,S,2005-01-20T00:00:00.000,2024-01-31T00:00:00.000,5001664,646147,45.153328,10.859272,POINT (10.859272 45.153328)
20489,Ossidi di Azoto,µg/m³,1800,Brescia S.Polo,124.0,BS,Brescia,N,2021-01-01T00:00:00.000,,5040227,598141,45.5086668,10.25637025,POINT (10.25637025 45.5086668)
10583,Ossidi di Azoto,µg/m³,1274,Perledo P.zza della stazione,212.0,LC,Perledo,N,2010-09-01T00:00:00.000,,5095846,522171,46.01583272,9.28641942,POINT (9.28641942 46.01583272)
20820,Ammoniaca,µg/m³,545,Motta Visconti v. De Gasperi,100.0,MI,Motta Visconti,N,2024-10-24T00:00:00.000,,5014273,499103,45.28196356,8.98857592,POINT (8.98857592 45.28196356)
5768,PM10,µg/m³,562,Mariano Comense v.le Lombardia,256.0,CO,Mariano Comense,S,1999-01-01T00:00:00.000,2003-08-27T00:00:00.000,5059472,514067,45.68865731,9.18065777,POINT (9.18065777 45.68865731)
6292,Ossidi di Azoto,µg/m³,527,Castano Primo v. Olimpiadi,175.0,MI,Castano Primo,S,1990-01-01T00:00:00.000,2017-01-01T00:00:00.000,5043625,482522,45.54594739,8.77611,POINT (8.77611 45.54594739)
10457,Ossidi di Azoto,µg/m³,1266,Bertonico v.Moro,65.0,LO,Bertonico,N,2009-08-03T00:00:00.000,,5009105,552297,45.23349689,9.66625758,POINT (9.66625758 45.23349689)
6926,PM10 (SM2005),µg/m³,572,Morbegno v.Cortivacci,262.0,SO,Morbegno,N,1999-12-14T00:00:00.000,,5108901,543736,46.135486,9.56624,POINT (9.56624 46.135486)
5520,Biossido di Azoto,µg/m³,517,Turbigo,141.0,MI,Turbigo,N,1990-01-11T00:00:00.000,,5041480,479423,45.52655611,8.73650211,POINT (8.73650211 45.52655611)
6348,Ossidi di Azoto,µg/m³,509,Rivolta d'Adda v.Beccaria,101.0,CR,Rivolta d'Adda,S,1991-01-12T00:00:00.000,2018-01-01T00:00:00.000,5035130,539972,45.46855439,9.51135561,POINT (9.51135561 45.46855439)
17284,Ammoniaca,µg/m³,1374,Monza Parco,181.0,MB,Monza,S,2013-02-08T00:00:00.000,2019-07-09T00:00:00.000,5049780,521452,45.603072,9.276156,POINT (9.276156 45.603072)
9916,Ossidi di Azoto,µg/m³,668,Mantova Lunetta2,25.0,MN,Mantova,S,2004-08-04T00:00:00.000,2018-07-30T00:00:00.000,5002119,643358,45.15799358,10.82394014,POINT (10.82394014 45.15799358)
9880,Monossido di Carbonio,mg/m³,674,Monza v.Machiavelli,162.0,MB,Monza,S,2005-10-21T00:00:00.000,2023-10-11T00:00:00.000,5047450,521343,45.574117,9.263808,POINT (9.263808 45.574117)
6781,Biossido di Azoto,µg/m³,652,Brescia v.Turati,154.0,BS,Brescia,N,1999-01-13T00:00:00.000,,5043626,596168,45.53953611,10.23178722,POINT (10.23178722 45.53953611)
5792,Monossido di Carbonio,mg/m³,594,Bergamo v.Goisis,290.0,BG,Bergamo,S,1996-07-09T00:00:00.000,2018-07-30T00:00:00.000,5062715,553620,45.71591825,9.68896994,POINT (9.68896994 45.71591825)
6867,Biossido di Zolfo,µg/m³,662,Vobarno v.Sottostrada,242.0,BS,Vobarno,S,1990-02-16T00:00:00.000,2012-01-04T00:00:00.000,5054759,617917,45.63636078,10.51296192,POINT (10.51296192 45.63636078)
6764,Monossido di Carbonio,mg/m³,649,Brescia v.Broletto,149.0,BS,Brescia,S,1983-01-01T00:00:00.000,2023-02-06T00:00:00.000,5043674,595467,45.54006456,10.22281989,POINT (10.22281989 45.54006456)
6582,Ozono,µg/m³,561,Como v.Cattaneo,202.0,CO,Como,N,1991-02-17T00:00:00.000,,5073500,505203,45.81504217,9.06697886,POINT (9.06697886 45.81504217)
12676,Benzo(a)pirene,ng/m³,1264,Sondrio v.Paribelli,290.0,SO,Sondrio,N,2008-04-22T00:00:00.000,,5113073,567873,46.16785664,9.87921169,POINT (9.87921169 46.16785664)
10285,Ossidi di Azoto,µg/m³,706,Lecco v.Sora,272.0,LC,Lecco,N,2007-06-28T00:00:00.000,,5078987,531045,45.86375372,9.39995481,POINT (9.39995481 45.86375372)
12613,Nikel,ng/m³,670,Mantova S.Agnese,22.0,MN,Mantova,N,2008-02-19T00:00:00.000,,5002356,641122,45.16057658,10.79557331,POINT (10.79557331 45.16057658)
12020,Ozono,µg/m³,1297,Spinadesco v.Battisti,48.0,CR,Spinadesco,N,2011-02-04T00:00:00.000,,5000087,573153,45.15047339,9.93059842,POINT (9.93059842 45.15047339)
20031,Ammoniaca,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85.0,PV,Sannazzaro de' Burgondi,N,2013-10-24T00:00:00.000,,4994371,492461,45.10277464,8.90418742,POINT (8.90418742 45.10277464)
20773,Particelle sospese PM2.5,µg/m³,683,Cassano d'Adda 2-v.Milano,133.0,MI,Cassano d'Adda,N,2024-02-28T00:00:00.000,,5041567,540293,45.52647322,9.515991,POINT (9.515991 45.52647322)
5662,Biossido di Zolfo,µg/m³,592,Treviglio p.zza Insurrezione,191.0,BG,Treviglio,S,1991-06-02T00:00:00.000,2023-01-01T00:00:00.000,5040815,546236,45.51933533,9.59201917,POINT (9.59201917 45.51933533)
10149,PM10 (SM2005),µg/m³,701,Ostiglia v.Colombo,14.0,MN,Ostiglia,S,2007-01-01T00:00:00.000,2017-01-01T00:00:00.000,4993316,668216,45.07331225,11.13703575,POINT (11.13703575 45.07331225)
12686,Cadmio,ng/m³,633,Soresina v. Landriani,70.0,CR,Soresina,N,2008-04-01T00:00:00.000,,5014860,567712,45.28398,9.86340258,POINT (9.86340258 45.28398)
6929,PM10 (SM2005),µg/m³,576,Merate v. Madonna di Loreto,279.0,LC,Merate,N,2000-01-01T00:00:00.000,,5060569,531623,45.69795956,9.40619194,POINT (9.40619194 45.69795956)
6935,PM10 (SM2005),µg/m³,592,Treviglio p.zza Insurrezione,191.0,BG,Treviglio,N,2000-02-03T00:00:00.000,,5040815,546236,45.51933533,9.59201917,POINT (9.59201917 45.51933533)
6872,Biossido di Zolfo,µg/m³,663,Mantova v.Ariosto,18.0,MN,Mantova,N,2003-01-01T00:00:00.000,,5000669,641770,45.14526864,10.80333489,POINT (10.80333489 45.14526864)
5814,Monossido di Carbonio,mg/m³,551,Arconate v. De Gasperi,182.0,MI,Arconate,N,1999-01-20T00:00:00.000,,5043898,488082,45.54852147,8.84732669,POINT (8.84732669 45.54852147)
5728,Ozono,µg/m³,594,Bergamo v.Goisis,290.0,BG,Bergamo,S,1996-09-13T00:00:00.000,2018-01-01T00:00:00.000,5062715,553620,45.71591825,9.68896994,POINT (9.68896994 45.71591825)
10473,Ossidi di Azoto,µg/m³,1267,Turano Lodigiano v. Gramsci,65.0,LO,Turano Lodigiano,S,2009-08-03T00:00:00.000,2017-03-31T00:00:00.000,5010942,548751,45.25028636,9.62126692,POINT (9.62126692 45.25028636)
6411,Monossido di Carbonio,mg/m³,627,Cremona P.zza Cadorna,39.0,CR,Cremona,N,1997-12-12T00:00:00.000,,4998110,579872,45.13195042,10.01574064,POINT (10.01574064 45.13195042)
6368,Ossidi di Azoto,µg/m³,507,Villasanta v. A. Volta,176.0,MB,Villasanta,S,1990-02-13T00:00:00.000,2010-06-20T00:00:00.000,5050610,523948,45.60862236,9.30711961,POINT (9.30711961 45.60862236)
6967,Monossido di Carbonio,mg/m³,669,Brescia Villaggio Sereno,70.0,BS,Brescia,S,2004-04-12T00:00:00.000,2012-01-04T00:00:00.000,5040636,593101,45.51306214,10.19190606,POINT (10.19190606 45.51306214)
20751,Ozono,µg/m³,1322,DarfoBT,221.0,BS,Darfo Boario Terme,N,2024-02-28T00:00:00.000,,5080975,591483,45.87626097,10.17883506,POINT (10.17883506 45.87626097)
10023,Monossido di Carbonio,mg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273.0,BG,Calusco d'Adda,S,2006-06-30T00:00:00.000,2022-04-30T00:00:00.000,5059767,537706,45.69043647,9.48426111,POINT (9.48426111 45.69043647)
5679,Biossido di Zolfo,µg/m³,562,Mariano Comense v.le Lombardia,256.0,CO,Mariano Comense,S,1991-02-17T00:00:00.000,2002-06-05T00:00:00.000,5059472,514067,45.68865731,9.18065777,POINT (9.18065777 45.68865731)
6057,Benzene,µg/m³,548,Milano v.Senato,118.0,MI,Milano,N,1999-01-01T00:00:00.000,,5035238,515435,45.470501,9.19746075,POINT (9.19746075 45.470501)
6396,Ossidi di Azoto,µg/m³,553,Saronno v.Marconi,211.0,VA,Saronno,S,1993-06-23T00:00:00.000,2003-12-03T00:00:00.000,5052270,502902,45.62397317,9.03723114,POINT (9.03723114 45.62397317)
9897,Biossido di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108.0,BG,Casirate d'Adda,N,2005-11-10T00:00:00.000,,5038450,543458,45.49822794,9.55624181,POINT (9.55624181 45.49822794)
12608,Arsenico,ng/m³,546,Magenta v. F. Turati,137.0,MI,Magenta,N,2008-04-15T00:00:00.000,,5034328,490635,45.46242074,8.88021388,POINT (8.88021388 45.46242074)
6392,Ossidi di Azoto,µg/m³,557,Lonate Pozzolo v.Veneto,204.0,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,2018-07-30T00:00:00.000,5048975,479783,45.59402776,8.74080297,POINT (8.74080297 45.59402776)
5957,Ozono,µg/m³,628,Cremona p.zza Libertà,61.0,CR,Cremona,S,1992-11-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,45.13738208,10.03237064,POINT (10.03237064 45.13738208)
5652,Biossido di Zolfo,µg/m³,558,Busto Arsizio  Accam,206.0,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,,5047718,487687,45.58289429,8.84216546,POINT (8.84216546 45.58289429)
5672,Biossido di Zolfo,µg/m³,586,Costa Volpino v.Nazionale,192.0,BG,Costa Volpino,S,1993-07-26T00:00:00.000,2003-06-03T00:00:00.000,5075429,585212,45.82716061,10.09707131,POINT (10.09707131 45.82716061)
10097,Biossido di Azoto,µg/m³,697,Borgofranco sul Po loc. Bonizzo,14.0,MN,Borgofranco sul Po,N,2006-11-29T00:00:00.000,,4990430,671752,45.04650286,11.18094889,POINT (11.18094889 45.04650286)
6605,Particolato Totale Sospeso,µg/m³,590,Ponte San Pietro v. Moiolo,225.0,BG,Ponte San Pietro,S,1990-09-18T00:00:00.000,2000-01-28T00:00:00.000,5060449,545762,45.69608872,9.58779631,POINT (9.58779631 45.69608872)
6917,PM10 (SM2005),µg/m³,558,Busto Arsizio  Accam,206.0,VA,Busto Arsizio,N,1999-01-20T00:00:00.000,,5047718,487687,45.58289429,8.84216546,POINT (8.84216546 45.58289429)
9797,Benzene,µg/m³,670,Mantova S.Agnese,22.0,MN,Mantova,N,2005-09-30T00:00:00.000,,5002356,641122,45.16057658,10.79557331,POINT (10.79557331 45.16057658)
6940,PM10 (SM2005),µg/m³,601,Montanaso Lombardo SP 202,84.0,LO,Montanaso Lombardo,S,2004-07-30T00:00:00.000,2017-01-01T00:00:00.000,5020391,535459,45.33613419,9.45255314,POINT (9.45255314 45.33613419)
6958,PM10 (SM2005),µg/m³,569,Sondrio v.Mazzini,307.0,SO,Sondrio,N,1999-12-08T00:00:00.000,,5113078,567173,46.16797103,9.87014581,POINT (9.87014581 46.16797103)
10020,Biossido di Zolfo,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273.0,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,,5059767,537706,45.69043647,9.48426111,POINT (9.48426111 45.69043647)
6891,Ozono,µg/m³,667,Marmirolo Bosco Fontana,22.0,MN,Marmirolo,S,2003-01-01T00:00:00.000,2018-01-01T00:00:00.000,5007554,636848,45.20818653,10.74264811,POINT (10.74264811 45.20818653)
20005,BlackCarbon,µg/m³,548,Milano v.Senato,118.0,MI,Milano,S,2013-09-30T00:00:00.000,2019-05-23T00:00:00.000,5035238,515435,45.470501,9.19746075,POINT (9.19746075 45.470501)
5595,Biossido di Azoto,µg/m³,592,Treviglio p.zza Insurrezione,191.0,BG,Treviglio,N,1991-06-02T00:00:00.000,,5040815,546236,45.51933533,9.59201917,POINT (9.59201917 45.51933533)
6374,Ossidi di Azoto,µg/m³,571,Bormio v.Monte Braulio,1225.0,SO,Bormio,N,1993-11-01T00:00:00.000,,5147136,605598,46.46952397,10.37543275,POINT (10.37543275 46.46952397)
6952,PM10 (SM2005),µg/m³,654,Sarezzo v.Minelli,269.0,BS,Sarezzo,N,2000-06-23T00:00:00.000,,5055826,593900,45.64962671,10.20509022,POINT (10.20509022 45.64962671)
6037,Benzene,µg/m³,544,Cormano v. Edison,153.0,MI,Cormano,S,2001-02-19T00:00:00.000,2001-10-04T00:00:00.000,5044180,512693,45.547597,9.166983,POINT (9.166983 45.547597)
20759,Biossido di Azoto,µg/m³,1322,DarfoBT,221.0,BS,Darfo Boario Terme,N,2024-03-07T00:00:00.000,,5080975,591483,45.87626097,10.17883506,POINT (10.17883506 45.87626097)
10331,Biossido di Azoto,µg/m³,709,Vigevano v.Valletta,109.0,PV,Vigevano,N,2007-08-08T00:00:00.000,,5016690,487833,45.30361483,8.84480578,POINT (8.84480578 45.30361483)
5810,Monossido di Carbonio,mg/m³,602,Melegnano v.Predabissi,83.0,MI,Melegnano,S,2000-01-13T00:00:00.000,2018-02-12T00:00:00.000,5022361,525789,45.35428881,9.32924395,POINT (9.32924395 45.35428881)
5617,Biossido di Zolfo,µg/m³,508,Cassano d'Adda v.di Vona,133.0,MI,Cassano d'Adda,S,1976-10-14T00:00:00.000,2017-12-11T00:00:00.000,5040847,540004,45.52000944,9.51223153,POINT (9.51223153 45.52000944)
12623,Benzo(a)pirene,ng/m³,542,Meda v. Gagarin,222.0,MB,Meda,N,2008-04-18T00:00:00.000,,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
10028,Particelle sospese PM2.5,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273.0,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,,5059767,537706,45.69043647,9.48426111,POINT (9.48426111 45.69043647)
20752,Particelle sospese PM2.5,µg/m³,1322,DarfoBT,221.0,BS,Darfo Boario Terme,N,2024-02-28T00:00:00.000,,5080975,591483,45.87626097,10.17883506,POINT (10.17883506 45.87626097)
6294,Ossidi di Azoto,µg/m³,512,Carate Brianza v.De Gasperi,250.0,MB,Carate Brianza,S,1994-10-27T00:00:00.000,2018-07-30T00:00:00.000,5057635,518272,45.672017,9.234603,POINT (9.234603 45.672017)
5952,Ozono,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57.0,CR,Corte de' Cortesi con Cignone,N,1996-05-17T00:00:00.000,,5014380,578919,45.27848997,10.00620528,POINT (10.00620528 45.27848997)
6880,Biossido di Azoto,µg/m³,665,Viadana v. Cavalli,37.0,MN,Viadana,N,2003-10-25T00:00:00.000,,4975705,619759,44.92469933,10.51750417,POINT (10.51750417 44.92469933)
6731,Biossido di Zolfo,µg/m³,645,Voghera v.Repubblica,100.0,PV,Voghera,S,2002-03-07T00:00:00.000,2003-08-08T00:00:00.000,4981380,500562,44.98587178,9.00714089,POINT (9.00714089 44.98587178)
6909,PM10 (SM2005),µg/m³,536,Arese v. Matteotti,157.0,MI,Arese,S,2002-01-18T00:00:00.000,2018-07-30T00:00:00.000,5043325,506302,45.54343664,9.08072867,POINT (9.08072867 45.54343664)
10339,PM10 (SM2005),µg/m³,629,Crema v.XI febbraio,79.0,CR,Crema,N,2007-09-25T00:00:00.000,,5023885,555127,45.36631075,9.70395139,POINT (9.70395139 45.36631075)
10087,Benzene,µg/m³,696,Monzambano campo sportivo,88.0,MN,Monzambano,S,2006-12-01T00:00:00.000,2020-08-01T00:00:00.000,5027572,632338,45.38915861,10.69058081,POINT (10.69058081 45.38915861)
5847,Monossido di Carbonio,mg/m³,558,Busto Arsizio  Accam,206.0,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,,5047718,487687,45.58289429,8.84216546,POINT (8.84216546 45.58289429)
10336,Particolato Totale Sospeso,µg/m³,709,Vigevano v.Valletta,109.0,PV,Vigevano,S,2007-08-07T00:00:00.000,2007-10-24T00:00:00.000,5016690,487833,45.30361483,8.84480578,POINT (8.84480578 45.30361483)
20032,Ossidi di Azoto,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85.0,PV,Sannazzaro de' Burgondi,N,2013-10-24T00:00:00.000,,4994371,492461,45.10277464,8.90418742,POINT (8.90418742 45.10277464)
10176,Particelle sospese PM2.5,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-12-13T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
5598,Biossido di Azoto,µg/m³,595,Filago v.Don Milani,190.0,BG,Filago,N,1992-03-06T00:00:00.000,,5053519,543342,45.63387247,9.55609572,POINT (9.55609572 45.63387247)
17286,Biossido di Azoto,µg/m³,1374,Monza Parco,181.0,MB,Monza,N,2013-05-01T00:00:00.000,,5049780,521452,45.603072,9.276156,POINT (9.276156 45.603072)
6280,Ossidi di Azoto,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85.0,LO,Tavazzano con Villavesco,N,2000-01-13T00:00:00.000,,5019734,532492,45.33036444,9.41464375,POINT (9.41464375 45.33036444)
20358,Particelle sospese PM2.5,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139.0,MI,Sesto San Giovanni,N,2017-01-01T00:00:00.000,,5042386,518435,45.53476819,9.23610903,POINT (9.23610903 45.53476819)
10438,Particelle sospese PM2.5,µg/m³,1264,Sondrio v.Paribelli,290.0,SO,Sondrio,N,2008-11-11T00:00:00.000,,5113073,567873,46.16785664,9.87921169,POINT (9.87921169 46.16785664)
5623,Biossido di Zolfo,µg/m³,610,Cassano d'Adda v.le delle Rimembranze,141.0,MI,Cassano d'Adda,S,1980-09-18T00:00:00.000,2005-10-27T00:00:00.000,5043871,537669,45.54735761,9.48256958,POINT (9.48256958 45.54735761)
12577,Particelle sospese PM2.5,µg/m³,627,Cremona P.zza Cadorna,39.0,CR,Cremona,N,2012-01-01T00:00:00.000,,4998110,579872,45.13195042,10.01574064,POINT (10.01574064 45.13195042)
9995,Monossido di Carbonio,mg/m³,682,Ferrera Erbognone ENI,88.0,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,,4995567,490094,45.11351117,8.87407772,POINT (8.87407772 45.11351117)
9891,PM10 (SM2005),µg/m³,552,Varese v.Vidoletti,425.0,VA,Varese,S,2006-05-01T00:00:00.000,2010-04-01T00:00:00.000,5075945,484773,45.83690178,8.80393513,POINT (8.80393513 45.83690178)
6274,Ossidi di Azoto,µg/m³,598,San Rocco al Porto v.Matteotti,50.0,LO,San Rocco al Porto,N,2002-01-24T00:00:00.000,,4992297,555154,45.08199189,9.70079278,POINT (9.70079278 45.08199189)
6258,Ossidi di Azoto,µg/m³,578,Varenna v.Polvani,220.0,LC,Varenna,S,1991-01-01T00:00:00.000,2008-02-07T00:00:00.000,5095134,522088,46.00942731,9.28531411,POINT (9.28531411 46.00942731)
9917,Ossidi di Azoto,µg/m³,663,Mantova v.Ariosto,18.0,MN,Mantova,N,2004-06-05T00:00:00.000,,5000669,641770,45.14526864,10.80333489,POINT (10.80333489 45.14526864)
5560,Biossido di Azoto,µg/m³,557,Lonate Pozzolo v.Veneto,204.0,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,2018-07-30T00:00:00.000,5048975,479783,45.59402776,8.74080297,POINT (8.74080297 45.59402776)
5549,Biossido di Azoto,µg/m³,546,Magenta v. F. Turati,137.0,MI,Magenta,N,1995-04-22T00:00:00.000,,5034328,490635,45.46242074,8.88021388,POINT (8.88021388 45.46242074)
5739,Ozono,µg/m³,571,Bormio v.Monte Braulio,1225.0,SO,Bormio,N,1996-05-29T00:00:00.000,,5147136,605598,46.46952397,10.37543275,POINT (10.37543275 46.46952397)
5745,Ozono,µg/m³,556,Gallarate  P.zza S.Lorenzo,240.0,VA,Gallarate,S,1991-08-30T00:00:00.000,2018-01-01T00:00:00.000,5056010,484229,45.65746297,8.79757739,POINT (8.79757739 45.65746297)
10580,Biossido di Zolfo,µg/m³,627,Cremona P.zza Cadorna,39.0,CR,Cremona,N,2010-09-01T00:00:00.000,,4998110,579872,45.13195042,10.01574064,POINT (10.01574064 45.13195042)
6910,PM10 (SM2005),µg/m³,542,Meda v. Gagarin,222.0,MB,Meda,N,1998-02-06T00:00:00.000,,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
10333,Ossidi di Azoto,µg/m³,709,Vigevano v.Valletta,109.0,PV,Vigevano,N,2007-08-08T00:00:00.000,,5016690,487833,45.30361483,8.84480578,POINT (8.84480578 45.30361483)
10507,Biossido di Azoto,µg/m³,1269,Dalmine v.Verdi,207.0,BG,Dalmine,N,2010-02-12T00:00:00.000,,5055304,546847,45.64971,9.60123469,POINT (9.60123469 45.64971)
10168,Biossido di Zolfo,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-12-13T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
10291,Ammoniaca,µg/m³,681,Moggio Loc. Penscei,1194.0,LC,Moggio,S,2007-03-17T00:00:00.000,2021-03-05T00:00:00.000,5084478,538586,45.91279097,9.49754261,POINT (9.49754261 45.91279097)
9740,PM10 (SM2005),µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85.0,LO,Tavazzano con Villavesco,N,2005-04-05T00:00:00.000,,5019734,532492,45.33036444,9.41464375,POINT (9.41464375 45.33036444)
5624,Biossido di Zolfo,µg/m³,510,Inzago v.le Gramsci,138.0,MI,Inzago,S,1989-12-14T00:00:00.000,2010-02-19T00:00:00.000,5043030,538012,45.53976956,9.48689669,POINT (9.48689669 45.53976956)
6626,Particolato Totale Sospeso,µg/m³,575,Nibionno v.della Chiesa,310.0,LC,Nibionno,S,1991-02-17T00:00:00.000,1999-12-28T00:00:00.000,5066429,520613,45.75111892,9.26502439,POINT (9.26502439 45.75111892)
12670,Piombo,ng/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2008-02-23T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
6308,Ossidi di Azoto,µg/m³,540,Garbagnate Milanese v. Villoresi,175.0,MI,Garbagnate Milanese,S,1992-12-11T00:00:00.000,2018-07-30T00:00:00.000,5046467,506105,45.57171961,9.07824492,POINT (9.07824492 45.57171961)
6234,Ossidi di Azoto,µg/m³,564,Erba v. Battisti,279.0,CO,Erba,S,2009-06-13T00:00:00.000,2024-07-11T00:00:00.000,5072803,517232,45.8085738,9.2217792,POINT (9.2217792 45.8085738)
6594,Biossido di Azoto,µg/m³,613,Spino d'Adda SP1,80.0,CR,Spino d'Adda,S,2000-01-13T00:00:00.000,2006-04-13T00:00:00.000,5026365,538310,45.3897555,9.48941425,POINT (9.48941425 45.3897555)
12603,Cadmio,ng/m³,655,Darfo Boario Terme v. De Amicis,221.0,BS,Darfo Boario Terme,S,2008-04-18T00:00:00.000,2023-12-31T00:00:00.000,5080789,591371,45.87460256,10.17736553,POINT (10.17736553 45.87460256)
5685,Biossido di Zolfo,µg/m³,576,Merate v. Madonna di Loreto,279.0,LC,Merate,S,1991-02-17T00:00:00.000,2003-07-30T00:00:00.000,5060569,531623,45.69795956,9.40619194,POINT (9.40619194 45.69795956)
5596,Biossido di Azoto,µg/m³,593,Ciserano c.so Europa,159.0,BG,Ciserano,S,1994-11-30T00:00:00.000,2018-07-30T00:00:00.000,5048846,547278,45.59155664,9.60613797,POINT (9.60613797 45.59155664)
5516,Biossido di Azoto,µg/m³,513,Trezzo sull'Adda v.Nenni,199.0,MI,Trezzo sull'Adda,S,2001-02-22T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,45.61370028,9.508134,POINT (9.508134 45.61370028)
10355,Monossido di Carbonio,mg/m³,516,Robecchetto con Induno v. Pertini,135.0,MI,Robecchetto con Induno,S,2007-02-28T00:00:00.000,2023-06-06T00:00:00.000,5040503,481768,45.51782742,8.76656744,POINT (8.76656744 45.51782742)
6606,Particolato Totale Sospeso,µg/m³,591,Seriate v. Garibaldi,256.0,BG,Seriate,S,1991-11-20T00:00:00.000,2000-01-27T00:00:00.000,5059449,555672,45.68636206,9.71495853,POINT (9.71495853 45.68636206)
5839,Monossido di Carbonio,mg/m³,507,Villasanta v. A. Volta,176.0,MB,Villasanta,S,1990-02-14T00:00:00.000,2010-09-22T00:00:00.000,5050610,523948,45.60862236,9.30711961,POINT (9.30711961 45.60862236)
5654,Biossido di Zolfo,µg/m³,556,Gallarate  P.zza S.Lorenzo,240.0,VA,Gallarate,S,1991-06-25T00:00:00.000,2001-03-26T00:00:00.000,5056010,484229,45.65746297,8.79757739,POINT (8.79757739 45.65746297)
12581,Ozono,µg/m³,1303,Cremona v.Gerre Borghi,36.0,CR,Cremona,S,2012-01-01T00:00:00.000,2018-01-01T00:00:00.000,4995675,584111,45.10954275,10.06924181,POINT (10.06924181 45.10954275)
5712,Ozono,µg/m³,510,Inzago v.le Gramsci,138.0,MI,Inzago,S,2001-02-24T00:00:00.000,2018-01-01T00:00:00.000,5043030,538012,45.53976956,9.48689669,POINT (9.48689669 45.53976956)
5852,Monossido di Carbonio,mg/m³,553,Saronno v.Marconi,211.0,VA,Saronno,S,1993-06-15T00:00:00.000,2012-01-04T00:00:00.000,5052270,502902,45.62397317,9.03723114,POINT (9.03723114 45.62397317)
20488,Particelle sospese PM2.5,µg/m³,564,Erba v. Battisti,279.0,CO,Erba,S,2020-10-22T00:00:00.000,2024-07-11T00:00:00.000,5072803,517232,45.8085738,9.2217792,POINT (9.2217792 45.8085738)
6937,PM10 (SM2005),µg/m³,597,Lallio v. Sforzatica,212.0,BG,Lallio,S,2000-05-24T00:00:00.000,2017-01-01T00:00:00.000,5056421,548190,45.65967114,9.61858011,POINT (9.61858011 45.65967114)
12585,PM10 (SM2005),µg/m³,1303,Cremona v.Gerre Borghi,36.0,CR,Cremona,S,2012-01-01T00:00:00.000,2017-01-01T00:00:00.000,4995675,584111,45.10954275,10.06924181,POINT (10.06924181 45.10954275)
