idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,lat,lng,location
17127,Benzene,µg/m³,501,Milano v.Marche,129.0,MI,Milano,N,2012-09-13T00:00:00.000,,5038105,514918,45.49631883,9.19093444,POINT (9.19093444 45.49631883)
6691,Ozono,µg/m³,642,Pavia v. Folperti,77.0,PV,Pavia,N,2002-06-01T00:00:00.000,,5004590,512932,45.19468231,9.16464919,POINT (9.16464919 45.19468231)
6646,Particolato Totale Sospeso,µg/m³,514,Rho via Buon Gesù,152.0,MI,Rho,S,1991-10-11T00:00:00.000,1999-06-09T00:00:00.000,5041100,503483,45.52342919,9.0446025,POINT (9.0446025 45.52342919)
6939,PM10 (SM2005),µg/m³,600,Lodi v.Vignati,80.0,LO,Lodi,N,2000-12-05T00:00:00.000,,5017060,538042,45.30601628,9.48527511,POINT (9.48527511 45.30601628)
6748,Ossidi di Azoto,µg/m³,647,Breno v.Don Putelli,342.0,BS,Breno,S,1992-06-09T00:00:00.000,2018-07-30T00:00:00.000,5090074,600822,45.95683656,10.30106589,POINT (10.30106589 45.95683656)
5539,Biossido di Azoto,µg/m³,536,Arese v. Matteotti,157.0,MI,Arese,S,1991-10-16T00:00:00.000,2018-07-30T00:00:00.000,5043325,506302,45.54343664,9.08072867,POINT (9.08072867 45.54343664)
5597,Biossido di Azoto,µg/m³,594,Bergamo v.Goisis,290.0,BG,Bergamo,S,1996-09-14T00:00:00.000,2018-07-30T00:00:00.000,5062715,553620,45.71591825,9.68896994,POINT (9.68896994 45.71591825)
5531,Biossido di Azoto,µg/m³,528,Milano Verziere,116.0,MI,Milano,N,1988-11-24T00:00:00.000,,5034443,515270,45.46334886,9.19532511,POINT (9.19532511 45.46334886)
6655,Particolato Totale Sospeso,µg/m³,555,Busto Arsizio v.Magenta,222.0,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2006-06-19T00:00:00.000,5050810,488313,45.61073922,8.850121,POINT (8.850121 45.61073922)
9999,Biossido di Azoto,µg/m³,683,Cassano d'Adda 2-v.Milano,133.0,MI,Cassano d'Adda,N,2006-02-17T00:00:00.000,,5041567,540293,45.52647322,9.515991,POINT (9.515991 45.52647322)
5731,Ozono,µg/m³,566,Olgiate Comasco v.Roma,404.0,CO,Olgiate Comasco,S,1996-08-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,45.78389908,8.96640489,POINT (8.96640489 45.78389908)
5670,Biossido di Zolfo,µg/m³,584,Bergamo v.Garibaldi,249.0,BG,Bergamo,N,1994-06-16T00:00:00.000,,5060449,551482,45.69568669,9.66126061,POINT (9.66126061 45.69568669)
5949,Ozono,µg/m³,625,Casalmaggiore v.Volta,23.0,CR,Casalmaggiore,S,1996-05-19T00:00:00.000,2007-02-21T00:00:00.000,4981793,612537,44.98066517,10.42738161,POINT (10.42738161 44.98066517)
5599,Biossido di Azoto,µg/m³,596,Osio Sotto v.per Levate,182.0,BG,Osio Sotto,N,2000-04-06T00:00:00.000,,5052072,547691,45.62055568,9.61173782,POINT (9.61173782 45.62055568)
9998,Benzene,µg/m³,683,Cassano d'Adda 2-v.Milano,133.0,MI,Cassano d'Adda,S,2006-02-17T00:00:00.000,2024-02-20T00:00:00.000,5041567,540293,45.52647322,9.515991,POINT (9.515991 45.52647322)
10449,Particelle sospese PM2.5,µg/m³,560,Varese v.Copelli,383.0,VA,Varese,N,2009-09-01T00:00:00.000,,5073728,486035,45.8169745,8.82024911,POINT (8.82024911 45.8169745)
5743,Ozono,µg/m³,569,Sondrio v.Mazzini,307.0,SO,Sondrio,S,1993-11-01T00:00:00.000,2003-05-19T00:00:00.000,5113078,567173,46.16797103,9.87014581,POINT (9.87014581 46.16797103)
6218,Ossidi di Azoto,µg/m³,583,Bergamo v.Meucci,249.0,BG,Bergamo,N,1989-06-01T00:00:00.000,,5059922,550116,45.69104328,9.64366092,POINT (9.64366092 45.69104328)
5563,Biossido di Azoto,µg/m³,560,Varese v.Copelli,383.0,VA,Varese,N,2003-08-07T00:00:00.000,,5073728,486035,45.8169745,8.82024911,POINT (8.82024911 45.8169745)
6650,Particolato Totale Sospeso,µg/m³,543,Vimercate v. dell'Ospedale,194.0,MB,Vimercate,S,1995-02-10T00:00:00.000,1998-02-04T00:00:00.000,5051330,528723,45.611744,9.3677,POINT (9.3677 45.611744)
6380,Ossidi di Azoto,µg/m³,572,Morbegno v.Cortivacci,262.0,SO,Morbegno,N,1999-01-13T00:00:00.000,,5108901,543736,46.135486,9.56624,POINT (9.56624 46.135486)
5831,Monossido di Carbonio,mg/m³,515,Pero SS Sempione,141.0,MI,Pero,S,1991-05-10T00:00:00.000,2018-07-30T00:00:00.000,5039595,507028,45.50985564,9.08997419,POINT (9.08997419 45.50985564)
20685,Ammoniaca,µg/m³,501,Milano v.Marche,129.0,MI,Milano,N,2024-01-13T00:00:00.000,,5038105,514918,45.49631883,9.19093444,POINT (9.19093444 45.49631883)
12627,Piombo,ng/m³,705,Milano Pascal Città Studi,122.0,MI,Milano,N,2008-04-01T00:00:00.000,,5036190,518405,45.478347,9.231667,POINT (9.231667 45.478347)
9991,Ozono,µg/m³,681,Moggio Loc. Penscei,1194.0,LC,Moggio,N,2006-07-12T00:00:00.000,,5084478,538586,45.91279097,9.49754261,POINT (9.49754261 45.91279097)
6354,Ossidi di Azoto,µg/m³,548,Milano v.Senato,118.0,MI,Milano,N,1995-04-21T00:00:00.000,,5035238,515435,45.470501,9.19746075,POINT (9.19746075 45.470501)
6943,PM10 (SM2005),µg/m³,630,Crema v.Indipendenza,78.0,CR,Crema,S,1999-10-28T00:00:00.000,2007-04-03T00:00:00.000,5024212,553035,45.36941556,9.67727511,POINT (9.67727511 45.36941556)
6915,PM10 (SM2005),µg/m³,554,Saronno v.Santuario,212.0,VA,Saronno,N,2003-12-16T00:00:00.000,,5052646,502058,45.62735705,9.02640138,POINT (9.02640138 45.62735705)
10141,Ossidi di Azoto,µg/m³,701,Ostiglia v.Colombo,14.0,MN,Ostiglia,S,2006-11-29T00:00:00.000,2017-01-01T00:00:00.000,4993316,668216,45.07331225,11.13703575,POINT (11.13703575 45.07331225)
10273,PM10 (SM2005),µg/m³,705,Milano Pascal Città Studi,122.0,MI,Milano,N,2007-04-21T00:00:00.000,,5036190,518405,45.478347,9.231667,POINT (9.231667 45.478347)
6817,Ossidi di Azoto,µg/m³,656,Gambara v.Parma,47.0,BS,Gambara,N,1990-01-01T00:00:00.000,,5011493,601945,45.24955194,10.29913,POINT (10.29913 45.24955194)
5593,Biossido di Azoto,µg/m³,590,Ponte San Pietro v. Moiolo,225.0,BG,Ponte San Pietro,S,1990-07-04T00:00:00.000,2013-05-26T00:00:00.000,5060449,545762,45.69608872,9.58779631,POINT (9.58779631 45.69608872)
20441,Ossidi di Azoto,µg/m³,681,Moggio Loc. Penscei,1194.0,LC,Moggio,N,2007-03-17T00:00:00.000,,5084478,538586,45.91279097,9.49754261,POINT (9.49754261 45.91279097)
6382,Ossidi di Azoto,µg/m³,569,Sondrio v.Mazzini,307.0,SO,Sondrio,N,1993-11-01T00:00:00.000,,5113078,567173,46.16797103,9.87014581,POINT (9.87014581 46.16797103)
10548,PM10 (SM2005),µg/m³,1269,Dalmine v.Verdi,207.0,BG,Dalmine,N,2010-02-26T00:00:00.000,,5055304,546847,45.64971,9.60123469,POINT (9.60123469 45.64971)
6921,PM10 (SM2005),µg/m³,564,Erba v. Battisti,279.0,CO,Erba,S,2009-06-13T00:00:00.000,2024-07-11T00:00:00.000,5072803,517232,45.8085738,9.2217792,POINT (9.2217792 45.8085738)
9833,Benzene,µg/m³,664,Mantova p.zza Gramsci,18.0,MN,Mantova,N,2005-05-16T00:00:00.000,,5001351,640031,45.15175186,10.78141717,POINT (10.78141717 45.15175186)
9915,Particelle sospese PM2.5,µg/m³,591,Seriate v. Garibaldi,256.0,BG,Seriate,S,2005-11-28T00:00:00.000,2018-07-30T00:00:00.000,5059449,555672,45.68636206,9.71495853,POINT (9.71495853 45.68636206)
6922,PM10 (SM2005),µg/m³,566,Olgiate Comasco v.Roma,404.0,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,45.78389908,8.96640489,POINT (8.96640489 45.78389908)
10166,Benzene,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-11-29T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
5643,Biossido di Zolfo,µg/m³,538,Settimo Milanese v. Della Libertà,132.0,MI,Settimo Milanese,S,1992-05-19T00:00:00.000,2003-08-26T00:00:00.000,5036306,504444,45.48027247,9.05686386,POINT (9.05686386 45.48027247)
6414,Monossido di Carbonio,mg/m³,628,Cremona p.zza Libertà,61.0,CR,Cremona,S,1994-11-14T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,45.13738208,10.03237064,POINT (10.03237064 45.13738208)
6810,Particolato Totale Sospeso,µg/m³,655,Darfo Boario Terme v. De Amicis,221.0,BS,Darfo Boario Terme,S,1999-01-01T00:00:00.000,2004-07-15T00:00:00.000,5080789,591371,45.87460256,10.17736553,POINT (10.17736553 45.87460256)
5619,Biossido di Zolfo,µg/m³,544,Cormano v. Edison,153.0,MI,Cormano,S,1994-10-26T00:00:00.000,2023-09-16T00:00:00.000,5044180,512693,45.547597,9.166983,POINT (9.166983 45.547597)
9984,Particelle sospese PM2.5,µg/m³,669,Brescia Villaggio Sereno,70.0,BS,Brescia,N,2006-06-06T00:00:00.000,,5040636,593101,45.51306214,10.19190606,POINT (10.19190606 45.51306214)
6358,Ossidi di Azoto,µg/m³,538,Settimo Milanese v. Della Libertà,132.0,MI,Settimo Milanese,S,1992-05-27T00:00:00.000,2018-07-30T00:00:00.000,5036306,504444,45.48027247,9.05686386,POINT (9.05686386 45.48027247)
12598,Piombo,ng/m³,609,Casirate d'Adda v. Cimitero,108.0,BG,Casirate d'Adda,N,2008-04-24T00:00:00.000,,5038450,543458,45.49822794,9.55624181,POINT (9.55624181 45.49822794)
12583,Ammoniaca,µg/m³,1303,Cremona v.Gerre Borghi,36.0,CR,Cremona,S,2012-01-01T00:00:00.000,2017-01-01T00:00:00.000,4995675,584111,45.10954275,10.06924181,POINT (10.06924181 45.10954275)
10516,Biossido di Zolfo,µg/m³,671,Mantova Tridolino,22.0,MN,Mantova,S,2010-03-30T00:00:00.000,2024-01-31T00:00:00.000,5001664,646147,45.153328,10.859272,POINT (10.859272 45.153328)
20042,Ammoniaca,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2013-10-24T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
10070,Biossido di Zolfo,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85.0,PV,Sannazzaro de' Burgondi,N,2007-01-01T00:00:00.000,,4994371,492461,45.10277464,8.90418742,POINT (8.90418742 45.10277464)
12531,PM10 (SM2005),µg/m³,1297,Spinadesco v.Battisti,48.0,CR,Spinadesco,N,2011-02-16T00:00:00.000,,5000087,573153,45.15047339,9.93059842,POINT (9.93059842 45.15047339)
10173,PM10 (SM2005),µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2007-01-01T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
6951,PM10 (SM2005),µg/m³,649,Brescia v.Broletto,149.0,BS,Brescia,N,2000-09-23T00:00:00.000,,5043674,595467,45.54006456,10.22281989,POINT (10.22281989 45.54006456)
20197,PM10 (SM2005),µg/m³,598,San Rocco al Porto v.Matteotti,50.0,LO,San Rocco al Porto,N,2002-01-01T00:00:00.000,,4992297,555154,45.08199189,9.70079278,POINT (9.70079278 45.08199189)
12637,Nikel,ng/m³,548,Milano v.Senato,118.0,MI,Milano,N,2008-07-09T00:00:00.000,,5035238,515435,45.470501,9.19746075,POINT (9.19746075 45.470501)
6859,Biossido di Azoto,µg/m³,661,Rezzato v.De Gasperi,147.0,BS,Rezzato,N,1992-08-05T00:00:00.000,,5041110,604367,45.51571417,10.33624003,POINT (10.33624003 45.51571417)
10279,Biossido di Azoto,µg/m³,705,Milano Pascal Città Studi,122.0,MI,Milano,N,2007-06-16T00:00:00.000,,5036190,518405,45.478347,9.231667,POINT (9.231667 45.478347)
10109,Biossido di Zolfo,µg/m³,698,Ceneselli v. Moro,13.0,RO,Ceneselli,S,2006-11-28T00:00:00.000,2018-01-01T00:00:00.000,4987161,686934,45.013458,11.372581,POINT (11.372581 45.013458)
30163,Biossido di Azoto,µg/m³,669,Brescia Villaggio Sereno,70.0,BS,Brescia,N,2013-12-13T00:00:00.000,,5040636,593101,45.51306214,10.19190606,POINT (10.19190606 45.51306214)
6777,Monossido di Carbonio,mg/m³,651,Brescia v.Triumplina,175.0,BS,Brescia,S,1999-01-15T00:00:00.000,2005-10-19T00:00:00.000,5047187,596090,45.57159144,10.23148892,POINT (10.23148892 45.57159144)
9918,Ossidi di Azoto,µg/m³,664,Mantova p.zza Gramsci,18.0,MN,Mantova,N,2004-06-08T00:00:00.000,,5001351,640031,45.15175186,10.78141717,POINT (10.78141717 45.15175186)
5618,Biossido di Zolfo,µg/m³,529,Cinisello Balsamo v.Lincoln,149.0,MI,Cinisello Balsamo,S,1988-08-10T00:00:00.000,1999-05-04T00:00:00.000,5044335,517778,45.55232831,9.22776572,POINT (9.22776572 45.55232831)
5744,Ozono,µg/m³,555,Busto Arsizio v.Magenta,222.0,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2018-01-01T00:00:00.000,5050810,488313,45.61073922,8.850121,POINT (8.850121 45.61073922)
20771,Ammoniaca,µg/m³,683,Cassano d'Adda 2-v.Milano,133.0,MI,Cassano d'Adda,N,2024-03-29T00:00:00.000,,5041567,540293,45.52647322,9.515991,POINT (9.515991 45.52647322)
30159,Ossidi di Azoto,µg/m³,655,Darfo Boario Terme v. De Amicis,221.0,BS,Darfo Boario Terme,S,2013-01-23T00:00:00.000,2023-07-12T00:00:00.000,5080789,591371,45.87460256,10.17736553,POINT (10.17736553 45.87460256)
20596,Particelle sospese PM2.5,µg/m³,517,Turbigo,141.0,MI,Turbigo,N,2023-08-01T00:00:00.000,,5041480,479423,45.52655611,8.73650211,POINT (8.73650211 45.52655611)
5844,Monossido di Carbonio,mg/m³,572,Morbegno v.Cortivacci,262.0,SO,Morbegno,S,1999-01-13T00:00:00.000,2023-01-17T00:00:00.000,5108901,543736,46.135486,9.56624,POINT (9.56624 46.135486)
10406,Ossidi di Azoto,µg/m³,1263,Villa di Serio v. Glera,280.0,BG,Villa di Serio,S,2008-10-08T00:00:00.000,2018-07-30T00:00:00.000,5064969,557447,45.727881,9.738481,POINT (9.738481 45.727881)
5848,Monossido di Carbonio,mg/m³,555,Busto Arsizio v.Magenta,222.0,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2012-01-03T00:00:00.000,5050810,488313,45.61073922,8.850121,POINT (8.850121 45.61073922)
12570,Particelle sospese PM2.5,µg/m³,561,Como v.Cattaneo,202.0,CO,Como,N,2011-09-23T00:00:00.000,,5073500,505203,45.81504217,9.06697886,POINT (9.06697886 45.81504217)
6322,Ossidi di Azoto,µg/m³,541,Limbiate v. F. Turati,181.0,MB,Limbiate,S,1994-11-24T00:00:00.000,2018-07-30T00:00:00.000,5049330,509823,45.590961,9.139417,POINT (9.139417 45.590961)
5578,Biossido di Azoto,µg/m³,575,Nibionno v.della Chiesa,310.0,LC,Nibionno,S,1991-12-20T00:00:00.000,2018-07-30T00:00:00.000,5066429,520613,45.75111892,9.26502439,POINT (9.26502439 45.75111892)
10117,Ossidi di Azoto,µg/m³,699,Magnacavallo campo sportivo,11.0,MN,Magnacavallo,S,2006-11-29T00:00:00.000,2018-01-01T00:00:00.000,4985830,671675,45.00514363,11.1784001,POINT (11.1784001 45.00514363)
17041,Piombo,ng/m³,583,Bergamo v.Meucci,249.0,BG,Bergamo,N,2012-01-13T00:00:00.000,,5059922,550116,45.69104328,9.64366092,POINT (9.64366092 45.69104328)
6705,Monossido di Carbonio,mg/m³,643,Pavia p.zza Minerva,77.0,PV,Pavia,N,2002-03-03T00:00:00.000,,5003660,511522,45.18633544,9.14667703,POINT (9.14667703 45.18633544)
5514,Biossido di Azoto,µg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118.0,MI,Abbiategrasso,S,1998-01-23T00:00:00.000,2018-07-30T00:00:00.000,5026880,493223,45.39541003,8.91341828,POINT (8.91341828 45.39541003)
5708,Ozono,µg/m³,536,Arese v. Matteotti,157.0,MI,Arese,S,1995-10-03T00:00:00.000,2018-01-01T00:00:00.000,5043325,506302,45.54343664,9.08072867,POINT (9.08072867 45.54343664)
6657,Particolato Totale Sospeso,µg/m³,552,Varese v.Vidoletti,425.0,VA,Varese,S,1991-12-30T00:00:00.000,2006-04-30T00:00:00.000,5075945,484773,45.83690178,8.80393513,POINT (8.80393513 45.83690178)
6617,Particolato Totale Sospeso,µg/m³,587,Casnigo via Europa,514.0,BG,Casnigo,S,1989-11-08T00:00:00.000,2003-01-03T00:00:00.000,5073819,567412,45.81464142,9.86771003,POINT (9.86771003 45.81464142)
9996,Ossidi di Azoto,µg/m³,682,Ferrera Erbognone ENI,88.0,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,,4995567,490094,45.11351117,8.87407772,POINT (8.87407772 45.11351117)
5513,Biossido di Azoto,µg/m³,510,Inzago v.le Gramsci,138.0,MI,Inzago,S,1991-01-01T00:00:00.000,2018-01-01T00:00:00.000,5043030,538012,45.53976956,9.48689669,POINT (9.48689669 45.53976956)
5837,Monossido di Carbonio,mg/m³,513,Trezzo sull'Adda v.Nenni,199.0,MI,Trezzo sull'Adda,S,2001-02-22T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,45.61370028,9.508134,POINT (9.508134 45.61370028)
6370,Ossidi di Azoto,µg/m³,543,Vimercate v. dell'Ospedale,194.0,MB,Vimercate,S,1994-12-23T00:00:00.000,2018-07-30T00:00:00.000,5051330,528723,45.611744,9.3677,POINT (9.3677 45.611744)
5823,Monossido di Carbonio,mg/m³,539,Milano v.Liguria,115.0,MI,Milano,S,1991-10-20T00:00:00.000,2023-10-03T00:00:00.000,5032273,513134,45.44386047,9.16794489,POINT (9.16794489 45.44386047)
5605,Biossido di Azoto,µg/m³,602,Melegnano v.Predabissi,83.0,MI,Melegnano,S,2000-01-13T00:00:00.000,,5022361,525789,45.35428881,9.32924395,POINT (9.32924395 45.35428881)
10290,PM10 (SM2005),µg/m³,706,Lecco v.Sora,272.0,LC,Lecco,N,2000-12-31T00:00:00.000,,5078987,531045,45.86375372,9.39995481,POINT (9.39995481 45.86375372)
6782,Monossido di Carbonio,mg/m³,652,Brescia v.Turati,154.0,BS,Brescia,N,1999-01-12T00:00:00.000,,5043626,596168,45.53953611,10.23178722,POINT (10.23178722 45.53953611)
20684,Ammoniaca,µg/m³,1374,Monza Parco,181.0,MB,Monza,N,2023-12-22T00:00:00.000,,5049780,521452,45.603072,9.276156,POINT (9.276156 45.603072)
5750,Ozono,µg/m³,552,Varese v.Vidoletti,425.0,VA,Varese,N,1991-12-23T00:00:00.000,,5075945,484773,45.83690178,8.80393513,POINT (8.80393513 45.83690178)
5851,Monossido di Carbonio,mg/m³,559,Somma Lombardo v.Facchinetti,210.0,VA,Somma Lombardo,S,2000-03-20T00:00:00.000,2012-01-04T00:00:00.000,5055150,477613,45.64954097,8.71269853,POINT (8.71269853 45.64954097)
10433,Biossido di Zolfo,µg/m³,1264,Sondrio v.Paribelli,290.0,SO,Sondrio,S,2009-01-04T00:00:00.000,2012-01-04T00:00:00.000,5113073,567873,46.16785664,9.87921169,POINT (9.87921169 46.16785664)
10547,Particelle sospese PM2.5,µg/m³,1269,Dalmine v.Verdi,207.0,BG,Dalmine,N,2010-02-26T00:00:00.000,,5055304,546847,45.64971,9.60123469,POINT (9.60123469 45.64971)
10474,Benzene,µg/m³,1267,Turano Lodigiano v. Gramsci,65.0,LO,Turano Lodigiano,S,2010-01-01T00:00:00.000,2017-03-31T00:00:00.000,5010942,548751,45.25028636,9.62126692,POINT (9.62126692 45.25028636)
5665,Biossido di Zolfo,µg/m³,595,Filago v.Don Milani,190.0,BG,Filago,N,1991-12-07T00:00:00.000,,5053519,543342,45.63387247,9.55609572,POINT (9.55609572 45.63387247)
5738,Ozono,µg/m³,607,Abbadia Cerreto v. Fanfulla,64.0,LO,Abbadia Cerreto,N,2001-04-10T00:00:00.000,,5017500,545920,45.30950506,9.58580022,POINT (9.58580022 45.30950506)
10143,Biossido di Azoto,µg/m³,701,Ostiglia v.Colombo,14.0,MN,Ostiglia,S,2006-11-29T00:00:00.000,2017-01-01T00:00:00.000,4993316,668216,45.07331225,11.13703575,POINT (11.13703575 45.07331225)
5620,Biossido di Zolfo,µg/m³,525,Corsico v.le Italia,119.0,MI,Corsico,S,1983-06-06T00:00:00.000,2006-11-04T00:00:00.000,5031403,507619,45.43611269,9.09741197,POINT (9.09741197 45.43611269)
10019,Biossido di Azoto,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273.0,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,,5059767,537706,45.69043647,9.48426111,POINT (9.48426111 45.69043647)
10269,Ammoniaca,µg/m³,502,Milano v.Juvara,122.0,MI,Milano,S,2007-03-28T00:00:00.000,2007-06-11T00:00:00.000,5035546,517377,45.47322769,9.22231536,POINT (9.22231536 45.47322769)
6925,PM10 (SM2005),µg/m³,571,Bormio v.Monte Braulio,1225.0,SO,Bormio,N,2003-04-18T00:00:00.000,,5147136,605598,46.46952397,10.37543275,POINT (10.37543275 46.46952397)
5703,Biossido di Zolfo,µg/m³,572,Morbegno v.Cortivacci,262.0,SO,Morbegno,S,1998-09-29T00:00:00.000,2008-08-06T00:00:00.000,5108901,543736,46.135486,9.56624,POINT (9.56624 46.135486)
10155,Biossido di Azoto,µg/m³,702,Pieve di Coriano v. Bugatte,16.0,MN,Pieve di Coriano,S,2006-11-29T00:00:00.000,2018-01-01T00:00:00.000,4988901,666747,45.03394468,11.11691932,POINT (11.11691932 45.03394468)
30160,Biossido di Azoto,µg/m³,655,Darfo Boario Terme v. De Amicis,221.0,BS,Darfo Boario Terme,S,2013-12-13T00:00:00.000,2023-07-12T00:00:00.000,5080789,591371,45.87460256,10.17736553,POINT (10.17736553 45.87460256)
6845,Ossidi di Azoto,µg/m³,659,Odolo v.Praes,349.0,BS,Odolo,N,1990-10-08T00:00:00.000,,5055661,608260,45.64605175,10.38929672,POINT (10.38929672 45.64605175)
5718,Ozono,µg/m³,546,Magenta v. F. Turati,137.0,MI,Magenta,S,1995-07-29T00:00:00.000,2023-10-03T00:00:00.000,5034328,490635,45.46242074,8.88021388,POINT (8.88021388 45.46242074)
6286,Ossidi di Azoto,µg/m³,530,Agrate Brianza v.Ferrario,162.0,MB,Agrate Brianza,S,1990-02-13T00:00:00.000,2018-07-30T00:00:00.000,5046977,527628,45.575778,9.354094,POINT (9.354094 45.575778)
9855,Ossidi di Azoto,µg/m³,672,Cornale v.Libertà,74.0,PV,Cornale,N,2005-07-29T00:00:00.000,,4987406,493238,45.04008561,8.91415717,POINT (8.91415717 45.04008561)
10581,Biossido di Azoto,µg/m³,1274,Perledo P.zza della stazione,212.0,LC,Perledo,N,2010-09-01T00:00:00.000,,5095846,522171,46.01583272,9.28641942,POINT (9.28641942 46.01583272)
5586,Biossido di Azoto,µg/m³,583,Bergamo v.Meucci,249.0,BG,Bergamo,N,1989-06-01T00:00:00.000,,5059922,550116,45.69104328,9.64366092,POINT (9.64366092 45.69104328)
20754,Benzene,µg/m³,1322,DarfoBT,221.0,BS,Darfo Boario Terme,N,2024-03-08T00:00:00.000,,5080975,591483,45.87626097,10.17883506,POINT (10.17883506 45.87626097)
10081,Ozono,µg/m³,695,Ponti sul Mincio v.San Martino,113.0,MN,Ponti sul Mincio,N,2007-02-06T00:00:00.000,,5030184,631718,45.41277633,10.68336214,POINT (10.68336214 45.41277633)
5591,Biossido di Azoto,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191.0,BG,Tavernola Bergamasca,N,1990-09-21T00:00:00.000,,5063058,581311,45.71630489,10.04477436,POINT (10.04477436 45.71630489)
10456,Particelle sospese PM2.5,µg/m³,1265,Lodi S.Alberto,76.0,LO,Lodi,N,2009-08-03T00:00:00.000,,5016706,538829,45.30278678,9.49528589,POINT (9.49528589 45.30278678)
6262,Ossidi di Azoto,µg/m³,603,Castiraga Vidardo v.Craxi,74.0,LO,Castiraga Vidardo,S,2000-01-13T00:00:00.000,2018-01-01T00:00:00.000,5012170,531404,45.26232903,9.40029257,POINT (9.40029257 45.26232903)
5658,Biossido di Zolfo,µg/m³,552,Varese v.Vidoletti,425.0,VA,Varese,N,1991-12-23T00:00:00.000,,5075945,484773,45.83690178,8.80393513,POINT (8.80393513 45.83690178)
5827,Monossido di Carbonio,mg/m³,501,Milano v.Marche,129.0,MI,Milano,N,1989-04-05T00:00:00.000,,5038105,514918,45.49631883,9.19093444,POINT (9.19093444 45.49631883)
6428,Ossidi di Azoto,µg/m³,633,Soresina v. Landriani,70.0,CR,Soresina,N,2002-01-01T00:00:00.000,,5014860,567712,45.28398,9.86340258,POINT (9.86340258 45.28398)
12667,Nikel,ng/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2008-02-23T00:00:00.000,,4986922,663580,45.01688067,11.07609728,POINT (11.07609728 45.01688067)
9856,Ozono,µg/m³,672,Cornale v.Libertà,74.0,PV,Cornale,N,2005-07-29T00:00:00.000,,4987406,493238,45.04008561,8.91415717,POINT (8.91415717 45.04008561)
20570,Ozono,µg/m³,659,Odolo v.Praes,349.0,BS,Odolo,N,2023-01-03T00:00:00.000,,5055661,608260,45.64605175,10.38929672,POINT (10.38929672 45.64605175)
20357,Particelle sospese PM2.5,µg/m³,571,Bormio v.Monte Braulio,1225.0,SO,Bormio,N,2016-10-26T00:00:00.000,,5147136,605598,46.46952397,10.37543275,POINT (10.37543275 46.46952397)
6338,Ossidi di Azoto,µg/m³,545,Motta Visconti v. De Gasperi,100.0,MI,Motta Visconti,N,1998-03-17T00:00:00.000,,5014273,499103,45.28196356,8.98857592,POINT (8.98857592 45.28196356)
10258,Ammoniaca,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57.0,CR,Corte de' Cortesi con Cignone,N,2006-11-22T00:00:00.000,,5014380,578919,45.27848997,10.00620528,POINT (10.00620528 45.27848997)
6745,Biossido di Zolfo,µg/m³,647,Breno v.Don Putelli,342.0,BS,Breno,S,1992-06-09T00:00:00.000,2003-11-18T00:00:00.000,5090074,600822,45.95683656,10.30106589,POINT (10.30106589 45.95683656)
10083,PM10 (SM2005),µg/m³,695,Ponti sul Mincio v.San Martino,113.0,MN,Ponti sul Mincio,N,2006-12-20T00:00:00.000,,5030184,631718,45.41277633,10.68336214,POINT (10.68336214 45.41277633)
12579,Biossido di Azoto,µg/m³,1303,Cremona v.Gerre Borghi,36.0,CR,Cremona,S,2012-01-01T00:00:00.000,2017-01-01T00:00:00.000,4995675,584111,45.10954275,10.06924181,POINT (10.06924181 45.10954275)
5796,Monossido di Carbonio,mg/m³,586,Costa Volpino v.Nazionale,192.0,BG,Costa Volpino,S,1993-07-26T00:00:00.000,2011-09-12T00:00:00.000,5075429,585212,45.82716061,10.09707131,POINT (10.09707131 45.82716061)
5579,Biossido di Azoto,µg/m³,576,Merate v. Madonna di Loreto,279.0,LC,Merate,N,1991-02-18T00:00:00.000,,5060569,531623,45.69795956,9.40619194,POINT (9.40619194 45.69795956)
