Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
6179,2026/01/01 00:00,86.4,72.6,94.2
6179,2026/01/02 00:00,91.1,76.3,99.3
6179,2026/01/03 00:00,96.3,79.0,99.3
6179,2026/01/04 00:00,86.7,54.0,99.3
6179,2026/01/05 00:00,62.1,42.8,81.4
6179,2026/01/06 00:00,63.1,40.0,81.1
6179,2026/01/07 00:00,78.5,63.9,93.4
6179,2026/01/08 00:00,72.7,32.2,96.7
6179,2026/01/09 00:00,80.0,71.5,89.7
6179,2026/01/10 00:00,73.3,26.6,99.2
6179,2026/01/11 00:00,37.3,18.5,64.4
6179,2026/01/12 00:00,53.7,43.7,69.9
6179,2026/01/13 00:00,69.2,55.5,99.3
6179,2026/01/14 00:00,93.1,83.4,99.3
6179,2026/01/15 00:00,99.0,93.2,99.4
6179,2026/01/16 00:00,99.3,99.1,99.3
6179,2026/01/17 00:00,97.0,87.3,99.3
6179,2026/01/18 00:00,80.2,65.6,97.0
6179,2026/01/19 00:00,61.0,46.8,76.8
6179,2026/01/20 00:00,54.7,46.0,62.5
6179,2026/01/21 00:00,67.9,54.0,79.8
6179,2026/01/22 00:00,89.9,77.8,99.3
6179,2026/01/23 00:00,95.5,85.3,99.3
6179,2026/01/24 00:00,99.0,93.9,99.4
6179,2026/01/25 00:00,96.7,88.5,99.4
6179,2026/01/26 00:00,80.9,56.7,98.1
6179,2026/01/27 00:00,90.6,62.5,99.3
6179,2026/01/28 00:00,99.3,99.3,99.3
6179,2026/01/29 00:00,97.1,86.2,99.3
6179,2026/01/30 00:00,96.0,82.6,99.3
6179,2026/01/31 00:00,92.9,80.6,99.3
6179,2026/02/01 00:00,96.5,82.0,99.3
6179,2026/02/02 00:00,96.8,90.1,99.3
6179,2026/02/03 00:00,99.2,97.7,99.3
6179,2026/02/04 00:00,99.3,99.3,99.3
6179,2026/02/05 00:00,84.2,49.9,99.3
6179,2026/02/06 00:00,83.7,57.2,99.3
6179,2026/02/07 00:00,89.8,66.5,99.3
6179,2026/02/08 00:00,96.5,85.1,99.3
6179,2026/02/09 00:00,87.2,62.6,99.3
6179,2026/02/10 00:00,93.2,85.6,99.3
6179,2026/02/11 00:00,89.3,64.1,99.3
6179,2026/02/12 00:00,96.8,76.0,99.3
6179,2026/02/13 00:00,64.9,21.4,97.9
6179,2026/02/14 00:00,96.0,88.5,99.3
6179,2026/02/15 00:00,71.0,27.8,99.4
6179,2026/02/16 00:00,69.8,58.7,76.8
6179,2026/02/17 00:00,40.8,22.7,65.1
6179,2026/02/18 00:00,39.8,28.4,51.3
6179,2026/02/19 00:00,90.8,47.1,99.4
6179,2026/02/20 00:00,70.9,26.2,99.1
6179,2026/02/21 00:00,67.2,46.9,84.9
6179,2026/02/22 00:00,76.0,58.6,88.9
6179,2026/02/23 00:00,79.9,54.9,97.9
6179,2026/02/24 00:00,87.0,58.4,99.2
6179,2026/02/25 00:00,73.5,56.4,87.6
6179,2026/02/26 00:00,70.1,49.4,97.3
6179,2026/02/27 00:00,74.6,57.5,89.3
6179,2026/02/28 00:00,69.0,53.2,81.4
6179,2026/03/01 00:00,93.7,74.0,99.4
6179,2026/03/02 00:00,95.2,75.2,99.4
6179,2026/03/03 00:00,82.0,61.5,99.2
6179,2026/03/04 00:00,79.8,56.0,99.0
6179,2026/03/05 00:00,92.3,81.3,99.3
6179,2026/03/06 00:00,74.9,47.4,93.3
6179,2026/03/07 00:00,65.1,36.7,92.3
6179,2026/03/08 00:00,59.0,33.9,75.0
6179,2026/03/09 00:00,66.2,38.7,81.4
6179,2026/03/10 00:00,88.7,73.4,99.3
6179,2026/03/11 00:00,81.5,58.5,99.2
6179,2026/03/12 00:00,73.0,47.5,96.6
6179,2026/03/13 00:00,70.1,45.9,91.0
6179,2026/03/14 00:00,90.2,69.7,99.4
6179,2026/03/15 00:00,82.4,60.6,99.4
6179,2026/03/16 00:00,52.0,14.6,88.9
6179,2026/03/17 00:00,46.2,18.2,74.3
6179,2026/03/18 00:00,45.5,29.7,66.8
6179,2026/03/19 00:00,41.0,22.6,57.4
6179,2026/03/20 00:00,38.8,27.5,48.2
6179,2026/03/21 00:00,44.2,31.5,52.6
6179,2026/03/22 00:00,46.2,35.6,59.1
6179,2026/03/23 00:00,52.4,29.6,84.9
6179,2026/03/24 00:00,43.4,29.1,64.3
6179,2026/03/25 00:00,52.2,26.9,70.8
6179,2026/03/26 00:00,18.1,11.8,25.6
6179,2026/03/27 00:00,17.3,9.3,27.7
6179,2026/03/28 00:00,28.9,20.7,37.5
6179,2026/03/29 00:00,25.3,11.9,45.1
6179,2026/03/30 00:00,24.6,9.3,34.2
6179,2026/03/31 00:00,18.6,10.3,29.5
6179,2026/04/01 00:00,-999,-999,-999
6179,2026/04/02 00:00,-999,-999,-999
6179,2026/04/03 00:00,-999,-999,-999
6179,2026/04/04 00:00,-999,-999,-999
6179,2026/04/05 00:00,-999,-999,-999
6179,2026/04/06 00:00,-999,-999,-999
6179,2026/04/07 00:00,-999,-999,-999
6179,2026/04/08 00:00,-999,-999,-999
6179,2026/04/09 00:00,-999,-999,-999
6179,2026/04/10 00:00,55.7,41.5,64.5
6179,2026/04/11 00:00,44.2,29.3,60.4
6179,2026/04/12 00:00,55.4,33.9,73.7
6179,2026/04/13 00:00,84.0,74.6,96.5
6179,2026/04/14 00:00,88.2,60.1,99.3
6179,2026/04/15 00:00,75.8,49.6,99.3
6179,2026/04/16 00:00,66.1,43.7,95.5
6179,2026/04/17 00:00,54.5,36.9,76.1
6179,2026/04/18 00:00,49.5,34.1,67.1
6179,2026/04/19 00:00,52.9,36.5,83.7
6179,2026/04/20 00:00,69.3,47.5,90.0
6179,2026/04/21 00:00,68.5,49.3,99.3
6179,2026/04/22 00:00,56.1,37.2,83.4
6179,2026/04/23 00:00,42.0,28.7,57.6
6179,2026/04/24 00:00,41.1,17.6,70.2
6179,2026/04/25 00:00,40.9,22.5,61.2
6179,2026/04/26 00:00,53.9,31.2,77.1
6179,2026/04/27 00:00,45.3,28.9,65.8
6179,2026/04/28 00:00,46.9,34.0,64.3
6179,2026/04/29 00:00,60.9,38.4,90.1
6179,2026/04/30 00:00,50.6,29.0,92.3
