giorno,ATS,nometiposensore,valore_medio
2025-03-28,ATS_Bergamo,PM10 (SM2005),18.125
2025-03-28,ATS_Bergamo,Particelle sospese PM2.5,11.4
2025-03-28,ATS_Montagna,Biossido di Azoto,-1.0704433497536927
2025-03-28,ATS_Montagna,PM10 (SM2005),18.692307692307693
2025-03-28,ATS_Montagna,Particelle sospese PM2.5,12.875
2025-03-29,ATS_Bergamo,Biossido di Azoto,11.838425925925925
2025-03-29,ATS_Bergamo,PM10 (SM2005),14.375
2025-03-29,ATS_Bergamo,Particelle sospese PM2.5,-1992.6
2025-03-29,ATS_Montagna,Biossido di Azoto,18.892401960784316
2025-03-29,ATS_Montagna,PM10 (SM2005),-754.3846153846154
2025-03-29,ATS_Montagna,Particelle sospese PM2.5,12.0
2025-03-30,ATS_Bergamo,Biossido di Azoto,14.277314814814815
2025-03-30,ATS_Bergamo,PM10 (SM2005),10.25
2025-03-30,ATS_Bergamo,Particelle sospese PM2.5,7.6
2025-03-30,ATS_Montagna,Biossido di Azoto,17.417690417690416
2025-03-30,ATS_Montagna,PM10 (SM2005),9.846153846153847
2025-03-30,ATS_Montagna,Particelle sospese PM2.5,6.75
2025-03-31,ATS_Bergamo,Biossido di Azoto,-32.854629629629635
2025-03-31,ATS_Bergamo,PM10 (SM2005),11.75
2025-03-31,ATS_Bergamo,Particelle sospese PM2.5,7.0
2025-03-31,ATS_Montagna,Biossido di Azoto,15.863235294117647
2025-03-31,ATS_Montagna,PM10 (SM2005),9.461538461538462
2025-03-31,ATS_Montagna,Particelle sospese PM2.5,5.875
2025-04-01,ATS_Bergamo,Biossido di Azoto,-29.490277777777777
2025-04-01,ATS_Bergamo,PM10 (SM2005),13.875
2025-04-01,ATS_Bergamo,Particelle sospese PM2.5,9.2
2025-04-01,ATS_Montagna,Biossido di Azoto,-5.870343137254902
2025-04-01,ATS_Montagna,PM10 (SM2005),-757.3076923076923
2025-04-01,ATS_Montagna,Particelle sospese PM2.5,5.5
2025-04-02,ATS_Bergamo,Biossido di Azoto,-27.26898148148148
2025-04-02,ATS_Bergamo,PM10 (SM2005),20.625
2025-04-02,ATS_Bergamo,Particelle sospese PM2.5,13.8
2025-04-02,ATS_Montagna,Biossido di Azoto,-2.1450980392156866
2025-04-02,ATS_Montagna,PM10 (SM2005),-753.6923076923077
2025-04-02,ATS_Montagna,Particelle sospese PM2.5,10.625
2025-04-03,ATS_Bergamo,Biossido di Azoto,23.477314814814818
2025-04-03,ATS_Bergamo,PM10 (SM2005),31.625
2025-04-03,ATS_Bergamo,Particelle sospese PM2.5,20.8
2025-04-03,ATS_Montagna,Biossido di Azoto,-24.806372549019603
2025-04-03,ATS_Montagna,PM10 (SM2005),-1514.4615384615386
2025-04-03,ATS_Montagna,Particelle sospese PM2.5,16.375
2025-04-04,ATS_Bergamo,Biossido di Azoto,24.122685185185187
2025-04-04,ATS_Bergamo,PM10 (SM2005),39.25
2025-04-04,ATS_Bergamo,Particelle sospese PM2.5,26.0
2025-04-04,ATS_Montagna,Biossido di Azoto,23.839460784313726
2025-04-04,ATS_Montagna,PM10 (SM2005),30.923076923076923
2025-04-04,ATS_Montagna,Particelle sospese PM2.5,19.375
2025-04-05,ATS_Bergamo,Biossido di Azoto,20.461111111111112
2025-04-05,ATS_Bergamo,PM10 (SM2005),35.875
2025-04-05,ATS_Bergamo,Particelle sospese PM2.5,22.2
2025-04-05,ATS_Montagna,Biossido di Azoto,24.391421568627454
2025-04-05,ATS_Montagna,PM10 (SM2005),31.384615384615383
2025-04-05,ATS_Montagna,Particelle sospese PM2.5,19.5
2025-04-06,ATS_Bergamo,Biossido di Azoto,14.217592592592593
2025-04-06,ATS_Bergamo,PM10 (SM2005),25.0
2025-04-06,ATS_Bergamo,Particelle sospese PM2.5,13.2
2025-04-06,ATS_Montagna,Biossido di Azoto,14.498774509803921
2025-04-06,ATS_Montagna,PM10 (SM2005),21.307692307692307
2025-04-06,ATS_Montagna,Particelle sospese PM2.5,11.5
2025-04-07,ATS_Bergamo,Biossido di Azoto,-35.636574074074076
2025-04-07,ATS_Bergamo,PM10 (SM2005),21.75
2025-04-07,ATS_Bergamo,Particelle sospese PM2.5,10.0
2025-04-07,ATS_Montagna,Biossido di Azoto,-12.404656862745096
2025-04-07,ATS_Montagna,PM10 (SM2005),21.692307692307693
2025-04-07,ATS_Montagna,Particelle sospese PM2.5,7.5
2025-04-08,ATS_Bergamo,Biossido di Azoto,14.584259259259259
2025-04-08,ATS_Bergamo,PM10 (SM2005),-1229.375
2025-04-08,ATS_Bergamo,Particelle sospese PM2.5,-1989.2
2025-04-08,ATS_Montagna,Biossido di Azoto,-31.37843137254902
2025-04-08,ATS_Montagna,PM10 (SM2005),23.692307692307693
2025-04-08,ATS_Montagna,Particelle sospese PM2.5,12.5
2025-04-09,ATS_Bergamo,Biossido di Azoto,22.427777777777777
2025-04-09,ATS_Bergamo,PM10 (SM2005),38.5
2025-04-09,ATS_Bergamo,Particelle sospese PM2.5,24.6
2025-04-09,ATS_Montagna,Biossido di Azoto,-23.909313725490197
2025-04-09,ATS_Montagna,PM10 (SM2005),36.76923076923077
2025-04-09,ATS_Montagna,Particelle sospese PM2.5,19.375
2025-04-10,ATS_Bergamo,Biossido di Azoto,24.48333333333333
2025-04-10,ATS_Bergamo,PM10 (SM2005),38.5
2025-04-10,ATS_Bergamo,Particelle sospese PM2.5,25.0
2025-04-10,ATS_Montagna,Biossido di Azoto,1.6823529411764697
2025-04-10,ATS_Montagna,PM10 (SM2005),38.46153846153846
2025-04-10,ATS_Montagna,Particelle sospese PM2.5,20.5
2025-04-11,ATS_Bergamo,Biossido di Azoto,23.86111111111111
2025-04-11,ATS_Bergamo,PM10 (SM2005),33.875
2025-04-11,ATS_Bergamo,Particelle sospese PM2.5,17.6
2025-04-11,ATS_Montagna,Biossido di Azoto,3.3044117647058826
2025-04-11,ATS_Montagna,PM10 (SM2005),33.84615384615385
2025-04-11,ATS_Montagna,Particelle sospese PM2.5,17.375
2025-04-12,ATS_Bergamo,Biossido di Azoto,17.61435185185185
2025-04-12,ATS_Bergamo,PM10 (SM2005),31.125
2025-04-12,ATS_Bergamo,Particelle sospese PM2.5,19.8
2025-04-12,ATS_Montagna,Biossido di Azoto,22.701470588235296
2025-04-12,ATS_Montagna,PM10 (SM2005),30.384615384615383
2025-04-12,ATS_Montagna,Particelle sospese PM2.5,18.625
2025-04-13,ATS_Bergamo,Biossido di Azoto,14.16851851851852
2025-04-13,ATS_Bergamo,PM10 (SM2005),21.0
2025-04-13,ATS_Bergamo,Particelle sospese PM2.5,13.4
2025-04-13,ATS_Montagna,Biossido di Azoto,18.396568627450982
2025-04-13,ATS_Montagna,PM10 (SM2005),21.384615384615383
2025-04-13,ATS_Montagna,Particelle sospese PM2.5,15.625
2025-04-14,ATS_Bergamo,Biossido di Azoto,17.15833333333333
2025-04-14,ATS_Bergamo,PM10 (SM2005),21.125
2025-04-14,ATS_Bergamo,Particelle sospese PM2.5,14.8
2025-04-14,ATS_Montagna,Biossido di Azoto,-76.91299019607843
2025-04-14,ATS_Montagna,PM10 (SM2005),19.76923076923077
2025-04-14,ATS_Montagna,Particelle sospese PM2.5,13.875
2025-04-15,ATS_Bergamo,Biossido di Azoto,19.97962962962963
2025-04-15,ATS_Bergamo,PM10 (SM2005),11.875
2025-04-15,ATS_Bergamo,Particelle sospese PM2.5,7.8
2025-04-15,ATS_Montagna,Biossido di Azoto,-1.7142156862745088
2025-04-15,ATS_Montagna,PM10 (SM2005),11.846153846153847
2025-04-15,ATS_Montagna,Particelle sospese PM2.5,7.625
2025-04-16,ATS_Bergamo,Biossido di Azoto,15.444907407407406
2025-04-16,ATS_Bergamo,PM10 (SM2005),15.5
2025-04-16,ATS_Bergamo,Particelle sospese PM2.5,-1994.2
2025-04-16,ATS_Montagna,Biossido di Azoto,14.628676470588236
2025-04-16,ATS_Montagna,PM10 (SM2005),13.692307692307692
2025-04-16,ATS_Montagna,Particelle sospese PM2.5,6.75
2025-04-17,ATS_Bergamo,Biossido di Azoto,11.535185185185185
2025-04-17,ATS_Bergamo,PM10 (SM2005),11.0
2025-04-17,ATS_Bergamo,Particelle sospese PM2.5,5.25
2025-04-17,ATS_Montagna,Biossido di Azoto,-59.53970588235294
2025-04-17,ATS_Montagna,PM10 (SM2005),9.846153846153847
2025-04-17,ATS_Montagna,Particelle sospese PM2.5,4.25
2025-04-18,ATS_Bergamo,Biossido di Azoto,13.58611111111111
2025-04-18,ATS_Bergamo,PM10 (SM2005),9.625
2025-04-18,ATS_Bergamo,Particelle sospese PM2.5,-1995.0
2025-04-18,ATS_Montagna,Biossido di Azoto,-7.438970588235294
2025-04-18,ATS_Montagna,PM10 (SM2005),9.846153846153847
2025-04-18,ATS_Montagna,Particelle sospese PM2.5,5.0
2025-04-19,ATS_Bergamo,Biossido di Azoto,13.17824074074074
2025-04-19,ATS_Bergamo,PM10 (SM2005),13.875
2025-04-19,ATS_Bergamo,Particelle sospese PM2.5,9.8
2025-04-19,ATS_Montagna,Biossido di Azoto,14.622794117647059
2025-04-19,ATS_Montagna,PM10 (SM2005),10.923076923076923
2025-04-19,ATS_Montagna,Particelle sospese PM2.5,6.875
2025-04-20,ATS_Bergamo,Biossido di Azoto,11.191203703703705
2025-04-20,ATS_Bergamo,PM10 (SM2005),13.375
2025-04-20,ATS_Bergamo,Particelle sospese PM2.5,8.6
2025-04-20,ATS_Montagna,Biossido di Azoto,12.014705882352942
2025-04-20,ATS_Montagna,PM10 (SM2005),12.75
2025-04-20,ATS_Montagna,Particelle sospese PM2.5,6.571428571428571
2025-04-21,ATS_Bergamo,Biossido di Azoto,10.388425925925926
2025-04-21,ATS_Bergamo,PM10 (SM2005),11.75
2025-04-21,ATS_Bergamo,Particelle sospese PM2.5,6.6
2025-04-21,ATS_Montagna,Biossido di Azoto,13.22827763496144
2025-04-21,ATS_Montagna,PM10 (SM2005),11.416666666666666
2025-04-21,ATS_Montagna,Particelle sospese PM2.5,7.142857142857143
2025-04-22,ATS_Bergamo,Biossido di Azoto,-32.724074074074075
2025-04-22,ATS_Bergamo,PM10 (SM2005),13.625
2025-04-22,ATS_Bergamo,Particelle sospese PM2.5,8.6
2025-04-22,ATS_Montagna,Biossido di Azoto,-59.10977443609023
2025-04-22,ATS_Montagna,PM10 (SM2005),-755.3846153846154
2025-04-22,ATS_Montagna,Particelle sospese PM2.5,-1244.0
2025-04-23,ATS_Bergamo,Biossido di Azoto,14.61712962962963
2025-04-23,ATS_Bergamo,PM10 (SM2005),21.75
2025-04-23,ATS_Bergamo,Particelle sospese PM2.5,11.0
2025-04-23,ATS_Montagna,Biossido di Azoto,-8.20958230958231
2025-04-23,ATS_Montagna,PM10 (SM2005),17.0
2025-04-23,ATS_Montagna,Particelle sospese PM2.5,9.0
2025-04-24,ATS_Bergamo,Biossido di Azoto,11.078703703703704
2025-04-24,ATS_Bergamo,PM10 (SM2005),7.625
2025-04-24,ATS_Bergamo,Particelle sospese PM2.5,5.8
2025-04-24,ATS_Montagna,Biossido di Azoto,14.400980392156864
2025-04-24,ATS_Montagna,PM10 (SM2005),7.615384615384615
2025-04-24,ATS_Montagna,Particelle sospese PM2.5,4.5
2025-04-25,ATS_Bergamo,Biossido di Azoto,8.62037037037037
2025-04-25,ATS_Bergamo,PM10 (SM2005),8.5
2025-04-25,ATS_Bergamo,Particelle sospese PM2.5,5.0
2025-04-25,ATS_Montagna,Biossido di Azoto,12.010049019607845
2025-04-25,ATS_Montagna,PM10 (SM2005),6.0
2025-04-25,ATS_Montagna,Particelle sospese PM2.5,3.375
2025-04-26,ATS_Bergamo,Biossido di Azoto,10.851851851851851
2025-04-26,ATS_Bergamo,PM10 (SM2005),8.5
2025-04-26,ATS_Bergamo,Particelle sospese PM2.5,6.4
2025-04-26,ATS_Montagna,Biossido di Azoto,14.157598039215687
2025-04-26,ATS_Montagna,PM10 (SM2005),8.692307692307692
2025-04-26,ATS_Montagna,Particelle sospese PM2.5,-1244.0
2025-04-27,ATS_Bergamo,Biossido di Azoto,9.114351851851852
2025-04-27,ATS_Bergamo,PM10 (SM2005),12.125
2025-04-27,ATS_Bergamo,Particelle sospese PM2.5,8.8
2025-04-27,ATS_Montagna,Biossido di Azoto,12.190931372549018
2025-04-27,ATS_Montagna,PM10 (SM2005),9.692307692307692
2025-04-27,ATS_Montagna,Particelle sospese PM2.5,-1245.0
2025-04-28,ATS_Bergamo,Biossido di Azoto,11.62962962962963
2025-04-28,ATS_Bergamo,PM10 (SM2005),14.375
2025-04-28,ATS_Bergamo,Particelle sospese PM2.5,-1990.2
2025-04-28,ATS_Montagna,Biossido di Azoto,-35.462406015037594
2025-04-28,ATS_Montagna,PM10 (SM2005),-755.4615384615385
2025-04-28,ATS_Montagna,Particelle sospese PM2.5,-1242.25
2025-04-29,ATS_Bergamo,Biossido di Azoto,13.122222222222222
2025-04-29,ATS_Bergamo,PM10 (SM2005),18.75
2025-04-29,ATS_Bergamo,Particelle sospese PM2.5,11.75
2025-04-29,ATS_Montagna,Biossido di Azoto,-152.6145631067961
2025-04-29,ATS_Montagna,PM10 (SM2005),19.846153846153847
2025-04-29,ATS_Montagna,Particelle sospese PM2.5,-1102.4444444444443
2025-04-30,ATS_Bergamo,Biossido di Azoto,14.475
2025-04-30,ATS_Bergamo,PM10 (SM2005),22.714285714285715
2025-04-30,ATS_Bergamo,Particelle sospese PM2.5,13.2
2025-04-30,ATS_Montagna,Biossido di Azoto,-29.41149144254279
2025-04-30,ATS_Montagna,PM10 (SM2005),23.0
2025-04-30,ATS_Montagna,Particelle sospese PM2.5,-1099.3333333333333
2025-05-01,ATS_Bergamo,Biossido di Azoto,-36.0050925925926
2025-05-01,ATS_Bergamo,PM10 (SM2005),21.428571428571427
2025-05-01,ATS_Bergamo,Particelle sospese PM2.5,13.2
2025-05-01,ATS_Montagna,Biossido di Azoto,15.350387596899226
2025-05-01,ATS_Montagna,PM10 (SM2005),21.153846153846153
2025-05-01,ATS_Montagna,Particelle sospese PM2.5,12.875
2025-05-02,ATS_Bergamo,Biossido di Azoto,13.019444444444444
2025-05-02,ATS_Bergamo,PM10 (SM2005),-1231.875
2025-05-02,ATS_Bergamo,Particelle sospese PM2.5,12.2
2025-05-02,ATS_Montagna,Biossido di Azoto,-30.954364089775563
2025-05-02,ATS_Montagna,PM10 (SM2005),21.46153846153846
2025-05-02,ATS_Montagna,Particelle sospese PM2.5,-1240.125
2025-05-03,ATS_Bergamo,Biossido di Azoto,11.64027777777778
2025-05-03,ATS_Bergamo,PM10 (SM2005),15.714285714285714
2025-05-03,ATS_Bergamo,Particelle sospese PM2.5,8.0
2025-05-03,ATS_Montagna,Biossido di Azoto,18.2703431372549
2025-05-03,ATS_Montagna,PM10 (SM2005),18.0
2025-05-03,ATS_Montagna,Particelle sospese PM2.5,8.75
2025-05-04,ATS_Bergamo,Biossido di Azoto,-1056.550462962963
2025-05-04,ATS_Bergamo,PM10 (SM2005),-1235.375
2025-05-04,ATS_Bergamo,Particelle sospese PM2.5,6.4
2025-05-04,ATS_Montagna,Biossido di Azoto,12.086274509803921
2025-05-04,ATS_Montagna,PM10 (SM2005),16.76923076923077
2025-05-04,ATS_Montagna,Particelle sospese PM2.5,8.0
2025-05-05,ATS_Bergamo,Biossido di Azoto,-1101.2111111111112
2025-05-05,ATS_Bergamo,PM10 (SM2005),-1237.75
2025-05-05,ATS_Bergamo,Particelle sospese PM2.5,5.4
2025-05-05,ATS_Montagna,Biossido di Azoto,12.727135678391958
2025-05-05,ATS_Montagna,PM10 (SM2005),10.083333333333334
2025-05-05,ATS_Montagna,Particelle sospese PM2.5,4.0
2025-05-06,ATS_Bergamo,Biossido di Azoto,-1116.6234741784037
2025-05-06,ATS_Bergamo,PM10 (SM2005),8.5
2025-05-06,ATS_Bergamo,Particelle sospese PM2.5,4.8
2025-05-06,ATS_Montagna,Biossido di Azoto,-332.52202970297026
2025-05-06,ATS_Montagna,PM10 (SM2005),-762.2307692307693
2025-05-06,ATS_Montagna,Particelle sospese PM2.5,-2219.5555555555557
2025-05-07,ATS_Bergamo,Biossido di Azoto,-1215.5382352941176
2025-05-07,ATS_Bergamo,PM10 (SM2005),8.428571428571429
2025-05-07,ATS_Bergamo,Particelle sospese PM2.5,4.0
2025-05-07,ATS_Montagna,Biossido di Azoto,-587.5574074074074
2025-05-07,ATS_Montagna,PM10 (SM2005),7.846153846153846
2025-05-07,ATS_Montagna,Particelle sospese PM2.5,-1106.6666666666667
2025-05-08,ATS_Bergamo,Biossido di Azoto,-1238.8010416666666
2025-05-08,ATS_Bergamo,PM10 (SM2005),12.428571428571429
2025-05-08,ATS_Bergamo,Particelle sospese PM2.5,9.5
2025-05-08,ATS_Montagna,Biossido di Azoto,-272.12959427207636
2025-05-08,ATS_Montagna,PM10 (SM2005),9.461538461538462
2025-05-08,ATS_Montagna,Particelle sospese PM2.5,-1105.888888888889
2025-05-09,ATS_Bergamo,Biossido di Azoto,-1233.1059701492536
2025-05-09,ATS_Bergamo,PM10 (SM2005),11.375
2025-05-09,ATS_Bergamo,Particelle sospese PM2.5,8.6
2025-05-09,ATS_Montagna,Biossido di Azoto,16.17107843137255
2025-05-09,ATS_Montagna,PM10 (SM2005),10.076923076923077
2025-05-09,ATS_Montagna,Particelle sospese PM2.5,6.0
2025-05-10,ATS_Bergamo,Biossido di Azoto,-1162.9643192488263
2025-05-10,ATS_Bergamo,PM10 (SM2005),14.375
2025-05-10,ATS_Bergamo,Particelle sospese PM2.5,11.0
2025-05-10,ATS_Montagna,Biossido di Azoto,-305.1926470588235
2025-05-10,ATS_Montagna,PM10 (SM2005),13.23076923076923
2025-05-10,ATS_Montagna,Particelle sospese PM2.5,7.0
2025-05-11,ATS_Bergamo,Biossido di Azoto,-1102.712037037037
2025-05-11,ATS_Bergamo,PM10 (SM2005),14.125
2025-05-11,ATS_Bergamo,Particelle sospese PM2.5,9.0
2025-05-11,ATS_Montagna,Biossido di Azoto,-599.1521628498728
2025-05-11,ATS_Montagna,PM10 (SM2005),13.153846153846153
2025-05-11,ATS_Montagna,Particelle sospese PM2.5,8.25
2025-05-12,ATS_Bergamo,Biossido di Azoto,-1119.136320754717
2025-05-12,ATS_Bergamo,PM10 (SM2005),13.375
2025-05-12,ATS_Bergamo,Particelle sospese PM2.5,7.8
2025-05-12,ATS_Montagna,Biossido di Azoto,-321.3463730569948
2025-05-12,ATS_Montagna,PM10 (SM2005),13.384615384615385
2025-05-12,ATS_Montagna,Particelle sospese PM2.5,7.875
2025-05-13,ATS_Bergamo,Biossido di Azoto,-1239.923
2025-05-13,ATS_Bergamo,PM10 (SM2005),-1417.5714285714287
2025-05-13,ATS_Bergamo,Particelle sospese PM2.5,7.25
2025-05-13,ATS_Montagna,Biossido di Azoto,-34.29598997493734
2025-05-13,ATS_Montagna,PM10 (SM2005),12.153846153846153
2025-05-13,ATS_Montagna,Particelle sospese PM2.5,7.25
2025-05-14,ATS_Bergamo,Biossido di Azoto,-39.5741935483871
2025-05-14,ATS_Bergamo,PM10 (SM2005),-2489.75
2025-05-14,ATS_Bergamo,Particelle sospese PM2.5,-1993.8
2025-05-14,ATS_Montagna,Biossido di Azoto,-32.518872549019605
2025-05-14,ATS_Montagna,PM10 (SM2005),13.461538461538462
2025-05-14,ATS_Montagna,Particelle sospese PM2.5,-1243.125
2025-05-15,ATS_Bergamo,Biossido di Azoto,-33.225853658536586
2025-05-15,ATS_Bergamo,PM10 (SM2005),-1235.75
2025-05-15,ATS_Bergamo,Particelle sospese PM2.5,11.0
2025-05-15,ATS_Montagna,Biossido di Azoto,-53.57325581395349
2025-05-15,ATS_Montagna,PM10 (SM2005),16.166666666666668
2025-05-15,ATS_Montagna,Particelle sospese PM2.5,9.0
2025-05-16,ATS_Bergamo,Biossido di Azoto,9.779166666666667
2025-05-16,ATS_Bergamo,PM10 (SM2005),16.875
2025-05-16,ATS_Bergamo,Particelle sospese PM2.5,8.4
2025-05-16,ATS_Montagna,Biossido di Azoto,12.143155452436195
2025-05-16,ATS_Montagna,PM10 (SM2005),11.916666666666666
2025-05-16,ATS_Montagna,Particelle sospese PM2.5,6.0
2025-05-17,ATS_Bergamo,Biossido di Azoto,11.86435185185185
2025-05-17,ATS_Bergamo,PM10 (SM2005),15.625
2025-05-17,ATS_Bergamo,Particelle sospese PM2.5,9.0
2025-05-17,ATS_Montagna,Biossido di Azoto,12.75601851851852
2025-05-17,ATS_Montagna,PM10 (SM2005),12.0
2025-05-17,ATS_Montagna,Particelle sospese PM2.5,-1244.0
2025-05-18,ATS_Bergamo,Biossido di Azoto,9.086574074074074
2025-05-18,ATS_Bergamo,PM10 (SM2005),11.0
2025-05-18,ATS_Bergamo,Particelle sospese PM2.5,6.6
2025-05-18,ATS_Montagna,Biossido di Azoto,11.121296296296295
2025-05-18,ATS_Montagna,PM10 (SM2005),11.153846153846153
2025-05-18,ATS_Montagna,Particelle sospese PM2.5,-1244.625
2025-05-19,ATS_Bergamo,Biossido di Azoto,12.38287037037037
2025-05-19,ATS_Bergamo,PM10 (SM2005),17.625
2025-05-19,ATS_Bergamo,Particelle sospese PM2.5,8.0
2025-05-19,ATS_Montagna,Biossido di Azoto,-30.51087962962963
2025-05-19,ATS_Montagna,PM10 (SM2005),18.692307692307693
2025-05-19,ATS_Montagna,Particelle sospese PM2.5,8.875
2025-05-20,ATS_Bergamo,Biossido di Azoto,-31.9
2025-05-20,ATS_Bergamo,PM10 (SM2005),17.375
2025-05-20,ATS_Bergamo,Particelle sospese PM2.5,10.8
2025-05-20,ATS_Montagna,Biossido di Azoto,-29.218648018648018
2025-05-20,ATS_Montagna,PM10 (SM2005),18.333333333333332
2025-05-20,ATS_Montagna,Particelle sospese PM2.5,9.75
2025-05-21,ATS_Bergamo,Biossido di Azoto,-32.44259259259259
2025-05-21,ATS_Bergamo,PM10 (SM2005),17.25
2025-05-21,ATS_Bergamo,Particelle sospese PM2.5,11.4
2025-05-21,ATS_Montagna,Biossido di Azoto,-30.51087962962963
2025-05-21,ATS_Montagna,PM10 (SM2005),-755.7692307692307
2025-05-21,ATS_Montagna,Particelle sospese PM2.5,7.5
2025-05-22,ATS_Bergamo,Biossido di Azoto,12.79351851851852
2025-05-22,ATS_Bergamo,PM10 (SM2005),-1245.25
2025-05-22,ATS_Bergamo,Particelle sospese PM2.5,2.4
2025-05-22,ATS_Montagna,Biossido di Azoto,-100.34212962962962
2025-05-22,ATS_Montagna,PM10 (SM2005),8.083333333333334
2025-05-22,ATS_Montagna,Particelle sospese PM2.5,3.5
2025-05-23,ATS_Bergamo,Biossido di Azoto,11.825925925925926
2025-05-23,ATS_Bergamo,PM10 (SM2005),11.875
2025-05-23,ATS_Bergamo,Particelle sospese PM2.5,6.8
2025-05-23,ATS_Montagna,Biossido di Azoto,-194.27152777777778
2025-05-23,ATS_Montagna,PM10 (SM2005),8.333333333333334
2025-05-23,ATS_Montagna,Particelle sospese PM2.5,4.0
2025-05-24,ATS_Bergamo,Biossido di Azoto,10.24861111111111
2025-05-24,ATS_Bergamo,PM10 (SM2005),11.875
2025-05-24,ATS_Bergamo,Particelle sospese PM2.5,8.0
2025-05-24,ATS_Montagna,Biossido di Azoto,-543.2398148148148
2025-05-24,ATS_Montagna,PM10 (SM2005),10.916666666666666
2025-05-24,ATS_Montagna,Particelle sospese PM2.5,5.75
2025-05-25,ATS_Bergamo,Biossido di Azoto,11.22175925925926
2025-05-25,ATS_Bergamo,PM10 (SM2005),15.75
2025-05-25,ATS_Bergamo,Particelle sospese PM2.5,9.8
2025-05-25,ATS_Montagna,Biossido di Azoto,-593.6540792540793
2025-05-25,ATS_Montagna,PM10 (SM2005),14.0
2025-05-25,ATS_Montagna,Particelle sospese PM2.5,8.125
2025-05-26,ATS_Bergamo,Biossido di Azoto,14.154166666666667
2025-05-26,ATS_Bergamo,PM10 (SM2005),14.571428571428571
2025-05-26,ATS_Bergamo,Particelle sospese PM2.5,8.5
2025-05-26,ATS_Montagna,Biossido di Azoto,-237.44305555555553
2025-05-26,ATS_Montagna,PM10 (SM2005),-750.0
2025-05-26,ATS_Montagna,Particelle sospese PM2.5,-1237.5
2025-05-27,ATS_Bergamo,Biossido di Azoto,-35.93188405797101
2025-05-27,ATS_Bergamo,PM10 (SM2005),-1242.125
2025-05-27,ATS_Bergamo,Particelle sospese PM2.5,-1996.6
2025-05-27,ATS_Montagna,Biossido di Azoto,15.602314814814815
2025-05-27,ATS_Montagna,PM10 (SM2005),9.923076923076923
2025-05-27,ATS_Montagna,Particelle sospese PM2.5,4.375
2025-05-28,ATS_Bergamo,Biossido di Azoto,15.398148148148149
2025-05-28,ATS_Bergamo,PM10 (SM2005),16.0
2025-05-28,ATS_Bergamo,Particelle sospese PM2.5,10.6
2025-05-28,ATS_Montagna,Biossido di Azoto,-121.81209302325581
2025-05-28,ATS_Montagna,PM10 (SM2005),17.833333333333332
2025-05-28,ATS_Montagna,Particelle sospese PM2.5,11.25
2025-05-29,ATS_Bergamo,Biossido di Azoto,13.789351851851851
2025-05-29,ATS_Bergamo,PM10 (SM2005),10.75
2025-05-29,ATS_Bergamo,Particelle sospese PM2.5,6.6
2025-05-29,ATS_Montagna,Biossido di Azoto,-28.101388888888888
2025-05-29,ATS_Montagna,PM10 (SM2005),12.166666666666666
2025-05-29,ATS_Montagna,Particelle sospese PM2.5,-1242.875
2025-05-30,ATS_Bergamo,Biossido di Azoto,14.248148148148148
2025-05-30,ATS_Bergamo,PM10 (SM2005),19.875
2025-05-30,ATS_Bergamo,Particelle sospese PM2.5,11.8
2025-05-30,ATS_Montagna,Biossido di Azoto,17.53587962962963
2025-05-30,ATS_Montagna,PM10 (SM2005),15.23076923076923
2025-05-30,ATS_Montagna,Particelle sospese PM2.5,7.875
2025-05-31,ATS_Bergamo,Biossido di Azoto,14.100925925925926
2025-05-31,ATS_Bergamo,PM10 (SM2005),29.375
2025-05-31,ATS_Bergamo,Particelle sospese PM2.5,19.4
2025-05-31,ATS_Montagna,Biossido di Azoto,15.841203703703703
2025-05-31,ATS_Montagna,PM10 (SM2005),18.23076923076923
2025-05-31,ATS_Montagna,Particelle sospese PM2.5,8.375
2025-06-01,ATS_Bergamo,Biossido di Azoto,10.775925925925925
2025-06-01,ATS_Bergamo,PM10 (SM2005),24.75
2025-06-01,ATS_Bergamo,Particelle sospese PM2.5,15.0
2025-06-01,ATS_Montagna,Biossido di Azoto,14.06388888888889
2025-06-01,ATS_Montagna,PM10 (SM2005),21.23076923076923
2025-06-01,ATS_Montagna,Particelle sospese PM2.5,13.375
2025-06-02,ATS_Bergamo,Biossido di Azoto,10.591162790697673
2025-06-02,ATS_Bergamo,PM10 (SM2005),17.375
2025-06-02,ATS_Bergamo,Particelle sospese PM2.5,9.0
2025-06-02,ATS_Montagna,Biossido di Azoto,13.786574074074075
2025-06-02,ATS_Montagna,PM10 (SM2005),16.615384615384617
2025-06-02,ATS_Montagna,Particelle sospese PM2.5,9.25
2025-06-03,ATS_Bergamo,Biossido di Azoto,-34.41069767441861
2025-06-03,ATS_Bergamo,PM10 (SM2005),18.875
2025-06-03,ATS_Bergamo,Particelle sospese PM2.5,7.8
2025-06-03,ATS_Montagna,Biossido di Azoto,-29.90023148148148
2025-06-03,ATS_Montagna,PM10 (SM2005),14.454545454545455
2025-06-03,ATS_Montagna,Particelle sospese PM2.5,6.857142857142857
2025-06-04,ATS_Bergamo,Biossido di Azoto,-79.1924882629108
2025-06-04,ATS_Bergamo,PM10 (SM2005),29.0
2025-06-04,ATS_Bergamo,Particelle sospese PM2.5,13.4
2025-06-04,ATS_Montagna,Biossido di Azoto,-6.077546296296295
2025-06-04,ATS_Montagna,PM10 (SM2005),21.25
