giorno,ATS,nometiposensore,valore_medio
2024-06-10,ATS_Montagna,PM10 (SM2005),18.142857142857142
2024-06-10,ATS_Montagna,Particelle sospese PM2.5,8.555555555555555
2024-06-11,ATS_Bergamo,Biossido di Azoto,-683.7407407407408
2024-06-11,ATS_Bergamo,PM10 (SM2005),-1239.75
2024-06-11,ATS_Bergamo,Particelle sospese PM2.5,5.25
2024-06-11,ATS_Montagna,Biossido di Azoto,-126.45949074074075
2024-06-11,ATS_Montagna,PM10 (SM2005),8.571428571428571
2024-06-11,ATS_Montagna,Particelle sospese PM2.5,3.4444444444444446
2024-06-12,ATS_Bergamo,Biossido di Azoto,10.207619047619048
2024-06-12,ATS_Bergamo,PM10 (SM2005),-2850.8571428571427
2024-06-12,ATS_Bergamo,Particelle sospese PM2.5,-2495.5
2024-06-12,ATS_Montagna,Biossido di Azoto,-266.22476851851854
2024-06-12,ATS_Montagna,PM10 (SM2005),6.714285714285714
2024-06-12,ATS_Montagna,Particelle sospese PM2.5,4.111111111111111
2024-06-13,ATS_Bergamo,Biossido di Azoto,-38.057073170731705
2024-06-13,ATS_Bergamo,PM10 (SM2005),-1421.2857142857142
2024-06-13,ATS_Bergamo,Particelle sospese PM2.5,6.0
2024-06-13,ATS_Montagna,Biossido di Azoto,-219.09120370370368
2024-06-13,ATS_Montagna,PM10 (SM2005),-1421.7857142857142
2024-06-13,ATS_Montagna,Particelle sospese PM2.5,-1107.3333333333333
2024-06-14,ATS_Bergamo,Biossido di Azoto,16.323611111111113
2024-06-14,ATS_Bergamo,PM10 (SM2005),15.375
2024-06-14,ATS_Bergamo,Particelle sospese PM2.5,9.8
2024-06-14,ATS_Montagna,Biossido di Azoto,-169.7351851851852
2024-06-14,ATS_Montagna,PM10 (SM2005),-700.8571428571429
2024-06-14,ATS_Montagna,Particelle sospese PM2.5,-1103.5555555555557
2024-06-15,ATS_Bergamo,Biossido di Azoto,14.22037037037037
2024-06-15,ATS_Bergamo,PM10 (SM2005),13.5
2024-06-15,ATS_Bergamo,Particelle sospese PM2.5,7.4
2024-06-15,ATS_Montagna,Biossido di Azoto,13.817592592592591
2024-06-15,ATS_Montagna,PM10 (SM2005),14.5
2024-06-15,ATS_Montagna,Particelle sospese PM2.5,8.11111111111111
2024-06-16,ATS_Bergamo,Biossido di Azoto,9.1875
2024-06-16,ATS_Bergamo,PM10 (SM2005),11.625
2024-06-16,ATS_Bergamo,Particelle sospese PM2.5,5.8
2024-06-16,ATS_Montagna,Biossido di Azoto,10.98402777777778
2024-06-16,ATS_Montagna,PM10 (SM2005),10.928571428571429
2024-06-16,ATS_Montagna,Particelle sospese PM2.5,6.0
2024-06-17,ATS_Bergamo,Biossido di Azoto,13.293055555555556
2024-06-17,ATS_Bergamo,PM10 (SM2005),18.625
2024-06-17,ATS_Bergamo,Particelle sospese PM2.5,9.2
2024-06-17,ATS_Montagna,Biossido di Azoto,-263.755787037037
2024-06-17,ATS_Montagna,PM10 (SM2005),-697.4285714285714
2024-06-17,ATS_Montagna,Particelle sospese PM2.5,10.777777777777779
2024-06-18,ATS_Bergamo,Biossido di Azoto,-448.8291666666667
2024-06-18,ATS_Bergamo,PM10 (SM2005),26.625
2024-06-18,ATS_Bergamo,Particelle sospese PM2.5,16.2
2024-06-18,ATS_Montagna,Biossido di Azoto,-76.35532407407408
2024-06-18,ATS_Montagna,PM10 (SM2005),22.285714285714285
2024-06-18,ATS_Montagna,Particelle sospese PM2.5,13.0
2024-06-19,ATS_Bergamo,Biossido di Azoto,-537.6263888888889
2024-06-19,ATS_Bergamo,PM10 (SM2005),28.375
2024-06-19,ATS_Bergamo,Particelle sospese PM2.5,17.0
2024-06-19,ATS_Montagna,Biossido di Azoto,-27.698148148148146
2024-06-19,ATS_Montagna,PM10 (SM2005),29.142857142857142
2024-06-19,ATS_Montagna,Particelle sospese PM2.5,14.666666666666666
2024-06-20,ATS_Bergamo,Biossido di Azoto,-116.6138888888889
2024-06-20,ATS_Bergamo,PM10 (SM2005),37.125
2024-06-20,ATS_Bergamo,Particelle sospese PM2.5,19.25
2024-06-20,ATS_Montagna,Biossido di Azoto,20.29976851851852
2024-06-20,ATS_Montagna,PM10 (SM2005),-673.7857142857143
2024-06-20,ATS_Montagna,Particelle sospese PM2.5,19.333333333333332
2024-06-21,ATS_Bergamo,Biossido di Azoto,17.15648148148148
2024-06-21,ATS_Bergamo,PM10 (SM2005),48.75
2024-06-21,ATS_Bergamo,Particelle sospese PM2.5,20.8
2024-06-21,ATS_Montagna,Biossido di Azoto,16.61689814814815
2024-06-21,ATS_Montagna,PM10 (SM2005),-668.7857142857143
2024-06-21,ATS_Montagna,Particelle sospese PM2.5,18.88888888888889
2024-06-22,ATS_Bergamo,Biossido di Azoto,11.130092592592591
2024-06-22,ATS_Bergamo,PM10 (SM2005),14.375
2024-06-22,ATS_Bergamo,Particelle sospese PM2.5,6.0
2024-06-22,ATS_Montagna,Biossido di Azoto,12.719212962962963
2024-06-22,ATS_Montagna,PM10 (SM2005),13.785714285714286
2024-06-22,ATS_Montagna,Particelle sospese PM2.5,6.222222222222222
2024-06-23,ATS_Bergamo,Biossido di Azoto,7.380310880829016
2024-06-23,ATS_Bergamo,PM10 (SM2005),7.428571428571429
2024-06-23,ATS_Bergamo,Particelle sospese PM2.5,3.25
2024-06-23,ATS_Montagna,Biossido di Azoto,9.215972222222222
2024-06-23,ATS_Montagna,PM10 (SM2005),6.285714285714286
2024-06-23,ATS_Montagna,Particelle sospese PM2.5,3.5555555555555554
2024-06-24,ATS_Bergamo,Biossido di Azoto,-232.3569306930693
2024-06-24,ATS_Bergamo,PM10 (SM2005),12.875
2024-06-24,ATS_Bergamo,Particelle sospese PM2.5,6.2
2024-06-24,ATS_Montagna,Biossido di Azoto,-7.076046511627908
2024-06-24,ATS_Montagna,PM10 (SM2005),14.571428571428571
2024-06-24,ATS_Montagna,Particelle sospese PM2.5,-1103.111111111111
2024-06-25,ATS_Bergamo,Biossido di Azoto,16.170833333333334
2024-06-25,ATS_Bergamo,PM10 (SM2005),-1414.7142857142858
2024-06-25,ATS_Bergamo,Particelle sospese PM2.5,6.5
2024-06-25,ATS_Montagna,Biossido di Azoto,-79.41357142857142
2024-06-25,ATS_Montagna,PM10 (SM2005),13.615384615384615
2024-06-25,ATS_Montagna,Particelle sospese PM2.5,-1243.375
2024-06-26,ATS_Bergamo,Biossido di Azoto,15.52037037037037
2024-06-26,ATS_Bergamo,PM10 (SM2005),-1416.7142857142858
2024-06-26,ATS_Bergamo,Particelle sospese PM2.5,6.25
2024-06-26,ATS_Montagna,Biossido di Azoto,-8.760992907801416
2024-06-26,ATS_Montagna,PM10 (SM2005),-759.0769230769231
2024-06-26,ATS_Montagna,Particelle sospese PM2.5,-2216.4444444444443
2024-06-27,ATS_Bergamo,Biossido di Azoto,18.34325581395349
2024-06-27,ATS_Bergamo,PM10 (SM2005),-1413.0
2024-06-27,ATS_Bergamo,Particelle sospese PM2.5,9.75
2024-06-27,ATS_Montagna,Biossido di Azoto,15.49212962962963
2024-06-27,ATS_Montagna,PM10 (SM2005),-700.3571428571429
2024-06-27,ATS_Montagna,Particelle sospese PM2.5,-2215.6666666666665
2024-06-28,ATS_Bergamo,Biossido di Azoto,-27.748837209302327
2024-06-28,ATS_Bergamo,PM10 (SM2005),-1230.625
2024-06-28,ATS_Bergamo,Particelle sospese PM2.5,13.0
2024-06-28,ATS_Montagna,Biossido di Azoto,17.28263888888889
2024-06-28,ATS_Montagna,PM10 (SM2005),-1411.2142857142858
2024-06-28,ATS_Montagna,Particelle sospese PM2.5,-1099.111111111111
2024-06-29,ATS_Bergamo,Biossido di Azoto,14.963888888888889
2024-06-29,ATS_Bergamo,PM10 (SM2005),-1224.0
2024-06-29,ATS_Bergamo,Particelle sospese PM2.5,18.2
2024-06-29,ATS_Montagna,Biossido di Azoto,-196.1108796296296
2024-06-29,ATS_Montagna,PM10 (SM2005),-1407.2142857142858
2024-06-29,ATS_Montagna,Particelle sospese PM2.5,-1097.3333333333333
2024-06-30,ATS_Bergamo,Biossido di Azoto,10.386574074074074
2024-06-30,ATS_Bergamo,PM10 (SM2005),-1229.875
2024-06-30,ATS_Bergamo,Particelle sospese PM2.5,11.8
2024-06-30,ATS_Montagna,Biossido di Azoto,-60.457175925925924
2024-06-30,ATS_Montagna,PM10 (SM2005),-1408.642857142857
2024-06-30,ATS_Montagna,Particelle sospese PM2.5,-1101.4444444444443
2024-07-01,ATS_Bergamo,Biossido di Azoto,-132.72184466019417
2024-07-01,ATS_Bergamo,PM10 (SM2005),-2484.125
2024-07-01,ATS_Bergamo,Particelle sospese PM2.5,8.8
2024-07-01,ATS_Montagna,Biossido di Azoto,-195.41041666666666
2024-07-01,ATS_Montagna,PM10 (SM2005),-1412.2142857142858
2024-07-01,ATS_Montagna,Particelle sospese PM2.5,-1103.0
2024-07-02,ATS_Bergamo,Biossido di Azoto,-39.734375
2024-07-02,ATS_Bergamo,PM10 (SM2005),13.571428571428571
2024-07-02,ATS_Bergamo,Particelle sospese PM2.5,7.8
2024-07-02,ATS_Montagna,Biossido di Azoto,-35.00692124105012
2024-07-02,ATS_Montagna,PM10 (SM2005),-703.9285714285714
2024-07-02,ATS_Montagna,Particelle sospese PM2.5,-1106.6666666666667
2024-07-03,ATS_Bergamo,Biossido di Azoto,11.9703125
2024-07-03,ATS_Bergamo,PM10 (SM2005),11.0
2024-07-03,ATS_Bergamo,Particelle sospese PM2.5,5.2
2024-07-03,ATS_Montagna,Biossido di Azoto,-213.8065491183879
2024-07-03,ATS_Montagna,PM10 (SM2005),-1420.5
2024-07-03,ATS_Montagna,Particelle sospese PM2.5,-2218.1111111111113
2024-07-04,ATS_Bergamo,Biossido di Azoto,-290.29393939393935
2024-07-04,ATS_Bergamo,PM10 (SM2005),-1236.875
2024-07-04,ATS_Bergamo,Particelle sospese PM2.5,9.4
2024-07-04,ATS_Montagna,Biossido di Azoto,-60.225
2024-07-04,ATS_Montagna,PM10 (SM2005),11.5
2024-07-04,ATS_Montagna,Particelle sospese PM2.5,6.555555555555555
2024-07-05,ATS_Bergamo,Biossido di Azoto,16.25
2024-07-05,ATS_Bergamo,PM10 (SM2005),16.0
2024-07-05,ATS_Bergamo,Particelle sospese PM2.5,10.2
2024-07-05,ATS_Montagna,Biossido di Azoto,-81.58173076923077
2024-07-05,ATS_Montagna,PM10 (SM2005),15.785714285714286
2024-07-05,ATS_Montagna,Particelle sospese PM2.5,8.666666666666666
2024-07-06,ATS_Bergamo,Biossido di Azoto,15.052604166666667
2024-07-06,ATS_Bergamo,PM10 (SM2005),15.714285714285714
2024-07-06,ATS_Bergamo,Particelle sospese PM2.5,9.6
2024-07-06,ATS_Montagna,Biossido di Azoto,-10.087962962962964
2024-07-06,ATS_Montagna,PM10 (SM2005),15.571428571428571
2024-07-06,ATS_Montagna,Particelle sospese PM2.5,9.11111111111111
2024-07-07,ATS_Bergamo,Biossido di Azoto,12.090760869565216
2024-07-07,ATS_Bergamo,PM10 (SM2005),15.5
2024-07-07,ATS_Bergamo,Particelle sospese PM2.5,7.75
2024-07-07,ATS_Montagna,Biossido di Azoto,-152.00208333333333
2024-07-07,ATS_Montagna,PM10 (SM2005),12.0
2024-07-07,ATS_Montagna,Particelle sospese PM2.5,7.0
2024-07-08,ATS_Bergamo,Biossido di Azoto,-711.2304123711341
2024-07-08,ATS_Bergamo,PM10 (SM2005),-1417.2857142857142
2024-07-08,ATS_Bergamo,Particelle sospese PM2.5,6.5
2024-07-08,ATS_Montagna,Biossido di Azoto,-289.0122685185185
2024-07-08,ATS_Montagna,PM10 (SM2005),14.142857142857142
2024-07-08,ATS_Montagna,Particelle sospese PM2.5,8.333333333333334
2024-07-09,ATS_Bergamo,Biossido di Azoto,-1098.4944444444443
2024-07-09,ATS_Bergamo,PM10 (SM2005),-1232.25
2024-07-09,ATS_Bergamo,Particelle sospese PM2.5,11.8
2024-07-09,ATS_Montagna,Biossido di Azoto,-612.5406032482599
2024-07-09,ATS_Montagna,PM10 (SM2005),20.285714285714285
2024-07-09,ATS_Montagna,Particelle sospese PM2.5,12.222222222222221
2024-07-10,ATS_Bergamo,Biossido di Azoto,-1098.7689814814814
2024-07-10,ATS_Bergamo,PM10 (SM2005),23.875
2024-07-10,ATS_Bergamo,Particelle sospese PM2.5,14.2
2024-07-10,ATS_Montagna,Biossido di Azoto,-586.2428240740741
2024-07-10,ATS_Montagna,PM10 (SM2005),27.214285714285715
2024-07-10,ATS_Montagna,Particelle sospese PM2.5,15.555555555555555
2024-07-11,ATS_Bergamo,Biossido di Azoto,-1098.6273148148148
2024-07-11,ATS_Bergamo,PM10 (SM2005),26.75
2024-07-11,ATS_Bergamo,Particelle sospese PM2.5,15.6
2024-07-11,ATS_Montagna,Biossido di Azoto,-839.7900462962963
2024-07-11,ATS_Montagna,PM10 (SM2005),28.307692307692307
2024-07-11,ATS_Montagna,Particelle sospese PM2.5,-1096.4444444444443
2024-07-12,ATS_Bergamo,Biossido di Azoto,-1100.3398148148149
2024-07-12,ATS_Bergamo,PM10 (SM2005),16.875
2024-07-12,ATS_Bergamo,Particelle sospese PM2.5,8.0
2024-07-12,ATS_Montagna,Biossido di Azoto,-979.4335648148148
2024-07-12,ATS_Montagna,PM10 (SM2005),17.076923076923077
2024-07-12,ATS_Montagna,Particelle sospese PM2.5,-1100.888888888889
2024-07-13,ATS_Bergamo,Biossido di Azoto,-1102.536111111111
2024-07-13,ATS_Bergamo,PM10 (SM2005),16.25
2024-07-13,ATS_Bergamo,Particelle sospese PM2.5,9.0
2024-07-13,ATS_Montagna,Biossido di Azoto,-659.4125
2024-07-13,ATS_Montagna,PM10 (SM2005),15.0
2024-07-13,ATS_Montagna,Particelle sospese PM2.5,-1104.2222222222222
2024-07-14,ATS_Bergamo,Biossido di Azoto,-1103.4962962962964
2024-07-14,ATS_Bergamo,PM10 (SM2005),15.25
2024-07-14,ATS_Bergamo,Particelle sospese PM2.5,8.0
2024-07-14,ATS_Montagna,Biossido di Azoto,-567.8583333333333
2024-07-14,ATS_Montagna,PM10 (SM2005),14.923076923076923
2024-07-14,ATS_Montagna,Particelle sospese PM2.5,-1103.0
2024-07-15,ATS_Bergamo,Biossido di Azoto,-1146.5925925925926
2024-07-15,ATS_Bergamo,PM10 (SM2005),17.875
2024-07-15,ATS_Bergamo,Particelle sospese PM2.5,10.0
2024-07-15,ATS_Montagna,Biossido di Azoto,-541.2430555555555
2024-07-15,ATS_Montagna,PM10 (SM2005),-751.9230769230769
2024-07-15,ATS_Montagna,Particelle sospese PM2.5,-1102.3333333333333
2024-07-16,ATS_Bergamo,Biossido di Azoto,-1098.762962962963
2024-07-16,ATS_Bergamo,PM10 (SM2005),24.875
2024-07-16,ATS_Bergamo,Particelle sospese PM2.5,14.8
2024-07-16,ATS_Montagna,Biossido di Azoto,-588.3237209302326
2024-07-16,ATS_Montagna,PM10 (SM2005),-746.8461538461538
2024-07-16,ATS_Montagna,Particelle sospese PM2.5,-1098.5555555555557
2024-07-17,ATS_Bergamo,Biossido di Azoto,-1190.7824074074074
2024-07-17,ATS_Bergamo,PM10 (SM2005),25.875
2024-07-17,ATS_Bergamo,Particelle sospese PM2.5,15.8
2024-07-17,ATS_Montagna,Biossido di Azoto,-574.2533018867924
2024-07-17,ATS_Montagna,PM10 (SM2005),-745.0769230769231
2024-07-17,ATS_Montagna,Particelle sospese PM2.5,-1096.7777777777778
2024-07-18,ATS_Bergamo,Biossido di Azoto,-1099.010648148148
2024-07-18,ATS_Bergamo,PM10 (SM2005),26.75
2024-07-18,ATS_Bergamo,Particelle sospese PM2.5,15.8
2024-07-18,ATS_Montagna,Biossido di Azoto,-299.55547445255473
2024-07-18,ATS_Montagna,PM10 (SM2005),24.307692307692307
2024-07-18,ATS_Montagna,Particelle sospese PM2.5,-1098.111111111111
2024-07-19,ATS_Bergamo,Biossido di Azoto,-1098.7819444444444
2024-07-19,ATS_Bergamo,PM10 (SM2005),25.75
2024-07-19,ATS_Bergamo,Particelle sospese PM2.5,16.6
2024-07-19,ATS_Montagna,Biossido di Azoto,-9.29950738916256
2024-07-19,ATS_Montagna,PM10 (SM2005),23.23076923076923
2024-07-19,ATS_Montagna,Particelle sospese PM2.5,15.25
2024-07-20,ATS_Bergamo,Biossido di Azoto,-1100.8472222222222
2024-07-20,ATS_Bergamo,PM10 (SM2005),15.0
2024-07-20,ATS_Bergamo,Particelle sospese PM2.5,10.8
2024-07-20,ATS_Montagna,Biossido di Azoto,13.149264705882352
2024-07-20,ATS_Montagna,PM10 (SM2005),13.923076923076923
2024-07-20,ATS_Montagna,Particelle sospese PM2.5,9.125
2024-07-21,ATS_Bergamo,Biossido di Azoto,-1102.412962962963
2024-07-21,ATS_Bergamo,PM10 (SM2005),14.142857142857142
2024-07-21,ATS_Bergamo,Particelle sospese PM2.5,8.8
2024-07-21,ATS_Montagna,Biossido di Azoto,-37.64779411764706
2024-07-21,ATS_Montagna,PM10 (SM2005),13.307692307692308
2024-07-21,ATS_Montagna,Particelle sospese PM2.5,10.125
2024-07-22,ATS_Bergamo,Biossido di Azoto,-1146.7949074074074
2024-07-22,ATS_Bergamo,PM10 (SM2005),19.142857142857142
2024-07-22,ATS_Bergamo,Particelle sospese PM2.5,12.6
2024-07-22,ATS_Montagna,Biossido di Azoto,13.94705882352941
2024-07-22,ATS_Montagna,PM10 (SM2005),15.923076923076923
2024-07-22,ATS_Montagna,Particelle sospese PM2.5,10.25
2024-07-23,ATS_Bergamo,Biossido di Azoto,-1145.5444444444445
2024-07-23,ATS_Bergamo,PM10 (SM2005),-1235.75
2024-07-23,ATS_Bergamo,Particelle sospese PM2.5,10.2
2024-07-23,ATS_Montagna,Biossido di Azoto,-207.2936117936118
2024-07-23,ATS_Montagna,PM10 (SM2005),14.923076923076923
2024-07-23,ATS_Montagna,Particelle sospese PM2.5,9.25
2024-07-24,ATS_Bergamo,Biossido di Azoto,-1099.0828703703703
2024-07-24,ATS_Bergamo,PM10 (SM2005),-1230.25
2024-07-24,ATS_Bergamo,Particelle sospese PM2.5,13.8
2024-07-24,ATS_Montagna,Biossido di Azoto,-10.853808353808354
2024-07-24,ATS_Montagna,PM10 (SM2005),17.53846153846154
2024-07-24,ATS_Montagna,Particelle sospese PM2.5,10.625
2024-07-25,ATS_Bergamo,Biossido di Azoto,-1099.6462962962962
2024-07-25,ATS_Bergamo,PM10 (SM2005),17.75
2024-07-25,ATS_Bergamo,Particelle sospese PM2.5,10.6
2024-07-25,ATS_Montagna,Biossido di Azoto,-368.05721518987343
2024-07-25,ATS_Montagna,PM10 (SM2005),-757.5384615384615
2024-07-25,ATS_Montagna,Particelle sospese PM2.5,-1244.0
2024-07-26,ATS_Bergamo,Biossido di Azoto,-1098.2259259259258
2024-07-26,ATS_Bergamo,PM10 (SM2005),18.5
2024-07-26,ATS_Bergamo,Particelle sospese PM2.5,8.8
2024-07-26,ATS_Montagna,Biossido di Azoto,-376.5438961038961
2024-07-26,ATS_Montagna,PM10 (SM2005),-755.1538461538462
2024-07-26,ATS_Montagna,Particelle sospese PM2.5,-1243.25
2024-07-27,ATS_Bergamo,Biossido di Azoto,-1096.2481481481482
2024-07-27,ATS_Bergamo,PM10 (SM2005),21.0
2024-07-27,ATS_Bergamo,Particelle sospese PM2.5,12.6
2024-07-27,ATS_Montagna,Biossido di Azoto,13.486029411764706
2024-07-27,ATS_Montagna,PM10 (SM2005),18.384615384615383
2024-07-27,ATS_Montagna,Particelle sospese PM2.5,10.5
2024-07-28,ATS_Bergamo,Biossido di Azoto,-1098.2050925925926
2024-07-28,ATS_Bergamo,PM10 (SM2005),22.625
2024-07-28,ATS_Bergamo,Particelle sospese PM2.5,14.6
2024-07-28,ATS_Montagna,Biossido di Azoto,13.144117647058824
2024-07-28,ATS_Montagna,PM10 (SM2005),20.23076923076923
2024-07-28,ATS_Montagna,Particelle sospese PM2.5,14.5
2024-07-29,ATS_Bergamo,Biossido di Azoto,-1098.6972222222223
2024-07-29,ATS_Bergamo,PM10 (SM2005),19.625
2024-07-29,ATS_Bergamo,Particelle sospese PM2.5,11.0
2024-07-29,ATS_Montagna,Biossido di Azoto,-86.08186274509804
2024-07-29,ATS_Montagna,PM10 (SM2005),17.307692307692307
2024-07-29,ATS_Montagna,Particelle sospese PM2.5,9.875
2024-07-30,ATS_Bergamo,Biossido di Azoto,-1266.1538461538462
2024-07-30,ATS_Bergamo,PM10 (SM2005),21.166666666666668
2024-07-30,ATS_Bergamo,Particelle sospese PM2.5,11.333333333333334
2024-07-30,ATS_Montagna,Biossido di Azoto,14.891176470588237
2024-07-30,ATS_Montagna,PM10 (SM2005),20.615384615384617
2024-07-30,ATS_Montagna,Particelle sospese PM2.5,12.875
2024-07-31,ATS_Bergamo,Biossido di Azoto,-1773.3026315789473
2024-07-31,ATS_Bergamo,PM10 (SM2005),27.5
2024-07-31,ATS_Bergamo,Particelle sospese PM2.5,13.333333333333334
2024-07-31,ATS_Montagna,Biossido di Azoto,16.532598039215685
2024-07-31,ATS_Montagna,PM10 (SM2005),27.076923076923077
2024-07-31,ATS_Montagna,Particelle sospese PM2.5,15.0
2024-08-01,ATS_Bergamo,Biossido di Azoto,-1094.9962962962964
2024-08-01,ATS_Bergamo,PM10 (SM2005),-1226.0
2024-08-01,ATS_Bergamo,Particelle sospese PM2.5,-1987.8
2024-08-01,ATS_Montagna,Biossido di Azoto,15.690441176470587
2024-08-01,ATS_Montagna,PM10 (SM2005),24.384615384615383
2024-08-01,ATS_Montagna,Particelle sospese PM2.5,13.875
2024-08-02,ATS_Bergamo,Biossido di Azoto,-1098.3532407407406
2024-08-02,ATS_Bergamo,PM10 (SM2005),-1232.375
2024-08-02,ATS_Bergamo,Particelle sospese PM2.5,-1992.8
2024-08-02,ATS_Montagna,Biossido di Azoto,13.73627450980392
2024-08-02,ATS_Montagna,PM10 (SM2005),-754.8461538461538
2024-08-02,ATS_Montagna,Particelle sospese PM2.5,8.625
2024-08-03,ATS_Bergamo,Biossido di Azoto,-1100.2935185185186
2024-08-03,ATS_Bergamo,PM10 (SM2005),-1232.75
2024-08-03,ATS_Bergamo,Particelle sospese PM2.5,-1991.0
2024-08-03,ATS_Montagna,Biossido di Azoto,12.013480392156863
2024-08-03,ATS_Montagna,PM10 (SM2005),16.076923076923077
2024-08-03,ATS_Montagna,Particelle sospese PM2.5,8.25
2024-08-04,ATS_Bergamo,Biossido di Azoto,-1102.5925925925926
2024-08-04,ATS_Bergamo,PM10 (SM2005),15.0
2024-08-04,ATS_Bergamo,Particelle sospese PM2.5,9.2
2024-08-04,ATS_Montagna,Biossido di Azoto,-12.497303921568628
2024-08-04,ATS_Montagna,PM10 (SM2005),14.615384615384615
2024-08-04,ATS_Montagna,Particelle sospese PM2.5,7.625
2024-08-05,ATS_Bergamo,Biossido di Azoto,-1655.7300925925927
2024-08-05,ATS_Bergamo,PM10 (SM2005),16.625
2024-08-05,ATS_Bergamo,Particelle sospese PM2.5,10.2
2024-08-05,ATS_Montagna,Biossido di Azoto,-9.745098039215689
2024-08-05,ATS_Montagna,PM10 (SM2005),16.0
2024-08-05,ATS_Montagna,Particelle sospese PM2.5,8.625
2024-08-06,ATS_Bergamo,Biossido di Azoto,-2211.4930555555557
2024-08-06,ATS_Bergamo,PM10 (SM2005),23.125
2024-08-06,ATS_Bergamo,Particelle sospese PM2.5,13.0
2024-08-06,ATS_Montagna,Biossido di Azoto,-181.7355392156863
2024-08-06,ATS_Montagna,PM10 (SM2005),-751.5384615384615
2024-08-06,ATS_Montagna,Particelle sospese PM2.5,11.375
2024-08-07,ATS_Bergamo,Biossido di Azoto,-2211.358796296296
2024-08-07,ATS_Bergamo,PM10 (SM2005),24.125
2024-08-07,ATS_Bergamo,Particelle sospese PM2.5,14.0
2024-08-07,ATS_Montagna,Biossido di Azoto,-110.22202970297029
2024-08-07,ATS_Montagna,PM10 (SM2005),-751.2307692307693
2024-08-07,ATS_Montagna,Particelle sospese PM2.5,10.125
2024-08-08,ATS_Bergamo,Biossido di Azoto,-2211.464814814815
2024-08-08,ATS_Bergamo,PM10 (SM2005),20.375
2024-08-08,ATS_Bergamo,Particelle sospese PM2.5,13.6
2024-08-08,ATS_Montagna,Biossido di Azoto,-8.944607843137254
2024-08-08,ATS_Montagna,PM10 (SM2005),-754.4615384615385
2024-08-08,ATS_Montagna,Particelle sospese PM2.5,11.375
2024-08-09,ATS_Bergamo,Biossido di Azoto,-2211.663888888889
2024-08-09,ATS_Bergamo,PM10 (SM2005),22.875
2024-08-09,ATS_Bergamo,Particelle sospese PM2.5,15.8
2024-08-09,ATS_Montagna,Biossido di Azoto,15.959313725490196
2024-08-09,ATS_Montagna,PM10 (SM2005),17.307692307692307
2024-08-09,ATS_Montagna,Particelle sospese PM2.5,11.75
2024-08-10,ATS_Bergamo,Biossido di Azoto,-2212.7791666666667
2024-08-10,ATS_Bergamo,PM10 (SM2005),25.25
2024-08-10,ATS_Bergamo,Particelle sospese PM2.5,17.6
2024-08-10,ATS_Montagna,Biossido di Azoto,13.933578431372547
2024-08-10,ATS_Montagna,PM10 (SM2005),21.076923076923077
2024-08-10,ATS_Montagna,Particelle sospese PM2.5,12.5
2024-08-11,ATS_Bergamo,Biossido di Azoto,-2214.3685185185186
2024-08-11,ATS_Bergamo,PM10 (SM2005),22.75
2024-08-11,ATS_Bergamo,Particelle sospese PM2.5,-1989.0
2024-08-11,ATS_Montagna,Biossido di Azoto,12.164950980392158
2024-08-11,ATS_Montagna,PM10 (SM2005),20.46153846153846
2024-08-11,ATS_Montagna,Particelle sospese PM2.5,14.25
2024-08-12,ATS_Bergamo,Biossido di Azoto,-1796.1083333333333
2024-08-12,ATS_Bergamo,PM10 (SM2005),-1229.625
2024-08-12,ATS_Bergamo,Particelle sospese PM2.5,-1988.2
2024-08-12,ATS_Montagna,Biossido di Azoto,-182.40490196078431
2024-08-12,ATS_Montagna,PM10 (SM2005),20.846153846153847
2024-08-12,ATS_Montagna,Particelle sospese PM2.5,14.25
2024-08-13,ATS_Bergamo,Biossido di Azoto,-1152.9474418604652
2024-08-13,ATS_Bergamo,PM10 (SM2005),19.875
2024-08-13,ATS_Bergamo,Particelle sospese PM2.5,13.2
2024-08-13,ATS_Montagna,Biossido di Azoto,-306.16936274509806
2024-08-13,ATS_Montagna,PM10 (SM2005),19.923076923076923
2024-08-13,ATS_Montagna,Particelle sospese PM2.5,12.125
2024-08-14,ATS_Bergamo,Biossido di Azoto,-687.7186046511628
2024-08-14,ATS_Bergamo,PM10 (SM2005),-1235.5
2024-08-14,ATS_Bergamo,Particelle sospese PM2.5,-1992.2
2024-08-14,ATS_Montagna,Biossido di Azoto,-37.995343137254906
2024-08-14,ATS_Montagna,PM10 (SM2005),17.846153846153847
2024-08-14,ATS_Montagna,Particelle sospese PM2.5,10.0
2024-08-15,ATS_Bergamo,Biossido di Azoto,9.416666666666666
2024-08-15,ATS_Bergamo,PM10 (SM2005),15.75
2024-08-15,ATS_Bergamo,Particelle sospese PM2.5,-1993.0
2024-08-15,ATS_Montagna,Biossido di Azoto,11.050245098039216
2024-08-15,ATS_Montagna,PM10 (SM2005),15.076923076923077
2024-08-15,ATS_Montagna,Particelle sospese PM2.5,9.125
2024-08-16,ATS_Bergamo,Biossido di Azoto,11.207407407407409
2024-08-16,ATS_Bergamo,PM10 (SM2005),20.25
2024-08-16,ATS_Bergamo,Particelle sospese PM2.5,11.0
2024-08-16,ATS_Montagna,Biossido di Azoto,13.467088607594937
2024-08-16,ATS_Montagna,PM10 (SM2005),20.25
2024-08-16,ATS_Montagna,Particelle sospese PM2.5,10.142857142857142
2024-08-17,ATS_Bergamo,Biossido di Azoto,9.967592592592593
