"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"016035","Bracca","178","159","12","11","","","","360","134","156","9","55","","","","354","714"
"016036","Branzi","165","127","15","9","","","","316","123","120","9","63","","","","315","631"
"016037","Brembate","2151","1938","151","98","","","","4338","1697","1948","171","444","","","","4260","8598"
"016038","Brembate di Sopra","1961","1773","141","107","","","","3982","1569","1752","158","518","","","","3997","7979"
"016040","Brignano Gera d'Adda","1607","1311","92","56","","","","3066","1310","1313","117","348","","","","3088","6154"
"016041","Brumano","39","29","2","3","","","","73","23","25","5","3","","","","56","129"
"016042","Brusaporto","1309","1338","86","45","","","","2778","1175","1336","115","237","","","","2863","5641"
"016043","Calcinate","1606","1435","89","67","","","","3197","1244","1438","81","247","","","","3010","6207"
"016044","Calcio","1453","1237","75","87","","","","2852","1017","1236","90","296","","","","2639","5491"
"016046","Calusco d'Adda","1919","2011","119","115","","","","4164","1542","1989","138","507","","","","4176","8340"
"016047","Calvenzano","1100","996","74","57","","","","2227","893","994","84","246","","","","2217","4444"
"016048","Camerata Cornello","142","115","7","11","","","","275","115","118","9","34","","","","276","551"
"016049","Canonica d'Adda","1118","985","80","39","","","","2222","776","967","71","239","","","","2053","4275"
"016050","Capizzone","281","295","21","13","","","","610","219","289","18","78","","","","604","1214"
"016051","Capriate San Gervasio","2050","1837","162","132","","","","4181","1611","1797","167","487","","","","4062","8243"
"016052","Caprino Bergamasco","807","686","55","35","","","","1583","560","673","69","157","","","","1459","3042"
"016053","Caravaggio","3936","3658","268","216","","","","8078","3358","3689","328","879","","","","8254","16332"
"016055","Carobbio degli Angeli","1272","1110","50","40","","","","2472","1042","1097","85","195","","","","2419","4891"
"016056","Carona","67","56","5","4","","","","132","58","50","7","35","","","","150","282"
"016057","Carvico","1098","1112","52","55","","","","2317","868","1108","79","289","","","","2344","4661"
"016058","Casazza","903","887","50","40","","","","1880","754","862","67","228","","","","1911","3791"
"016059","Casirate d'Adda","1023","912","66","59","","","","2060","811","895","89","214","","","","2009","4069"
"016060","Casnigo","755","661","55","61","","","","1532","557","655","71","221","","","","1504","3036"
"016061","Cassiglio","21","25","1","3","","","","50","27","22","0","5","","","","54","104"
"016062","Castelli Calepio","2487","2467","141","137","","","","5232","2012","2413","184","548","","","","5157","10389"
"016063","Castel Rozzone","631","656","37","38","","","","1362","572","648","50","154","","","","1424","2786"
"016064","Castione della Presolana","748","789","63","53","","","","1653","569","777","71","214","","","","1631","3284"
"016065","Castro","269","283","31","13","","","","596","214","276","29","92","","","","611","1207"
"016066","Cavernago","734","653","41","25","","","","1453","627","645","52","92","","","","1416","2869"
"016067","Cazzano Sant'Andrea","441","376","22","22","","","","861","336","376","33","84","","","","829","1690"
"016068","Cenate Sopra","628","577","50","19","","","","1274","520","564","43","126","","","","1253","2527"
"016069","Cenate Sotto","995","879","62","30","","","","1966","834","881","68","155","","","","1938","3904"
"016070","Cene","986","920","69","58","","","","2033","784","909","88","259","","","","2040","4073"
"016071","Cerete","395","370","32","24","","","","821","312","370","41","104","","","","827","1648"
"016072","Chignolo d'Isola","910","756","65","41","","","","1772","682","749","63","141","","","","1635","3407"
"016073","Chiuduno","1524","1461","82","56","","","","3123","1188","1464","101","292","","","","3045","6168"
"016074","Cisano Bergamasco","1474","1414","96","98","","","","3082","1241","1434","103","355","","","","3133","6215"
"016075","Ciserano","1490","1289","89","58","","","","2926","1132","1234","114","272","","","","2752","5678"
"016076","Cividate al Piano","1236","1181","65","87","","","","2569","927","1183","80","266","","","","2456","5025"
"016077","Clusone","1992","1906","153","103","","","","4154","1695","1935","203","613","","","","4446","8600"
"016078","Colere","264","269","11","16","","","","560","181","267","13","72","","","","533","1093"
"016079","Cologno al Serio","2753","2567","176","117","","","","5613","2182","2539","180","591","","","","5492","11105"
"016080","Colzate","380","360","26","28","","","","794","323","365","35","102","","","","825","1619"
"016081","Comun Nuovo","1182","957","64","56","","","","2259","959","967","84","169","","","","2179","4438"
"016082","Corna Imagna","246","215","4","8","","","","473","189","204","13","37","","","","443","916"
"016083","Cortenuova","506","450","18","26","","","","1000","407","441","27","103","","","","978","1978"
"016084","Costa di Mezzate","877","785","50","31","","","","1743","709","769","62","148","","","","1688","3431"
"016085","Costa Valle Imagna","142","128","5","10","","","","285","98","125","3","51","","","","277","562"
"016086","Costa Volpino","2039","2024","137","119","","","","4319","1659","2027","180","603","","","","4469","8788"
"016087","Covo","1162","965","60","53","","","","2240","871","954","70","209","","","","2104","4344"
"016088","Credaro","918","804","38","33","","","","1793","711","818","69","139","","","","1737","3530"
"016089","Curno","1832","1666","118","98","","","","3714","1530","1688","170","423","","","","3811","7525"
"016090","Cusio","50","51","4","7","","","","112","34","39","1","18","","","","92","204"
"016091","Dalmine","5772","5264","389","303","15","0","0","11743","4691","5287","509","1382","2","0","0","11871","23614"
"016092","Dossena","227","214","8","9","","","","458","160","208","10","46","","","","424","882"
"016093","Endine Gaiano","828","794","73","42","","","","1737","634","771","74","219","","","","1698","3435"
"016094","Entratico","485","471","27","18","","","","1001","403","461","35","80","","","","979","1980"
"016096","Fara Gera d'Adda","1906","1877","128","90","","","","4001","1596","1866","156","393","","","","4011","8012"
"016097","Fara Olivana con Sola","355","310","24","20","","","","709","244","321","22","57","","","","644","1353"
"016098","Filago","747","692","56","38","","","","1533","623","664","67","165","","","","1519","3052"
"016099","Fino del Monte","291","269","27","14","","","","601","198","261","25","56","","","","540","1141"
"016100","Fiorano al Serio","666","662","48","39","","","","1415","576","685","70","187","","","","1518","2933"
"016101","Fontanella","1277","1066","73","51","","","","2467","984","1042","80","299","","","","2405","4872"
"016102","Fonteno","142","121","16","13","","","","292","100","116","15","42","","","","273","565"
"016103","Foppolo","40","38","8","2","","","","88","29","23","2","10","","","","64","152"
"016104","Foresto Sparso","791","692","61","30","","","","1574","635","681","59","149","","","","1524","3098"
"016105","Fornovo San Giovanni","852","772","45","37","","","","1706","694","795","61","150","","","","1700","3406"
"016106","Fuipiano Valle Imagna","53","46","4","3","","","","106","34","52","0","17","","","","103","209"
"016107","Gandellino","228","246","16","17","","","","507","137","242","16","62","","","","457","964"
"016108","Gandino","1221","1142","95","86","","","","2544","1017","1127","105","363","","","","2612","5156"
"016109","Gandosso","366","338","24","22","","","","750","270","335","25","67","","","","697","1447"
"016110","Gaverina Terme","229","187","30","14","","","","460","174","173","15","62","","","","424","884"
"016111","Gazzaniga","1183","1015","105","80","","","","2383","1042","1019","131","348","","","","2540","4923"
"016113","Ghisalba","1547","1377","99","81","","","","3104","1292","1366","115","288","","","","3061","6165"
"016114","Gorlago","1246","1212","74","75","","","","2607","971","1190","105","288","","","","2554","5161"
"016115","Gorle","1536","1449","110","78","","","","3173","1400","1489","185","310","","","","3384","6557"
"016116","Gorno","362","327","30","21","","","","740","251","313","26","146","","","","736","1476"
"016117","Grassobbio","1628","1475","110","67","","","","3280","1306","1491","123","328","","","","3248","6528"
"016118","Gromo","299","270","19","15","","","","603","172","261","27","75","","","","535","1138"
"016119","Grone","236","213","12","8","","","","469","179","213","8","44","","","","444","913"
"016120","Grumello del Monte","1836","1703","95","98","","","","3732","1539","1719","136","420","","","","3814","7546"
"016121","Isola di Fondra","40","41","5","3","","","","89","31","33","3","16","","","","83","172"
"016122","Isso","138","142","12","10","","","","302","114","139","5","28","","","","286","588"
"016123","Lallio","989","963","69","37","","","","2058","828","971","90","197","","","","2086","4144"
"016124","Leffe","1005","998","82","68","","","","2153","740","989","92","356","","","","2177","4330"
"016125","Lenna","138","110","9","8","","","","265","110","115","7","58","","","","290","555"
"016126","Levate","891","881","62","33","","","","1867","746","865","66","174","","","","1851","3718"
"016127","Locatello","209","181","14","13","","","","417","163","195","17","33","","","","408","825"
"016128","Lovere","1098","1048","106","71","","","","2323","1031","1083","150","419","","","","2683","5006"
"016129","Lurano","737","648","44","31","","","","1460","615","647","51","120","","","","1433","2893"
"016130","Luzzana","215","221","15","10","","","","461","161","224","20","35","","","","440","901"
"016131","Madone","1056","926","68","51","","","","2101","866","929","90","185","","","","2070","4171"
"016132","Mapello","1775","1545","111","81","","","","3512","1406","1561","142","325","","","","3434","6946"
"016133","Martinengo","2857","2445","169","120","","","","5591","2219","2410","178","566","","","","5373","10964"
"016134","Mezzoldo","44","34","2","1","","","","81","31","32","3","16","","","","82","163"
"016135","Misano di Gera d'Adda","705","692","48","41","","","","1486","604","679","67","140","","","","1490","2976"
"016136","Moio de' Calvi","49","44","2","3","","","","98","41","43","8","17","","","","109","207"
"016137","Monasterolo del Castello","272","267","20","15","","","","574","224","262","20","66","","","","572","1146"
"016139","Montello","822","734","46","41","","","","1643","656","711","57","146","","","","1570","3213"
"016140","Morengo","600","590","27","25","","","","1242","494","582","39","131","","","","1246","2488"
"016141","Mornico al Serio","723","683","29","33","","","","1468","611","670","62","155","","","","1498","2966"
"016142","Mozzanica","1050","1013","70","59","","","","2192","878","1008","67","241","","","","2194","4386"
"016143","Mozzo","1680","1667","115","96","","","","3558","1411","1715","190","388","","","","3704","7262"
"016144","Nembro","2669","2526","197","173","","","","5565","2191","2536","212","705","","","","5644","11209"
"016145","Olmo al Brembo","121","104","8","9","","","","242","90","101","6","34","","","","231","473"
"016146","Oltre il Colle","237","233","10","17","","","","497","170","209","15","61","","","","455","952"
"016147","Oltressenda Alta","39","27","3","2","","","","71","29","22","0","14","","","","65","136"
"016148","Oneta","131","129","6","9","","","","275","110","128","3","41","","","","282","557"
"016149","Onore","220","191","27","16","","","","454","182","204","32","66","","","","484","938"
"016150","Orio al Serio","410","376","24","22","","","","832","322","365","39","76","","","","802","1634"
"016151","Ornica","35","30","2","4","","","","71","23","27","0","12","","","","62","133"
"016152","Osio Sopra","1326","1137","71","49","","","","2583","1075","1170","84","268","","","","2597","5180"
"016153","Osio Sotto","3237","2817","211","149","","","","6414","2507","2791","277","713","","","","6288","12702"
"016154","Pagazzano","573","490","19","28","","","","1110","418","482","21","100","","","","1021","2131"
"016155","Paladina","987","876","58","46","","","","1967","782","885","84","223","","","","1974","3941"
"016156","Palazzago","1117","1056","81","51","","","","2305","928","1054","84","184","","","","2250","4555"
"016157","Palosco","1389","1332","65","69","","","","2855","1145","1336","69","309","","","","2859","5714"
"016158","Parre","674","590","37","37","","","","1338","533","595","55","159","","","","1342","2680"
"016159","Parzanica","88","77","8","8","","","","181","43","77","4","35","","","","159","340"
"016160","Pedrengo","1446","1330","106","57","","","","2939","1201","1315","156","298","","","","2970","5909"
"016161","Peia","378","401","22","20","","","","821","341","409","23","105","","","","878","1699"
"016162","Pianico","329","352","23","23","","","","727","258","349","30","76","","","","713","1440"
"016163","Piario","240","225","23","18","","","","506","187","239","22","39","","","","487","993"
"016164","Piazza Brembana","303","232","23","18","","","","576","263","249","19","78","","","","609","1185"
"016165","Piazzatorre","78","101","7","7","","","","193","65","95","6","33","","","","199","392"
"016166","Piazzolo","22","16","3","0","","","","41","16","18","2","8","","","","44","85"
"016167","Pognano","396","343","27","14","","","","780","315","337","31","84","","","","767","1547"
"016168","Ponte Nossa","406","376","28","34","","","","844","295","363","41","152","","","","851","1695"
"016169","Ponteranica","1609","1527","112","103","","","","3351","1249","1562","147","392","","","","3350","6701"
"016170","Ponte San Pietro","3019","2565","192","154","","","","5930","2415","2558","282","692","","","","5947","11877"
"016171","Pontida","820","737","51","58","","","","1666","648","716","63","162","","","","1589","3255"
"016172","Pontirolo Nuovo","1240","1100","92","56","","","","2488","942","1093","112","279","","","","2426","4914"
"016173","Pradalunga","1133","1014","62","49","","","","2258","900","1034","75","259","","","","2268","4526"
"016174","Predore","411","427","33","31","","","","902","372","423","49","122","","","","966","1868"
"016175","Premolo","234","276","21","17","","","","548","170","256","10","70","","","","506","1054"
"016176","Presezzo","1109","1095","73","66","","","","2343","947","1115","93","272","","","","2427","4770"
"016177","Pumenengo","444","384","19","25","","","","872","320","396","21","97","","","","834","1706"
"016178","Ranica","1291","1382","108","64","","","","2845","1160","1403","133","344","","","","3040","5885"
"016179","Ranzanico","277","305","47","13","","","","642","218","290","37","72","","","","617","1259"
"016180","Riva di Solto","189","206","17","8","","","","420","147","206","12","66","","","","431","851"
"016182","Rogno","877","905","79","50","","","","1911","736","894","90","182","","","","1902","3813"
"016183","Romano di Lombardia","5251","4693","311","276","4","0","0","10535","4070","4641","406","1082","5","0","0","10204","20739"
"016184","Roncobello","112","101","6","5","","","","224","74","105","6","23","","","","208","432"
"016185","Roncola","251","200","22","15","","","","488","174","196","11","53","","","","434","922"
"016186","Rota d'Imagna","227","197","14","10","","","","448","189","186","23","61","","","","459","907"
"016187","Rovetta","953","951","78","47","","","","2029","841","958","88","205","","","","2092","4121"
"016188","San Giovanni Bianco","1159","1028","76","63","","","","2326","820","1035","68","329","","","","2252","4578"
"016189","San Paolo d'Argon","1510","1285","95","49","","","","2939","1302","1302","104","235","","","","2943","5882"
"016190","San Pellegrino Terme","1082","1022","80","61","","","","2245","882","1037","85","396","","","","2400","4645"
"016191","Santa Brigida","128","115","9","4","","","","256","95","116","10","39","","","","260","516"
"016193","Sarnico","1560","1509","146","97","","","","3312","1362","1496","220","458","","","","3536","6848"
"016194","Scanzorosciate","2368","2211","172","117","","","","4868","2027","2238","239","558","","","","5062","9930"
"016195","Schilpario","268","234","25","25","","","","552","204","241","15","100","","","","560","1112"
"016196","Sedrina","602","518","38","18","","","","1176","476","524","42","142","","","","1184","2360"
"016197","Selvino","476","459","36","40","","","","1011","374","449","32","129","","","","984","1995"
"016198","Seriate","6262","5522","494","325","19","0","0","12622","5321","5570","661","1383","9","0","0","12944","25566"
"016199","Serina","534","451","31","42","","","","1058","383","445","37","134","","","","999","2057"
"016200","Solto Collina","426","418","34","25","","","","903","330","419","27","111","","","","887","1790"
"016201","Songavazzo","173","178","9","11","","","","371","128","167","13","38","","","","346","717"
"016202","Sorisole","2195","1977","133","113","","","","4418","1761","1977","168","523","","","","4429","8847"
"016203","Sotto il Monte Giovanni XXIII","1058","1017","81","44","","","","2200","890","1015","97","170","","","","2172","4372"
"016204","Sovere","1288","1194","81","64","","","","2627","1029","1195","95","363","","","","2682","5309"
"016205","Spinone al Lago","221","237","18","18","","","","494","191","223","22","61","","","","497","991"
"016206","Spirano","1448","1263","80","59","","","","2850","1189","1257","97","263","","","","2806","5656"
"016207","Stezzano","3314","3057","235","140","","","","6746","2915","3055","313","634","","","","6917","13663"
"016208","Strozza","292","243","23","14","","","","572","227","245","16","61","","","","549","1121"
"016209","Suisio","956","868","53","38","","","","1915","718","881","67","194","","","","1860","3775"
"016210","Taleggio","136","120","22","12","","","","290","88","102","7","34","","","","231","521"
"016211","Tavernola Bergamasca","456","469","25","31","","","","981","326","463","26","139","","","","954","1935"
"016212","Telgate","1329","1201","65","57","","","","2652","1001","1093","72","220","","","","2386","5038"
"016213","Terno d'Isola","2091","1759","132","60","","","","4042","1687","1743","184","358","","","","3972","8014"
"016214","Torre Boldone","2003","1891","156","126","","","","4176","1799","1938","249","567","","","","4553","8729"
"016215","Torre de' Busi","561","509","45","20","","","","1135","464","507","42","107","","","","1120","2255"
"016216","Torre de' Roveri","635","583","44","19","","","","1281","551","593","37","106","","","","1287","2568"
"016217","Torre Pallavicina","278","268","16","8","","","","570","209","258","14","67","","","","548","1118"
"016218","Trescore Balneario","2526","2179","161","118","","","","4984","2053","2165","191","509","","","","4918","9902"
"016219","Treviglio","7533","6805","519","423","13","0","0","15293","6410","6809","728","1817","17","0","0","15781","31074"
"016220","Treviolo","2537","2447","147","137","","","","5268","2251","2463","226","615","","","","5555","10823"
"016221","Ubiale Clanezzo","339","294","17","22","","","","672","246","292","18","76","","","","632","1304"
"016222","Urgnano","2575","2254","157","122","","","","5108","2009","2232","201","508","","","","4950","10058"
"016223","Valbondione","221","214","21","18","","","","474","163","216","13","79","","","","471","945"
"016224","Valbrembo","1046","976","69","44","","","","2135","915","988","100","211","","","","2214","4349"
"016225","Valgoglio","130","142","5","9","","","","286","101","137","11","33","","","","282","568"
"016226","Valleve","39","23","4","4","","","","70","27","17","4","8","","","","56","126"
"016227","Valnegra","50","48","4","3","","","","105","40","40","0","17","","","","97","202"
"016229","Valtorta","72","49","0","6","","","","127","45","38","2","24","","","","109","236"
"016230","Vedeseta","54","38","7","6","","","","105","32","33","7","23","","","","95","200"
"016232","Verdellino","2130","1695","113","88","","","","4026","1545","1577","135","379","","","","3636","7662"
"016233","Verdello","2143","1789","119","95","","","","4146","1635","1753","162","440","","","","3990","8136"
"016234","Vertova","1000","958","85","82","","","","2125","842","966","100","314","","","","2222","4347"
"016235","Viadanica","262","267","14","8","","","","551","222","261","22","51","","","","556","1107"
"016236","Vigano San Martino","335","310","16","15","","","","676","264","298","27","64","","","","653","1329"
"016237","Vigolo","135","145","5","5","","","","290","105","131","6","39","","","","281","571"
"016238","Villa d'Adda","1055","1047","78","54","","","","2234","908","1044","93","328","","","","2373","4607"
"016239","Villa d'Almè","1518","1498","102","79","","","","3197","1253","1517","116","388","","","","3274","6471"
"016240","Villa di Serio","1551","1525","106","98","","","","3280","1308","1547","140","304","","","","3299","6579"
"016241","Villa d'Ogna","410","405","34","20","","","","869","365","386","36","116","","","","903","1772"
"016242","Villongo","2117","1839","113","85","","","","4154","1595","1797","175","422","","","","3989","8143"
"016243","Vilminore di Scalve","367","313","16","21","","","","717","297","311","20","91","","","","719","1436"
"016244","Zandobbio","679","606","49","33","","","","1367","539","608","42","134","","","","1323","2690"
"016245","Zanica","2164","1984","112","82","","","","4342","1777","1988","149","412","","","","4326","8668"
"016246","Zogno","2094","1876","149","117","","","","4236","1714","1876","157","599","","","","4346","8582"
"016247","Costa Serina","216","217","22","10","","","","465","145","208","15","61","","","","429","894"
"016248","Algua","165","172","8","10","","","","355","128","155","4","43","","","","330","685"
"016249","Cornalba","79","74","5","2","","","","160","50","61","4","22","","","","137","297"
"016250","Medolago","553","571","40","20","","","","1184","458","563","54","91","","","","1166","2350"
"016251","Solza","487","448","38","21","","","","994","409","443","41","88","","","","981","1975"
"016252","Sant'Omobono Terme","1008","828","73","57","","","","1966","759","851","88","235","","","","1933","3899"
"016253","Val Brembilla","1056","928","54","52","","","","2090","785","909","55","280","","","","2029","4119"
