"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"016001","Adrara San Martino","602","495","28","20","","","","1145","413","468","37","109","","","","1027","2172"
"016002","Adrara San Rocco","206","197","13","10","","","","426","144","192","12","33","","","","381","807"
"016003","Albano Sant'Alessandro","2042","1924","96","102","","","","4164","1694","1908","127","381","","","","4110","8274"
"016004","Albino","4070","4024","305","226","","","","8625","3502","4024","364","977","","","","8867","17492"
"016005","Almè","1212","1287","95","75","","","","2669","1051","1330","96","361","","","","2838","5507"
"016006","Almenno San Bartolomeo","1600","1495","102","56","","","","3253","1333","1511","116","291","","","","3251","6504"
"016007","Almenno San Salvatore","1275","1295","78","65","","","","2713","1092","1292","103","336","","","","2823","5536"
"016008","Alzano Lombardo","3219","2964","227","169","","","","6579","2719","2985","344","797","","","","6845","13424"
"016009","Ambivere","601","541","38","38","","","","1218","456","532","31","129","","","","1148","2366"
"016010","Antegnate","792","778","30","34","","","","1634","623","758","48","164","","","","1593","3227"
"016011","Arcene","1175","1118","78","56","","","","2427","923","1099","93","273","","","","2388","4815"
"016012","Ardesio","849","765","33","48","","","","1695","599","759","35","256","","","","1649","3344"
"016013","Arzago d'Adda","639","654","39","38","","","","1370","526","663","46","139","","","","1374","2744"
"016014","Averara","41","46","4","2","","","","93","25","42","3","10","","","","80","173"
"016015","Aviatico","151","144","17","8","","","","320","86","128","7","34","","","","255","575"
"016016","Azzano San Paolo","1706","1778","121","88","","","","3693","1522","1817","159","405","","","","3903","7596"
"016017","Azzone","96","83","3","6","","","","188","56","94","5","29","","","","184","372"
"016018","Bagnatica","1099","1030","62","43","","","","2234","933","1007","77","188","","","","2205","4439"
"016019","Barbata","174","160","11","5","","","","350","140","159","6","32","","","","337","687"
"016020","Bariano","1085","1014","45","60","","","","2204","785","995","40","228","","","","2048","4252"
"016021","Barzana","518","480","26","14","","","","1038","394","480","30","62","","","","966","2004"
"016022","Bedulita","158","170","4","11","","","","343","148","166","8","40","","","","362","705"
"016023","Berbenno","569","569","26","26","","","","1190","484","573","31","153","","","","1241","2431"
"016024","Bergamo","28635","24558","1933","1417","94","3","1","56641","26493","25823","3151","7342","24","1","1","62835","119476"
"016025","Berzo San Fermo","395","318","12","14","","","","739","296","321","12","60","","","","689","1428"
"016026","Bianzano","139","143","16","7","","","","305","105","140","13","39","","","","297","602"
"016027","Blello","18","14","1","0","","","","33","19","15","1","4","","","","39","72"
"016028","Bolgare","1643","1540","60","49","","","","3292","1388","1500","94","247","","","","3229","6521"
"016029","Boltiere","1572","1399","120","77","","","","3168","1222","1406","129","285","","","","3042","6210"
"016030","Bonate Sopra","2627","2288","127","102","","","","5144","2256","2297","173","372","","","","5098","10242"
"016031","Bonate Sotto","1589","1538","109","81","","","","3317","1341","1541","102","328","","","","3312","6629"
"016032","Borgo di Terzo","288","265","16","9","","","","578","244","260","17","48","","","","569","1147"
"016033","Bossico","270","211","8","7","","","","496","204","208","3","65","","","","480","976"
"016034","Bottanuco","1207","1197","70","65","","","","2539","937","1213","75","276","","","","2501","5040"
"016035","Bracca","181","166","9","10","","","","366","136","158","10","54","","","","358","724"
"016036","Branzi","180","131","12","10","","","","333","136","124","10","64","","","","334","667"
"016037","Brembate","2101","1999","118","80","","","","4298","1670","1969","149","427","","","","4215","8513"
"016038","Brembate di Sopra","1911","1814","118","96","","","","3939","1521","1809","144","507","","","","3981","7920"
"016040","Brignano Gera d'Adda","1555","1336","82","60","","","","3033","1294","1332","98","341","","","","3065","6098"
"016041","Brumano","34","29","2","4","","","","69","22","25","3","3","","","","53","122"
"016042","Brusaporto","1324","1341","86","39","","","","2790","1173","1324","116","229","","","","2842","5632"
"016043","Calcinate","1579","1442","77","63","","","","3161","1216","1405","75","232","","","","2928","6089"
"016044","Calcio","1400","1244","67","77","","","","2788","970","1248","78","302","","","","2598","5386"
"016046","Calusco d'Adda","1856","2021","104","113","","","","4094","1494","2007","128","508","","","","4137","8231"
"016047","Calvenzano","1016","998","65","57","","","","2136","855","983","71","234","","","","2143","4279"
"016048","Camerata Cornello","136","116","9","11","","","","272","116","121","9","40","","","","286","558"
"016049","Canonica d'Adda","1069","997","76","38","","","","2180","767","991","54","243","","","","2055","4235"
"016050","Capizzone","274","298","17","7","","","","596","221","300","16","73","","","","610","1206"
"016051","Capriate San Gervasio","1995","1868","137","126","","","","4126","1610","1823","159","472","","","","4064","8190"
"016052","Caprino Bergamasco","800","698","47","28","","","","1573","566","682","60","158","","","","1466","3039"
"016053","Caravaggio","3830","3693","227","197","","","","7947","3246","3745","283","888","","","","8162","16109"
"016055","Carobbio degli Angeli","1250","1106","46","38","","","","2440","1022","1088","73","188","","","","2371","4811"
"016056","Carona","68","54","7","2","","","","131","58","49","8","40","","","","155","286"
"016057","Carvico","1058","1133","40","53","","","","2284","876","1121","71","294","","","","2362","4646"
"016058","Casazza","926","896","42","36","","","","1900","770","878","61","229","","","","1938","3838"
"016059","Casirate d'Adda","979","950","63","51","","","","2043","802","939","83","202","","","","2026","4069"
"016060","Casnigo","753","697","47","57","","","","1554","551","685","67","218","","","","1521","3075"
"016061","Cassiglio","20","29","1","2","","","","52","28","25","0","6","","","","59","111"
"016062","Castelli Calepio","2461","2513","132","119","","","","5225","2013","2460","167","533","","","","5173","10398"
"016063","Castel Rozzone","629","667","30","39","","","","1365","555","650","46","157","","","","1408","2773"
"016064","Castione della Presolana","764","803","60","56","","","","1683","593","798","64","215","","","","1670","3353"
"016065","Castro","281","290","27","15","","","","613","222","288","21","88","","","","619","1232"
"016066","Cavernago","669","657","27","19","","","","1372","574","646","45","83","","","","1348","2720"
"016067","Cazzano Sant'Andrea","410","382","18","18","","","","828","320","378","33","81","","","","812","1640"
"016068","Cenate Sopra","633","586","40","19","","","","1278","509","574","38","116","","","","1237","2515"
"016069","Cenate Sotto","977","890","72","29","","","","1968","843","902","66","149","","","","1960","3928"
"016070","Cene","964","963","62","54","","","","2043","780","950","81","241","","","","2052","4095"
"016071","Cerete","357","377","26","24","","","","784","303","378","33","99","","","","813","1597"
"016072","Chignolo d'Isola","880","767","55","42","","","","1744","661","763","52","144","","","","1620","3364"
"016073","Chiuduno","1474","1471","70","45","","","","3060","1181","1462","86","278","","","","3007","6067"
"016074","Cisano Bergamasco","1440","1435","89","97","","","","3061","1217","1441","88","351","","","","3097","6158"
"016075","Ciserano","1431","1277","80","61","","","","2849","1045","1231","97","262","","","","2635","5484"
"016076","Cividate al Piano","1223","1225","50","77","","","","2575","907","1221","61","272","","","","2461","5036"
"016077","Clusone","1959","1925","138","105","","","","4127","1658","1955","182","588","","","","4383","8510"
"016078","Colere","263","278","12","12","","","","565","190","275","8","70","","","","543","1108"
"016079","Cologno al Serio","2709","2628","149","117","","","","5603","2144","2577","145","596","","","","5462","11065"
"016080","Colzate","388","370","22","30","","","","810","318","374","29","89","","","","810","1620"
"016081","Comun Nuovo","1138","977","59","47","","","","2221","921","983","81","165","","","","2150","4371"
"016082","Corna Imagna","247","217","6","8","","","","478","194","211","11","37","","","","453","931"
"016083","Cortenuova","476","462","15","19","","","","972","407","460","20","94","","","","981","1953"
"016084","Costa di Mezzate","842","774","43","33","","","","1692","674","757","52","142","","","","1625","3317"
"016085","Costa Valle Imagna","139","119","5","15","","","","278","92","120","5","52","","","","269","547"
"016086","Costa Volpino","2035","2113","116","115","","","","4379","1663","2109","173","598","","","","4543","8922"
"016087","Covo","1074","984","49","42","","","","2149","838","972","51","208","","","","2069","4218"
"016088","Credaro","870","858","34","28","","","","1790","710","864","64","128","","","","1766","3556"
"016089","Curno","1778","1686","108","93","","","","3665","1479","1727","148","434","","","","3788","7453"
"016090","Cusio","48","54","4","6","","","","112","33","43","1","21","","","","98","210"
"016091","Dalmine","5552","5351","340","289","11","0","0","11543","4550","5347","453","1346","2","0","0","11698","23241"
"016092","Dossena","225","218","7","10","","","","460","156","208","9","49","","","","422","882"
"016093","Endine Gaiano","788","804","59","42","","","","1693","622","779","70","215","","","","1686","3379"
"016094","Entratico","479","481","30","17","","","","1007","404","479","32","70","","","","985","1992"
"016096","Fara Gera d'Adda","1855","1906","106","95","","","","3962","1587","1898","124","406","","","","4015","7977"
"016097","Fara Olivana con Sola","340","310","20","14","","","","684","246","318","12","52","","","","628","1312"
"016098","Filago","746","719","50","31","","","","1546","635","709","58","160","","","","1562","3108"
"016099","Fino del Monte","281","280","19","15","","","","595","206","275","21","58","","","","560","1155"
"016100","Fiorano al Serio","663","694","42","33","","","","1432","571","713","63","182","","","","1529","2961"
"016101","Fontanella","1195","1082","60","51","","","","2388","938","1052","63","281","","","","2334","4722"
"016102","Fonteno","146","117","14","10","","","","287","101","120","14","45","","","","280","567"
"016103","Foppolo","45","43","7","3","","","","98","34","25","2","9","","","","70","168"
"016104","Foresto Sparso","784","690","54","31","","","","1559","611","690","44","149","","","","1494","3053"
"016105","Fornovo San Giovanni","843","778","40","29","","","","1690","708","807","39","142","","","","1696","3386"
"016106","Fuipiano Valle Imagna","51","49","3","0","","","","103","38","53","0","14","","","","105","208"
"016107","Gandellino","228","250","11","18","","","","507","139","243","15","61","","","","458","965"
"016108","Gandino","1206","1187","85","75","","","","2553","1001","1185","97","338","","","","2621","5174"
"016109","Gandosso","351","353","18","22","","","","744","278","342","18","63","","","","701","1445"
"016110","Gaverina Terme","218","194","24","15","","","","451","169","181","13","54","","","","417","868"
"016111","Gazzaniga","1149","1063","94","77","","","","2383","1032","1062","114","337","","","","2545","4928"
"016113","Ghisalba","1514","1416","86","72","","","","3088","1282","1402","104","281","","","","3069","6157"
