"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"016001","Adrara San Martino","577","498","37","25","","","","1137","401","460","42","113","","","","1016","2153"
"016002","Adrara San Rocco","206","188","14","10","","","","418","147","186","14","41","","","","388","806"
"016003","Albano Sant'Alessandro","2079","1865","114","109","","","","4167","1694","1869","142","396","","","","4101","8268"
"016004","Albino","4092","3960","317","240","","","","8609","3532","3964","396","979","","","","8871","17480"
"016005","Almè","1244","1251","105","76","","","","2676","1078","1291","100","366","","","","2835","5511"
"016006","Almenno San Bartolomeo","1625","1489","116","64","","","","3294","1334","1517","131","291","","","","3273","6567"
"016007","Almenno San Salvatore","1269","1266","89","77","","","","2701","1103","1267","115","340","","","","2825","5526"
"016008","Alzano Lombardo","3242","2892","247","177","","","","6558","2746","2926","366","790","","","","6828","13386"
"016009","Ambivere","590","540","40","38","","","","1208","440","531","31","135","","","","1137","2345"
"016010","Antegnate","820","746","37","40","","","","1643","628","739","49","170","","","","1586","3229"
"016011","Arcene","1247","1105","80","60","","","","2492","979","1088","100","276","","","","2443","4935"
"016012","Ardesio","858","734","39","47","","","","1678","597","727","43","272","","","","1639","3317"
"016013","Arzago d'Adda","638","649","37","37","","","","1361","535","654","46","135","","","","1370","2731"
"016014","Averara","45","47","5","1","","","","98","27","42","3","10","","","","82","180"
"016015","Aviatico","147","142","18","7","","","","314","89","125","6","33","","","","253","567"
"016016","Azzano San Paolo","1709","1746","137","91","","","","3683","1539","1771","179","411","","","","3900","7583"
"016017","Azzone","93","81","4","6","","","","184","56","90","5","23","","","","174","358"
"016018","Bagnatica","1134","1018","66","45","","","","2263","947","1008","79","188","","","","2222","4485"
"016019","Barbata","174","165","12","4","","","","355","144","159","6","34","","","","343","698"
"016020","Bariano","1089","976","50","63","","","","2178","796","964","49","228","","","","2037","4215"
"016021","Barzana","523","480","24","17","","","","1044","403","477","32","60","","","","972","2016"
"016022","Bedulita","156","169","4","11","","","","340","146","167","5","44","","","","362","702"
"016023","Berbenno","581","573","29","28","","","","1211","480","573","35","147","","","","1235","2446"
"016024","Bergamo","28995","24083","2106","1503","102","4","1","56794","26854","25087","3439","7595","37","2","1","63015","119809"
"016025","Berzo San Fermo","394","310","12","18","","","","734","286","313","16","59","","","","674","1408"
"016026","Bianzano","137","150","18","8","","","","313","102","146","13","38","","","","299","612"
"016027","Blello","18","14","0","0","","","","32","19","15","1","4","","","","39","71"
"016028","Bolgare","1699","1516","64","50","","","","3329","1425","1491","106","264","","","","3286","6615"
"016029","Boltiere","1585","1394","119","85","","","","3183","1260","1387","133","295","","","","3075","6258"
"016030","Bonate Sopra","2649","2302","132","106","","","","5189","2314","2300","177","387","","","","5178","10367"
"016031","Bonate Sotto","1638","1514","105","85","","","","3342","1355","1561","114","315","","","","3345","6687"
"016032","Borgo di Terzo","318","265","18","10","","","","611","255","263","19","48","","","","585","1196"
"016033","Bossico","263","209","9","8","","","","489","205","204","3","66","","","","478","967"
"016034","Bottanuco","1247","1187","82","71","","","","2587","948","1210","77","278","","","","2513","5100"
"016035","Bracca","179","162","10","10","","","","361","139","155","8","56","","","","358","719"
"016036","Branzi","170","129","12","11","","","","322","128","122","9","59","","","","318","640"
"016037","Brembate","2140","1962","143","94","","","","4339","1690","1942","164","447","","","","4243","8582"
"016038","Brembate di Sopra","1939","1767","139","103","","","","3948","1545","1763","154","527","","","","3989","7937"
"016040","Brignano Gera d'Adda","1588","1311","86","60","","","","3045","1286","1319","104","357","","","","3066","6111"
"016041","Brumano","36","28","2","3","","","","69","23","25","4","3","","","","55","124"
"016042","Brusaporto","1314","1346","81","43","","","","2784","1188","1337","114","230","","","","2869","5653"
"016043","Calcinate","1584","1431","87","63","","","","3165","1231","1429","78","237","","","","2975","6140"
"016044","Calcio","1426","1237","77","83","","","","2823","984","1239","83","302","","","","2608","5431"
"016046","Calusco d'Adda","1870","2009","118","119","","","","4116","1506","1995","130","505","","","","4136","8252"
"016047","Calvenzano","1043","997","70","59","","","","2169","860","991","79","239","","","","2169","4338"
"016048","Camerata Cornello","141","114","8","11","","","","274","116","120","9","39","","","","284","558"
"016049","Canonica d'Adda","1080","982","79","40","","","","2181","768","965","68","242","","","","2043","4224"
"016050","Capizzone","282","297","19","11","","","","609","222","293","17","75","","","","607","1216"
"016051","Capriate San Gervasio","2004","1841","146","127","","","","4118","1582","1805","160","497","","","","4044","8162"
"016052","Caprino Bergamasco","807","688","50","35","","","","1580","559","673","71","158","","","","1461","3041"
"016053","Caravaggio","3871","3669","238","217","","","","7995","3287","3688","313","899","","","","8187","16182"
"016055","Carobbio degli Angeli","1265","1090","51","37","","","","2443","1026","1085","75","204","","","","2390","4833"
"016056","Carona","68","56","6","4","","","","134","56","50","7","38","","","","151","285"
"016057","Carvico","1067","1119","47","56","","","","2289","871","1111","82","297","","","","2361","4650"
"016058","Casazza","915","883","44","36","","","","1878","756","862","66","230","","","","1914","3792"
"016059","Casirate d'Adda","1010","925","65","60","","","","2060","807","902","82","216","","","","2007","4067"
"016060","Casnigo","756","682","49","63","","","","1550","557","664","70","215","","","","1506","3056"
"016061","Cassiglio","21","28","1","2","","","","52","28","23","0","6","","","","57","109"
"016062","Castelli Calepio","2465","2470","130","133","","","","5198","1987","2421","169","547","","","","5124","10322"
"016063","Castel Rozzone","631","666","36","42","","","","1375","559","649","50","162","","","","1420","2795"
"016064","Castione della Presolana","751","800","63","51","","","","1665","582","788","67","214","","","","1651","3316"
"016065","Castro","275","285","29","14","","","","603","213","281","23","94","","","","611","1214"
"016066","Cavernago","709","658","36","24","","","","1427","608","651","46","94","","","","1399","2826"
"016067","Cazzano Sant'Andrea","421","376","19","20","","","","836","331","376","31","84","","","","822","1658"
"016068","Cenate Sopra","628","582","42","22","","","","1274","514","564","44","125","","","","1247","2521"
"016069","Cenate Sotto","989","884","68","27","","","","1968","842","889","67","155","","","","1953","3921"
"016070","Cene","977","939","68","55","","","","2039","774","921","89","247","","","","2031","4070"
"016071","Cerete","371","368","28","24","","","","791","307","373","36","104","","","","820","1611"
"016072","Chignolo d'Isola","902","753","59","43","","","","1757","665","746","56","139","","","","1606","3363"
"016073","Chiuduno","1497","1466","79","52","","","","3094","1177","1461","92","287","","","","3017","6111"
"016074","Cisano Bergamasco","1477","1428","92","103","","","","3100","1234","1436","95","352","","","","3117","6217"
"016075","Ciserano","1447","1246","89","61","","","","2843","1089","1203","113","280","","","","2685","5528"
"016076","Cividate al Piano","1239","1182","53","81","","","","2555","917","1192","66","273","","","","2448","5003"
"016077","Clusone","1973","1910","144","111","","","","4138","1701","1934","191","595","","","","4421","8559"
"016078","Colere","261","278","12","15","","","","566","184","276","10","71","","","","541","1107"
"016079","Cologno al Serio","2740","2563","167","120","","","","5590","2186","2537","162","605","","","","5490","11080"
"016080","Colzate","384","355","24","28","","","","791","324","357","33","100","","","","814","1605"
"016081","Comun Nuovo","1141","966","62","52","","","","2221","931","974","80","163","","","","2148","4369"
"016082","Corna Imagna","242","218","4","8","","","","472","187","205","15","36","","","","443","915"
"016083","Cortenuova","486","442","17","25","","","","970","408","443","21","101","","","","973","1943"
"016084","Costa di Mezzate","866","775","52","34","","","","1727","706","763","61","141","","","","1671","3398"
"016085","Costa Valle Imagna","139","128","4","12","","","","283","92","126","4","52","","","","274","557"
"016086","Costa Volpino","2039","2031","129","122","","","","4321","1657","2031","171","610","","","","4469","8790"
"016087","Covo","1131","959","58","49","","","","2197","848","943","62","217","","","","2070","4267"
"016088","Credaro","889","821","37","31","","","","1778","701","830","67","143","","","","1741","3519"
"016089","Curno","1813","1666","116","102","","","","3697","1519","1705","166","432","","","","3822","7519"
