"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"016090","Cusio","49","54","4","7","","","","114","33","42","1","20","","","","96","210"
"016091","Dalmine","5666","5275","364","309","13","0","0","11627","4618","5280","485","1367","2","0","0","11752","23379"
"016092","Dossena","226","215","8","10","","","","459","158","209","10","49","","","","426","885"
"016093","Endine Gaiano","814","794","70","46","","","","1724","635","771","77","219","","","","1702","3426"
"016094","Entratico","486","470","28","18","","","","1002","405","465","35","75","","","","980","1982"
"016096","Fara Gera d'Adda","1888","1884","122","100","","","","3994","1587","1876","140","396","","","","3999","7993"
"016097","Fara Olivana con Sola","347","307","21","18","","","","693","253","315","17","56","","","","641","1334"
"016098","Filago","759","699","54","37","","","","1549","628","681","62","165","","","","1536","3085"
"016099","Fino del Monte","286","278","27","16","","","","607","201","271","25","58","","","","555","1162"
"016100","Fiorano al Serio","667","667","50","36","","","","1420","576","693","73","187","","","","1529","2949"
"016101","Fontanella","1232","1053","71","61","","","","2417","959","1042","79","293","","","","2373","4790"
"016102","Fonteno","145","119","14","12","","","","290","99","115","14","44","","","","272","562"
"016103","Foppolo","44","38","6","3","","","","91","29","25","2","9","","","","65","156"
"016104","Foresto Sparso","787","689","56","32","","","","1564","623","681","53","145","","","","1502","3066"
"016105","Fornovo San Giovanni","848","772","42","41","","","","1703","696","794","55","149","","","","1694","3397"
"016106","Fuipiano Valle Imagna","51","45","4","3","","","","103","36","48","0","16","","","","100","203"
"016107","Gandellino","225","249","13","18","","","","505","138","244","15","64","","","","461","966"
"016108","Gandino","1209","1153","86","80","","","","2528","1006","1147","99","345","","","","2597","5125"
"016109","Gandosso","360","350","20","23","","","","753","275","342","19","68","","","","704","1457"
"016110","Gaverina Terme","229","189","27","14","","","","459","172","176","13","58","","","","419","878"
"016111","Gazzaniga","1167","1013","101","79","","","","2360","1028","1028","123","355","","","","2534","4894"
"016113","Ghisalba","1545","1389","90","84","","","","3108","1289","1374","108","298","","","","3069","6177"
"016114","Gorlago","1223","1223","70","71","","","","2587","986","1200","96","295","","","","2577","5164"
"016115","Gorle","1537","1460","109","75","","","","3181","1419","1490","185","310","","","","3404","6585"
"016116","Gorno","367","338","27","19","","","","751","245","321","23","148","","","","737","1488"
"016117","Grassobbio","1609","1483","97","73","","","","3262","1266","1495","114","322","","","","3197","6459"
"016118","Gromo","302","274","16","17","","","","609","175","262","24","73","","","","534","1143"
"016119","Grone","222","203","12","8","","","","445","170","199","7","44","","","","420","865"
"016120","Grumello del Monte","1808","1688","80","100","","","","3676","1496","1707","131","418","","","","3752","7428"
"016121","Isola di Fondra","43","40","5","3","","","","91","32","35","3","16","","","","86","177"
"016122","Isso","140","152","10","7","","","","309","113","144","4","31","","","","292","601"
"016123","Lallio","980","964","69","34","","","","2047","843","961","97","197","","","","2098","4145"
"016124","Leffe","998","1002","85","63","","","","2148","733","999","86","345","","","","2163","4311"
"016125","Lenna","137","108","9","8","","","","262","111","114","8","59","","","","292","554"
"016126","Levate","897","883","56","34","","","","1870","742","879","63","169","","","","1853","3723"
"016127","Locatello","206","178","16","10","","","","410","170","189","16","32","","","","407","817"
"016128","Lovere","1081","1050","103","69","","","","2303","1012","1096","138","426","","","","2672","4975"
"016129","Lurano","719","655","44","33","","","","1451","597","652","41","117","","","","1407","2858"
"016130","Luzzana","216","218","15","11","","","","460","153","222","16","34","","","","425","885"
"016131","Madone","1044","928","67","47","","","","2086","839","915","83","184","","","","2021","4107"
"016132","Mapello","1767","1560","110","79","","","","3516","1384","1571","133","313","","","","3401","6917"
"016133","Martinengo","2782","2418","165","117","","","","5482","2192","2383","162","574","","","","5311","10793"
"016134","Mezzoldo","43","36","2","1","","","","82","31","32","2","17","","","","82","164"
"016135","Misano di Gera d'Adda","690","705","44","33","","","","1472","581","692","59","148","","","","1480","2952"
"016136","Moio de' Calvi","49","44","2","3","","","","98","42","43","7","16","","","","108","206"
"016137","Monasterolo del Castello","276","263","20","14","","","","573","219","259","20","66","","","","564","1137"
"016139","Montello","848","735","42","34","","","","1659","642","721","54","143","","","","1560","3219"
"016140","Morengo","601","580","28","27","","","","1236","501","580","35","143","","","","1259","2495"
"016141","Mornico al Serio","714","673","30","28","","","","1445","607","683","52","158","","","","1500","2945"
"016142","Mozzanica","1050","1030","66","57","","","","2203","857","1023","60","241","","","","2181","4384"
"016143","Mozzo","1679","1701","114","88","","","","3582","1405","1748","180","391","","","","3724","7306"
"016144","Nembro","2678","2548","181","169","","","","5576","2203","2554","199","711","","","","5667","11243"
"016145","Olmo al Brembo","122","104","8","7","","","","241","89","101","6","34","","","","230","471"
"016146","Oltre il Colle","242","229","9","18","","","","498","167","208","14","69","","","","458","956"
"016147","Oltressenda Alta","39","28","3","2","","","","72","26","24","0","13","","","","63","135"
"016148","Oneta","134","129","7","10","","","","280","110","128","5","42","","","","285","565"
"016149","Onore","213","197","26","17","","","","453","171","212","28","59","","","","470","923"
"016150","Orio al Serio","411","381","22","22","","","","836","326","372","36","80","","","","814","1650"
"016151","Ornica","34","32","3","2","","","","71","26","26","1","13","","","","66","137"
"016152","Osio Sopra","1339","1144","68","50","","","","2601","1091","1189","67","269","","","","2616","5217"
"016153","Osio Sotto","3207","2816","195","149","","","","6367","2476","2824","255","710","","","","6265","12632"
"016154","Pagazzano","566","484","19","26","","","","1095","409","480","18","106","","","","1013","2108"
"016155","Paladina","974","874","63","50","","","","1961","798","896","76","230","","","","2000","3961"
"016156","Palazzago","1124","1050","72","52","","","","2298","909","1041","81","184","","","","2215","4513"
"016157","Palosco","1378","1353","62","69","","","","2862","1158","1348","67","309","","","","2882","5744"
"016158","Parre","667","592","40","37","","","","1336","527","592","56","164","","","","1339","2675"
"016159","Parzanica","88","74","9","8","","","","179","40","70","5","34","","","","149","328"
"016160","Pedrengo","1448","1336","100","55","","","","2939","1197","1324","156","301","","","","2978","5917"
"016161","Peia","378","412","21","21","","","","832","339","417","22","97","","","","875","1707"
"016162","Pianico","317","349","23","24","","","","713","271","349","28","81","","","","729","1442"
"016163","Piario","242","229","23","19","","","","513","182","241","25","39","","","","487","1000"
"016164","Piazza Brembana","301","239","23","20","","","","583","253","254","18","81","","","","606","1189"
"016165","Piazzatorre","82","101","8","6","","","","197","64","93","6","31","","","","194","391"
"016166","Piazzolo","19","17","3","1","","","","40","15","20","2","8","","","","45","85"
"016167","Pognano","401","344","27","16","","","","788","315","338","26","85","","","","764","1552"
"016168","Ponte Nossa","406","381","26","29","","","","842","297","369","41","158","","","","865","1707"
"016169","Ponteranica","1585","1540","114","105","","","","3344","1234","1561","140","411","","","","3346","6690"
"016170","Ponte San Pietro","2972","2567","173","156","","","","5868","2381","2555","247","671","","","","5854","11722"
"016171","Pontida","793","749","44","52","","","","1638","645","725","60","165","","","","1595","3233"
"016172","Pontirolo Nuovo","1228","1107","92","54","","","","2481","917","1118","105","274","","","","2414","4895"
"016173","Pradalunga","1120","1027","61","51","","","","2259","901","1043","68","258","","","","2270","4529"
"016174","Predore","414","421","35","32","","","","902","366","415","49","123","","","","953","1855"
"016175","Premolo","241","283","18","18","","","","560","166","259","9","67","","","","501","1061"
"016176","Presezzo","1098","1101","73","62","","","","2334","961","1120","86","274","","","","2441","4775"
"016177","Pumenengo","434","390","19","23","","","","866","320","398","20","96","","","","834","1700"
"016178","Ranica","1299","1408","102","59","","","","2868","1140","1424","127","341","","","","3032","5900"
"016179","Ranzanico","269","296","45","14","","","","624","214","283","37","70","","","","604","1228"
"016180","Riva di Solto","194","206","20","9","","","","429","156","203","15","64","","","","438","867"
"016182","Rogno","877","919","80","43","","","","1919","757","921","92","183","","","","1953","3872"
"016183","Romano di Lombardia","5181","4723","294","285","4","0","0","10487","4047","4673","368","1094","4","0","0","10186","20673"
"016184","Roncobello","116","100","7","4","","","","227","72","105","6","25","","","","208","435"
"016185","Roncola","231","191","17","13","","","","452","160","186","9","51","","","","406","858"
"016186","Rota d'Imagna","222","198","14","10","","","","444","192","184","22","66","","","","464","908"
"016187","Rovetta","950","952","69","47","","","","2018","835","959","80","213","","","","2087","4105"
"016188","San Giovanni Bianco","1160","1034","74","62","","","","2330","831","1043","69","334","","","","2277","4607"
"016189","San Paolo d'Argon","1498","1295","82","55","","","","2930","1281","1302","107","236","","","","2926","5856"
"016190","San Pellegrino Terme","1069","1040","76","66","","","","2251","869","1055","82","395","","","","2401","4652"
"016191","Santa Brigida","130","120","6","3","","","","259","92","124","8","41","","","","265","524"
"016193","Sarnico","1555","1501","132","99","","","","3287","1342","1488","208","449","","","","3487","6774"
"016194","Scanzorosciate","2339","2239","156","121","","","","4855","2021","2275","228","560","","","","5084","9939"
"016195","Schilpario","266","242","24","23","","","","555","212","241","15","107","","","","575","1130"
"016196","Sedrina","586","513","34","20","","","","1153","483","516","40","139","","","","1178","2331"
"016197","Selvino","477","466","37","36","","","","1016","373","450","31","130","","","","984","2000"
"016198","Seriate","6134","5518","472","316","18","0","0","12458","5246","5594","630","1385","8","0","0","12863","25321"
"016199","Serina","525","458","25","40","","","","1048","371","450","33","138","","","","992","2040"
"016200","Solto Collina","428","422","32","23","","","","905","335","420","31","112","","","","898","1803"
"016201","Songavazzo","175","172","9","10","","","","366","129","165","12","37","","","","343","709"
"016202","Sorisole","2196","1987","128","113","","","","4424","1779","2002","163","504","","","","4448","8872"
"016203","Sotto il Monte Giovanni XXIII","1042","1021","76","47","","","","2186","900","1021","90","175","","","","2186","4372"
"016204","Sovere","1265","1187","72","68","","","","2592","1016","1181","98","375","","","","2670","5262"
"016205","Spinone al Lago","218","232","15","18","","","","483","193","220","23","63","","","","499","982"
"016206","Spirano","1452","1266","75","60","","","","2853","1187","1262","94","259","","","","2802","5655"
"016207","Stezzano","3295","3023","224","137","","","","6679","2873","3027","311","631","","","","6842","13521"
"016208","Strozza","293","238","20","14","","","","565","223","242","19","62","","","","546","1111"
"016209","Suisio","959","885","50","39","","","","1933","718","888","63","192","","","","1861","3794"
"016210","Taleggio","134","120","20","13","","","","287","93","105","9","37","","","","244","531"
"016211","Tavernola Bergamasca","454","466","26","33","","","","979","320","462","26","142","","","","950","1929"
"016212","Telgate","1331","1188","64","58","","","","2641","984","1086","76","214","","","","2360","5001"
"016213","Terno d'Isola","2081","1757","124","55","","","","4017","1695","1753","175","368","","","","3991","8008"
"016214","Torre Boldone","1992","1883","157","129","","","","4161","1803","1942","234","573","","","","4552","8713"
"016215","Torre de' Busi","554","511","42","19","","","","1126","463","497","35","110","","","","1105","2231"
"016216","Torre de' Roveri","640","581","39","18","","","","1278","547","601","36","95","","","","1279","2557"
"016217","Torre Pallavicina","291","266","16","8","","","","581","215","260","13","68","","","","556","1137"
"016218","Trescore Balneario","2465","2199","147","115","","","","4926","2040","2156","182","510","","","","4888","9814"
"016219","Treviglio","7387","6802","494","414","18","0","0","15115","6298","6815","711","1841","13","0","0","15678","30793"
"016220","Treviolo","2520","2449","139","141","","","","5249","2253","2466","217","610","","","","5546","10795"
"016221","Ubiale Clanezzo","340","308","15","18","","","","681","245","302","21","81","","","","649","1330"
"016222","Urgnano","2543","2255","157","118","","","","5073","1981","2223","195","515","","","","4914","9987"
"016223","Valbondione","227","218","18","16","","","","479","163","220","13","82","","","","478","957"
"016224","Valbrembo","1018","982","70","45","","","","2115","902","993","90","210","","","","2195","4310"
"016225","Valgoglio","132","143","5","13","","","","293","104","136","11","34","","","","285","578"
"016226","Valleve","40","22","4","4","","","","70","24","18","4","8","","","","54","124"
"016227","Valnegra","55","51","2","3","","","","111","42","41","0","16","","","","99","210"
"016229","Valtorta","72","49","0","6","","","","127","48","42","2","24","","","","116","243"
"016230","Vedeseta","52","39","5","7","","","","103","27","32","7","23","","","","89","192"
"016232","Verdellino","2083","1691","105","80","","","","3959","1516","1584","125","389","","","","3614","7573"
"016233","Verdello","2129","1816","114","89","","","","4148","1622","1770","149","441","","","","3982","8130"
"016234","Vertova","1025","967","81","79","","","","2152","855","974","103","316","","","","2248","4400"
"016235","Viadanica","263","271","16","10","","","","560","229","265","20","55","","","","569","1129"
"016236","Vigano San Martino","332","316","16","16","","","","680","258","312","25","61","","","","656","1336"
"016237","Vigolo","134","143","5","5","","","","287","105","134","6","39","","","","284","571"
"016238","Villa d'Adda","1064","1067","78","56","","","","2265","907","1057","88","319","","","","2371","4636"
"016239","Villa d'Almè","1517","1523","96","69","","","","3205","1244","1547","113","394","","","","3298","6503"
"016240","Villa di Serio","1579","1537","101","95","","","","3312","1316","1563","141","310","","","","3330","6642"
"016241","Villa d'Ogna","416","400","35","19","","","","870","357","394","30","117","","","","898","1768"
"016242","Villongo","2103","1852","106","81","","","","4142","1568","1811","164","421","","","","3964","8106"
"016243","Vilminore di Scalve","363","319","13","23","","","","718","297","315","18","87","","","","717","1435"
"016244","Zandobbio","698","609","41","32","","","","1380","554","610","35","131","","","","1330","2710"
"016245","Zanica","2159","1999","109","82","","","","4349","1800","1987","147","420","","","","4354","8703"
"016246","Zogno","2059","1857","147","123","","","","4186","1728","1866","151","615","","","","4360","8546"
"016247","Costa Serina","199","216","23","10","","","","448","144","205","18","63","","","","430","878"
"016248","Algua","156","171","9","9","","","","345","129","155","5","41","","","","330","675"
"016249","Cornalba","81","78","5","2","","","","166","49","64","4","21","","","","138","304"
"016250","Medolago","540","573","42","19","","","","1174","455","563","51","91","","","","1160","2334"
"016251","Solza","499","446","26","21","","","","992","409","447","41","88","","","","985","1977"
"016252","Sant'Omobono Terme","992","835","67","54","","","","1948","758","858","81","234","","","","1931","3879"
"016253","Val Brembilla","1060","933","51","51","","","","2095","787","917","55","286","","","","2045","4140"
