"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"017038","Capriolo","2279","2190","158","90","","","","4717","1807","2196","183","528","","","","4714","9431"
"017039","Carpenedolo","3189","3003","213","122","","","","6527","2504","3023","259","664","","","","6450","12977"
"017040","Castegnato","1998","1949","134","89","","","","4170","1673","1922","172","390","","","","4157","8327"
"017041","Castelcovati","1668","1640","71","67","","","","3446","1331","1622","77","309","","","","3339","6785"
"017042","Castel Mella","2626","2586","210","111","","","","5533","2163","2570","275","452","","","","5460","10993"
"017043","Castenedolo","2751","2705","196","115","","","","5767","2271","2660","260","595","","","","5786","11553"
"017044","Casto","421","381","22","16","","","","840","309","362","11","103","","","","785","1625"
"017045","Castrezzato","1840","1742","106","64","","","","3752","1573","1720","107","342","","","","3742","7494"
"017046","Cazzago San Martino","2450","2589","155","129","","","","5323","2069","2593","174","590","","","","5426","10749"
"017047","Cedegolo","263","237","22","18","","","","540","204","246","11","97","","","","558","1098"
"017048","Cellatica","1065","1152","69","46","","","","2332","974","1213","104","239","","","","2530","4862"
"017049","Cerveno","192","137","7","9","","","","345","123","136","15","38","","","","312","657"
"017050","Ceto","424","417","29","19","","","","889","329","432","31","107","","","","899","1788"
"017051","Cevo","209","182","22","17","","","","430","134","174","12","70","","","","390","820"
"017052","Chiari","4484","4535","262","241","","","","9522","3657","4482","343","1127","","","","9609","19131"
"017053","Cigole","310","361","21","18","","","","710","266","362","17","86","","","","731","1441"
"017054","Cimbergo","147","121","4","5","","","","277","99","113","10","44","","","","266","543"
"017055","Cividate Camuno","625","656","40","40","","","","1361","458","641","39","156","","","","1294","2655"
"017056","Coccaglio","2135","2040","117","102","","","","4394","1684","2020","177","453","","","","4334","8728"
"017057","Collebeato","966","1059","86","54","","","","2165","846","1087","94","287","","","","2314","4479"
"017058","Collio","557","439","31","21","","","","1048","380","424","27","162","","","","993","2041"
"017059","Cologne","1789","1776","112","89","","","","3766","1487","1781","122","406","","","","3796","7562"
"017060","Comezzano-Cizzago","1031","947","51","35","","","","2064","831","943","51","140","","","","1965","4029"
"017061","Concesio","3602","3657","251","196","","","","7706","2957","3751","365","844","","","","7917","15623"
"017062","Corte Franca","1696","1695","125","70","","","","3586","1358","1704","134","365","","","","3561","7147"
"017063","Corteno Golgi","463","445","32","23","","","","963","363","431","15","150","","","","959","1922"
"017064","Corzano","346","327","21","12","","","","706","295","327","22","69","","","","713","1419"
"017065","Darfo Boario Terme","3717","3515","297","186","","","","7715","3127","3451","363","890","","","","7831","15546"
"017066","Dello","1390","1261","104","61","","","","2816","1111","1232","132","287","","","","2762","5578"
"017067","Desenzano del Garda","6850","6018","603","305","28","0","0","13804","6430","6185","962","1705","7","0","0","15289","29093"
"017068","Edolo","1047","949","93","75","","","","2164","846","956","124","321","","","","2247","4411"
"017069","Erbusco","2184","2007","131","78","","","","4400","1679","2008","166","415","","","","4268","8668"
"017070","Esine","1244","1137","96","68","","","","2545","1005","1144","123","301","","","","2573","5118"
"017071","Fiesse","486","473","21","23","","","","1003","371","481","30","118","","","","1000","2003"
"017072","Flero","2016","2114","156","96","","","","4382","1679","2085","198","464","","","","4426","8808"
"017073","Gambara","1130","1065","54","47","","","","2296","845","1070","76","262","","","","2253","4549"
"017074","Gardone Riviera","623","570","59","43","","","","1295","519","567","85","142","","","","1313","2608"
"017075","Gardone Val Trompia","2730","2535","217","171","","","","5653","2221","2491","226","761","","","","5699","11352"
"017076","Gargnano","587","630","45","49","","","","1311","475","652","76","217","","","","1420","2731"
"017077","Gavardo","3017","2784","255","132","","","","6188","2340","2768","290","612","","","","6010","12198"
"017078","Ghedi","4549","4383","245","183","","","","9360","3569","4328","355","906","","","","9158","18518"
"017079","Gianico","486","504","24","24","","","","1038","429","501","37","116","","","","1083","2121"
"017080","Gottolengo","1191","1130","67","56","","","","2444","974","1131","69","339","","","","2513","4957"
"017081","Gussago","3744","3824","300","196","","","","8064","3209","3870","437","859","","","","8375","16439"
"017082","Idro","459","425","37","20","","","","941","373","421","30","108","","","","932","1873"
"017083","Incudine","78","79","8","1","","","","166","64","82","4","29","","","","179","345"
"017084","Irma","40","31","3","1","","","","75","22","28","1","10","","","","61","136"
"017085","Iseo","1952","2031","168","121","","","","4272","1783","2072","231","566","","","","4652","8924"
"017086","Isorella","974","996","55","49","","","","2074","734","973","56","227","","","","1990","4064"
"017087","Lavenone","112","112","9","14","","","","247","87","104","9","39","","","","239","486"
"017088","Leno","3586","3233","199","147","","","","7165","2897","3263","221","697","","","","7078","14243"
"017089","Limone sul Garda","273","250","26","6","","","","555","234","251","26","75","","","","586","1141"
"017090","Lodrino","408","395","28","17","","","","848","293","374","21","88","","","","776","1624"
"017091","Lograto","967","855","43","49","","","","1914","783","847","61","199","","","","1890","3804"
"017092","Lonato del Garda","4113","3679","386","155","","","","8333","3489","3667","507","831","","","","8494","16827"
"017093","Longhena","142","139","7","8","","","","296","92","138","5","29","","","","264","560"
"017094","Losine","152","149","4","11","","","","316","117","144","11","37","","","","309","625"
"017095","Lozio","81","88","4","5","","","","178","60","77","6","32","","","","175","353"
"017096","Lumezzane","5140","4921","351","253","2","0","0","10667","4095","4901","405","1342","0","0","0","10743","21410"
"017097","Maclodio","375","346","16","15","","","","752","306","343","19","63","","","","731","1483"
"017098","Magasa","26","29","1","2","","","","58","5","16","2","26","","","","49","107"
"017099","Mairano","878","807","58","25","","","","1768","715","803","55","151","","","","1724","3492"
"017100","Malegno","458","470","20","33","","","","981","372","470","28","109","","","","979","1960"
"017101","Malonno","668","733","39","41","","","","1481","533","740","33","243","","","","1549","3030"
"017102","Manerba del Garda","1295","1235","128","55","","","","2713","1094","1220","130","258","","","","2702","5415"
"017103","Manerbio","3139","2988","179","141","","","","6447","2555","3051","267","843","","","","6716","13163"
"017104","Marcheno","1042","966","50","56","","","","2114","823","949","72","238","","","","2082","4196"
"017105","Marmentino","180","139","10","10","","","","339","129","135","8","54","","","","326","665"
"017106","Marone","735","669","65","38","","","","1507","638","685","68","216","","","","1607","3114"
"017107","Mazzano","2992","2948","204","114","","","","6258","2485","2939","291","546","","","","6261","12519"
"017108","Milzano","412","419","21","18","","","","870","341","403","28","81","","","","853","1723"
"017109","Moniga del Garda","596","562","97","16","","","","1271","522","569","102","139","","","","1332","2603"
"017110","Monno","100","131","9","6","","","","246","92","124","3","50","","","","269","515"
"017111","Monte Isola","377","386","17","30","","","","810","295","375","28","120","","","","818","1628"
"017112","Monticelli Brusati","1061","1096","101","43","","","","2301","897","1089","101","180","","","","2267","4568"
"017113","Montichiari","6431","5983","438","219","10","0","0","13081","5232","6013","521","1232","9","0","0","13007","26088"
"017114","Montirone","1269","1186","76","42","","","","2573","1017","1175","101","198","","","","2491","5064"
"017115","Mura","188","177","13","9","","","","387","155","174","7","51","","","","387","774"
"017116","Muscoline","663","592","70","29","","","","1354","528","599","78","121","","","","1326","2680"
"017117","Nave","2428","2483","213","138","","","","5262","1967","2485","269","657","","","","5378","10640"
"017118","Niardo","464","450","25","24","","","","963","401","448","30","126","","","","1005","1968"
"017119","Nuvolento","902","893","48","54","","","","1897","778","908","72","210","","","","1968","3865"
"017120","Nuvolera","1119","1093","76","52","","","","2340","957","1101","102","195","","","","2355","4695"
"017121","Odolo","435","444","19","33","","","","931","405","446","33","112","","","","996","1927"
"017122","Offlaga","1069","914","57","55","","","","2095","846","907","64","205","","","","2022","4117"
"017123","Ome","703","755","36","43","","","","1537","613","747","56","199","","","","1615","3152"
"017124","Ono San Pietro","230","229","6","12","","","","477","191","223","9","65","","","","488","965"
"017125","Orzinuovi","3162","2761","165","151","","","","6239","2475","2768","196","694","","","","6133","12372"
"017126","Orzivecchi","595","577","23","30","","","","1225","459","556","30","160","","","","1205","2430"
"017127","Ospitaletto","3619","3509","209","148","","","","7485","2835","3416","267","660","","","","7178","14663"
"017128","Ossimo","366","318","25","15","","","","724","279","324","27","98","","","","728","1452"
"017129","Padenghe sul Garda","1110","1020","128","55","","","","2313","1035","1039","174","212","","","","2460","4773"
"017130","Paderno Franciacorta","837","874","50","46","","","","1807","709","861","77","183","","","","1830","3637"
"017131","Paisco Loveno","48","36","1","2","","","","87","37","35","2","15","","","","89","176"
"017132","Paitone","511","537","43","26","","","","1117","389","522","44","98","","","","1053","2170"
"017133","Palazzolo sull'Oglio","5055","4465","272","230","","","","10022","4044","4382","367","1122","","","","9915","19937"
"017134","Paratico","1207","1089","88","59","","","","2443","944","1114","122","261","","","","2441","4884"
"017135","Paspardo","163","127","3","8","","","","301","100","117","2","59","","","","278","579"
"017136","Passirano","1594","1584","136","78","","","","3392","1385","1614","164","359","","","","3522","6914"
"017137","Pavone del Mella","646","678","29","17","","","","1370","479","653","37","167","","","","1336","2706"
"017138","San Paolo","1054","1072","44","38","","","","2208","890","1059","55","205","","","","2209","4417"
"017139","Pertica Alta","155","120","10","8","","","","293","95","121","11","37","","","","264","557"
"017140","Pertica Bassa","140","122","10","10","","","","282","110","126","3","55","","","","294","576"
"017141","Pezzaze","353","336","27","18","","","","734","236","344","20","114","","","","714","1448"
"017142","Pian Camuno","1155","1088","104","42","","","","2389","934","1049","118","243","","","","2344","4733"
"017143","Pisogne","1859","1727","162","117","","","","3865","1497","1724","188","529","","","","3938","7803"
"017144","Polaveno","544","629","32","36","","","","1241","410","633","33","147","","","","1223","2464"
"017145","Polpenazze del Garda","636","627","72","20","","","","1355","540","601","90","119","","","","1350","2705"
"017146","Pompiano","862","918","53","37","","","","1870","741","888","65","180","","","","1874","3744"
"017147","Poncarale","1212","1212","96","48","","","","2568","1026","1208","100","259","","","","2593","5161"
"017148","Ponte di Legno","417","390","28","11","","","","846","371","367","29","134","","","","901","1747"
"017149","Pontevico","1518","1584","104","77","","","","3283","1566","1543","143","456","","","","3708","6991"
"017150","Pontoglio","1664","1636","81","78","","","","3459","1317","1624","77","425","","","","3443","6902"
"017151","Pozzolengo","859","807","74","49","","","","1789","684","793","87","203","","","","1767","3556"
"017152","Pralboino","711","666","35","36","","","","1448","486","641","44","184","","","","1355","2803"
"017153","Preseglie","353","370","21","23","","","","767","242","366","22","68","","","","698","1465"
"017155","Prevalle","1718","1556","96","55","","","","3425","1365","1550","144","331","","","","3390","6815"
"017156","Provaglio d'Iseo","1687","1625","141","83","","","","3536","1450","1636","164","375","","","","3625","7161"
"017157","Provaglio Val Sabbia","225","208","10","13","","","","456","162","193","9","64","","","","428","884"
"017158","Puegnago del Garda","770","828","74","35","","","","1707","695","808","86","168","","","","1757","3464"
"017159","Quinzano d'Oglio","1524","1398","102","73","","","","3097","1192","1377","112","399","","","","3080","6177"
"017160","Remedello","824","798","29","31","","","","1682","649","792","43","180","","","","1664","3346"
"017161","Rezzato","3179","3035","247","149","","","","6610","2609","3023","336","767","","","","6735","13345"
"017162","Roccafranca","1230","1113","54","47","","","","2444","995","1102","73","221","","","","2391","4835"
"017163","Rodengo Saiano","2270","2245","183","84","","","","4782","2068","2280","221","446","","","","5015","9797"
"017164","Roè Volciano","987","965","99","56","","","","2107","861","998","126","274","","","","2259","4366"
"017165","Roncadelle","2257","2107","154","99","","","","4617","1819","2113","223","510","","","","4665","9282"
"017166","Rovato","5217","4177","264","182","","","","9840","4048","4090","302","918","","","","9358","19198"
"017167","Rudiano","1479","1404","49","44","","","","2976","1174","1392","70","245","","","","2881","5857"
"017168","Sabbio Chiese","950","946","64","34","","","","1994","744","916","71","207","","","","1938","3932"
"017169","Sale Marasino","744","758","60","52","","","","1614","609","759","76","232","","","","1676","3290"
"017170","Salò","2256","2271","235","142","","","","4904","2094","2363","349","738","","","","5544","10448"
"017171","San Felice del Benaco","800","769","80","36","","","","1685","722","764","95","199","","","","1780","3465"
"017172","San Gervasio Bresciano","697","591","40","20","","","","1348","599","580","45","113","","","","1337","2685"
"017173","San Zeno Naviglio","1072","1119","96","42","","","","2329","904","1116","118","237","","","","2375","4704"
"017174","Sarezzo","3139","3018","215","147","","","","6519","2561","3007","318","727","","","","6613","13132"
"017175","Saviore dell'Adamello","185","174","12","15","","","","386","139","172","6","99","","","","416","802"
"017176","Sellero","348","314","21","19","","","","702","263","314","8","113","","","","698","1400"
"017177","Seniga","348","338","17","21","","","","724","255","327","20","101","","","","703","1427"
"017178","Serle","695","703","70","45","","","","1513","566","699","51","231","","","","1547","3060"
"017179","Sirmione","1942","1709","238","65","","","","3954","1834","1747","290","432","","","","4303","8257"
"017180","Soiano del Lago","448","449","63","19","","","","979","389","447","50","84","","","","970","1949"
"017181","Sonico","311","272","16","14","","","","613","215","271","23","89","","","","598","1211"
"017182","Sulzano","472","435","45","22","","","","974","389","428","49","104","","","","970","1944"
"017183","Tavernole sul Mella","301","284","18","18","","","","621","215","279","12","92","","","","598","1219"
"017184","Temù","284","245","19","12","","","","560","244","215","12","74","","","","545","1105"
"017185","Tignale","258","258","18","16","","","","550","226","259","16","107","","","","608","1158"
"017186","Torbole Casaglia","1582","1481","97","55","","","","3215","1287","1490","142","267","","","","3186","6401"
"017187","Toscolano-Maderno","1696","1662","198","104","","","","3660","1482","1641","247","520","","","","3890","7550"
"017188","Travagliato","3317","3124","226","144","","","","6811","2773","3152","268","721","","","","6914","13725"
"017189","Tremosine sul Garda","492","484","37","22","","","","1035","383","473","36","119","","","","1011","2046"
"017190","Trenzano","1344","1296","79","44","","","","2763","1077","1299","71","260","","","","2707","5470"
"017191","Treviso Bresciano","118","119","4","8","","","","249","90","114","4","50","","","","258","507"
"017192","Urago d'Oglio","979","850","51","49","","","","1929","744","844","33","183","","","","1804","3733"
"017193","Vallio Terme","330","321","44","11","","","","706","274","322","31","77","","","","704","1410"
"017194","Valvestino","38","37","4","5","","","","84","29","36","1","23","","","","89","173"
"017195","Verolanuova","1884","1905","103","93","","","","3985","1502","1874","127","530","","","","4033","8018"
"017196","Verolavecchia","895","937","52","38","","","","1922","615","916","55","246","","","","1832","3754"
"017197","Vestone","999","975","56","54","","","","2084","787","965","80","265","","","","2097","4181"
"017198","Vezza d'Oglio","350","352","17","15","","","","734","296","339","20","84","","","","739","1473"
"017199","Villa Carcina","2454","2529","183","117","","","","5283","2045","2520","217","629","","","","5411","10694"
"017200","Villachiara","337","322","18","12","","","","689","263","310","18","80","","","","671","1360"
"017201","Villanuova sul Clisi","1322","1355","119","57","","","","2853","1082","1377","156","366","","","","2981","5834"
"017202","Vione","134","154","4","10","","","","302","112","157","5","51","","","","325","627"
"017203","Visano","492","491","12","14","","","","1009","399","488","11","85","","","","983","1992"
"017204","Vobarno","2017","1906","149","110","","","","4182","1517","1886","171","501","","","","4075","8257"
"017205","Zone","234","248","22","20","","","","524","181","237","26","71","","","","515","1039"
"017206","Piancogno","1162","1092","91","65","","","","2410","879","1076","105","272","","","","2332","4742"
