"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"017045","Castrezzato","1939","1750","109","81","","","","3879","1610","1737","115","372","","","","3834","7713"
"017046","Cazzago San Martino","2509","2541","179","137","","","","5366","2098","2555","177","600","","","","5430","10796"
"017047","Cedegolo","277","229","27","19","","","","552","210","236","15","96","","","","557","1109"
"017048","Cellatica","1076","1126","75","53","","","","2330","987","1160","121","247","","","","2515","4845"
"017049","Cerveno","212","133","8","11","","","","364","137","134","16","42","","","","329","693"
"017050","Ceto","419","401","35","20","","","","875","332","413","38","110","","","","893","1768"
"017051","Cevo","203","173","21","20","","","","417","132","168","15","70","","","","385","802"
"017052","Chiari","4601","4458","289","247","","","","9595","3790","4428","375","1159","","","","9752","19347"
"017053","Cigole","344","367","22","16","","","","749","266","362","19","89","","","","736","1485"
"017054","Cimbergo","146","120","6","5","","","","277","98","106","10","44","","","","258","535"
"017055","Cividate Camuno","640","654","45","37","","","","1376","470","635","44","152","","","","1301","2677"
"017056","Coccaglio","2187","2017","130","107","","","","4441","1722","2022","186","456","","","","4386","8827"
"017057","Collebeato","984","1007","94","59","","","","2144","859","1037","113","283","","","","2292","4436"
"017058","Collio","551","414","35","22","","","","1022","383","402","26","161","","","","972","1994"
"017059","Cologne","1833","1750","124","86","","","","3793","1500","1744","145","425","","","","3814","7607"
"017060","Comezzano-Cizzago","1061","979","53","38","","","","2131","851","973","55","140","","","","2019","4150"
"017061","Concesio","3627","3639","264","203","","","","7733","3006","3686","399","837","","","","7928","15661"
"017062","Corte Franca","1731","1669","142","67","","","","3609","1379","1668","153","367","","","","3567","7176"
"017063","Corteno Golgi","465","443","35","24","","","","967","355","419","20","147","","","","941","1908"
"017064","Corzano","364","327","23","13","","","","727","285","337","24","67","","","","713","1440"
"017065","Darfo Boario Terme","3885","3421","332","197","","","","7835","3166","3399","407","941","","","","7913","15748"
"017066","Dello","1435","1263","112","68","","","","2878","1108","1237","140","293","","","","2778","5656"
"017067","Desenzano del Garda","6902","5981","670","342","45","0","0","13940","6300","6173","1067","1765","8","2","0","15315","29255"
"017068","Edolo","1018","959","93","76","","","","2146","841","967","117","315","","","","2240","4386"
"017069","Erbusco","2253","2019","141","85","","","","4498","1691","2002","170","409","","","","4272","8770"
"017070","Esine","1220","1110","100","72","","","","2502","1006","1112","131","307","","","","2556","5058"
"017071","Fiesse","492","472","19","26","","","","1009","380","481","29","123","","","","1013","2022"
"017072","Flero","2045","2048","172","101","","","","4366","1646","2046","211","475","","","","4378","8744"
"017073","Gambara","1181","1044","58","48","","","","2331","846","1045","77","268","","","","2236","4567"
"017074","Gardone Riviera","620","561","75","46","","","","1302","515","562","96","142","","","","1315","2617"
"017075","Gardone Val Trompia","2751","2528","229","173","","","","5681","2237","2471","250","757","","","","5715","11396"
"017076","Gargnano","580","618","52","54","","","","1304","472","617","82","193","","","","1364","2668"
"017077","Gavardo","3118","2734","290","151","","","","6293","2376","2690","318","655","","","","6039","12332"
"017078","Ghedi","4562","4279","283","200","","","","9324","3601","4227","377","944","","","","9149","18473"
"017079","Gianico","488","490","33","28","","","","1039","420","493","48","110","","","","1071","2110"
"017080","Gottolengo","1216","1135","80","57","","","","2488","1000","1129","74","329","","","","2532","5020"
"017081","Gussago","3837","3794","335","214","","","","8180","3260","3796","474","891","","","","8421","16601"
"017082","Idro","452","414","47","20","","","","933","383","409","37","109","","","","938","1871"
"017083","Incudine","82","72","9","3","","","","166","68","73","6","33","","","","180","346"
"017084","Irma","38","27","3","2","","","","70","23","26","0","10","","","","59","129"
"017085","Iseo","1968","2014","188","131","","","","4301","1812","2060","244","550","","","","4666","8967"
"017086","Isorella","1003","961","64","61","","","","2089","744","943","64","232","","","","1983","4072"
"017087","Lavenone","116","114","8","10","","","","248","91","108","9","40","","","","248","496"
"017088","Leno","3696","3140","226","181","","","","7243","2994","3160","252","756","","","","7162","14405"
"017089","Limone sul Garda","271","237","28","4","","","","540","236","236","28","68","","","","568","1108"
"017090","Lodrino","415","386","37","17","","","","855","299","363","24","95","","","","781","1636"
"017091","Lograto","964","844","50","49","","","","1907","786","837","69","199","","","","1891","3798"
"017092","Lonato del Garda","4247","3609","421","169","","","","8446","3523","3599","552","854","","","","8528","16974"
"017093","Longhena","139","139","10","7","","","","295","90","138","9","31","","","","268","563"
"017094","Losine","158","146","7","10","","","","321","116","143","10","36","","","","305","626"
"017095","Lozio","90","80","6","6","","","","182","60","72","9","33","","","","174","356"
"017096","Lumezzane","5297","4870","382","255","2","0","0","10806","4144","4797","450","1359","0","0","0","10750","21556"
"017097","Maclodio","379","342","17","15","","","","753","328","337","21","64","","","","750","1503"
"017098","Magasa","28","28","1","2","","","","59","5","14","2","22","","","","43","102"
"017099","Mairano","877","794","61","28","","","","1760","710","792","69","146","","","","1717","3477"
"017100","Malegno","463","442","22","33","","","","960","358","442","40","126","","","","966","1926"
"017101","Malonno","658","717","47","41","","","","1463","513","723","43","236","","","","1515","2978"
"017102","Manerba del Garda","1270","1211","133","64","","","","2678","1110","1172","149","259","","","","2690","5368"
"017103","Manerbio","3284","3011","193","153","","","","6641","2603","3070","286","848","","","","6807","13448"
"017104","Marcheno","1034","939","55","62","","","","2090","828","939","69","237","","","","2073","4163"
"017105","Marmentino","181","133","11","12","","","","337","122","130","10","56","","","","318","655"
"017106","Marone","719","667","67","35","","","","1488","637","686","75","213","","","","1611","3099"
"017107","Mazzano","3120","2895","221","129","","","","6365","2536","2883","311","587","","","","6317","12682"
"017108","Milzano","431","412","23","19","","","","885","337","403","25","76","","","","841","1726"
"017109","Moniga del Garda","621","559","97","20","","","","1297","545","561","106","137","","","","1349","2646"
"017110","Monno","106","126","8","4","","","","244","93","124","3","52","","","","272","516"
"017111","Monte Isola","385","375","16","31","","","","807","295","369","28","112","","","","804","1611"
"017112","Monticelli Brusati","1099","1086","95","44","","","","2324","895","1088","105","186","","","","2274","4598"
"017113","Montichiari","6598","5786","510","265","17","0","0","13176","5309","5782","617","1274","12","0","0","12994","26170"
"017114","Montirone","1281","1166","77","46","","","","2570","1031","1145","111","206","","","","2493","5063"
"017115","Mura","200","169","11","11","","","","391","161","169","5","53","","","","388","779"
"017116","Muscoline","659","596","72","30","","","","1357","540","599","79","117","","","","1335","2692"
"017117","Nave","2443","2422","228","152","","","","5245","1970","2439","284","677","","","","5370","10615"
"017118","Niardo","447","454","27","24","","","","952","408","446","35","123","","","","1012","1964"
"017119","Nuvolento","922","888","55","60","","","","1925","775","895","93","212","","","","1975","3900"
"017120","Nuvolera","1124","1080","92","62","","","","2358","1002","1081","124","194","","","","2401","4759"
"017121","Odolo","438","433","26","34","","","","931","392","420","31","114","","","","957","1888"
"017122","Offlaga","1088","907","63","47","","","","2105","846","893","64","209","","","","2012","4117"
"017123","Ome","718","743","46","37","","","","1544","626","735","61","185","","","","1607","3151"
"017124","Ono San Pietro","226","224","8","12","","","","470","188","221","8","66","","","","483","953"
"017125","Orzinuovi","3201","2709","167","165","","","","6242","2522","2717","226","718","","","","6183","12425"
"017126","Orzivecchi","621","585","28","36","","","","1270","483","571","33","149","","","","1236","2506"
"017127","Ospitaletto","3745","3417","243","166","","","","7571","2957","3352","293","681","","","","7283","14854"
"017128","Ossimo","361","318","30","17","","","","726","267","315","30","104","","","","716","1442"
"017129","Padenghe sul Garda","1149","1022","126","55","","","","2352","1023","1050","192","254","","","","2519","4871"
"017130","Paderno Franciacorta","854","863","60","54","","","","1831","708","873","83","178","","","","1842","3673"
"017131","Paisco Loveno","46","36","2","3","","","","87","28","37","2","13","","","","80","167"
"017132","Paitone","528","531","46","27","","","","1132","387","523","53","97","","","","1060","2192"
"017133","Palazzolo sull'Oglio","5160","4477","316","227","4","0","0","10184","4114","4392","425","1100","4","0","0","10035","20219"
"017134","Paratico","1240","1088","94","64","","","","2486","986","1105","139","271","","","","2501","4987"
"017135","Paspardo","153","129","3","7","","","","292","99","122","3","55","","","","279","571"
"017136","Passirano","1595","1553","139","87","","","","3374","1363","1584","186","369","","","","3502","6876"
"017137","Pavone del Mella","648","681","33","18","","","","1380","484","653","43","163","","","","1343","2723"
"017138","San Paolo","1091","1021","51","47","","","","2210","907","1019","67","215","","","","2208","4418"
"017139","Pertica Alta","147","120","12","9","","","","288","102","117","11","35","","","","265","553"
"017140","Pertica Bassa","147","117","11","10","","","","285","111","117","5","53","","","","286","571"
"017141","Pezzaze","358","338","31","19","","","","746","238","342","25","101","","","","706","1452"
"017142","Pian Camuno","1194","1051","121","53","","","","2419","955","1038","117","237","","","","2347","4766"
"017143","Pisogne","1878","1709","183","123","","","","3893","1525","1732","213","531","","","","4001","7894"
"017144","Polaveno","548","631","40","38","","","","1257","409","623","38","150","","","","1220","2477"
"017145","Polpenazze del Garda","625","614","90","23","","","","1352","560","602","98","124","","","","1384","2736"
"017146","Pompiano","857","894","63","37","","","","1851","721","875","76","180","","","","1852","3703"
"017147","Poncarale","1231","1197","99","51","","","","2578","1026","1198","119","263","","","","2606","5184"
"017148","Ponte di Legno","434","388","31","17","","","","870","368","360","30","123","","","","881","1751"
"017149","Pontevico","1569","1546","118","79","","","","3312","1556","1531","160","460","","","","3707","7019"
"017150","Pontoglio","1712","1634","98","84","","","","3528","1337","1618","97","419","","","","3471","6999"
"017151","Pozzolengo","856","784","85","48","","","","1773","714","781","102","209","","","","1806","3579"
"017152","Pralboino","729","648","39","35","","","","1451","501","635","47","179","","","","1362","2813"
"017153","Preseglie","347","368","24","22","","","","761","243","357","34","65","","","","699","1460"
"017155","Prevalle","1755","1535","103","60","","","","3453","1405","1531","144","339","","","","3419","6872"
"017156","Provaglio d'Iseo","1671","1568","146","99","","","","3484","1461","1588","177","378","","","","3604","7088"
"017157","Provaglio Val Sabbia","217","204","13","11","","","","445","152","192","11","60","","","","415","860"
"017158","Puegnago del Garda","781","803","81","33","","","","1698","699","812","93","163","","","","1767","3465"
"017159","Quinzano d'Oglio","1542","1398","103","90","","","","3133","1213","1380","123","391","","","","3107","6240"
"017160","Remedello","859","788","29","39","","","","1715","679","802","47","182","","","","1710","3425"
"017161","Rezzato","3248","3021","252","143","","","","6664","2682","2998","369","759","","","","6808","13472"
"017162","Roccafranca","1269","1118","61","47","","","","2495","997","1097","80","236","","","","2410","4905"
"017163","Rodengo Saiano","2316","2243","194","89","","","","4842","2111","2256","251","457","","","","5075","9917"
"017164","Roè Volciano","1002","939","103","58","","","","2102","856","963","148","258","","","","2225","4327"
"017165","Roncadelle","2279","2037","183","107","","","","4606","1861","2047","242","540","","","","4690","9296"
"017166","Rovato","5298","4185","275","184","","","","9942","4116","4111","340","908","","","","9475","19417"
"017167","Rudiano","1484","1401","60","47","","","","2992","1204","1380","93","252","","","","2929","5921"
"017168","Sabbio Chiese","1014","940","73","39","","","","2066","784","905","76","212","","","","1977","4043"
"017169","Sale Marasino","741","742","67","48","","","","1598","634","733","86","227","","","","1680","3278"
"017170","Salò","2288","2180","261","153","","","","4882","2107","2246","404","746","","","","5503","10385"
"017171","San Felice del Benaco","798","747","90","37","","","","1672","702","753","115","205","","","","1775","3447"
"017172","San Gervasio Bresciano","680","575","42","24","","","","1321","606","562","53","117","","","","1338","2659"
"017173","San Zeno Naviglio","1086","1091","98","50","","","","2325","927","1094","110","238","","","","2369","4694"
"017174","Sarezzo","3143","3046","218","152","","","","6559","2606","3013","325","721","","","","6665","13224"
"017175","Saviore dell'Adamello","182","176","13","14","","","","385","128","171","8","92","","","","399","784"
"017176","Sellero","338","309","18","19","","","","684","262","302","12","110","","","","686","1370"
"017177","Seniga","361","336","18","27","","","","742","249","311","21","102","","","","683","1425"
"017178","Serle","719","705","70","43","","","","1537","577","704","57","210","","","","1548","3085"
"017179","Sirmione","1924","1717","256","69","","","","3966","1813","1759","319","433","","","","4324","8290"
"017180","Soiano del Lago","434","460","67","19","","","","980","381","442","53","73","","","","949","1929"
"017181","Sonico","302","262","19","16","","","","599","224","258","24","84","","","","590","1189"
"017182","Sulzano","471","436","43","25","","","","975","393","413","53","102","","","","961","1936"
"017183","Tavernole sul Mella","299","275","22","20","","","","616","213","273","15","87","","","","588","1204"
"017184","Temù","293","249","22","12","","","","576","256","222","19","68","","","","565","1141"
"017185","Tignale","269","248","22","19","","","","558","233","244","18","105","","","","600","1158"
"017186","Torbole Casaglia","1606","1466","110","71","","","","3253","1285","1468","153","290","","","","3196","6449"
"017187","Toscolano-Maderno","1715","1682","202","102","","","","3701","1512","1655","265","528","","","","3960","7661"
"017188","Travagliato","3348","3097","243","151","","","","6839","2802","3123","324","752","","","","7001","13840"
"017189","Tremosine sul Garda","516","483","37","19","","","","1055","404","476","42","111","","","","1033","2088"
"017190","Trenzano","1351","1298","79","55","","","","2783","1078","1296","73","282","","","","2729","5512"
"017191","Treviso Bresciano","119","122","4","8","","","","253","102","117","4","48","","","","271","524"
"017192","Urago d'Oglio","999","850","54","47","","","","1950","770","837","40","185","","","","1832","3782"
"017193","Vallio Terme","326","305","39","14","","","","684","292","315","35","82","","","","724","1408"
"017194","Valvestino","37","33","4","4","","","","78","30","33","1","20","","","","84","162"
"017195","Verolanuova","1921","1906","111","92","","","","4030","1497","1876","138","533","","","","4044","8074"
"017196","Verolavecchia","930","918","57","43","","","","1948","638","905","60","257","","","","1860","3808"
"017197","Vestone","988","937","62","59","","","","2046","783","918","96","273","","","","2070","4116"
"017198","Vezza d'Oglio","353","341","18","19","","","","731","306","340","21","82","","","","749","1480"
"017199","Villa Carcina","2528","2448","201","125","","","","5302","2070","2459","225","644","","","","5398","10700"
"017200","Villachiara","345","322","24","12","","","","703","264","314","18","70","","","","666","1369"
"017201","Villanuova sul Clisi","1350","1309","130","74","","","","2863","1109","1354","170","360","","","","2993","5856"
"017202","Vione","137","152","4","11","","","","304","120","145","7","52","","","","324","628"
"017203","Visano","484","483","20","13","","","","1000","392","482","14","88","","","","976","1976"
"017204","Vobarno","2096","1890","159","126","","","","4271","1561","1831","204","502","","","","4098","8369"
"017205","Zone","245","230","28","18","","","","521","185","223","26","70","","","","504","1025"
"017206","Piancogno","1170","1083","95","64","","","","2412","892","1071","112","287","","","","2362","4774"
