"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"017001","Acquafredda","351","360","34","19","","","","764","311","360","33","82","","","","786","1550"
"017002","Adro","1718","1636","108","120","","","","3582","1374","1641","138","416","","","","3569","7151"
"017003","Agnosine","388","394","35","22","","","","839","268","399","30","102","","","","799","1638"
"017004","Alfianello","531","547","19","40","","","","1137","431","539","31","143","","","","1144","2281"
"017005","Anfo","105","102","14","8","","","","229","65","96","13","35","","","","209","438"
"017006","Angolo Terme","585","508","42","39","","","","1174","443","483","27","168","","","","1121","2295"
"017007","Artogne","924","773","55","53","","","","1805","773","761","66","216","","","","1816","3621"
"017008","Azzano Mella","919","796","56","36","","","","1807","739","758","79","115","","","","1691","3498"
"017009","Bagnolo Mella","3003","2863","202","141","","","","6209","2422","2802","244","760","","","","6228","12437"
"017010","Bagolino","896","877","61","59","","","","1893","656","875","57","300","","","","1888","3781"
"017011","Barbariga","587","532","38","24","","","","1181","439","517","38","148","","","","1142","2323"
"017012","Barghe","293","276","19","16","","","","604","186","274","18","59","","","","537","1141"
"017013","Bassano Bresciano","584","537","34","28","","","","1183","460","528","34","114","","","","1136","2319"
"017014","Bedizzole","2937","2718","269","141","","","","6065","2497","2735","318","592","","","","6142","12207"
"017015","Berlingo","721","613","46","35","","","","1415","540","626","44","113","","","","1323","2738"
"017016","Berzo Demo","353","357","24","28","","","","762","232","345","23","120","","","","720","1482"
"017017","Berzo Inferiore","609","582","32","19","","","","1242","463","568","58","129","","","","1218","2460"
"017018","Bienno","876","872","48","60","","","","1856","726","864","62","248","","","","1900","3756"
"017019","Bione","305","309","24","21","","","","659","223","303","26","88","","","","640","1299"
"017020","Borgo San Giacomo","1446","1203","79","63","","","","2791","1176","1202","79","272","","","","2729","5520"
"017021","Borgosatollo","2175","2132","157","111","","","","4575","1746","2088","200","470","","","","4504","9079"
"017022","Borno","586","516","47","43","","","","1192","465","525","53","205","","","","1248","2440"
"017023","Botticino","2473","2490","192","102","","","","5257","2076","2514","268","607","","","","5465","10722"
"017024","Bovegno","467","427","51","42","","","","987","391","415","51","159","","","","1016","2003"
"017025","Bovezzo","1577","1752","145","81","","","","3555","1318","1793","209","444","","","","3764","7319"
"017026","Brandico","435","408","25","21","","","","889","349","394","29","70","","","","842","1731"
"017027","Braone","174","156","11","11","","","","352","122","156","18","42","","","","338","690"
"017028","Breno","1073","1060","65","79","","","","2277","894","1046","94","316","","","","2350","4627"
"017029","Brescia","47865","40952","3952","2577","243","11","3","95603","42399","41575","6419","12144","113","4","2","102656","198259"
"017030","Brione","203","160","31","6","","","","400","144","151","14","41","","","","350","750"
"017031","Caino","561","502","39","27","","","","1129","406","489","51","115","","","","1061","2190"
"017032","Calcinato","3260","2937","262","135","","","","6594","2606","2876","289","652","","","","6423","13017"
"017033","Calvagese della Riviera","893","828","82","39","","","","1842","773","833","79","162","","","","1847","3689"
"017034","Calvisano","2122","1920","127","93","","","","4262","1622","1901","145","450","","","","4118","8380"
"017035","Capo di Ponte","545","507","29","33","","","","1114","482","510","29","168","","","","1189","2303"
"017036","Capovalle","78","75","10","5","","","","168","61","74","4","29","","","","168","336"
"017037","Capriano del Colle","1214","1071","117","59","","","","2461","950","1063","115","225","","","","2353","4814"
"017038","Capriolo","2313","2127","172","92","","","","4704","1804","2147","203","521","","","","4675","9379"
"017039","Carpenedolo","3304","2870","240","152","","","","6566","2545","2879","288","708","","","","6420","12986"
"017040","Castegnato","2022","1915","144","92","","","","4173","1722","1893","181","403","","","","4199","8372"
"017041","Castelcovati","1702","1671","90","53","","","","3516","1368","1638","103","304","","","","3413","6929"
"017042","Castel Mella","2627","2519","215","122","","","","5483","2153","2511","291","448","","","","5403","10886"
"017043","Castenedolo","2841","2673","201","124","","","","5839","2324","2659","283","604","","","","5870","11709"
"017044","Casto","425","380","31","19","","","","855","310","361","15","97","","","","783","1638"
