codice_dusaf,macro_cat,area_km2
12111,Industriale / Commerciale / Infrastrutture,0.0062096527112256265
1121,Residenziale,0.009284480224077735
2112,Agricola,0.005806136014495827
2111,Agricola,0.01760705121050711
1122,Residenziale,0.0027753024971719263
1122,Residenziale,0.0029684965564065434
2111,Agricola,0.004897392689482041
3242,Boschi e zone naturali,0.04028814382155968
31112,Boschi e zone naturali,0.003734958335846648
3242,Boschi e zone naturali,0.003588994375205143
2111,Agricola,0.010425045384654635
31111,Boschi e zone naturali,0.005031124217392192
31111,Boschi e zone naturali,0.0375801798836981
31111,Boschi e zone naturali,0.002409216344552884
2111,Agricola,0.025378315859922257
3242,Boschi e zone naturali,0.006292494690110748
3242,Boschi e zone naturali,0.0033169189382113006
31111,Boschi e zone naturali,0.0006217646645813795
221,Agricola,0.02139513999567841
2111,Agricola,0.007248730290295251
221,Agricola,0.0018737825350530618
2311,Agricola,0.0016465303124452147
31111,Boschi e zone naturali,0.10810948023058002
221,Agricola,0.0008614421117795667
31111,Boschi e zone naturali,0.0035000407125923847
1123,Residenziale,0.003283755217395951
2111,Agricola,0.011257375321097721
31121,Boschi e zone naturali,0.004134310835097528
1123,Residenziale,0.002314439239382721
221,Agricola,1.547040424593261
2111,Agricola,0.0007443768712545529
3242,Boschi e zone naturali,0.006700742215097162
1122,Residenziale,0.007006312124194409
31111,Boschi e zone naturali,0.002090744142461984
31111,Boschi e zone naturali,0.00513723397442094
1123,Residenziale,0.003145593131254544
1122,Residenziale,0.018514362510337952
221,Agricola,0.0020763738082100283
221,Agricola,0.011299167818521437
221,Agricola,0.004018308605777439
31111,Boschi e zone naturali,0.004715697524200005
2111,Agricola,0.008721813032830395
2111,Agricola,0.10683427176761351
2111,Agricola,0.025649305944053055
31111,Boschi e zone naturali,0.007064121888967454
2242,Agricola,0.007838597516851488
2111,Agricola,0.041250989466696295
31111,Boschi e zone naturali,0.003595595313058135
2111,Agricola,0.06603640145563276
1123,Residenziale,0.008889065618994628
3241,Boschi e zone naturali,0.0005979263950617373
