anno_label,parametro,provincia,comune,giorni_presenti,giorni_attesi,completezza_pct
2021,PM10,LC,Abbadia Lariana,365,365,100.0
2021,PM10,BG,Adrara San Martino,365,365,100.0
2021,PM10,BG,Adrara San Rocco,365,365,100.0
2021,PM10,MB,Agrate Brianza,365,365,100.0
2021,PM10,MB,Aicurzio,365,365,100.0
2021,PM10,LC,Airuno,365,365,100.0
2021,PM10,BG,Albano Sant'Alessandro,365,365,100.0
2021,PM10,SO,Albaredo Per San Marco,365,365,100.0
2021,PM10,MB,Albiate,365,365,100.0
2021,PM10,BG,Albino,365,365,100.0
2021,PM10,SO,Albosaggia,365,365,100.0
2021,PM10,BG,Algua,365,365,100.0
2021,PM10,BG,Almenno San Bartolomeo,365,365,100.0
2021,PM10,BG,Almenno San Salvatore,365,365,100.0
2021,PM10,BG,Almè,365,365,100.0
2021,PM10,BG,Alzano Lombardo,365,365,100.0
2021,PM10,BG,Ambivere,365,365,100.0
2021,PM10,SO,Andalo Valtellino,365,365,100.0
2021,PM10,BS,Angolo Terme,365,365,100.0
2021,PM10,LC,Annone Di Brianza,365,365,100.0
2021,PM10,BG,Antegnate,365,365,100.0
2021,PM10,SO,Aprica,365,365,100.0
2021,PM10,BG,Arcene,365,365,100.0
2021,PM10,MB,Arcore,365,365,100.0
2021,PM10,SO,Ardenno,365,365,100.0
2021,PM10,BG,Ardesio,365,365,100.0
2021,PM10,BS,Artogne,365,365,100.0
2021,PM10,BG,Arzago D'Adda,365,365,100.0
2021,PM10,BG,Averara,365,365,100.0
2021,PM10,BG,Aviatico,365,365,100.0
2021,PM10,BG,Azzano San Paolo,365,365,100.0
2021,PM10,BG,Azzone,365,365,100.0
2021,PM10,BG,Bagnatica,365,365,100.0
2021,PM10,LC,Ballabio,365,365,100.0
2021,PM10,BG,Barbata,365,365,100.0
2021,PM10,BG,Bariano,365,365,100.0
2021,PM10,MB,Barlassina,365,365,100.0
2021,PM10,LC,Barzago,365,365,100.0
2021,PM10,BG,Barzana,365,365,100.0
2021,PM10,LC,Barzanò,365,365,100.0
2021,PM10,LC,Barzio,365,365,100.0
2021,PM10,BG,Bedulita,365,365,100.0
2021,PM10,LC,Bellano,365,365,100.0
2021,PM10,MB,Bellusco,365,365,100.0
2021,PM10,SO,Bema,365,365,100.0
2021,PM10,BG,Berbenno,365,365,100.0
2021,PM10,SO,Berbenno Di Valtellina,365,365,100.0
2021,PM10,BG,Bergamo,365,365,100.0
2021,PM10,MB,Bernareggio,365,365,100.0
2021,PM10,BS,Berzo Demo,365,365,100.0
2021,PM10,BS,Berzo Inferiore,365,365,100.0
2021,PM10,BG,Berzo San Fermo,365,365,100.0
2021,PM10,MB,Besana In Brianza,365,365,100.0
2021,PM10,BG,Bianzano,365,365,100.0
2021,PM10,SO,Bianzone,365,365,100.0
2021,PM10,MB,Biassono,365,365,100.0
2021,PM10,BS,Bienno,365,365,100.0
2021,PM10,BG,Blello,365,365,100.0
2021,PM10,BG,Bolgare,365,365,100.0
2021,PM10,BG,Boltiere,365,365,100.0
2021,PM10,BG,Bonate Sopra,365,365,100.0
2021,PM10,BG,Bonate Sotto,365,365,100.0
2021,PM10,BG,Borgo Di Terzo,365,365,100.0
2021,PM10,SO,Bormio,365,365,100.0
2021,PM10,BS,Borno,365,365,100.0
2021,PM10,LC,Bosisio Parini,365,365,100.0
2021,PM10,BG,Bossico,365,365,100.0
2021,PM10,BG,Bottanuco,365,365,100.0
2021,PM10,MB,Bovisio-Masciago,365,365,100.0
2021,PM10,BG,Bracca,365,365,100.0
2021,PM10,BG,Branzi,365,365,100.0
2021,PM10,BS,Braone,365,365,100.0
2021,PM10,BG,Brembate,365,365,100.0
2021,PM10,BG,Brembate Di Sopra,365,365,100.0
2021,PM10,BS,Breno,365,365,100.0
2021,PM10,BG,Brignano Gera D'Adda,365,365,100.0
2021,PM10,MB,Briosco,365,365,100.0
2021,PM10,LC,Brivio,365,365,100.0
2021,PM10,MB,Brugherio,365,365,100.0
2021,PM10,BG,Brumano,365,365,100.0
2021,PM10,BG,Brusaporto,365,365,100.0
2021,PM10,SO,Buglio In Monte,365,365,100.0
2021,PM10,LC,Bulciago,365,365,100.0
2021,PM10,MB,Burago Di Molgora,365,365,100.0
2021,PM10,MB,Busnago,365,365,100.0
2021,PM10,SO,Caiolo,365,365,100.0
2021,PM10,BG,Calcinate,365,365,100.0
2021,PM10,BG,Calcio,365,365,100.0
2021,PM10,LC,Calco,365,365,100.0
2021,PM10,LC,Calolziocorte,365,365,100.0
2021,PM10,BG,Calusco D'Adda,365,365,100.0
2021,PM10,BG,Calvenzano,365,365,100.0
2021,PM10,BG,Camerata Cornello,365,365,100.0
2021,PM10,MB,Camparada,365,365,100.0
2021,PM10,SO,Campodolcino,365,365,100.0
2021,PM10,BG,Canonica D'Adda,365,365,100.0
2021,PM10,BG,Capizzone,365,365,100.0
2021,PM10,BS,Capo Di Ponte,365,365,100.0
2021,PM10,MB,Caponago,365,365,100.0
2021,PM10,BG,Capriate San Gervasio,365,365,100.0
2021,PM10,BG,Caprino Bergamasco,365,365,100.0
2021,PM10,MB,Carate Brianza,365,365,100.0
2021,PM10,BG,Caravaggio,365,365,100.0
2021,PM10,LC,Carenno,365,365,100.0
2021,PM10,MB,Carnate,365,365,100.0
2021,PM10,BG,Carobbio Degli Angeli,365,365,100.0
2021,PM10,BG,Carona,365,365,100.0
2021,PM10,BG,Carvico,365,365,100.0
2021,PM10,LC,Casargo,365,365,100.0
2021,PM10,LC,Casatenovo,365,365,100.0
2021,PM10,BG,Casazza,365,365,100.0
2021,PM10,BG,Casirate D'Adda,365,365,100.0
2021,PM10,BG,Casnigo,365,365,100.0
2021,PM10,SO,Caspoggio,365,365,100.0
2021,PM10,LC,Cassago Brianza,365,365,100.0
2021,PM10,BG,Cassiglio,365,365,100.0
2021,PM10,LC,Cassina Valsassina,365,365,100.0
2021,PM10,BG,Castel Rozzone,365,365,100.0
2021,PM10,BG,Castelli Calepio,365,365,100.0
2021,PM10,SO,Castello Dell'Acqua,365,365,100.0
2021,PM10,LC,Castello Di Brianza,365,365,100.0
