idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop
100725,Ozono,µg/m³,100242,O3 Moltrasio,CO,Moltrasio,N         ,2011-01-01T00:00:00.000,
100726,PM10,µg/m³,100242,PM10 Moltrasio,CO,Moltrasio,N         ,2011-01-01T00:00:00.000,
100727,Biossido di Azoto,µg/m³,100243,NO2 Monguzzo,CO,Monguzzo,N         ,2011-01-01T00:00:00.000,
100728,Ozono,µg/m³,100243,O3 Monguzzo,CO,Monguzzo,N         ,2011-01-01T00:00:00.000,
100729,PM10,µg/m³,100243,PM10 Monguzzo,CO,Monguzzo,N         ,2011-01-01T00:00:00.000,
100730,Biossido di Azoto,µg/m³,100244,NO2 Montano Lucino,CO,Montano Lucino,N         ,2011-01-01T00:00:00.000,
100731,Ozono,µg/m³,100244,O3 Montano Lucino,CO,Montano Lucino,N         ,2011-01-01T00:00:00.000,
100732,PM10,µg/m³,100244,PM10 Montano Lucino,CO,Montano Lucino,N         ,2011-01-01T00:00:00.000,
100733,Biossido di Azoto,µg/m³,100245,NO2 Montemezzo,CO,Montemezzo,N         ,2011-01-01T00:00:00.000,
100734,Ozono,µg/m³,100245,O3 Montemezzo,CO,Montemezzo,N         ,2011-01-01T00:00:00.000,
100735,PM10,µg/m³,100245,PM10 Montemezzo,CO,Montemezzo,N         ,2011-01-01T00:00:00.000,
100736,Biossido di Azoto,µg/m³,100246,NO2 Montorfano,CO,Montorfano,N         ,2011-01-01T00:00:00.000,
100737,Ozono,µg/m³,100246,O3 Montorfano,CO,Montorfano,N         ,2011-01-01T00:00:00.000,
100738,PM10,µg/m³,100246,PM10 Montorfano,CO,Montorfano,N         ,2011-01-01T00:00:00.000,
100739,Biossido di Azoto,µg/m³,100247,NO2 Mozzate,CO,Mozzate,N         ,2011-01-01T00:00:00.000,
100740,Ozono,µg/m³,100247,O3 Mozzate,CO,Mozzate,N         ,2011-01-01T00:00:00.000,
100741,PM10,µg/m³,100247,PM10 Mozzate,CO,Mozzate,N         ,2011-01-01T00:00:00.000,
100742,Biossido di Azoto,µg/m³,100248,NO2 Musso,CO,Musso,N         ,2011-01-01T00:00:00.000,
100743,Ozono,µg/m³,100248,O3 Musso,CO,Musso,N         ,2011-01-01T00:00:00.000,
100744,PM10,µg/m³,100248,PM10 Musso,CO,Musso,N         ,2011-01-01T00:00:00.000,
100745,Biossido di Azoto,µg/m³,100249,NO2 Nesso,CO,Nesso,N         ,2011-01-01T00:00:00.000,
100746,Ozono,µg/m³,100249,O3 Nesso,CO,Nesso,N         ,2011-01-01T00:00:00.000,
100747,PM10,µg/m³,100249,PM10 Nesso,CO,Nesso,N         ,2011-01-01T00:00:00.000,
100748,Biossido di Azoto,µg/m³,100250,NO2 Novedrate,CO,Novedrate,N         ,2011-01-01T00:00:00.000,
100749,Ozono,µg/m³,100250,O3 Novedrate,CO,Novedrate,N         ,2011-01-01T00:00:00.000,
100750,PM10,µg/m³,100250,PM10 Novedrate,CO,Novedrate,N         ,2011-01-01T00:00:00.000,
100751,Biossido di Azoto,µg/m³,100251,NO2 Olgiate Comasco,CO,Olgiate Comasco,N         ,2011-01-01T00:00:00.000,
100752,Ozono,µg/m³,100251,O3 Olgiate Comasco,CO,Olgiate Comasco,N         ,2011-01-01T00:00:00.000,
100753,PM10,µg/m³,100251,PM10 Olgiate Comasco,CO,Olgiate Comasco,N         ,2011-01-01T00:00:00.000,
100754,Biossido di Azoto,µg/m³,100252,NO2 Oltrona di San Mamette,CO,Oltrona di San Mamette,N         ,2011-01-01T00:00:00.000,
100755,Ozono,µg/m³,100252,O3 Oltrona di San Mamette,CO,Oltrona di San Mamette,N         ,2011-01-01T00:00:00.000,
100756,PM10,µg/m³,100252,PM10 Oltrona di San Mamette,CO,Oltrona di San Mamette,N         ,2011-01-01T00:00:00.000,
100757,Biossido di Azoto,µg/m³,100253,NO2 Orsenigo,CO,Orsenigo,N         ,2011-01-01T00:00:00.000,
100758,Ozono,µg/m³,100253,O3 Orsenigo,CO,Orsenigo,N         ,2011-01-01T00:00:00.000,
100759,PM10,µg/m³,100253,PM10 Orsenigo,CO,Orsenigo,N         ,2011-01-01T00:00:00.000,
100760,Biossido di Azoto,µg/m³,100254,NO2 Ossuccio,CO,Ossuccio,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100761,Ozono,µg/m³,100254,O3 Ossuccio,CO,Ossuccio,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100762,PM10,µg/m³,100254,PM10 Ossuccio,CO,Ossuccio,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100763,Biossido di Azoto,µg/m³,100255,NO2 Parè,CO,Parè,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100764,Ozono,µg/m³,100255,O3 Parè,CO,Parè,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100765,PM10,µg/m³,100255,PM10 Parè,CO,Parè,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100766,Biossido di Azoto,µg/m³,100256,NO2 Peglio,CO,Peglio,N         ,2011-01-01T00:00:00.000,
100767,Ozono,µg/m³,100256,O3 Peglio,CO,Peglio,N         ,2011-01-01T00:00:00.000,
100768,PM10,µg/m³,100256,PM10 Peglio,CO,Peglio,N         ,2011-01-01T00:00:00.000,
100769,Biossido di Azoto,µg/m³,100257,NO2 Pellio Intelvi,CO,Pellio Intelvi,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100770,Ozono,µg/m³,100257,O3 Pellio Intelvi,CO,Pellio Intelvi,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100771,PM10,µg/m³,100257,PM10 Pellio Intelvi,CO,Pellio Intelvi,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100772,Biossido di Azoto,µg/m³,100258,NO2 Pianello del Lario,CO,Pianello del Lario,N         ,2011-01-01T00:00:00.000,
100773,Ozono,µg/m³,100258,O3 Pianello del Lario,CO,Pianello del Lario,N         ,2011-01-01T00:00:00.000,
100774,PM10,µg/m³,100258,PM10 Pianello del Lario,CO,Pianello del Lario,N         ,2011-01-01T00:00:00.000,
100775,Biossido di Azoto,µg/m³,100259,NO2 Pigra,CO,Pigra,N         ,2011-01-01T00:00:00.000,
100776,Ozono,µg/m³,100259,O3 Pigra,CO,Pigra,N         ,2011-01-01T00:00:00.000,
100777,PM10,µg/m³,100259,PM10 Pigra,CO,Pigra,N         ,2011-01-01T00:00:00.000,
100778,Biossido di Azoto,µg/m³,100260,NO2 Plesio,CO,Plesio,N         ,2011-01-01T00:00:00.000,
100779,Ozono,µg/m³,100260,O3 Plesio,CO,Plesio,N         ,2011-01-01T00:00:00.000,
100780,PM10,µg/m³,100260,PM10 Plesio,CO,Plesio,N         ,2011-01-01T00:00:00.000,
100781,Biossido di Azoto,µg/m³,100261,NO2 Pognana Lario,CO,Pognana Lario,N         ,2011-01-01T00:00:00.000,
100782,Ozono,µg/m³,100261,O3 Pognana Lario,CO,Pognana Lario,N         ,2011-01-01T00:00:00.000,
100783,PM10,µg/m³,100261,PM10 Pognana Lario,CO,Pognana Lario,N         ,2011-01-01T00:00:00.000,
100784,Biossido di Azoto,µg/m³,100262,NO2 Ponna,CO,Ponna,N         ,2011-01-01T00:00:00.000,
100785,Ozono,µg/m³,100262,O3 Ponna,CO,Ponna,N         ,2011-01-01T00:00:00.000,
100786,PM10,µg/m³,100262,PM10 Ponna,CO,Ponna,N         ,2011-01-01T00:00:00.000,
100787,Biossido di Azoto,µg/m³,100263,NO2 Ponte Lambro,CO,Ponte Lambro,N         ,2011-01-01T00:00:00.000,
100788,Ozono,µg/m³,100263,O3 Ponte Lambro,CO,Ponte Lambro,N         ,2011-01-01T00:00:00.000,
100789,PM10,µg/m³,100263,PM10 Ponte Lambro,CO,Ponte Lambro,N         ,2011-01-01T00:00:00.000,
100790,Biossido di Azoto,µg/m³,100264,NO2 Porlezza,CO,Porlezza,N         ,2011-01-01T00:00:00.000,
100791,Ozono,µg/m³,100264,O3 Porlezza,CO,Porlezza,N         ,2011-01-01T00:00:00.000,
100792,PM10,µg/m³,100264,PM10 Porlezza,CO,Porlezza,N         ,2011-01-01T00:00:00.000,
100793,Biossido di Azoto,µg/m³,100265,NO2 Proserpio,CO,Proserpio,N         ,2011-01-01T00:00:00.000,
100794,Ozono,µg/m³,100265,O3 Proserpio,CO,Proserpio,N         ,2011-01-01T00:00:00.000,
100795,PM10,µg/m³,100265,PM10 Proserpio,CO,Proserpio,N         ,2011-01-01T00:00:00.000,
100796,Biossido di Azoto,µg/m³,100266,NO2 Pusiano,CO,Pusiano,N         ,2011-01-01T00:00:00.000,
100797,Ozono,µg/m³,100266,O3 Pusiano,CO,Pusiano,N         ,2011-01-01T00:00:00.000,
100798,PM10,µg/m³,100266,PM10 Pusiano,CO,Pusiano,N         ,2011-01-01T00:00:00.000,
100799,Biossido di Azoto,µg/m³,100267,NO2 Ramponio Verna,CO,Ramponio Verna,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100800,Ozono,µg/m³,100267,O3 Ramponio Verna,CO,Ramponio Verna,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100801,PM10,µg/m³,100267,PM10 Ramponio Verna,CO,Ramponio Verna,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100802,Biossido di Azoto,µg/m³,100268,NO2 Rezzago,CO,Rezzago,N         ,2011-01-01T00:00:00.000,
100803,Ozono,µg/m³,100268,O3 Rezzago,CO,Rezzago,N         ,2011-01-01T00:00:00.000,
100804,PM10,µg/m³,100268,PM10 Rezzago,CO,Rezzago,N         ,2011-01-01T00:00:00.000,
100805,Biossido di Azoto,µg/m³,100269,NO2 Rodero,CO,Rodero,N         ,2011-01-01T00:00:00.000,
100806,Ozono,µg/m³,100269,O3 Rodero,CO,Rodero,N         ,2011-01-01T00:00:00.000,
100807,PM10,µg/m³,100269,PM10 Rodero,CO,Rodero,N         ,2011-01-01T00:00:00.000,
100808,Biossido di Azoto,µg/m³,100270,NO2 Ronago,CO,Ronago,N         ,2011-01-01T00:00:00.000,
100809,Ozono,µg/m³,100270,O3 Ronago,CO,Ronago,N         ,2011-01-01T00:00:00.000,
100810,PM10,µg/m³,100270,PM10 Ronago,CO,Ronago,N         ,2011-01-01T00:00:00.000,
100811,Biossido di Azoto,µg/m³,100271,NO2 Rovellasca,CO,Rovellasca,N         ,2011-01-01T00:00:00.000,
100812,Ozono,µg/m³,100271,O3 Rovellasca,CO,Rovellasca,N         ,2011-01-01T00:00:00.000,
100813,PM10,µg/m³,100271,PM10 Rovellasca,CO,Rovellasca,N         ,2011-01-01T00:00:00.000,
100814,Biossido di Azoto,µg/m³,100272,NO2 Rovello Porro,CO,Rovello Porro,N         ,2011-01-01T00:00:00.000,
100815,Ozono,µg/m³,100272,O3 Rovello Porro,CO,Rovello Porro,N         ,2011-01-01T00:00:00.000,
100816,PM10,µg/m³,100272,PM10 Rovello Porro,CO,Rovello Porro,N         ,2011-01-01T00:00:00.000,
100817,Biossido di Azoto,µg/m³,100273,NO2 Sala Comacina,CO,Sala Comacina,N         ,2011-01-01T00:00:00.000,
100818,Ozono,µg/m³,100273,O3 Sala Comacina,CO,Sala Comacina,N         ,2011-01-01T00:00:00.000,
100819,PM10,µg/m³,100273,PM10 Sala Comacina,CO,Sala Comacina,N         ,2011-01-01T00:00:00.000,
100820,Biossido di Azoto,µg/m³,100274,NO2 San Bartolomeo Val Cavargna,CO,San Bartolomeo Val Cavargna,N         ,2011-01-01T00:00:00.000,
100821,Ozono,µg/m³,100274,O3 San Bartolomeo Val Cavargna,CO,San Bartolomeo Val Cavargna,N         ,2011-01-01T00:00:00.000,
100822,PM10,µg/m³,100274,PM10 San Bartolomeo Val Cavargna,CO,San Bartolomeo Val Cavargna,N         ,2011-01-01T00:00:00.000,
100823,Biossido di Azoto,µg/m³,100275,NO2 San Fedele Intelvi,CO,San Fedele Intelvi,S         ,2011-01-01T00:00:00.000,2022-11-18T00:00:00.000
100824,Ozono,µg/m³,100275,O3 San Fedele Intelvi,CO,San Fedele Intelvi,S         ,2011-01-01T00:00:00.000,2022-11-18T07:00:00.000
100825,PM10,µg/m³,100275,PM10 San Fedele Intelvi,CO,San Fedele Intelvi,S         ,2011-01-01T00:00:00.000,2022-11-17T00:00:00.000
100826,Biossido di Azoto,µg/m³,100276,NO2 San Fermo della Battaglia,CO,San Fermo della Battaglia,N         ,2011-01-01T00:00:00.000,
100827,Ozono,µg/m³,100276,O3 San Fermo della Battaglia,CO,San Fermo della Battaglia,N         ,2011-01-01T00:00:00.000,
100828,PM10,µg/m³,100276,PM10 San Fermo della Battaglia,CO,San Fermo della Battaglia,N         ,2011-01-01T00:00:00.000,
100829,Biossido di Azoto,µg/m³,100277,NO2 San Nazzaro Val Cavargna,CO,San Nazzaro Val Cavargna,N         ,2011-01-01T00:00:00.000,
100830,Ozono,µg/m³,100277,O3 San Nazzaro Val Cavargna,CO,San Nazzaro Val Cavargna,N         ,2011-01-01T00:00:00.000,
100831,PM10,µg/m³,100277,PM10 San Nazzaro Val Cavargna,CO,San Nazzaro Val Cavargna,N         ,2011-01-01T00:00:00.000,
100832,Biossido di Azoto,µg/m³,100278,NO2 Schignano,CO,Schignano,N         ,2011-01-01T00:00:00.000,
100833,Ozono,µg/m³,100278,O3 Schignano,CO,Schignano,N         ,2011-01-01T00:00:00.000,
100834,PM10,µg/m³,100278,PM10 Schignano,CO,Schignano,N         ,2011-01-01T00:00:00.000,
100835,Biossido di Azoto,µg/m³,100279,NO2 Senna Comasco,CO,Senna Comasco,N         ,2011-01-01T00:00:00.000,
100836,Ozono,µg/m³,100279,O3 Senna Comasco,CO,Senna Comasco,N         ,2011-01-01T00:00:00.000,
100837,PM10,µg/m³,100279,PM10 Senna Comasco,CO,Senna Comasco,N         ,2011-01-01T00:00:00.000,
100838,Biossido di Azoto,µg/m³,100280,NO2 Solbiate,CO,Solbiate,S         ,2011-01-01T00:00:00.000,2022-11-18T00:00:00.000
100839,Ozono,µg/m³,100280,O3 Solbiate,CO,Solbiate,S         ,2011-01-01T00:00:00.000,2022-11-18T07:00:00.000
100840,PM10,µg/m³,100280,PM10 Solbiate,CO,Solbiate,S         ,2011-01-01T00:00:00.000,2022-11-17T00:00:00.000
100841,Biossido di Azoto,µg/m³,100281,NO2 Sorico,CO,Sorico,N         ,2011-01-01T00:00:00.000,
100842,Ozono,µg/m³,100281,O3 Sorico,CO,Sorico,N         ,2011-01-01T00:00:00.000,
100843,PM10,µg/m³,100281,PM10 Sorico,CO,Sorico,N         ,2011-01-01T00:00:00.000,
100844,Biossido di Azoto,µg/m³,100282,NO2 Sormano,CO,Sormano,N         ,2011-01-01T00:00:00.000,
100845,Ozono,µg/m³,100282,O3 Sormano,CO,Sormano,N         ,2011-01-01T00:00:00.000,
100846,PM10,µg/m³,100282,PM10 Sormano,CO,Sormano,N         ,2011-01-01T00:00:00.000,
100847,Biossido di Azoto,µg/m³,100283,NO2 Stazzona,CO,Stazzona,N         ,2011-01-01T00:00:00.000,
100848,Ozono,µg/m³,100283,O3 Stazzona,CO,Stazzona,N         ,2011-01-01T00:00:00.000,
100849,PM10,µg/m³,100283,PM10 Stazzona,CO,Stazzona,N         ,2011-01-01T00:00:00.000,
100850,Biossido di Azoto,µg/m³,100284,NO2 Tavernerio,CO,Tavernerio,N         ,2011-01-01T00:00:00.000,
100851,Ozono,µg/m³,100284,O3 Tavernerio,CO,Tavernerio,N         ,2011-01-01T00:00:00.000,
100852,PM10,µg/m³,100284,PM10 Tavernerio,CO,Tavernerio,N         ,2011-01-01T00:00:00.000,
100853,Biossido di Azoto,µg/m³,100285,NO2 Torno,CO,Torno,N         ,2011-01-01T00:00:00.000,
100854,Ozono,µg/m³,100285,O3 Torno,CO,Torno,N         ,2011-01-01T00:00:00.000,
100855,PM10,µg/m³,100285,PM10 Torno,CO,Torno,N         ,2011-01-01T00:00:00.000,
100856,Biossido di Azoto,µg/m³,100286,NO2 Tremezzo,CO,Tremezzo,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100857,Ozono,µg/m³,100286,O3 Tremezzo,CO,Tremezzo,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100858,PM10,µg/m³,100286,PM10 Tremezzo,CO,Tremezzo,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100859,Biossido di Azoto,µg/m³,100287,NO2 Trezzone,CO,Trezzone,N         ,2011-01-01T00:00:00.000,
100860,Ozono,µg/m³,100287,O3 Trezzone,CO,Trezzone,N         ,2011-01-01T00:00:00.000,
100861,PM10,µg/m³,100287,PM10 Trezzone,CO,Trezzone,N         ,2011-01-01T00:00:00.000,
100862,Biossido di Azoto,µg/m³,100288,NO2 Turate,CO,Turate,N         ,2011-01-01T00:00:00.000,
100863,Ozono,µg/m³,100288,O3 Turate,CO,Turate,N         ,2011-01-01T00:00:00.000,
100864,PM10,µg/m³,100288,PM10 Turate,CO,Turate,N         ,2011-01-01T00:00:00.000,
100865,Biossido di Azoto,µg/m³,100289,NO2 Uggiate-Trevano,CO,Uggiate-Trevano,N         ,2011-01-01T00:00:00.000,
100866,Ozono,µg/m³,100289,O3 Uggiate-Trevano,CO,Uggiate-Trevano,N         ,2011-01-01T00:00:00.000,
100867,PM10,µg/m³,100289,PM10 Uggiate-Trevano,CO,Uggiate-Trevano,N         ,2011-01-01T00:00:00.000,
100868,Biossido di Azoto,µg/m³,100290,NO2 Valbrona,CO,Valbrona,N         ,2011-01-01T00:00:00.000,
100869,Ozono,µg/m³,100290,O3 Valbrona,CO,Valbrona,N         ,2011-01-01T00:00:00.000,
100870,PM10,µg/m³,100290,PM10 Valbrona,CO,Valbrona,N         ,2011-01-01T00:00:00.000,
100871,Biossido di Azoto,µg/m³,100291,NO2 Valmorea,CO,Valmorea,N         ,2011-01-01T00:00:00.000,
100872,Ozono,µg/m³,100291,O3 Valmorea,CO,Valmorea,N         ,2011-01-01T00:00:00.000,
100873,PM10,µg/m³,100291,PM10 Valmorea,CO,Valmorea,N         ,2011-01-01T00:00:00.000,
100874,Biossido di Azoto,µg/m³,100292,NO2 Val Rezzo,CO,Val Rezzo,N         ,2011-01-01T00:00:00.000,
100875,Ozono,µg/m³,100292,O3 Val Rezzo,CO,Val Rezzo,N         ,2011-01-01T00:00:00.000,
100876,PM10,µg/m³,100292,PM10 Val Rezzo,CO,Val Rezzo,N         ,2011-01-01T00:00:00.000,
100877,Biossido di Azoto,µg/m³,100293,NO2 Valsolda,CO,Valsolda,N         ,2011-01-01T00:00:00.000,
100878,Ozono,µg/m³,100293,O3 Valsolda,CO,Valsolda,N         ,2011-01-01T00:00:00.000,
100879,PM10,µg/m³,100293,PM10 Valsolda,CO,Valsolda,N         ,2011-01-01T00:00:00.000,
100880,Biossido di Azoto,µg/m³,100294,NO2 Veleso,CO,Veleso,N         ,2011-01-01T00:00:00.000,
100881,Ozono,µg/m³,100294,O3 Veleso,CO,Veleso,N         ,2011-01-01T00:00:00.000,
100882,PM10,µg/m³,100294,PM10 Veleso,CO,Veleso,N         ,2011-01-01T00:00:00.000,
100883,Biossido di Azoto,µg/m³,100295,NO2 Veniano,CO,Veniano,N         ,2011-01-01T00:00:00.000,
100884,Ozono,µg/m³,100295,O3 Veniano,CO,Veniano,N         ,2011-01-01T00:00:00.000,
100885,PM10,µg/m³,100295,PM10 Veniano,CO,Veniano,N         ,2011-01-01T00:00:00.000,
100886,Biossido di Azoto,µg/m³,100296,NO2 Vercana,CO,Vercana,N         ,2011-01-01T00:00:00.000,
100887,Ozono,µg/m³,100296,O3 Vercana,CO,Vercana,N         ,2011-01-01T00:00:00.000,
100888,PM10,µg/m³,100296,PM10 Vercana,CO,Vercana,N         ,2011-01-01T00:00:00.000,
100889,Biossido di Azoto,µg/m³,100297,NO2 Vertemate con Minoprio,CO,Vertemate con Minoprio,N         ,2011-01-01T00:00:00.000,
100890,Ozono,µg/m³,100297,O3 Vertemate con Minoprio,CO,Vertemate con Minoprio,N         ,2011-01-01T00:00:00.000,
100891,PM10,µg/m³,100297,PM10 Vertemate con Minoprio,CO,Vertemate con Minoprio,N         ,2011-01-01T00:00:00.000,
100892,Biossido di Azoto,µg/m³,100298,NO2 Villa Guardia,CO,Villa Guardia,N         ,2011-01-01T00:00:00.000,
100893,Ozono,µg/m³,100298,O3 Villa Guardia,CO,Villa Guardia,N         ,2011-01-01T00:00:00.000,
100894,PM10,µg/m³,100298,PM10 Villa Guardia,CO,Villa Guardia,N         ,2011-01-01T00:00:00.000,
100895,Biossido di Azoto,µg/m³,100299,NO2 Zelbio,CO,Zelbio,N         ,2011-01-01T00:00:00.000,
100896,Ozono,µg/m³,100299,O3 Zelbio,CO,Zelbio,N         ,2011-01-01T00:00:00.000,
100897,PM10,µg/m³,100299,PM10 Zelbio,CO,Zelbio,N         ,2011-01-01T00:00:00.000,
100898,Biossido di Azoto,µg/m³,100300,NO2 San Siro,CO,San Siro,N         ,2011-01-01T00:00:00.000,
100899,Ozono,µg/m³,100300,O3 San Siro,CO,San Siro,N         ,2011-01-01T00:00:00.000,
100900,PM10,µg/m³,100300,PM10 San Siro,CO,San Siro,N         ,2011-01-01T00:00:00.000,
100901,Biossido di Azoto,µg/m³,100301,NO2 Gravedona ed Uniti,CO,Gravedona ed Uniti,N         ,2011-01-01T00:00:00.000,
100902,Ozono,µg/m³,100301,O3 Gravedona ed Uniti,CO,Gravedona ed Uniti,N         ,2011-01-01T00:00:00.000,
100903,PM10,µg/m³,100301,PM10 Gravedona ed Uniti,CO,Gravedona ed Uniti,N         ,2011-01-01T00:00:00.000,
100904,Biossido di Azoto,µg/m³,100302,NO2 Albaredo per San Marco,SO,Albaredo per San Marco,N         ,2011-01-01T00:00:00.000,
100905,Ozono,µg/m³,100302,O3 Albaredo per San Marco,SO,Albaredo per San Marco,N         ,2011-01-01T00:00:00.000,
100906,PM10,µg/m³,100302,PM10 Albaredo per San Marco,SO,Albaredo per San Marco,N         ,2011-01-01T00:00:00.000,
100907,Biossido di Azoto,µg/m³,100303,NO2 Albosaggia,SO,Albosaggia,N         ,2011-01-01T00:00:00.000,
100908,Biossido di Azoto,µg/m³,100303,NO2 Urbanizzato Albosaggia,SO,Albosaggia,N         ,2011-01-01T00:00:00.000,
100909,Ozono,µg/m³,100303,O3 Albosaggia,SO,Albosaggia,N         ,2011-01-01T00:00:00.000,
100910,Ozono,µg/m³,100303,O3 Urbanizzato Albosaggia,SO,Albosaggia,N         ,2011-01-01T00:00:00.000,
100911,PM10,µg/m³,100303,PM10 Albosaggia,SO,Albosaggia,N         ,2011-01-01T00:00:00.000,
100912,PM10,µg/m³,100303,PM10 Urbanizzato Albosaggia,SO,Albosaggia,N         ,2011-01-01T00:00:00.000,
100913,Biossido di Azoto,µg/m³,100304,NO2 Andalo Valtellino,SO,Andalo Valtellino,N         ,2011-01-01T00:00:00.000,
100914,Biossido di Azoto,µg/m³,100304,NO2 Urbanizzato Andalo Valtellino,SO,Andalo Valtellino,N         ,2011-01-01T00:00:00.000,
100915,Ozono,µg/m³,100304,O3 Andalo Valtellino,SO,Andalo Valtellino,N         ,2011-01-01T00:00:00.000,
100916,Ozono,µg/m³,100304,O3 Urbanizzato Andalo Valtellino,SO,Andalo Valtellino,N         ,2011-01-01T00:00:00.000,
100917,PM10,µg/m³,100304,PM10 Andalo Valtellino,SO,Andalo Valtellino,N         ,2011-01-01T00:00:00.000,
100918,PM10,µg/m³,100304,PM10 Urbanizzato Andalo Valtellino,SO,Andalo Valtellino,N         ,2011-01-01T00:00:00.000,
100919,Biossido di Azoto,µg/m³,100305,NO2 Aprica,SO,Aprica,N         ,2011-01-01T00:00:00.000,
100920,Ozono,µg/m³,100305,O3 Aprica,SO,Aprica,N         ,2011-01-01T00:00:00.000,
100921,PM10,µg/m³,100305,PM10 Aprica,SO,Aprica,N         ,2011-01-01T00:00:00.000,
100922,Biossido di Azoto,µg/m³,100306,NO2 Ardenno,SO,Ardenno,N         ,2011-01-01T00:00:00.000,
100923,Biossido di Azoto,µg/m³,100306,NO2 Urbanizzato Ardenno,SO,Ardenno,N         ,2011-01-01T00:00:00.000,
100924,Ozono,µg/m³,100306,O3 Ardenno,SO,Ardenno,N         ,2011-01-01T00:00:00.000,
100925,Ozono,µg/m³,100306,O3 Urbanizzato Ardenno,SO,Ardenno,N         ,2011-01-01T00:00:00.000,
100926,PM10,µg/m³,100306,PM10 Ardenno,SO,Ardenno,N         ,2011-01-01T00:00:00.000,
100927,PM10,µg/m³,100306,PM10 Urbanizzato Ardenno,SO,Ardenno,N         ,2011-01-01T00:00:00.000,
100928,Biossido di Azoto,µg/m³,100307,NO2 Bema,SO,Bema,N         ,2011-01-01T00:00:00.000,
100929,Ozono,µg/m³,100307,O3 Bema,SO,Bema,N         ,2011-01-01T00:00:00.000,
100930,PM10,µg/m³,100307,PM10 Bema,SO,Bema,N         ,2011-01-01T00:00:00.000,
100931,Biossido di Azoto,µg/m³,100308,NO2 Berbenno di Valtellina,SO,Berbenno di Valtellina,N         ,2011-01-01T00:00:00.000,
100932,Biossido di Azoto,µg/m³,100308,NO2 Urbanizzato Berbenno di Valtellina,SO,Berbenno di Valtellina,N         ,2011-01-01T00:00:00.000,
100933,Ozono,µg/m³,100308,O3 Berbenno di Valtellina,SO,Berbenno di Valtellina,N         ,2011-01-01T00:00:00.000,
100934,Ozono,µg/m³,100308,O3 Urbanizzato Berbenno di Valtellina,SO,Berbenno di Valtellina,N         ,2011-01-01T00:00:00.000,
100935,PM10,µg/m³,100308,PM10 Berbenno di Valtellina,SO,Berbenno di Valtellina,N         ,2011-01-01T00:00:00.000,
100936,PM10,µg/m³,100308,PM10 Urbanizzato Berbenno di Valtellina,SO,Berbenno di Valtellina,N         ,2011-01-01T00:00:00.000,
100937,Biossido di Azoto,µg/m³,100309,NO2 Bianzone,SO,Bianzone,N         ,2011-01-01T00:00:00.000,
100938,Biossido di Azoto,µg/m³,100309,NO2 Urbanizzato Bianzone,SO,Bianzone,N         ,2011-01-01T00:00:00.000,
100939,Ozono,µg/m³,100309,O3 Bianzone,SO,Bianzone,N         ,2011-01-01T00:00:00.000,
100940,Ozono,µg/m³,100309,O3 Urbanizzato Bianzone,SO,Bianzone,N         ,2011-01-01T00:00:00.000,
100941,PM10,µg/m³,100309,PM10 Bianzone,SO,Bianzone,N         ,2011-01-01T00:00:00.000,
100942,PM10,µg/m³,100309,PM10 Urbanizzato Bianzone,SO,Bianzone,N         ,2011-01-01T00:00:00.000,
100943,Biossido di Azoto,µg/m³,100310,NO2 Bormio,SO,Bormio,N         ,2011-01-01T00:00:00.000,
100944,Ozono,µg/m³,100310,O3 Bormio,SO,Bormio,N         ,2011-01-01T00:00:00.000,
100945,PM10,µg/m³,100310,PM10 Bormio,SO,Bormio,N         ,2011-01-01T00:00:00.000,
