anno_label,parametro,provincia,comune,giorni_presenti,giorni_attesi,completezza_pct
2025-2026,PM10,BG,Paladina,467,511,91.4
2025-2026,PM10,BG,Palazzago,468,511,91.6
2025-2026,PM10,BG,Palosco,468,511,91.6
2025-2026,PM10,LC,Parlasco,398,511,77.9
2025-2026,PM10,BG,Parre,469,511,91.8
2025-2026,PM10,BG,Parzanica,467,511,91.4
2025-2026,PM10,BS,Paspardo,470,511,92.0
2025-2026,PM10,LC,Pasturo,397,511,77.7
2025-2026,PM10,SO,Pedesina,470,511,92.0
2025-2026,PM10,BG,Pedrengo,464,511,90.8
2025-2026,PM10,CO,Peglio,467,511,91.4
2025-2026,PM10,BG,Peia,463,511,90.6
2025-2026,PM10,LC,Perledo,401,511,78.5
2025-2026,PM10,LC,Pescate,397,511,77.7
2025-2026,PM10,BS,Pian Camuno,405,511,79.3
2025-2026,PM10,BS,Piancogno,395,511,77.3
2025-2026,PM10,CO,Pianello Del Lario,467,511,91.4
2025-2026,PM10,BG,Pianico,463,511,90.6
2025-2026,PM10,SO,Piantedo,409,511,80.0
2025-2026,PM10,BG,Piario,401,511,78.5
2025-2026,PM10,SO,Piateda,408,511,79.8
2025-2026,PM10,BG,Piazza Brembana,401,511,78.5
2025-2026,PM10,BG,Piazzatorre,464,511,90.8
2025-2026,PM10,BG,Piazzolo,463,511,90.6
2025-2026,PM10,BS,Pisogne,405,511,79.3
2025-2026,PM10,SO,Piuro,468,511,91.6
2025-2026,PM10,SO,Poggiridenti,408,511,79.8
2025-2026,PM10,BG,Pognano,464,511,90.8
2025-2026,PM10,BS,Ponte Di Legno,469,511,91.8
2025-2026,PM10,SO,Ponte In Valtellina,408,511,79.8
2025-2026,PM10,BG,Ponte Nossa,405,511,79.3
2025-2026,PM10,BG,Ponte San Pietro,463,511,90.6
2025-2026,PM10,BG,Ponteranica,465,511,91.0
2025-2026,PM10,BG,Pontida,464,511,90.8
2025-2026,PM10,BG,Pontirolo Nuovo,463,511,90.6
2025-2026,PM10,SO,Postalesio,409,511,80.0
2025-2026,PM10,BG,Pradalunga,465,511,91.0
2025-2026,PM10,SO,Prata Camportaccio,409,511,80.0
2025-2026,PM10,BG,Predore,464,511,90.8
2025-2026,PM10,LC,Premana,396,511,77.5
2025-2026,PM10,BG,Premolo,464,511,90.8
2025-2026,PM10,BG,Presezzo,466,511,91.2
2025-2026,PM10,LC,Primaluna,396,511,77.5
2025-2026,PM10,BG,Pumenengo,463,511,90.6
2025-2026,PM10,BG,Ranica,464,511,90.8
2025-2026,PM10,BG,Ranzanico,464,511,90.8
2025-2026,PM10,SO,Rasura,468,511,91.6
2025-2026,PM10,MB,Renate,400,511,78.3
2025-2026,PM10,BG,Riva Di Solto,464,511,90.8
2025-2026,PM10,LC,Robbiate,407,511,79.6
2025-2026,PM10,LC,Rogeno,404,511,79.1
2025-2026,PM10,BG,Rogno,403,511,78.9
2025-2026,PM10,SO,Rogolo,408,511,79.8
2025-2026,PM10,BG,Romano Di Lombardia,464,511,90.8
2025-2026,PM10,MB,Roncello,404,511,79.1
2025-2026,PM10,MB,Ronco Briantino,408,511,79.8
2025-2026,PM10,BG,Roncobello,465,511,91.0
2025-2026,PM10,BG,Roncola,467,511,91.4
2025-2026,PM10,BG,Rota D'Imagna,404,511,79.1
2025-2026,PM10,BG,Rovetta,465,511,91.0
2025-2026,PM10,SO,Samolaco,408,511,79.8
2025-2026,PM10,SO,San Giacomo Filippo,468,511,91.6
2025-2026,PM10,BG,San Giovanni Bianco,403,511,78.9
2025-2026,PM10,BG,San Paolo D'Argon,466,511,91.2
2025-2026,PM10,BG,San Pellegrino Terme,402,511,78.7
2025-2026,PM10,BG,Sant'Omobono Terme,406,511,79.5
2025-2026,PM10,BG,Santa Brigida,465,511,91.0
2025-2026,PM10,LC,Santa Maria Hoè,403,511,78.9
2025-2026,PM10,BG,Sarnico,467,511,91.4
2025-2026,PM10,BS,Saviore Dell'Adamello,469,511,91.8
2025-2026,PM10,BG,Scanzorosciate,466,511,91.2
2025-2026,PM10,BG,Schilpario,466,511,91.2
2025-2026,PM10,BG,Sedrina,405,511,79.3
2025-2026,PM10,BS,Sellero,405,511,79.3
2025-2026,PM10,BG,Selvino,466,511,91.2
2025-2026,PM10,MB,Seregno,407,511,79.6
2025-2026,PM10,BG,Seriate,465,511,91.0
2025-2026,PM10,BG,Serina,467,511,91.4
2025-2026,PM10,SO,Sernio,468,511,91.6
2025-2026,PM10,MB,Seveso,406,511,79.5
2025-2026,PM10,LC,Sirone,402,511,78.7
2025-2026,PM10,LC,Sirtori,402,511,78.7
2025-2026,PM10,BG,Solto Collina,465,511,91.0
2025-2026,PM10,BG,Solza,466,511,91.2
2025-2026,PM10,SO,Sondalo,468,511,91.6
2025-2026,PM10,SO,Sondrio,407,511,79.6
2025-2026,PM10,BG,Songavazzo,467,511,91.4
2025-2026,PM10,BS,Sonico,468,511,91.6
2025-2026,PM10,CO,Sorico,468,511,91.6
2025-2026,PM10,BG,Sorisole,467,511,91.4
2025-2026,PM10,BG,Sotto Il Monte Giovanni Xxiii,467,511,91.4
2025-2026,PM10,BG,Sovere,465,511,91.0
2025-2026,PM10,MB,Sovico,407,511,79.6
2025-2026,PM10,BG,Spinone Al Lago,467,511,91.4
2025-2026,PM10,BG,Spirano,466,511,91.2
2025-2026,PM10,SO,Spriana,467,511,91.4
2025-2026,PM10,CO,Stazzona,469,511,91.8
2025-2026,PM10,BG,Stezzano,465,511,91.0
2025-2026,PM10,BG,Strozza,407,511,79.6
2025-2026,PM10,LC,Sueglio,411,511,80.4
2025-2026,PM10,LC,Suello,411,511,80.4
2025-2026,PM10,BG,Suisio,465,511,91.0
2025-2026,PM10,MB,Sulbiate,407,511,79.6
2025-2026,PM10,LC,Taceno,411,511,80.4
2025-2026,PM10,SO,Talamona,408,511,79.8
2025-2026,PM10,BG,Taleggio,464,511,90.8
2025-2026,PM10,SO,Tartano,468,511,91.6
2025-2026,PM10,BG,Tavernola Bergamasca,466,511,91.2
2025-2026,PM10,SO,Teglio,408,511,79.8
2025-2026,PM10,BG,Telgate,464,511,90.8
2025-2026,PM10,BS,Temù,467,511,91.4
2025-2026,PM10,BG,Terno D'Isola,467,511,91.4
2025-2026,PM10,SO,Tirano,407,511,79.6
2025-2026,PM10,BG,Torre Boldone,467,511,91.4
2025-2026,PM10,BG,Torre De' Roveri,466,511,91.2
2025-2026,PM10,SO,Torre Di Santa Maria,468,511,91.6
2025-2026,PM10,BG,Torre Pallavicina,467,511,91.4
2025-2026,PM10,SO,Tovo Di Sant'Agata,467,511,91.4
2025-2026,PM10,SO,Traona,406,511,79.5
2025-2026,PM10,BG,Trescore Balneario,466,511,91.2
2025-2026,PM10,SO,Tresivio,406,511,79.5
2025-2026,PM10,BG,Treviglio,466,511,91.2
2025-2026,PM10,BG,Treviolo,466,511,91.2
2025-2026,PM10,CO,Trezzone,469,511,91.8
2025-2026,PM10,MB,Triuggio,407,511,79.6
2025-2026,PM10,BG,Ubiale Clanezzo,406,511,79.5
2025-2026,PM10,BG,Urgnano,465,511,91.0
2025-2026,PM10,MB,Usmate Velate,407,511,79.6
2025-2026,PM10,BG,Val Brembilla,402,511,78.7
2025-2026,PM10,SO,Val Masino,468,511,91.6
2025-2026,PM10,BG,Valbondione,466,511,91.2
2025-2026,PM10,BG,Valbrembo,465,511,91.0
2025-2026,PM10,SO,Valdidentro,468,511,91.6
2025-2026,PM10,SO,Valdisotto,468,511,91.6
2025-2026,PM10,SO,Valfurva,468,511,91.6
2025-2026,PM10,BG,Valgoglio,465,511,91.0
2025-2026,PM10,LC,Valgreghentino,410,511,80.2
2025-2026,PM10,BG,Valleve,465,511,91.0
2025-2026,PM10,LC,Valmadrera,410,511,80.2
2025-2026,PM10,BG,Valnegra,465,511,91.0
2025-2026,PM10,BG,Valtorta,466,511,91.2
2025-2026,PM10,MB,Varedo,407,511,79.6
2025-2026,PM10,LC,Varenna,412,511,80.6
2025-2026,PM10,MB,Vedano Al Lambro,408,511,79.8
2025-2026,PM10,BG,Vedeseta,465,511,91.0
2025-2026,PM10,MB,Veduggio Con Colzano,410,511,80.2
2025-2026,PM10,MB,Verano Brianza,407,511,79.6
2025-2026,PM10,CO,Vercana,468,511,91.6
2025-2026,PM10,SO,Verceia,406,511,79.5
2025-2026,PM10,LC,Vercurago,412,511,80.6
2025-2026,PM10,BG,Verdellino,465,511,91.0
2025-2026,PM10,BG,Verdello,465,511,91.0
2025-2026,PM10,LC,Verderio,401,511,78.5
2025-2026,PM10,BG,Vertova,406,511,79.5
2025-2026,PM10,SO,Vervio,467,511,91.4
2025-2026,PM10,BS,Vezza D'Oglio,467,511,91.4
2025-2026,PM10,BG,Viadanica,465,511,91.0
2025-2026,PM10,BG,Vigano San Martino,465,511,91.0
2025-2026,PM10,LC,Viganò,407,511,79.6
2025-2026,PM10,BG,Vigolo,465,511,91.0
2025-2026,PM10,BG,Villa D'Adda,466,511,91.2
2025-2026,PM10,BG,Villa D'Almè,406,511,79.5
2025-2026,PM10,BG,Villa D'Ogna,467,511,91.4
2025-2026,PM10,SO,Villa Di Chiavenna,469,511,91.8
2025-2026,PM10,BG,Villa Di Serio,466,511,91.2
2025-2026,PM10,SO,Villa Di Tirano,403,511,78.9
2025-2026,PM10,MB,Villasanta,407,511,79.6
2025-2026,PM10,BG,Villongo,467,511,91.4
2025-2026,PM10,BG,Vilminore Di Scalve,467,511,91.4
2025-2026,PM10,MB,Vimercate,408,511,79.8
2025-2026,PM10,BS,Vione,467,511,91.4
2025-2026,PM10,BG,Zandobbio,467,511,91.4
2025-2026,PM10,BG,Zanica,467,511,91.4
2025-2026,PM10,BG,Zogno,405,511,79.3
2025-2026,Particelle sospese PM2.5,LC,Abbadia Lariana,413,511,80.8
2025-2026,Particelle sospese PM2.5,BG,Adrara San Martino,413,511,80.8
2025-2026,Particelle sospese PM2.5,BG,Adrara San Rocco,410,511,80.2
2025-2026,Particelle sospese PM2.5,MB,Agrate Brianza,400,511,78.3
2025-2026,Particelle sospese PM2.5,MB,Aicurzio,406,511,79.5
2025-2026,Particelle sospese PM2.5,LC,Airuno,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Albano Sant'Alessandro,406,511,79.5
2025-2026,Particelle sospese PM2.5,SO,Albaredo Per San Marco,404,511,79.1
2025-2026,Particelle sospese PM2.5,MB,Albiate,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Albino,409,511,80.0
2025-2026,Particelle sospese PM2.5,SO,Albosaggia,398,511,77.9
2025-2026,Particelle sospese PM2.5,BG,Algua,327,511,64.0
2025-2026,Particelle sospese PM2.5,BG,Almenno San Bartolomeo,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Almenno San Salvatore,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Almè,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Alzano Lombardo,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Ambivere,407,511,79.6
2025-2026,Particelle sospese PM2.5,SO,Andalo Valtellino,398,511,77.9
2025-2026,Particelle sospese PM2.5,BS,Angolo Terme,337,511,65.9
2025-2026,Particelle sospese PM2.5,LC,Annone Di Brianza,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Antegnate,407,511,79.6
2025-2026,Particelle sospese PM2.5,SO,Aprica,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Arcene,412,511,80.6
2025-2026,Particelle sospese PM2.5,MB,Arcore,402,511,78.7
2025-2026,Particelle sospese PM2.5,SO,Ardenno,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Ardesio,410,511,80.2
2025-2026,Particelle sospese PM2.5,BS,Artogne,331,511,64.8
2025-2026,Particelle sospese PM2.5,BG,Arzago D'Adda,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Averara,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Aviatico,413,511,80.8
2025-2026,Particelle sospese PM2.5,BG,Azzano San Paolo,413,511,80.8
2025-2026,Particelle sospese PM2.5,BG,Azzone,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Bagnatica,407,511,79.6
2025-2026,Particelle sospese PM2.5,LC,Ballabio,413,511,80.8
2025-2026,Particelle sospese PM2.5,BG,Barbata,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Bariano,415,511,81.2
2025-2026,Particelle sospese PM2.5,MB,Barlassina,402,511,78.7
2025-2026,Particelle sospese PM2.5,LC,Barzago,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Barzana,407,511,79.6
2025-2026,Particelle sospese PM2.5,LC,Barzanò,411,511,80.4
2025-2026,Particelle sospese PM2.5,LC,Barzio,414,511,81.0
2025-2026,Particelle sospese PM2.5,BG,Bedulita,406,511,79.5
2025-2026,Particelle sospese PM2.5,LC,Bellano,411,511,80.4
2025-2026,Particelle sospese PM2.5,MB,Bellusco,402,511,78.7
2025-2026,Particelle sospese PM2.5,SO,Bema,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Berbenno,408,511,79.8
2025-2026,Particelle sospese PM2.5,SO,Berbenno Di Valtellina,405,511,79.3
2025-2026,Particelle sospese PM2.5,BG,Bergamo,408,511,79.8
2025-2026,Particelle sospese PM2.5,MB,Bernareggio,401,511,78.5
2025-2026,Particelle sospese PM2.5,BS,Berzo Demo,423,511,82.8
2025-2026,Particelle sospese PM2.5,BS,Berzo Inferiore,422,511,82.6
2025-2026,Particelle sospese PM2.5,BG,Berzo San Fermo,408,511,79.8
2025-2026,Particelle sospese PM2.5,MB,Besana In Brianza,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Bianzano,408,511,79.8
2025-2026,Particelle sospese PM2.5,SO,Bianzone,403,511,78.9
2025-2026,Particelle sospese PM2.5,MB,Biassono,402,511,78.7
2025-2026,Particelle sospese PM2.5,BS,Bienno,422,511,82.6
2025-2026,Particelle sospese PM2.5,BG,Blello,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Bolgare,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Boltiere,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Bonate Sopra,406,511,79.5
2025-2026,Particelle sospese PM2.5,BG,Bonate Sotto,405,511,79.3
2025-2026,Particelle sospese PM2.5,BG,Borgo Di Terzo,407,511,79.6
2025-2026,Particelle sospese PM2.5,SO,Bormio,404,511,79.1
2025-2026,Particelle sospese PM2.5,BS,Borno,423,511,82.8
2025-2026,Particelle sospese PM2.5,LC,Bosisio Parini,412,511,80.6
2025-2026,Particelle sospese PM2.5,BG,Bossico,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Bottanuco,408,511,79.8
2025-2026,Particelle sospese PM2.5,MB,Bovisio-Masciago,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Bracca,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Branzi,410,511,80.2
2025-2026,Particelle sospese PM2.5,BS,Braone,424,511,83.0
2025-2026,Particelle sospese PM2.5,BG,Brembate,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Brembate Di Sopra,408,511,79.8
2025-2026,Particelle sospese PM2.5,BS,Breno,423,511,82.8
2025-2026,Particelle sospese PM2.5,BG,Brignano Gera D'Adda,409,511,80.0
2025-2026,Particelle sospese PM2.5,MB,Briosco,401,511,78.5
2025-2026,Particelle sospese PM2.5,LC,Brivio,411,511,80.4
2025-2026,Particelle sospese PM2.5,MB,Brugherio,405,511,79.3
2025-2026,Particelle sospese PM2.5,BG,Brumano,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Brusaporto,411,511,80.4
2025-2026,Particelle sospese PM2.5,SO,Buglio In Monte,404,511,79.1
2025-2026,Particelle sospese PM2.5,LC,Bulciago,413,511,80.8
2025-2026,Particelle sospese PM2.5,MB,Burago Di Molgora,402,511,78.7
2025-2026,Particelle sospese PM2.5,MB,Busnago,401,511,78.5
2025-2026,Particelle sospese PM2.5,SO,Caiolo,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Calcinate,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Calcio,410,511,80.2
2025-2026,Particelle sospese PM2.5,LC,Calco,410,511,80.2
2025-2026,Particelle sospese PM2.5,LC,Calolziocorte,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Calusco D'Adda,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Calvenzano,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Camerata Cornello,409,511,80.0
2025-2026,Particelle sospese PM2.5,MB,Camparada,402,511,78.7
2025-2026,Particelle sospese PM2.5,SO,Campodolcino,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Canonica D'Adda,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Capizzone,409,511,80.0
2025-2026,Particelle sospese PM2.5,BS,Capo Di Ponte,424,511,83.0
2025-2026,Particelle sospese PM2.5,MB,Caponago,401,511,78.5
2025-2026,Particelle sospese PM2.5,BG,Capriate San Gervasio,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Caprino Bergamasco,407,511,79.6
2025-2026,Particelle sospese PM2.5,MB,Carate Brianza,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Caravaggio,408,511,79.8
2025-2026,Particelle sospese PM2.5,LC,Carenno,410,511,80.2
2025-2026,Particelle sospese PM2.5,MB,Carnate,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Carobbio Degli Angeli,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Carona,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Carvico,409,511,80.0
2025-2026,Particelle sospese PM2.5,LC,Casargo,411,511,80.4
2025-2026,Particelle sospese PM2.5,LC,Casatenovo,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Casazza,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Casirate D'Adda,406,511,79.5
2025-2026,Particelle sospese PM2.5,BG,Casnigo,408,511,79.8
2025-2026,Particelle sospese PM2.5,SO,Caspoggio,402,511,78.7
2025-2026,Particelle sospese PM2.5,LC,Cassago Brianza,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Cassiglio,409,511,80.0
2025-2026,Particelle sospese PM2.5,LC,Cassina Valsassina,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Castel Rozzone,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Castelli Calepio,409,511,80.0
2025-2026,Particelle sospese PM2.5,SO,Castello Dell'Acqua,403,511,78.9
2025-2026,Particelle sospese PM2.5,LC,Castello Di Brianza,412,511,80.6
2025-2026,Particelle sospese PM2.5,SO,Castione Andevenno,401,511,78.5
2025-2026,Particelle sospese PM2.5,BG,Castione Della Presolana,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Castro,407,511,79.6
2025-2026,Particelle sospese PM2.5,MB,Cavenago Di Brianza,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Cavernago,406,511,79.5
2025-2026,Particelle sospese PM2.5,BG,Cazzano Sant'Andrea,413,511,80.8
2025-2026,Particelle sospese PM2.5,BS,Cedegolo,424,511,83.0
2025-2026,Particelle sospese PM2.5,SO,Cedrasco,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Cenate Sopra,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Cenate Sotto,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Cene,409,511,80.0
2025-2026,Particelle sospese PM2.5,SO,Cercino,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Cerete,407,511,79.6
2025-2026,Particelle sospese PM2.5,MB,Ceriano Laghetto,402,511,78.7
2025-2026,Particelle sospese PM2.5,LC,Cernusco Lombardone,410,511,80.2
2025-2026,Particelle sospese PM2.5,BS,Cerveno,423,511,82.8
2025-2026,Particelle sospese PM2.5,LC,Cesana Brianza,410,511,80.2
2025-2026,Particelle sospese PM2.5,MB,Cesano Maderno,404,511,79.1
2025-2026,Particelle sospese PM2.5,BS,Ceto,422,511,82.6
2025-2026,Particelle sospese PM2.5,BS,Cevo,419,511,82.0
2025-2026,Particelle sospese PM2.5,SO,Chiavenna,404,511,79.1
2025-2026,Particelle sospese PM2.5,SO,Chiesa In Valmalenco,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Chignolo D'Isola,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Chiuduno,407,511,79.6
2025-2026,Particelle sospese PM2.5,SO,Chiuro,402,511,78.7
2025-2026,Particelle sospese PM2.5,BS,Cimbergo,421,511,82.4
2025-2026,Particelle sospese PM2.5,SO,Cino,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Cisano Bergamasco,406,511,79.5
2025-2026,Particelle sospese PM2.5,BG,Ciserano,405,511,79.3
2025-2026,Particelle sospese PM2.5,LC,Civate,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Cividate Al Piano,407,511,79.6
2025-2026,Particelle sospese PM2.5,BS,Cividate Camuno,422,511,82.6
2025-2026,Particelle sospese PM2.5,SO,Civo,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Clusone,408,511,79.8
2025-2026,Particelle sospese PM2.5,MB,Cogliate,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Colere,405,511,79.3
2025-2026,Particelle sospese PM2.5,LC,Colico,407,511,79.6
2025-2026,Particelle sospese PM2.5,LC,Colle Brianza,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Cologno Al Serio,406,511,79.5
2025-2026,Particelle sospese PM2.5,SO,Colorina,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Colzate,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Comun Nuovo,406,511,79.5
2025-2026,Particelle sospese PM2.5,MB,Concorezzo,404,511,79.1
2025-2026,Particelle sospese PM2.5,BG,Corna Imagna,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Cornalba,329,511,64.4
2025-2026,Particelle sospese PM2.5,MB,Cornate D'Adda,401,511,78.5
2025-2026,Particelle sospese PM2.5,MB,Correzzana,404,511,79.1
2025-2026,Particelle sospese PM2.5,BS,Corteno Golgi,421,511,82.4
2025-2026,Particelle sospese PM2.5,LC,Cortenova,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Cortenuova,409,511,80.0
2025-2026,Particelle sospese PM2.5,SO,Cosio Valtellino,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Costa Di Mezzate,407,511,79.6
2025-2026,Particelle sospese PM2.5,LC,Costa Masnaga,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Costa Serina,376,511,73.6
2025-2026,Particelle sospese PM2.5,BG,Costa Valle Imagna,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Costa Volpino,406,511,79.5
2025-2026,Particelle sospese PM2.5,BG,Covo,405,511,79.3
2025-2026,Particelle sospese PM2.5,LC,Crandola Valsassina,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Credaro,407,511,79.6
2025-2026,Particelle sospese PM2.5,LC,Cremella,410,511,80.2
2025-2026,Particelle sospese PM2.5,LC,Cremeno,410,511,80.2
2025-2026,Particelle sospese PM2.5,CO,Cremia,411,511,80.4
2025-2026,Particelle sospese PM2.5,BG,Curno,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Cusio,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Dalmine,408,511,79.8
2025-2026,Particelle sospese PM2.5,BS,Darfo Boario Terme,421,511,82.4
2025-2026,Particelle sospese PM2.5,SO,Dazio,403,511,78.9
2025-2026,Particelle sospese PM2.5,SO,Delebio,404,511,79.1
2025-2026,Particelle sospese PM2.5,LC,Dervio,409,511,80.0
2025-2026,Particelle sospese PM2.5,MB,Desio,401,511,78.5
2025-2026,Particelle sospese PM2.5,LC,Dolzago,408,511,79.8
2025-2026,Particelle sospese PM2.5,CO,Domaso,408,511,79.8
2025-2026,Particelle sospese PM2.5,CO,Dongo,412,511,80.6
2025-2026,Particelle sospese PM2.5,LC,Dorio,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Dossena,407,511,79.6
2025-2026,Particelle sospese PM2.5,CO,Dosso Del Liro,410,511,80.2
2025-2026,Particelle sospese PM2.5,SO,Dubino,404,511,79.1
2025-2026,Particelle sospese PM2.5,BS,Edolo,423,511,82.8
2025-2026,Particelle sospese PM2.5,LC,Ello,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Endine Gaiano,406,511,79.5
2025-2026,Particelle sospese PM2.5,BG,Entratico,407,511,79.6
2025-2026,Particelle sospese PM2.5,LC,Erve,410,511,80.2
2025-2026,Particelle sospese PM2.5,BS,Esine,423,511,82.8
2025-2026,Particelle sospese PM2.5,LC,Esino Lario,408,511,79.8
2025-2026,Particelle sospese PM2.5,SO,Faedo Valtellino,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Fara Gera D'Adda,407,511,79.6
2025-2026,Particelle sospese PM2.5,BG,Fara Olivana Con Sola,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Filago,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Fino Del Monte,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Fiorano Al Serio,410,511,80.2
2025-2026,Particelle sospese PM2.5,BG,Fontanella,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Fonteno,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Foppolo,411,511,80.4
2025-2026,Particelle sospese PM2.5,SO,Forcola,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Foresto Sparso,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Fornovo San Giovanni,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Fuipiano Valle Imagna,410,511,80.2
2025-2026,Particelle sospese PM2.5,SO,Fusine,403,511,78.9
2025-2026,Particelle sospese PM2.5,LC,Galbiate,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Gandellino,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Gandino,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Gandosso,409,511,80.0
2025-2026,Particelle sospese PM2.5,LC,Garbagnate Monastero,409,511,80.0
2025-2026,Particelle sospese PM2.5,LC,Garlate,408,511,79.8
2025-2026,Particelle sospese PM2.5,CO,Garzeno,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Gaverina Terme,408,511,79.8
2025-2026,Particelle sospese PM2.5,BG,Gazzaniga,409,511,80.0
2025-2026,Particelle sospese PM2.5,CO,Gera Lario,402,511,78.7
2025-2026,Particelle sospese PM2.5,SO,Gerola Alta,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Ghisalba,407,511,79.6
2025-2026,Particelle sospese PM2.5,BS,Gianico,423,511,82.8
2025-2026,Particelle sospese PM2.5,MB,Giussano,400,511,78.3
2025-2026,Particelle sospese PM2.5,SO,Gordona,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Gorlago,405,511,79.3
2025-2026,Particelle sospese PM2.5,BG,Gorle,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Gorno,405,511,79.3
2025-2026,Particelle sospese PM2.5,BG,Grassobbio,408,511,79.8
2025-2026,Particelle sospese PM2.5,CO,Gravedona Ed Uniti,403,511,78.9
2025-2026,Particelle sospese PM2.5,BG,Gromo,409,511,80.0
2025-2026,Particelle sospese PM2.5,BG,Grone,406,511,79.5
2025-2026,Particelle sospese PM2.5,SO,Grosio,403,511,78.9
2025-2026,Particelle sospese PM2.5,SO,Grosotto,402,511,78.7
2025-2026,Particelle sospese PM2.5,BG,Grumello Del Monte,405,511,79.3
2025-2026,Particelle sospese PM2.5,LC,Imbersago,407,511,79.6
