idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop,comune_norm
105784,Particelle sospese PM2.5,µg/m³,100745,PM2.5 Urbanizzato Villa d'Almè,BG,Villa d'Almè,N         ,2016-01-01T00:00:00.000,,Villa D'Almè
105785,Particelle sospese PM2.5,µg/m³,100746,PM2.5 Villa di Serio,BG,Villa di Serio,N         ,2016-01-01T00:00:00.000,,Villa Di Serio
105786,Particelle sospese PM2.5,µg/m³,100747,PM2.5 Villa d'Ogna,BG,Villa d'Ogna,N         ,2016-01-01T00:00:00.000,,Villa D'Ogna
105787,Particelle sospese PM2.5,µg/m³,100748,PM2.5 Villongo,BG,Villongo,N         ,2016-01-01T00:00:00.000,,Villongo
105788,Particelle sospese PM2.5,µg/m³,100749,PM2.5 Vilminore di Scalve,BG,Vilminore di Scalve,N         ,2016-01-01T00:00:00.000,,Vilminore Di Scalve
105789,Particelle sospese PM2.5,µg/m³,100750,PM2.5 Zandobbio,BG,Zandobbio,N         ,2016-01-01T00:00:00.000,,Zandobbio
105790,Particelle sospese PM2.5,µg/m³,100751,PM2.5 Zanica,BG,Zanica,N         ,2016-01-01T00:00:00.000,,Zanica
105791,Particelle sospese PM2.5,µg/m³,100752,PM2.5 Zogno,BG,Zogno,N         ,2016-01-01T00:00:00.000,,Zogno
105792,Particelle sospese PM2.5,µg/m³,100752,PM2.5 Urbanizzato Zogno,BG,Zogno,N         ,2016-01-01T00:00:00.000,,Zogno
105793,Particelle sospese PM2.5,µg/m³,100753,PM2.5 Costa Serina,BG,Costa Serina,N         ,2016-01-01T00:00:00.000,,Costa Serina
105794,Particelle sospese PM2.5,µg/m³,100753,PM2.5 Urbanizzato Costa Serina,BG,Costa Serina,N         ,2016-01-01T00:00:00.000,,Costa Serina
105795,Particelle sospese PM2.5,µg/m³,100754,PM2.5 Algua,BG,Algua,N         ,2016-01-01T00:00:00.000,,Algua
105796,Particelle sospese PM2.5,µg/m³,100755,PM2.5 Cornalba,BG,Cornalba,N         ,2016-01-01T00:00:00.000,,Cornalba
105797,Particelle sospese PM2.5,µg/m³,100756,PM2.5 Medolago,BG,Medolago,N         ,2016-01-01T00:00:00.000,,Medolago
105798,Particelle sospese PM2.5,µg/m³,100757,PM2.5 Solza,BG,Solza,N         ,2016-01-01T00:00:00.000,,Solza
105804,Particelle sospese PM2.5,µg/m³,100763,PM2.5 Angolo Terme,BS,Angolo Terme,N         ,2016-01-01T00:00:00.000,,Angolo Terme
105805,Particelle sospese PM2.5,µg/m³,100763,PM2.5 Urbanizzato Angolo Terme,BS,Angolo Terme,N         ,2016-01-01T00:00:00.000,,Angolo Terme
105806,Particelle sospese PM2.5,µg/m³,100764,PM2.5 Artogne,BS,Artogne,N         ,2016-01-01T00:00:00.000,,Artogne
105807,Particelle sospese PM2.5,µg/m³,100764,PM2.5 Urbanizzato Artogne,BS,Artogne,N         ,2016-01-01T00:00:00.000,,Artogne
105816,Particelle sospese PM2.5,µg/m³,100773,PM2.5 Berzo Demo,BS,Berzo Demo,N         ,2016-01-01T00:00:00.000,,Berzo Demo
105817,Particelle sospese PM2.5,µg/m³,100773,PM2.5 Urbanizzato Berzo Demo,BS,Berzo Demo,N         ,2016-01-01T00:00:00.000,,Berzo Demo
105818,Particelle sospese PM2.5,µg/m³,100774,PM2.5 Berzo Inferiore,BS,Berzo Inferiore,N         ,2016-01-01T00:00:00.000,,Berzo Inferiore
105819,Particelle sospese PM2.5,µg/m³,100774,PM2.5 Urbanizzato Berzo Inferiore,BS,Berzo Inferiore,N         ,2016-01-01T00:00:00.000,,Berzo Inferiore
105820,Particelle sospese PM2.5,µg/m³,100775,PM2.5 Bienno,BS,Bienno,N         ,2016-01-01T00:00:00.000,,Bienno
105821,Particelle sospese PM2.5,µg/m³,100775,PM2.5 Urbanizzato Bienno,BS,Bienno,N         ,2016-01-01T00:00:00.000,,Bienno
105825,Particelle sospese PM2.5,µg/m³,100779,PM2.5 Borno,BS,Borno,N         ,2016-01-01T00:00:00.000,,Borno
105830,Particelle sospese PM2.5,µg/m³,100784,PM2.5 Braone,BS,Braone,N         ,2016-01-01T00:00:00.000,,Braone
105831,Particelle sospese PM2.5,µg/m³,100784,PM2.5 Urbanizzato Braone,BS,Braone,N         ,2016-01-01T00:00:00.000,,Braone
105832,Particelle sospese PM2.5,µg/m³,100785,PM2.5 Breno,BS,Breno,N         ,2016-01-01T00:00:00.000,,Breno
105833,Particelle sospese PM2.5,µg/m³,100785,PM2.5 Urbanizzato Breno,BS,Breno,N         ,2016-01-01T00:00:00.000,,Breno
105840,Particelle sospese PM2.5,µg/m³,100792,PM2.5 Capo di Ponte,BS,Capo di Ponte,N         ,2016-01-01T00:00:00.000,,Capo Di Ponte
105841,Particelle sospese PM2.5,µg/m³,100792,PM2.5 Urbanizzato Capo di Ponte,BS,Capo di Ponte,N         ,2016-01-01T00:00:00.000,,Capo Di Ponte
105853,Particelle sospese PM2.5,µg/m³,100804,PM2.5 Cedegolo,BS,Cedegolo,N         ,2016-01-01T00:00:00.000,,Cedegolo
105854,Particelle sospese PM2.5,µg/m³,100804,PM2.5 Urbanizzato Cedegolo,BS,Cedegolo,N         ,2016-01-01T00:00:00.000,,Cedegolo
105856,Particelle sospese PM2.5,µg/m³,100806,PM2.5 Cerveno,BS,Cerveno,N         ,2016-01-01T00:00:00.000,,Cerveno
105857,Particelle sospese PM2.5,µg/m³,100806,PM2.5 Urbanizzato Cerveno,BS,Cerveno,N         ,2016-01-01T00:00:00.000,,Cerveno
105858,Particelle sospese PM2.5,µg/m³,100807,PM2.5 Ceto,BS,Ceto,N         ,2016-01-01T00:00:00.000,,Ceto
