"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"108029","Macherio","1752","1725","104","97","","","","3678","1498","1706","137","430","","","","3771","7449"
"108030","Meda","5421","5508","275","281","6","0","0","11491","4592","5631","394","1238","4","0","0","11859","23350"
"108031","Mezzago","1127","1005","74","32","","","","2238","900","982","106","244","","","","2232","4470"
"108032","Misinto","1334","1367","70","58","","","","2829","1106","1387","90","252","","","","2835","5664"
"108033","Monza","27633","27418","1889","1598","45","1","0","58584","24784","28353","2967","7264","29","2","1","63400","121984"
"108034","Muggiò","5371","5450","353","343","6","2","0","11525","4539","5574","510","1365","0","0","0","11988","23513"
"108035","Nova Milanese","5198","5493","289","309","8","0","0","11297","4459","5629","412","1270","2","1","0","11773","23070"
"108036","Ornago","1322","1137","88","57","","","","2604","1125","1139","117","270","","","","2651","5255"
"108037","Renate","930","985","30","53","","","","1998","743","981","48","221","","","","1993","3991"
"108038","Ronco Briantino","882","835","41","25","","","","1783","702","876","44","176","","","","1798","3581"
"108039","Seregno","10299","10146","664","534","18","0","1","21662","9143","10475","1002","2530","13","0","0","23163","44825"
"108040","Seveso","5637","5508","314","250","4","2","0","11715","4810","5553","437","1283","6","0","0","12089","23804"
"108041","Sovico","1871","2018","103","97","","","","4089","1646","2032","118","429","","","","4225","8314"
"108042","Sulbiate","1130","975","81","43","","","","2229","946","967","89","186","","","","2188","4417"
"108043","Triuggio","2061","2027","128","100","","","","4316","1701","2048","128","475","","","","4352","8668"
"108044","Usmate Velate","2469","2473","153","95","","","","5190","2071","2497","215","510","","","","5293","10483"
"108045","Varedo","3058","3173","230","170","","","","6631","2654","3237","259","838","","","","6988","13619"
"108046","Vedano al Lambro","1571","1805","110","94","","","","3580","1447","1888","154","435","","","","3924","7504"
"108047","Veduggio con Colzano","958","1049","51","62","","","","2120","788","1021","53","234","","","","2096","4216"
"108048","Verano Brianza","2110","2163","121","112","","","","4506","1757","2199","139","570","","","","4665","9171"
"108049","Villasanta","3088","3287","222","182","","","","6779","2796","3338","308","847","","","","7289","14068"
"108050","Vimercate","5744","5953","378","391","5","0","0","12471","5077","6112","542","1577","4","0","0","13312","25783"
"108051","Busnago","1623","1543","116","69","","","","3351","1334","1595","159","325","","","","3413","6764"
"108052","Caponago","1229","1162","93","68","","","","2552","1033","1167","114","257","","","","2571","5123"
"108053","Cornate d'Adda","2597","2526","164","126","","","","5413","2112","2495","193","571","","","","5371","10784"
"108054","Lentate sul Seveso","3673","3732","251","204","","","","7860","2948","3769","252","973","","","","7942","15802"
"108055","Roncello","1231","1048","71","37","","","","2387","1065","1049","93","191","","","","2398","4785"
