"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"108001","Agrate Brianza","3776","3408","260","187","","","","7631","3384","3394","304","792","","","","7874","15505"
"108002","Aicurzio","483","479","30","36","","","","1028","433","473","33","104","","","","1043","2071"
"108003","Albiate","1550","1506","74","80","","","","3210","1352","1561","119","332","","","","3364","6574"
"108004","Arcore","4093","4117","243","200","","","","8653","3619","4166","349","1041","","","","9175","17828"
"108005","Barlassina","1598","1583","94","101","","","","3376","1325","1595","153","424","","","","3497","6873"
"108006","Bellusco","1653","1754","101","100","","","","3608","1455","1760","127","420","","","","3762","7370"
"108007","Bernareggio","2776","2653","199","132","","","","5760","2263","2638","246","478","","","","5625","11385"
"108008","Besana in Brianza","3551","3647","216","212","","","","7626","2965","3687","283","881","","","","7816","15442"
"108009","Biassono","2649","2903","183","150","","","","5885","2436","2951","258","687","","","","6332","12217"
"108010","Bovisio-Masciago","3879","3861","240","214","","","","8194","3454","3929","336","843","","","","8562","16756"
"108011","Briosco","1403","1450","92","78","","","","3023","1163","1458","110","337","","","","3068","6091"
"108012","Brugherio","8126","7938","530","369","8","0","0","16971","7052","8079","749","2012","6","1","0","17899","34870"
"108013","Burago di Molgora","916","1010","60","51","","","","2037","785","1035","91","258","","","","2169","4206"
"108014","Camparada","592","493","23","21","","","","1129","399","489","38","101","","","","1027","2156"
"108015","Carate Brianza","4105","4170","251","197","","","","8723","3481","4199","364","1021","","","","9065","17788"
"108016","Carnate","1793","1823","107","83","","","","3806","1397","1852","123","416","","","","3788","7594"
"108017","Cavenago di Brianza","1869","1617","121","78","","","","3685","1584","1629","143","359","","","","3715","7400"
"108018","Ceriano Laghetto","1561","1545","105","80","","","","3291","1258","1574","143","379","","","","3354","6645"
"108019","Cesano Maderno","9486","8916","595","471","15","0","0","19483","7738","8933","710","2169","9","0","0","19559","39042"
"108020","Cogliate","1924","2037","98","102","","","","4161","1621","2056","135","486","","","","4298","8459"
"108021","Concorezzo","3681","3626","200","191","","","","7698","3185","3730","265","885","","","","8065","15763"
"108022","Correzzana","791","676","51","32","","","","1550","714","672","61","117","","","","1564","3114"
"108023","Desio","9679","9648","638","491","14","0","0","20470","8226","9824","863","2276","9","0","0","21198","41668"
"108024","Giussano","6201","6051","390","310","4","2","0","12958","5128","6097","435","1395","2","0","0","13057","26015"
"108025","Lazzate","1783","1815","115","99","","","","3812","1498","1830","149","410","","","","3887","7699"
"108026","Lesmo","1966","1970","135","111","","","","4182","1655","1967","197","418","","","","4237","8419"
"108027","Limbiate","8414","7889","529","453","12","0","0","17297","6867","7916","728","1994","7","0","0","17512","34809"
"108028","Lissone","11345","10106","743","475","19","0","0","22688","10026","10270","988","2204","15","0","0","23503","46191"
