"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"108026","Lesmo","1935","1906","154","113","","","","4108","1674","1910","223","436","","","","4243","8351"
"108027","Limbiate","8544","7705","615","455","19","0","0","17338","7076","7729","823","2020","7","0","0","17655","34993"
"108028","Lissone","11557","10095","791","494","18","0","0","22955","10175","10256","1090","2200","23","0","0","23744","46699"
"108029","Macherio","1837","1715","122","92","","","","3766","1490","1721","157","431","","","","3799","7565"
"108030","Meda","5607","5365","328","297","8","0","0","11605","4676","5462","478","1308","5","0","0","11929","23534"
"108031","Mezzago","1118","1006","78","35","","","","2237","911","966","120","242","","","","2239","4476"
"108032","Misinto","1365","1363","63","56","","","","2847","1138","1370","94","259","","","","2861","5708"
"108033","Monza","28609","26710","2125","1708","69","1","0","59222","25473","27386","3266","7487","45","3","1","63661","122883"
"108034","Muggiò","5515","5334","383","327","11","1","0","11571","4678","5459","566","1398","8","0","0","12109","23680"
"108035","Nova Milanese","5362","5346","338","303","6","0","1","11356","4537","5474","463","1329","1","0","0","11804","23160"
"108036","Ornago","1370","1133","100","63","","","","2666","1181","1135","133","273","","","","2722","5388"
"108037","Renate","943","952","36","65","","","","1996","752","947","52","234","","","","1985","3981"
"108038","Ronco Briantino","935","837","43","36","","","","1851","723","869","61","186","","","","1839","3690"
"108039","Seregno","10531","9918","724","570","23","1","1","21768","9344","10194","1102","2585","17","0","0","23242","45010"
"108040","Seveso","5759","5412","383","259","7","1","0","11821","4981","5455","496","1263","7","0","0","12202","24023"
"108041","Sovico","1912","1961","115","101","","","","4089","1669","1969","149","447","","","","4234","8323"
"108042","Sulbiate","1170","972","73","52","","","","2267","988","947","107","195","","","","2237","4504"
"108043","Triuggio","2126","2014","133","105","","","","4378","1707","2009","160","475","","","","4351","8729"
"108044","Usmate Velate","2564","2426","173","111","","","","5274","2133","2432","239","533","","","","5337","10611"
"108045","Varedo","3166","3170","247","177","","","","6760","2798","3209","287","822","","","","7116","13876"
"108046","Vedano al Lambro","1603","1725","130","95","","","","3553","1433","1799","174","477","","","","3883","7436"
"108047","Veduggio con Colzano","968","996","60","62","","","","2086","786","1008","59","231","","","","2084","4170"
"108048","Verano Brianza","2143","2127","143","101","","","","4514","1758","2147","167","568","","","","4640","9154"
"108049","Villasanta","3210","3248","221","191","","","","6870","2845","3349","347","832","","","","7373","14243"
"108050","Vimercate","5868","5879","435","399","6","0","1","12588","5139","5986","626","1576","10","0","0","13337","25925"
"108051","Busnago","1679","1526","129","81","","","","3415","1358","1574","180","345","","","","3457","6872"
"108052","Caponago","1250","1133","88","71","","","","2542","1047","1140","118","255","","","","2560","5102"
"108053","Cornate d'Adda","2670","2471","204","136","","","","5481","2177","2450","226","570","","","","5423","10904"
"108054","Lentate sul Seveso","3761","3652","271","202","","","","7886","2994","3669","293","981","","","","7937","15823"
"108055","Roncello","1251","1033","76","39","","","","2399","1085","1034","102","181","","","","2402","4801"
