"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"108035","Nova Milanese","5266","5371","317","315","5","0","1","11275","4491","5488","458","1314","1","0","0","11752","23027"
"108036","Ornago","1351","1119","95","61","","","","2626","1153","1122","128","271","","","","2674","5300"
"108037","Renate","929","961","38","60","","","","1988","748","950","50","230","","","","1978","3966"
"108038","Ronco Briantino","897","822","43","39","","","","1801","708","862","49","181","","","","1800","3601"
"108039","Seregno","10532","9981","696","572","21","0","1","21803","9313","10265","1045","2574","14","0","0","23211","45014"
"108040","Seveso","5730","5409","353","268","7","1","0","11768","4912","5492","475","1289","7","0","0","12175","23943"
"108041","Sovico","1866","2003","107","103","","","","4079","1652","2005","139","442","","","","4238","8317"
"108042","Sulbiate","1149","976","79","48","","","","2252","963","960","96","189","","","","2208","4460"
"108043","Triuggio","2091","2007","131","105","","","","4334","1706","2028","145","477","","","","4356","8690"
"108044","Usmate Velate","2535","2433","156","110","","","","5234","2134","2427","232","530","","","","5323","10557"
"108045","Varedo","3107","3193","236","177","","","","6713","2746","3215","282","844","","","","7087","13800"
"108046","Vedano al Lambro","1613","1779","124","91","","","","3607","1452","1836","160","461","","","","3909","7516"
"108047","Veduggio con Colzano","959","1005","56","67","","","","2087","764","1002","57","227","","","","2050","4137"
"108048","Verano Brianza","2126","2133","134","111","","","","4504","1757","2164","154","568","","","","4643","9147"
"108049","Villasanta","3148","3260","222","188","","","","6818","2843","3310","327","851","","","","7331","14149"
"108050","Vimercate","5824","5938","393","394","5","0","1","12555","5132","6051","597","1582","5","0","0","13367","25922"
"108051","Busnago","1668","1534","126","80","","","","3408","1358","1575","173","331","","","","3437","6845"
"108052","Caponago","1262","1145","96","71","","","","2574","1049","1140","124","256","","","","2569","5143"
"108053","Cornate d'Adda","2636","2470","176","146","","","","5428","2154","2439","211","573","","","","5377","10805"
"108054","Lentate sul Seveso","3742","3674","251","208","","","","7875","2988","3686","265","1005","","","","7944","15819"
"108055","Roncello","1232","1039","72","39","","","","2382","1077","1040","96","191","","","","2404","4786"
