"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"108001","Agrate Brianza","3818","3388","274","185","","","","7665","3426","3376","329","780","","","","7911","15576"
"108002","Aicurzio","492","474","32","36","","","","1034","437","473","30","116","","","","1056","2090"
"108003","Albiate","1583","1502","82","89","","","","3256","1396","1542","127","349","","","","3414","6670"
"108004","Arcore","4159","4006","282","216","","","","8663","3709","4048","386","1076","","","","9219","17882"
"108005","Barlassina","1615","1550","99","113","","","","3377","1339","1560","164","409","","","","3472","6849"
"108006","Bellusco","1698","1717","105","113","","","","3633","1497","1725","148","418","","","","3788","7421"
"108007","Bernareggio","2809","2622","209","134","","","","5774","2341","2577","265","504","","","","5687","11461"
"108008","Besana in Brianza","3586","3593","237","218","","","","7634","2982","3623","301","896","","","","7802","15436"
"108009","Biassono","2709","2888","195","146","","","","5938","2473","2927","276","718","","","","6394","12332"
"108010","Bovisio-Masciago","3892","3822","267","219","","","","8200","3476","3854","386","878","","","","8594","16794"
"108011","Briosco","1394","1442","97","78","","","","3011","1168","1441","118","339","","","","3066","6077"
"108012","Brugherio","8274","7851","532","404","15","1","0","17077","7217","7944","790","2079","10","1","0","18041","35118"
"108013","Burago di Molgora","946","1000","62","52","","","","2060","807","1015","100","259","","","","2181","4241"
"108014","Camparada","575","485","29","21","","","","1110","406","488","38","109","","","","1041","2151"
"108015","Carate Brianza","4157","4127","271","195","","","","8750","3482","4157","385","1058","","","","9082","17832"
"108016","Carnate","1831","1813","113","88","","","","3845","1430","1833","145","435","","","","3843","7688"
"108017","Cavenago di Brianza","1849","1618","132","86","","","","3685","1561","1647","148","377","","","","3733","7418"
"108018","Ceriano Laghetto","1573","1520","111","81","","","","3285","1283","1549","145","399","","","","3376","6661"
"108019","Cesano Maderno","9676","8799","640","494","15","2","1","19627","7993","8767","771","2230","11","0","0","19772","39399"
"108020","Cogliate","1929","2001","112","102","","","","4144","1621","2034","151","490","","","","4296","8440"
"108021","Concorezzo","3772","3553","235","203","","","","7763","3272","3624","329","910","","","","8135","15898"
"108022","Correzzana","813","674","53","34","","","","1574","729","673","67","122","","","","1591","3165"
"108023","Desio","9797","9465","663","503","15","0","0","20443","8254","9623","892","2330","13","0","0","21112","41555"
"108024","Giussano","6237","5943","411","326","7","2","0","12926","5165","6019","503","1396","3","0","0","13086","26012"
"108025","Lazzate","1776","1796","118","99","","","","3789","1487","1816","157","425","","","","3885","7674"
"108026","Lesmo","1964","1941","143","113","","","","4161","1659","1946","211","427","","","","4243","8404"
"108027","Limbiate","8507","7739","588","448","16","0","0","17298","6988","7773","784","2059","8","0","0","17612","34910"
"108028","Lissone","11483","10077","780","484","17","0","0","22841","10143","10217","1033","2226","19","0","0","23638","46479"
"108029","Macherio","1793","1753","107","92","","","","3745","1466","1730","152","433","","","","3781","7526"
"108030","Meda","5525","5402","305","300","6","0","0","11538","4646","5504","443","1293","4","0","0","11890","23428"
"108031","Mezzago","1129","1007","73","36","","","","2245","903","970","115","246","","","","2234","4479"
"108032","Misinto","1351","1371","66","56","","","","2844","1110","1388","87","252","","","","2837","5681"
"108033","Monza","28289","26762","2067","1686","56","1","0","58861","25227","27480","3169","7590","38","3","1","63508","122369"
"108034","Muggiò","5418","5382","351","340","9","1","0","11501","4616","5513","536","1378","2","0","0","12045","23546"
