Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
2002,2022/01/01 00:00,94.2,66.8,99.7
2002,2022/01/02 00:00,91.1,70.8,99.0
2002,2022/01/03 00:00,97.8,96.0,99.0
2002,2022/01/04 00:00,96.1,94.0,99.0
2002,2022/01/05 00:00,94.5,63.7,99.0
2002,2022/01/06 00:00,85.0,66.5,97.0
2002,2022/01/07 00:00,77.8,48.8,97.0
2002,2022/01/08 00:00,88.8,61.5,98.0
2002,2022/01/09 00:00,91.4,63.2,99.0
2002,2022/01/10 00:00,90.1,59.2,99.0
2002,2022/01/11 00:00,76.6,36.2,98.0
2002,2022/01/12 00:00,72.9,48.2,89.0
2002,2022/01/13 00:00,77.5,41.0,96.8
2002,2022/01/14 00:00,69.9,35.3,92.7
2002,2022/01/15 00:00,70.6,36.5,91.2
2002,2022/01/16 00:00,72.3,44.3,96.0
2002,2022/01/17 00:00,58.7,28.6,91.0
2002,2022/01/18 00:00,78.3,50.8,96.0
2002,2022/01/19 00:00,86.2,61.3,98.0
2002,2022/01/20 00:00,90.8,66.7,98.0
2002,2022/01/21 00:00,97.0,89.3,99.0
2002,2022/01/22 00:00,88.9,62.0,98.0
2002,2022/01/23 00:00,86.0,70.7,97.5
2002,2022/01/24 00:00,98.6,98.0,99.0
2002,2022/01/25 00:00,91.7,76.6,99.0
2002,2022/01/26 00:00,92.1,84.8,96.5
2002,2022/01/27 00:00,96.0,76.7,99.0
2002,2022/01/28 00:00,69.6,12.8,99.0
2002,2022/01/29 00:00,65.9,40.5,84.8
2002,2022/01/30 00:00,56.2,42.0,86.3
2002,2022/01/31 00:00,63.4,25.7,92.8
2002,2022/02/01 00:00,27.3,15.0,42.5
2002,2022/02/02 00:00,40.9,23.7,63.3
2002,2022/02/03 00:00,67.3,48.7,81.7
2002,2022/02/04 00:00,82.8,67.5,98.8
2002,2022/02/05 00:00,95.8,78.8,99.0
2002,2022/02/06 00:00,92.4,74.5,99.0
2002,2022/02/07 00:00,44.0,11.3,99.0
2002,2022/02/08 00:00,35.0,13.7,62.8
2002,2022/02/09 00:00,64.1,48.7,92.7
2002,2022/02/10 00:00,85.0,67.8,98.8
