Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5911,2023/01/01 00:00,8.5,8.0,9.0
5911,2023/01/02 00:00,9.6,8.8,10.2
5911,2023/01/03 00:00,10.1,9.7,10.5
5911,2023/01/04 00:00,9.9,8.4,10.9
5911,2023/01/05 00:00,9.4,6.3,13.9
5911,2023/01/06 00:00,8.7,7.5,9.4
5911,2023/01/07 00:00,8.1,7.6,8.5
5911,2023/01/08 00:00,7.6,7.1,8.0
5911,2023/01/09 00:00,8.2,6.7,10.3
5911,2023/01/10 00:00,10.1,6.5,15.3
5911,2023/01/11 00:00,7.2,4.7,10.4
5911,2023/01/12 00:00,6.8,3.7,11.2
5911,2023/01/13 00:00,6.9,4.3,10.5
5911,2023/01/14 00:00,6.5,2.7,10.9
5911,2023/01/15 00:00,6.9,6.4,7.5
5911,2023/01/16 00:00,4.9,3.6,6.5
5911,2023/01/17 00:00,3.8,3.0,4.8
5911,2023/01/18 00:00,3.0,1.0,4.6
5911,2023/01/19 00:00,3.1,1.7,3.7
5911,2023/01/20 00:00,3.3,1.9,6.4
5911,2023/01/21 00:00,4.6,0.8,9.2
5911,2023/01/22 00:00,5.0,3.1,7.8
5911,2023/01/23 00:00,4.4,2.5,5.5
5911,2023/01/24 00:00,8.3,5.8,12.2
5911,2023/01/25 00:00,7.2,5.7,10.2
5911,2023/01/26 00:00,6.1,5.2,7.8
5911,2023/01/27 00:00,4.8,3.5,5.7
5911,2023/01/28 00:00,4.6,1.7,10.0
5911,2023/01/29 00:00,4.5,0.9,8.7
5911,2023/01/30 00:00,5.0,0.7,10.6
5911,2023/01/31 00:00,5.6,1.5,11.3
5911,2023/02/01 00:00,8.4,3.9,14.7
5911,2023/02/02 00:00,10.3,6.3,15.6
5911,2023/02/03 00:00,9.8,5.3,15.7
5911,2023/02/04 00:00,12.9,7.5,21.0
5911,2023/02/05 00:00,7.1,5.2,10.5
5911,2023/02/06 00:00,5.1,2.7,6.7
5911,2023/02/07 00:00,-999,-999,-999
