STAGIONE,ATS,ANNO_ISTAT,POPOLAZIONE_TOT,POP_BRESCIA_SUBSET,POP_COMO_SUBSET,POP_SONDRIO_TOT
22-23,ATS_MONTAGNA,2023,293581,98030,16756,178795
