STAGIONE,ATS,ANNO_ISTAT,POP_BRESCIA_SUBSET,POP_COMO_SUBSET,POP_SONDRIO_TOT,POPOLAZIONE_TOT
21-22,ATS_MONTAGNA,2022,98018,16820,178784,293622
