STAGIONE,ATS,ANNO_ISTAT,POPOLAZIONE_TOT,POP_BRESCIA_SUBSET,POP_COMO_SUBSET,POP_SONDRIO_TOT
25-26,ATS_MONTAGNA,2026,294465,98623,16574,179268
