STAGIONE,ATS,ANNO_ISTAT,POPOLAZIONE_TOT,POP_BRESCIA_SUBSET,POP_COMO_SUBSET,POP_SONDRIO_TOT
23-24,ATS_MONTAGNA,2024,293646,98090,16683,178873
