STAGIONE,ATS,ANNO_ISTAT,POPOLAZIONE_TOT,POP_BRESCIA_SUBSET,POP_COMO_SUBSET,POP_SONDRIO_TOT
24-25,ATS_MONTAGNA,2025,293948,98222,16626,179100
