stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Bergamo,PM25,2022,40,W40/2022,1,242,20.2789,6.1412,6.0143,30.0714,23.3694,17.6225
22-23,ATS_Bergamo,PM25,2022,41,W41/2022,2,242,23.2040,7.2542,5.6857,35.6143,26.6321,20.1790
22-23,ATS_Bergamo,PM25,2022,42,W42/2022,3,241,17.8014,6.6004,4.9143,28.6571,21.3631,15.2660
22-23,ATS_Bergamo,PM25,2022,43,W43/2022,4,241,11.7426,6.4209,2.5143,23.9000,14.6447,10.0079
22-23,ATS_Bergamo,PM25,2022,44,W44/2022,5,241,10.4708,4.5213,2.9000,19.7429,12.4072,8.9819
22-23,ATS_Bergamo,PM25,2022,45,W45/2022,6,241,15.3377,7.7798,1.9000,27.7571,19.3367,12.2173
22-23,ATS_Bergamo,PM25,2022,46,W46/2022,7,241,11.2740,6.1638,1.0000,23.1000,14.2800,8.9161
22-23,ATS_Bergamo,PM25,2022,47,W47/2022,8,241,13.5317,7.5318,1.3286,28.6286,17.2926,10.8201
22-23,ATS_Bergamo,PM25,2022,48,W48/2022,9,241,17.8519,6.4519,4.6429,28.6714,21.2968,15.0853
22-23,ATS_Bergamo,PM25,2022,49,W49/2022,10,241,12.3187,8.1154,1.3143,24.8714,16.8678,9.3793
22-23,ATS_Bergamo,PM25,2022,50,W50/2022,11,241,18.3972,9.4244,1.9429,35.5714,23.9036,14.2165
22-23,ATS_Bergamo,PM25,2022,51,W51/2022,12,241,29.8506,14.6744,2.2429,51.4571,38.5482,23.0028
22-23,ATS_Bergamo,PM25,2022,52,W52/2022,13,242,26.6161,14.1800,2.6571,48.4857,35.0131,20.4922
22-23,ATS_Bergamo,PM25,2023,1,W01/2023,14,240,18.3470,8.5539,2.2429,35.5857,23.2330,14.3688
22-23,ATS_Bergamo,PM25,2023,2,W02/2023,15,240,16.2384,8.4210,1.6000,31.1714,20.7040,12.9347
22-23,ATS_Bergamo,PM25,2023,3,W03/2023,16,241,14.3800,7.1224,1.7286,24.8857,18.5191,11.4008
22-23,ATS_Bergamo,PM25,2023,4,W04/2023,17,241,20.1655,7.5731,3.1857,32.2286,24.4277,16.5867
22-23,ATS_Bergamo,PM25,2023,5,W05/2023,18,241,22.6228,10.1175,1.6429,36.4286,28.3897,18.2500
22-23,ATS_Bergamo,PM25,2023,6,W06/2023,19,241,23.2517,8.9913,4.6143,37.6143,28.3624,19.3877
22-23,ATS_Bergamo,PM25,2023,7,W07/2023,20,242,29.6066,10.6563,5.7857,48.4286,35.0653,24.8394
22-23,ATS_Bergamo,PM25,2023,8,W08/2023,21,242,35.2747,11.2767,7.8714,50.9000,41.2365,29.8684
22-23,ATS_Bergamo,PM25,2023,9,W09/2023,22,242,25.2655,6.3235,5.5571,32.1429,28.5387,21.7421
22-23,ATS_Bergamo,PM25,2023,10,W10/2023,23,242,16.5170,4.7248,3.7571,22.7429,18.9017,14.2517
22-23,ATS_Bergamo,PM25,2023,11,W11/2023,24,242,17.4035,4.4699,5.4286,22.9571,19.9982,15.1572
22-23,ATS_Bergamo,PM25,2023,12,W12/2023,25,242,21.4981,5.8885,6.1571,29.1286,24.6468,18.6807
22-23,ATS_Bergamo,PM25,2023,13,W13/2023,26,242,9.1011,3.2815,2.5143,15.0571,10.6659,7.8257
22-23,ATS_Bergamo,PM25,2023,14,W14/2023,27,242,15.0757,3.7689,4.4857,20.2714,17.2821,13.0805
22-23,ATS_Bergamo,PM25,2023,15,W15/2023,28,242,9.5338,2.7418,2.8286,13.8429,10.9732,8.2844
22-23,ATS_Bergamo,PM25,2023,16,W16/2023,29,242,9.7562,2.1310,4.4143,14.6571,10.7673,8.9261
