stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
23-24,ATS_Bergamo,PM10,2023,40,W40/2023,1,242,25.0731,11.2256,4.7143,50.7571,29.9392,21.4332
23-24,ATS_Bergamo,PM10,2023,41,W41/2023,2,242,25.8066,12.9252,3.7286,50.3286,31.8057,21.5532
23-24,ATS_Bergamo,PM10,2023,42,W42/2023,3,242,13.6308,6.1736,2.6429,24.1286,16.7231,11.4010
23-24,ATS_Bergamo,PM10,2023,43,W43/2023,4,242,10.0909,6.6013,1.4286,24.5714,13.1670,8.0678
23-24,ATS_Bergamo,PM10,2023,44,W44/2023,5,242,7.0047,2.9838,1.3714,12.7429,8.4010,5.7866
23-24,ATS_Bergamo,PM10,2023,45,W45/2023,6,242,10.9904,5.9138,1.7714,24.8429,13.4453,8.9995
23-24,ATS_Bergamo,PM10,2023,46,W46/2023,7,242,16.9149,9.4952,1.9000,33.5857,21.6037,13.3223
23-24,ATS_Bergamo,PM10,2023,47,W47/2023,8,242,20.4681,10.4499,2.4857,37.3286,26.0885,16.2879
23-24,ATS_Bergamo,PM10,2023,48,W48/2023,9,242,16.0962,7.9264,1.7429,27.4714,20.6340,12.5214
23-24,ATS_Bergamo,PM10,2023,49,W49/2023,10,242,23.3133,10.5660,1.6571,38.0714,29.4336,18.4491
23-24,ATS_Bergamo,PM10,2023,50,W50/2023,11,242,25.4566,13.2591,1.8571,43.8000,33.0478,19.6595
23-24,ATS_Bergamo,PM10,2023,51,W51/2023,12,242,22.6047,11.9773,2.0571,41.3857,29.1678,17.8011
23-24,ATS_Bergamo,PM10,2023,52,W52/2023,13,242,32.2544,14.6428,2.8714,52.9857,40.9025,25.5027
23-24,ATS_Bergamo,PM10,2024,1,W01/2024,14,242,16.9128,10.1842,1.2000,29.7143,22.8037,12.7993
23-24,ATS_Bergamo,PM10,2024,2,W02/2024,15,242,23.8947,10.9095,3.2571,40.0857,29.9466,19.2565
23-24,ATS_Bergamo,PM10,2024,3,W03/2024,16,242,25.6117,15.5766,2.0857,46.2429,34.3061,19.5936
23-24,ATS_Bergamo,PM10,2024,4,W04/2024,17,242,36.9343,24.6457,2.5714,67.6429,50.9002,27.6744
23-24,ATS_Bergamo,PM10,2024,5,W05/2024,18,242,43.7421,21.6899,4.9143,70.4857,56.1955,34.1386
23-24,ATS_Bergamo,PM10,2024,6,W06/2024,19,242,25.9612,14.6167,2.0429,53.0286,32.9938,20.4772
23-24,ATS_Bergamo,PM10,2024,7,W07/2024,20,242,39.1802,17.7021,5.5143,65.0429,48.6911,31.6795
23-24,ATS_Bergamo,PM10,2024,8,W08/2024,21,242,26.6978,14.9270,2.4857,49.0286,34.5081,20.9027
23-24,ATS_Bergamo,PM10,2024,9,W09/2024,22,242,8.1237,4.3702,1.6429,15.5857,10.2409,6.5444
23-24,ATS_Bergamo,PM10,2024,10,W10/2024,23,242,10.9828,4.7550,2.5143,17.8000,13.4789,9.0651
23-24,ATS_Bergamo,PM10,2024,11,W11/2024,24,242,17.5268,8.0436,3.0857,32.4429,21.6261,14.3649
23-24,ATS_Bergamo,PM10,2024,12,W12/2024,25,242,23.9576,11.8219,3.9857,41.0000,30.1510,19.5161
23-24,ATS_Bergamo,PM10,2024,13,W13/2024,26,242,16.0034,10.1019,2.7000,31.6857,21.2291,12.5089
23-24,ATS_Bergamo,PM10,2024,14,W14/2024,27,242,12.4268,5.7348,2.0571,22.2857,15.2216,10.3783
23-24,ATS_Bergamo,PM10,2024,15,W15/2024,28,242,19.7453,7.7629,4.9000,34.8286,23.5058,16.9879
23-24,ATS_Bergamo,PM10,2024,16,W16/2024,29,242,9.4279,4.0405,2.5143,17.6286,11.3300,8.1313
