stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
25-26,ATS_Bergamo,PM25,2025,40,W40/2025,1,242,10.4755,2.4970,3.8500,15.4500,11.4301,9.4520
25-26,ATS_Bergamo,PM25,2025,41,W41/2025,2,242,20.7986,6.9914,4.5833,35.2167,24.5065,17.7080
25-26,ATS_Bergamo,PM25,2025,42,W42/2025,3,242,17.7499,2.9974,8.0167,25.4000,18.9471,16.3068
25-26,ATS_Bergamo,PM25,2025,43,W43/2025,4,242,7.1233,4.0972,1.3750,19.2500,9.2333,5.8234
25-26,ATS_Bergamo,PM25,2025,44,W44/2025,5,242,9.9648,4.8133,1.3333,20.8000,12.5128,8.0227
25-26,ATS_Bergamo,PM25,2025,45,W45/2025,6,242,21.2867,7.3374,4.5571,35.1857,23.2801,18.3397
25-26,ATS_Bergamo,PM25,2025,46,W46/2025,7,242,20.8054,10.5542,2.8500,40.5500,25.0211,17.2246
25-26,ATS_Bergamo,PM25,2025,47,W47/2025,8,242,9.2407,2.6562,1.9500,15.4250,10.2157,7.8977
25-26,ATS_Bergamo,PM25,2025,48,W48/2025,9,242,13.5430,7.5332,1.5333,34.8333,17.0278,10.8261
25-26,ATS_Bergamo,PM25,2025,49,W49/2025,10,242,15.3715,7.8480,1.4667,29.1000,19.4515,12.1474
25-26,ATS_Bergamo,PM25,2025,50,W50/2025,11,242,24.7582,13.2338,1.8250,51.8000,29.4000,20.2578
25-26,ATS_Bergamo,PM25,2025,51,W51/2025,12,242,18.9534,8.6286,2.3143,38.8333,22.2216,15.2966
25-26,ATS_Bergamo,PM25,2025,52,W52/2025,13,242,11.8236,5.2370,1.6200,21.4800,14.2378,9.5115
25-26,ATS_Bergamo,PM25,2026,1,W01/2026,14,242,19.2189,11.2013,2.0250,45.3200,25.0587,15.1008
25-26,ATS_Bergamo,PM25,2026,2,W02/2026,15,242,14.7643,8.8846,0.7000,38.6750,19.2184,11.5240
25-26,ATS_Bergamo,PM25,2026,3,W03/2026,16,242,22.6080,11.7055,2.1571,43.4143,28.8923,17.7247
25-26,ATS_Bergamo,PM25,2026,4,W04/2026,17,242,22.1085,7.5813,2.7333,32.5833,26.0536,18.0023
25-26,ATS_Bergamo,PM25,2026,5,W05/2026,18,242,15.5088,8.3448,1.5200,31.9000,19.4004,12.3841
25-26,ATS_Bergamo,PM25,2026,6,W06/2026,19,242,12.7101,6.1726,1.6600,29.3800,15.7703,10.2425
25-26,ATS_Bergamo,PM25,2026,7,W07/2026,20,242,9.6611,4.0645,1.7667,19.1200,11.5438,7.9420
25-26,ATS_Bergamo,PM25,2026,8,W08/2026,21,242,9.7263,4.6212,1.3000,20.1833,11.9768,7.8537
25-26,ATS_Bergamo,PM25,2026,9,W09/2026,22,242,29.2196,9.2387,7.8000,45.6400,33.0251,25.0363
25-26,ATS_Bergamo,PM25,2026,10,W10/2026,23,242,25.4282,8.8731,7.0667,42.5667,29.9345,21.5669
25-26,ATS_Bergamo,PM25,2026,11,W11/2026,24,242,16.8797,6.9217,4.5750,32.5400,21.1882,14.3223
25-26,ATS_Bergamo,PM25,2026,12,W12/2026,25,242,10.5187,3.1153,3.1667,17.1400,12.1366,9.4156
25-26,ATS_Bergamo,PM25,2026,13,W13/2026,26,242,6.5586,2.1994,2.3200,12.1250,7.8653,5.7674
25-26,ATS_Bergamo,PM25,2026,14,W14/2026,27,242,7.7828,2.6628,2.4571,14.5571,9.2722,6.7453
25-26,ATS_Bergamo,PM25,2026,15,W15/2026,28,242,14.6616,2.9578,4.3333,19.2333,16.2940,13.0206
25-26,ATS_Bergamo,PM25,2026,16,W16/2026,29,242,13.6733,4.0526,3.9167,22.4500,16.1659,11.8900
