stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
24-25,ATS_Bergamo,PM10,2024,40,W40/2024,1,242,10.4925,4.3566,2.2000,16.1571,12.9250,8.7164
24-25,ATS_Bergamo,PM10,2024,41,W41/2024,2,242,8.3632,4.6805,1.5000,17.8143,10.6179,6.7831
24-25,ATS_Bergamo,PM10,2024,42,W42/2024,3,242,11.2493,6.8517,0.9857,21.3000,14.8666,8.6984
24-25,ATS_Bergamo,PM10,2024,43,W43/2024,4,242,17.2021,7.9267,2.6857,27.4714,21.3529,13.8783
24-25,ATS_Bergamo,PM10,2024,44,W44/2024,5,242,25.7269,8.9734,4.9286,42.2143,29.7822,21.8656
24-25,ATS_Bergamo,PM10,2024,45,W45/2024,6,242,33.5174,10.1339,9.9286,50.9857,38.7977,28.4320
24-25,ATS_Bergamo,PM10,2024,46,W46/2024,7,242,33.6205,14.3151,4.8143,52.9000,41.6656,27.3802
24-25,ATS_Bergamo,PM10,2024,47,W47/2024,8,242,19.9698,10.9302,2.0286,36.0000,25.8807,15.6723
24-25,ATS_Bergamo,PM10,2024,48,W48/2024,9,242,25.0731,13.1940,2.3143,41.5857,32.7151,19.5469
24-25,ATS_Bergamo,PM10,2024,49,W49/2024,10,242,27.1342,13.9883,2.6429,48.7857,34.6791,21.4842
24-25,ATS_Bergamo,PM10,2024,50,W50/2024,11,242,29.0166,12.5571,3.9571,45.4429,36.2106,23.2529
24-25,ATS_Bergamo,PM10,2024,51,W51/2024,12,242,23.6272,12.3360,1.8286,40.2571,30.3469,18.4120
24-25,ATS_Bergamo,PM10,2024,52,W52/2024,13,242,17.8800,9.9837,2.8571,43.4429,21.7546,14.9399
24-25,ATS_Bergamo,PM10,2025,1,W01/2025,14,242,38.8135,22.4520,3.3286,80.8714,50.2484,30.7634
24-25,ATS_Bergamo,PM10,2025,2,W02/2025,15,240,18.0027,9.7594,2.1000,32.3429,23.3050,14.2323
24-25,ATS_Bergamo,PM10,2025,3,W03/2025,16,240,27.6152,13.5098,2.4857,48.6429,34.9901,22.1023
24-25,ATS_Bergamo,PM10,2025,4,W04/2025,17,240,17.3683,8.9860,1.5429,29.1000,22.6948,13.6390
24-25,ATS_Bergamo,PM10,2025,5,W05/2025,18,240,13.4215,7.3376,1.7286,28.1571,17.0353,10.9269
24-25,ATS_Bergamo,PM10,2025,6,W06/2025,19,240,25.1764,10.4876,4.2429,40.5143,30.6008,20.7574
24-25,ATS_Bergamo,PM10,2025,7,W07/2025,20,240,20.9686,9.9044,2.4143,34.9286,26.3881,16.8866
24-25,ATS_Bergamo,PM10,2025,8,W08/2025,21,240,44.2876,19.0152,5.6714,65.5714,54.8491,35.6355
24-25,ATS_Bergamo,PM10,2025,9,W09/2025,22,240,29.5445,13.7987,4.0143,49.6857,37.1071,23.8603
24-25,ATS_Bergamo,PM10,2025,10,W10/2025,23,240,29.3771,10.7471,8.9857,51.6000,34.4902,25.2510
24-25,ATS_Bergamo,PM10,2025,11,W11/2025,24,240,9.0750,4.8302,1.3429,18.5429,11.4860,7.2559
24-25,ATS_Bergamo,PM10,2025,12,W12/2025,25,240,20.5955,8.6990,4.1143,32.3714,25.2225,17.0716
24-25,ATS_Bergamo,PM10,2025,13,W13/2025,26,240,12.7622,4.1007,3.0000,20.0714,14.6351,11.0231
24-25,ATS_Bergamo,PM10,2025,14,W14/2025,27,242,20.7332,6.6211,6.4000,31.1167,24.0082,18.1007
24-25,ATS_Bergamo,PM10,2025,15,W15/2025,28,240,23.2722,7.2369,5.7143,35.4286,26.7525,20.2536
24-25,ATS_Bergamo,PM10,2025,16,W16/2025,29,242,9.5434,4.1519,2.5167,17.1714,11.5668,8.0061
