stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Bergamo,PM10,2022,40,W40/2022,1,242,25.4727,11.5939,5.4857,47.7714,30.8246,21.5483
22-23,ATS_Bergamo,PM10,2022,41,W41/2022,2,242,29.2312,13.9086,5.0286,54.7857,35.8514,24.3868
22-23,ATS_Bergamo,PM10,2022,42,W42/2022,3,242,24.7674,12.5911,4.8143,48.5000,30.8605,20.5514
22-23,ATS_Bergamo,PM10,2022,43,W43/2022,4,242,19.9126,12.6195,2.0143,43.7857,25.7066,15.9623
22-23,ATS_Bergamo,PM10,2022,44,W44/2022,5,242,17.0585,6.0083,3.7571,28.7714,19.4733,14.5315
22-23,ATS_Bergamo,PM10,2022,45,W45/2022,6,242,21.5770,9.2278,3.2000,37.0714,25.9448,17.6548
22-23,ATS_Bergamo,PM10,2022,46,W46/2022,7,242,15.2505,7.1597,1.5714,28.2857,18.4552,12.2555
22-23,ATS_Bergamo,PM10,2022,47,W47/2022,8,242,18.0311,9.3486,2.0286,37.0000,22.2231,14.5852
22-23,ATS_Bergamo,PM10,2022,48,W48/2022,9,242,23.9651,7.2932,5.8143,35.1000,27.3211,20.4896
22-23,ATS_Bergamo,PM10,2022,49,W49/2022,10,242,17.5983,8.1610,2.4000,29.7143,21.8932,14.0961
22-23,ATS_Bergamo,PM10,2022,50,W50/2022,11,242,23.7239,10.6908,2.2714,40.2714,29.5819,18.7533
22-23,ATS_Bergamo,PM10,2022,51,W51/2022,12,242,35.8658,18.6403,2.5143,60.8429,46.4086,27.4512
22-23,ATS_Bergamo,PM10,2022,52,W52/2022,13,242,31.6643,17.2705,2.5143,54.6571,41.5976,24.3254
22-23,ATS_Bergamo,PM10,2023,1,W01/2023,14,242,24.1647,9.5728,2.7143,45.4857,28.8080,19.5095
22-23,ATS_Bergamo,PM10,2023,2,W02/2023,15,242,20.4288,10.5276,1.8429,38.6143,25.8146,16.2045
22-23,ATS_Bergamo,PM10,2023,3,W03/2023,16,242,16.6711,8.6164,1.9714,29.7286,21.4683,13.2037
22-23,ATS_Bergamo,PM10,2023,4,W04/2023,17,242,25.3374,9.0732,3.6714,37.0143,30.2252,21.0380
22-23,ATS_Bergamo,PM10,2023,5,W05/2023,18,242,25.4544,14.4307,2.9000,46.6571,33.5429,19.9190
22-23,ATS_Bergamo,PM10,2023,6,W06/2023,19,242,28.0073,10.8376,4.8714,45.3286,33.7655,23.4363
22-23,ATS_Bergamo,PM10,2023,7,W07/2023,20,242,36.3509,13.0818,5.7286,60.7714,42.8241,30.3824
22-23,ATS_Bergamo,PM10,2023,8,W08/2023,21,242,42.1032,17.1015,6.9000,67.7571,51.1627,34.8660
22-23,ATS_Bergamo,PM10,2023,9,W09/2023,22,242,26.3693,9.6827,4.6714,38.7429,31.5955,22.0547
22-23,ATS_Bergamo,PM10,2023,10,W10/2023,23,242,19.4689,9.2033,3.4286,35.4286,24.1272,16.0222
22-23,ATS_Bergamo,PM10,2023,11,W11/2023,24,242,20.6293,6.7645,6.0286,30.3000,24.3142,17.7446
22-23,ATS_Bergamo,PM10,2023,12,W12/2023,25,242,24.6340,9.6447,5.5714,40.0143,29.8081,20.7063
22-23,ATS_Bergamo,PM10,2023,13,W13/2023,26,242,11.6270,5.7064,3.1571,23.0000,14.4156,9.7624
22-23,ATS_Bergamo,PM10,2023,14,W14/2023,27,242,17.6205,6.6717,4.5286,27.3714,21.2487,14.9675
22-23,ATS_Bergamo,PM10,2023,15,W15/2023,28,242,11.5262,4.0741,3.0429,17.3000,13.7192,9.7829
22-23,ATS_Bergamo,PM10,2023,16,W16/2023,29,242,11.4441,3.6103,4.5143,18.9143,13.1592,10.1480
