"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"097001","Abbadia Lariana","738","700","75","44","","","","1557","648","713","96","173","","","","1630","3187"
"097002","Airuno","752","642","46","40","","","","1480","547","639","36","166","","","","1388","2868"
"097003","Annone di Brianza","524","560","22","27","","","","1133","450","557","20","120","","","","1147","2280"
"097004","Ballabio","1049","946","91","44","","","","2130","877","910","95","175","","","","2057","4187"
"097005","Barzago","538","558","41","31","","","","1168","484","559","31","120","","","","1194","2362"
"097006","Barzanò","1128","1199","79","58","","","","2464","982","1184","98","311","","","","2575","5039"
"097007","Barzio","310","269","17","15","","","","611","269","269","25","91","","","","654","1265"
"097008","Bellano","777","742","84","80","","","","1683","658","757","81","241","","","","1737","3420"
"097009","Bosisio Parini","814","727","61","42","","","","1644","673","719","57","158","","","","1607","3251"
"097010","Brivio","1096","1009","77","61","","","","2243","824","988","73","291","","","","2176","4419"
"097011","Bulciago","738","675","39","36","","","","1488","552","672","36","162","","","","1422","2910"
"097012","Calco","1361","1226","84","52","","","","2723","1192","1191","85","220","","","","2688","5411"
"097013","Calolziocorte","3129","3177","193","185","","","","6684","2661","3174","262","854","","","","6951","13635"
"097014","Carenno","319","335","22","7","","","","683","291","328","21","69","","","","709","1392"
"097015","Casargo","203","177","19","17","","","","416","165","168","17","70","","","","420","836"
"097016","Casatenovo","3128","3040","182","179","","","","6529","2660","3105","250","742","","","","6757","13286"
"097017","Cassago Brianza","1070","1045","55","61","","","","2231","880","1031","54","229","","","","2194","4425"
"097018","Cassina Valsassina","132","121","14","11","","","","278","101","103","16","43","","","","263","541"
"097019","Castello di Brianza","634","614","30","30","","","","1308","546","612","41","112","","","","1311","2619"
"097020","Cernusco Lombardone","910","882","41","42","","","","1875","803","895","65","207","","","","1970","3845"
"097021","Cesana Brianza","560","547","28","27","","","","1162","476","552","33","127","","","","1188","2350"
"097022","Civate","908","846","47","49","","","","1850","709","854","70","224","","","","1857","3707"
"097023","Colico","2072","1785","140","85","","","","4082","1621","1765","188","499","","","","4073","8155"
"097024","Colle Brianza","472","416","29","21","","","","938","377","404","30","74","","","","885","1823"
"097025","Cortenova","246","284","19","17","","","","566","192","281","15","96","","","","584","1150"
"097026","Costa Masnaga","1145","1116","64","65","","","","2390","944","1109","70","259","","","","2382","4772"
"097027","Crandola Valsassina","67","58","5","6","","","","136","51","54","5","18","","","","128","264"
"097028","Cremella","390","409","21","10","","","","830","316","402","23","92","","","","833","1663"
"097029","Cremeno","538","350","39","16","","","","943","308","362","39","78","","","","787","1730"
"097030","Dervio","589","601","38","39","","","","1267","462","587","41","202","","","","1292","2559"
"097031","Dolzago","601","599","29","21","","","","1250","502","613","43","147","","","","1305","2555"
"097032","Dorio","85","62","9","3","","","","159","66","67","9","28","","","","170","329"
"097033","Ello","261","282","16","12","","","","571","253","287","21","53","","","","614","1185"
"097034","Erve","170","147","6","11","","","","334","132","152","7","49","","","","340","674"
"097035","Esino Lario","174","185","14","8","","","","381","141","168","9","56","","","","374","755"
"097036","Galbiate","1917","1943","150","111","","","","4121","1653","1940","153","546","","","","4292","8413"
"097037","Garbagnate Monastero","657","592","30","26","","","","1305","472","588","35","123","","","","1218","2523"
"097038","Garlate","609","607","31","36","","","","1283","506","603","53","149","","","","1311","2594"
"097039","Imbersago","602","539","71","28","","","","1240","517","530","68","127","","","","1242","2482"
"097040","Introbio","480","418","52","32","","","","982","358","407","55","142","","","","962","1944"
"097042","Lecco","11279","9982","793","604","24","1","1","22684","9979","10240","1201","3006","15","0","0","24441","47125"
"097043","Lierna","522","472","63","29","","","","1086","421","449","70","129","","","","1069","2155"
"097044","Lomagna","1189","1189","59","56","","","","2493","1023","1176","100","228","","","","2527","5020"
"097045","Malgrate","945","951","61","61","","","","2018","835","958","104","257","","","","2154","4172"
"097046","Mandello del Lario","2255","2267","194","142","","","","4858","1859","2266","254","663","","","","5042","9900"
"097047","Margno","106","84","9","7","","","","206","69","88","10","19","","","","186","392"
"097048","Merate","3363","3381","209","202","","","","7155","2989","3442","310","986","","","","7727","14882"
"097049","Missaglia","2174","1985","154","107","","","","4420","1848","1990","200","445","","","","4483","8903"
"097050","Moggio","102","126","11","7","","","","246","87","116","10","36","","","","249","495"
"097051","Molteno","873","811","38","48","","","","1770","683","804","57","203","","","","1747","3517"
"097052","Monte Marenzo","441","432","17","20","","","","910","369","421","27","96","","","","913","1823"
"097053","Montevecchia","634","622","45","46","","","","1347","555","612","57","110","","","","1334","2681"
"097054","Monticello Brianza","940","981","60","66","","","","2047","755","974","72","275","","","","2076","4123"
"097055","Morterone","9","8","1","1","","","","19","7","6","0","1","","","","14","33"
"097056","Nibionno","860","840","45","40","","","","1785","707","857","46","183","","","","1793","3578"
"097057","Oggiono","2196","2099","119","129","","","","4543","1803","2084","182","515","","","","4584","9127"
"097058","Olgiate Molgora","1536","1433","87","83","","","","3139","1282","1426","103","334","","","","3145","6284"
"097059","Olginate","1655","1579","101","80","","","","3415","1344","1595","129","438","","","","3506","6921"
"097060","Oliveto Lario","277","277","24","16","","","","594","199","269","35","74","","","","577","1171"
"097061","Osnago","1080","1062","66","68","","","","2276","963","1082","104","287","","","","2436","4712"
"097062","Paderno d'Adda","959","842","65","45","","","","1911","801","874","86","206","","","","1967","3878"
"097063","Pagnona","75","75","9","2","","","","161","44","72","4","36","","","","156","317"
"097064","Parlasco","33","33","2","3","","","","71","22","33","3","8","","","","66","137"
"097065","Pasturo","492","459","29","22","","","","1002","385","452","35","98","","","","970","1972"
"097067","Perledo","188","182","31","12","","","","413","174","175","26","53","","","","428","841"
"097068","Pescate","510","510","28","35","","","","1083","429","503","60","90","","","","1082","2165"
"097069","Premana","542","530","12","17","","","","1101","410","525","12","121","","","","1068","2169"
"097070","Primaluna","538","534","38","21","","","","1131","446","529","38","130","","","","1143","2274"
"097071","Robbiate","1538","1459","88","81","","","","3166","1272","1472","119","295","","","","3158","6324"
"097072","Rogeno","732","716","50","28","","","","1526","579","703","42","141","","","","1465","2991"
"097074","Santa Maria Hoè","550","474","32","18","","","","1074","431","462","29","117","","","","1039","2113"
"097075","Sirone","548","550","33","27","","","","1158","459","556","47","128","","","","1190","2348"
"097076","Sirtori","653","672","38","32","","","","1395","518","668","48","145","","","","1379","2774"
"097077","Sueglio","30","36","7","5","","","","78","22","34","4","6","","","","66","144"
"097078","Suello","391","413","20","22","","","","846","364","421","21","89","","","","895","1741"
"097079","Taceno","179","113","12","12","","","","316","133","96","18","31","","","","278","594"
"097082","Valgreghentino","828","799","47","27","","","","1701","604","825","51","179","","","","1659","3360"
"097083","Valmadrera","2673","2598","153","135","","","","5559","2189","2609","228","699","","","","5725","11284"
"097084","Varenna","137","168","18","14","","","","337","109","171","16","48","","","","344","681"
"097086","Vercurago","567","644","35","40","","","","1286","542","660","55","152","","","","1409","2695"
"097090","Viganò","501","486","26","22","","","","1035","408","478","36","110","","","","1032","2067"
"097091","Verderio","1359","1239","87","54","","","","2739","1067","1260","110","276","","","","2713","5452"
"097092","La Valletta Brianza","1171","1070","58","42","","","","2341","968","1047","66","222","","","","2303","4644"
"097093","Valvarrone","121","106","12","9","","","","248","67","108","9","54","","","","238","486"
