"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"097075","Sirone","566","553","37","27","","","","1183","444","552","46","131","","","","1173","2356"
"097076","Sirtori","647","678","38","31","","","","1394","513","656","52","144","","","","1365","2759"
"097077","Sueglio","31","36","8","5","","","","80","28","38","3","7","","","","76","156"
"097078","Suello","395","409","21","22","","","","847","365","417","20","88","","","","890","1737"
"097079","Taceno","174","109","13","13","","","","309","137","94","17","34","","","","282","591"
"097082","Valgreghentino","814","789","48","30","","","","1681","612","815","56","174","","","","1657","3338"
"097083","Valmadrera","2693","2563","154","142","","","","5552","2205","2596","235","681","","","","5717","11269"
"097084","Varenna","141","161","17","15","","","","334","109","162","16","45","","","","332","666"
"097086","Vercurago","565","626","38","38","","","","1267","546","634","56","155","","","","1391","2658"
"097090","Viganò","508","471","34","24","","","","1037","404","478","36","110","","","","1028","2065"
"097091","Verderio","1356","1236","98","55","","","","2745","1083","1266","116","280","","","","2745","5490"
"097092","La Valletta Brianza","1178","1062","59","48","","","","2347","958","1057","69","225","","","","2309","4656"
"097093","Valvarrone","129","108","14","10","","","","261","74","111","11","55","","","","251","512"
