"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"097001","Abbadia Lariana","727","696","74","44","","","","1541","644","702","100","177","","","","1623","3164"
"097002","Airuno","775","638","46","47","","","","1506","549","627","34","168","","","","1378","2884"
"097003","Annone di Brianza","524","556","20","30","","","","1130","449","553","21","117","","","","1140","2270"
"097004","Ballabio","1053","921","102","44","","","","2120","858","894","103","174","","","","2029","4149"
"097005","Barzago","540","569","44","28","","","","1181","487","565","31","117","","","","1200","2381"
"097006","Barzanò","1115","1184","96","61","","","","2456","977","1183","98","305","","","","2563","5019"
"097007","Barzio","324","273","19","16","","","","632","265","265","22","86","","","","638","1270"
"097008","Bellano","784","726","80","78","","","","1668","640","739","85","232","","","","1696","3364"
"097009","Bosisio Parini","812","721","56","43","","","","1632","688","715","56","155","","","","1614","3246"
"097010","Brivio","1086","985","72","59","","","","2202","810","979","78","288","","","","2155","4357"
"097011","Bulciago","754","671","43","37","","","","1505","549","666","37","161","","","","1413","2918"
"097012","Calco","1361","1237","84","53","","","","2735","1220","1197","90","218","","","","2725","5460"
"097013","Calolziocorte","3172","3163","199","186","","","","6720","2662","3138","271","853","","","","6924","13644"
"097014","Carenno","317","344","25","7","","","","693","296","335","20","64","","","","715","1408"
"097015","Casargo","204","182","20","16","","","","422","167","177","13","69","","","","426","848"
"097016","Casatenovo","3131","2999","193","177","","","","6500","2627","3077","262","745","","","","6711","13211"
"097017","Cassago Brianza","1071","1036","52","59","","","","2218","877","1025","62","221","","","","2185","4403"
"097018","Cassina Valsassina","132","120","18","11","","","","281","103","102","18","43","","","","266","547"
"097019","Castello di Brianza","631","620","32","27","","","","1310","546","619","42","108","","","","1315","2625"
"097020","Cernusco Lombardone","922","877","38","44","","","","1881","799","896","73","204","","","","1972","3853"
"097021","Cesana Brianza","561","544","33","24","","","","1162","476","548","34","125","","","","1183","2345"
"097022","Civate","918","846","44","49","","","","1857","704","860","71","225","","","","1860","3717"
"097023","Colico","2130","1775","149","84","","","","4138","1641","1734","209","484","","","","4068","8206"
"097024","Colle Brianza","485","408","29","22","","","","944","389","407","29","76","","","","901","1845"
"097025","Cortenova","256","283","19","17","","","","575","200","280","18","97","","","","595","1170"
"097026","Costa Masnaga","1153","1101","68","70","","","","2392","943","1085","72","259","","","","2359","4751"
"097027","Crandola Valsassina","67","58","5","7","","","","137","49","51","6","19","","","","125","262"
"097028","Cremella","408","406","24","11","","","","849","330","395","27","88","","","","840","1689"
"097029","Cremeno","550","374","41","16","","","","981","316","372","40","78","","","","806","1787"
"097030","Dervio","579","593","40","42","","","","1254","463","580","43","197","","","","1283","2537"
"097031","Dolzago","596","589","29","23","","","","1237","496","603","44","149","","","","1292","2529"
"097032","Dorio","87","64","9","3","","","","163","65","70","12","29","","","","176","339"
"097033","Ello","259","285","22","10","","","","576","251","292","23","53","","","","619","1195"
"097034","Erve","169","146","5","13","","","","333","137","150","6","49","","","","342","675"
"097035","Esino Lario","175","181","15","9","","","","380","137","167","11","52","","","","367","747"
"097036","Galbiate","1948","1942","154","109","","","","4153","1663","1938","165","537","","","","4303","8456"
"097037","Garbagnate Monastero","657","589","30","29","","","","1305","470","583","36","121","","","","1210","2515"
"097038","Garlate","634","610","36","31","","","","1311","507","602","55","156","","","","1320","2631"
"097039","Imbersago","611","530","73","27","","","","1241","521","524","76","132","","","","1253","2494"
"097040","Introbio","486","417","49","33","","","","985","350","403","58","139","","","","950","1935"
"097042","Lecco","11409","9916","815","626","25","1","1","22793","10044","10179","1228","2974","15","0","0","24440","47233"
"097043","Lierna","501","480","64","27","","","","1072","406","448","70","126","","","","1050","2122"
"097044","Lomagna","1216","1162","68","60","","","","2506","1041","1165","105","241","","","","2552","5058"
"097045","Malgrate","941","944","65","56","","","","2006","816","946","109","259","","","","2130","4136"
"097046","Mandello del Lario","2288","2240","202","137","","","","4867","1878","2257","260","666","","","","5061","9928"
"097047","Margno","114","89","12","8","","","","223","71","88","10","19","","","","188","411"
"097048","Merate","3397","3365","216","197","","","","7175","3006","3454","317","1002","","","","7779","14954"
"097049","Missaglia","2207","1983","173","106","","","","4469","1854","1999","210","445","","","","4508","8977"
"097050","Moggio","100","125","11","8","","","","244","80","118","11","35","","","","244","488"
"097051","Molteno","879","803","43","45","","","","1770","677","802","62","206","","","","1747","3517"
"097052","Monte Marenzo","426","420","21","20","","","","887","367","410","27","92","","","","896","1783"
"097053","Montevecchia","636","619","42","45","","","","1342","548","610","60","105","","","","1323","2665"
"097054","Monticello Brianza","941","961","63","67","","","","2032","787","962","77","278","","","","2104","4136"
"097055","Morterone","9","7","2","1","","","","19","6","6","0","1","","","","13","32"
"097056","Nibionno","846","837","45","43","","","","1771","698","851","55","176","","","","1780","3551"
"097057","Oggiono","2212","2122","126","127","","","","4587","1823","2092","201","507","","","","4623","9210"
"097058","Olgiate Molgora","1565","1420","91","97","","","","3173","1306","1408","108","337","","","","3159","6332"
"097059","Olginate","1692","1584","96","86","","","","3458","1332","1586","133","426","","","","3477","6935"
"097060","Oliveto Lario","273","271","27","16","","","","587","201","260","38","66","","","","565","1152"
"097061","Osnago","1091","1077","67","64","","","","2299","972","1098","110","290","","","","2470","4769"
"097062","Paderno d'Adda","967","826","67","47","","","","1907","819","860","90","205","","","","1974","3881"
"097063","Pagnona","74","75","7","3","","","","159","43","71","4","33","","","","151","310"
"097064","Parlasco","35","33","2","3","","","","73","20","32","4","8","","","","64","137"
"097065","Pasturo","492","463","28","23","","","","1006","380","455","33","96","","","","964","1970"
"097067","Perledo","192","182","29","13","","","","416","171","182","25","56","","","","434","850"
"097068","Pescate","515","505","29","37","","","","1086","408","503","65","84","","","","1060","2146"
"097069","Premana","548","521","11","18","","","","1098","407","513","13","120","","","","1053","2151"
"097070","Primaluna","547","532","42","22","","","","1143","447","531","39","127","","","","1144","2287"
"097071","Robbiate","1597","1448","98","88","","","","3231","1265","1470","127","290","","","","3152","6383"
"097072","Rogeno","748","720","54","28","","","","1550","598","703","42","142","","","","1485","3035"
"097074","Santa Maria Hoè","552","476","32","17","","","","1077","426","456","34","116","","","","1032","2109"
