"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"097057","Oggiono","2185","2094","111","128","","","","4518","1814","2068","165","532","","","","4579","9097"
"097058","Olgiate Molgora","1516","1442","83","88","","","","3129","1274","1436","103","352","","","","3165","6294"
"097059","Olginate","1642","1608","89","78","","","","3417","1311","1626","121","436","","","","3494","6911"
"097060","Oliveto Lario","287","280","26","15","","","","608","203","277","36","75","","","","591","1199"
"097061","Osnago","1103","1075","63","62","","","","2303","957","1088","90","297","","","","2432","4735"
"097062","Paderno d'Adda","948","861","61","42","","","","1912","786","889","76","200","","","","1951","3863"
"097063","Pagnona","75","76","9","2","","","","162","45","74","4","35","","","","158","320"
"097064","Parlasco","34","31","2","3","","","","70","22","33","3","9","","","","67","137"
"097065","Pasturo","493","461","24","20","","","","998","380","455","32","94","","","","961","1959"
"097067","Perledo","193","187","27","11","","","","418","174","175","26","57","","","","432","850"
"097068","Pescate","512","508","29","32","","","","1081","410","507","58","95","","","","1070","2151"
"097069","Premana","550","529","12","18","","","","1109","405","523","13","122","","","","1063","2172"
"097070","Primaluna","523","538","35","16","","","","1112","453","532","32","134","","","","1151","2263"
"097071","Robbiate","1493","1455","88","81","","","","3117","1255","1468","124","302","","","","3149","6266"
"097072","Rogeno","733","721","46","30","","","","1530","590","709","42","145","","","","1486","3016"
"097074","Santa Maria Hoè","563","466","31","21","","","","1081","439","455","27","121","","","","1042","2123"
"097075","Sirone","535","548","30","31","","","","1144","449","549","44","133","","","","1175","2319"
"097076","Sirtori","655","685","36","35","","","","1411","511","687","46","144","","","","1388","2799"
"097077","Sueglio","31","34","6","4","","","","75","28","29","6","5","","","","68","143"
"097078","Suello","393","423","18","23","","","","857","363","422","20","87","","","","892","1749"
"097079","Taceno","170","108","12","13","","","","303","125","94","17","29","","","","265","568"
"097082","Valgreghentino","828","799","49","25","","","","1701","616","827","51","179","","","","1673","3374"
"097083","Valmadrera","2580","2595","145","141","","","","5461","2144","2608","220","721","","","","5693","11154"
"097084","Varenna","140","174","16","14","","","","344","110","174","14","49","","","","347","691"
"097086","Vercurago","581","652","37","36","","","","1306","548","672","58","148","","","","1426","2732"
"097090","Viganò","497","499","24","22","","","","1042","408","492","29","113","","","","1042","2084"
"097091","Verderio","1376","1259","78","55","","","","2768","1080","1271","101","285","","","","2737","5505"
"097092","La Valletta Brianza","1181","1063","57","42","","","","2343","984","1043","60","220","","","","2307","4650"
"097093","Valvarrone","123","107","12","10","","","","252","68","105","8","61","","","","242","494"
