"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"013003","Albavilla","1536","1456","80","73","","","","3145","1262","1487","136","370","","","","3255","6400"
"013004","Albese con Cassano","955","973","82","66","","","","2076","888","990","89","227","","","","2194","4270"
"013005","Albiolo","681","630","69","28","","","","1408","512","648","82","135","","","","1377","2785"
"013006","Alserio","341","337","27","7","","","","712","288","331","20","56","","","","695","1407"
"013007","Alzate Brianza","1096","1149","79","67","","","","2391","927","1154","94","268","","","","2443","4834"
"013009","Anzano del Parco","395","383","27","14","","","","819","331","397","34","94","","","","856","1675"
"013010","Appiano Gentile","1768","1745","147","100","","","","3760","1546","1743","177","477","","","","3943","7703"
"013011","Argegno","149","158","17","7","","","","331","127","154","13","48","","","","342","673"
"013012","Arosio","1279","1132","75","63","","","","2549","1048","1165","99","326","","","","2638","5187"
"013013","Asso","825","787","83","45","","","","1740","686","804","109","181","","","","1780","3520"
"013015","Barni","133","154","13","4","","","","304","123","134","16","28","","","","301","605"
"013021","Bene Lario","90","78","7","2","","","","177","73","73","6","25","","","","177","354"
"013022","Beregazzo con Figliaro","645","648","47","33","","","","1373","592","639","55","154","","","","1440","2813"
"013023","Binago","1210","1042","100","62","","","","2414","1007","1055","105","256","","","","2423","4837"
"013024","Bizzarone","440","373","42","29","","","","884","374","371","54","93","","","","892","1776"
"013025","Blessagno","76","76","8","7","","","","167","63","66","8","15","","","","152","319"
"013026","Blevio","250","199","33","11","","","","493","229","205","24","83","","","","541","1034"
"013028","Bregnano","1589","1442","148","61","","","","3240","1257","1442","145","312","","","","3156","6396"
"013029","Brenna","519","536","31","28","","","","1114","409","537","33","98","","","","1077","2191"
"013030","Brienno","58","75","13","4","","","","150","58","74","9","20","","","","161","311"
"013032","Brunate","382","351","31","20","","","","784","312","341","50","93","","","","796","1580"
"013034","Bulgarograsso","1015","899","53","40","","","","2007","811","886","80","183","","","","1960","3967"
"013035","Cabiate","1689","1732","123","103","","","","3647","1431","1719","155","382","","","","3687","7334"
"013036","Cadorago","1995","1766","145","83","","","","3989","1680","1757","190","404","","","","4031","8020"
"013037","Caglio","108","119","7","14","","","","248","105","101","15","25","","","","246","494"
"013040","Campione d'Italia","389","414","58","32","","","","893","351","388","79","104","","","","922","1815"
"013041","Cantù","9674","8909","691","510","13","0","0","19797","8177","8952","893","2406","12","0","0","20440","40237"
"013042","Canzo","1164","1169","109","88","","","","2530","1003","1143","147","337","","","","2630","5160"
"013043","Capiago Intimiano","1293","1228","82","61","","","","2664","1112","1226","123","302","","","","2763","5427"
"013044","Carate Urio","247","253","26","17","","","","543","217","244","33","67","","","","561","1104"
"013045","Carbonate","664","724","46","37","","","","1471","527","721","52","169","","","","1469","2940"
"013046","Carimate","1047","1011","58","58","","","","2174","855","1007","96","226","","","","2184","4358"
"013047","Carlazzo","738","703","53","41","","","","1535","697","716","77","175","","","","1665","3200"
"013048","Carugo","1619","1506","111","63","","","","3299","1392","1502","115","323","","","","3332","6631"
"013052","Caslino d'Erba","400","380","26","21","","","","827","351","373","38","99","","","","861","1688"
"013053","Casnate con Bernate","1148","1174","84","54","","","","2460","992","1206","125","245","","","","2568","5028"
"013055","Cassina Rizzardi","787","733","82","35","","","","1637","695","731","90","167","","","","1683","3320"
"013058","Castelmarte","297","321","20","16","","","","654","225","307","16","52","","","","600","1254"
"013059","Castelnuovo Bozzente","223","202","12","11","","","","448","188","197","25","50","","","","460","908"
"013062","Cavargna","52","30","7","2","","","","91","31","25","3","21","","","","80","171"
"013063","Cerano d'Intelvi","129","128","13","9","","","","279","130","125","22","39","","","","316","595"
"013064","Cermenate","2221","2144","166","129","","","","4660","1843","2159","193","567","","","","4762","9422"
"013065","Cernobbio","1346","1385","137","106","","","","2974","1228","1363","213","447","","","","3251","6225"
"013068","Cirimido","552","505","30","23","","","","1110","397","502","46","124","","","","1069","2179"
"013071","Claino con Osteno","141","125","13","10","","","","289","107","116","12","30","","","","265","554"
"013074","Colonno","100","105","6","5","","","","216","74","95","12","28","","","","209","425"
"013075","Como","20491","17197","1541","1093","82","6","0","40410","17363","17583","2487","5263","29","0","0","42725","83135"
"013077","Corrido","227","176","9","11","","","","423","186","177","18","47","","","","428","851"
"013083","Cremia","163","157","12","15","","","","347","140","155","11","45","","","","351","698"
"013084","Cucciago","810","814","41","39","","","","1704","661","803","59","175","","","","1698","3402"
"013085","Cusino","60","53","7","4","","","","124","40","54","9","16","","","","119","243"
"013087","Dizzasco","154","142","13","11","","","","320","139","141","19","41","","","","340","660"
"013089","Domaso","340","291","26","18","","","","675","277","308","36","96","","","","717","1392"
"013090","Dongo","756","672","68","54","","","","1550","570","693","74","233","","","","1570","3120"
"013092","Dosso del Liro","63","41","9","2","","","","115","50","41","7","24","","","","122","237"
