"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"013160","Musso","211","229","17","17","","","","474","169","223","19","57","","","","468","942"
"013161","Nesso","250","270","21","25","","","","566","203","268","19","82","","","","572","1138"
"013163","Novedrate","690","713","36","30","","","","1469","514","705","45","159","","","","1423","2892"
"013165","Olgiate Comasco","2922","2648","197","144","","","","5911","2406","2654","313","701","","","","6074","11985"
"013169","Oltrona di San Mamette","555","555","26","25","","","","1161","478","548","50","118","","","","1194","2355"
"013170","Orsenigo","588","650","49","25","","","","1312","496","654","51","124","","","","1325","2637"
"013178","Peglio","56","37","3","2","","","","98","37","40","7","17","","","","101","199"
"013183","Pianello del Lario","248","229","37","22","","","","536","210","224","23","90","","","","547","1083"
"013184","Pigra","56","54","7","6","","","","123","33","53","6","25","","","","117","240"
"013185","Plesio","213","180","19","16","","","","428","144","180","17","53","","","","394","822"
"013186","Pognana Lario","156","148","16","11","","","","331","110","146","12","61","","","","329","660"
"013187","Ponna","55","58","7","4","","","","124","38","49","5","22","","","","114","238"
"013188","Ponte Lambro","1018","963","65","46","","","","2092","842","970","94","250","","","","2156","4248"
"013189","Porlezza","1176","1059","95","64","","","","2394","985","1047","143","319","","","","2494","4888"
"013192","Proserpio","227","227","13","13","","","","480","186","227","15","53","","","","481","961"
"013193","Pusiano","311","285","29","17","","","","642","284","292","29","63","","","","668","1310"
"013195","Rezzago","80","72","9","7","","","","168","53","66","5","14","","","","138","306"
"013197","Rodero","340","277","23","11","","","","651","282","275","24","59","","","","640","1291"
"013199","Ronago","397","388","31","12","","","","828","327","389","39","70","","","","825","1653"
"013201","Rovellasca","1916","1803","158","82","","","","3959","1591","1825","194","427","","","","4037","7996"
"013202","Rovello Porro","1532","1414","102","68","","","","3116","1296","1399","140","346","","","","3181","6297"
"013203","Sala Comacina","100","106","12","8","","","","226","87","95","10","47","","","","239","465"
"013204","San Bartolomeo Val Cavargna","208","225","13","12","","","","458","192","225","10","71","","","","498","956"
"013206","San Fermo della Battaglia","1778","1745","127","98","","","","3748","1552","1776","220","422","","","","3970","7718"
"013207","San Nazzaro Val Cavargna","69","58","9","4","","","","140","39","58","2","23","","","","122","262"
"013211","Schignano","227","195","24","13","","","","459","143","193","21","65","","","","422","881"
"013212","Senna Comasco","740","748","50","43","","","","1581","632","759","70","123","","","","1584","3165"
"013216","Sorico","298","275","36","13","","","","622","250","257","14","82","","","","603","1225"
"013217","Sormano","161","143","34","14","","","","352","118","116","19","43","","","","296","648"
"013218","Stazzona","152","142","5","8","","","","307","110","144","6","33","","","","293","600"
"013222","Tavernerio","1259","1341","92","80","","","","2772","1092","1333","126","306","","","","2857","5629"
"013223","Torno","253","236","18","15","","","","522","191","224","29","97","","","","541","1063"
"013226","Trezzone","61","59","3","2","","","","125","42","60","1","11","","","","114","239"
"013227","Turate","2412","2212","187","108","","","","4919","2018","2165","204","503","","","","4890","9809"
"013228","Uggiate-Trevano","1258","1131","93","60","","","","2542","1107","1137","127","277","","","","2648","5190"
"013229","Valbrona","641","574","59","42","","","","1316","506","562","63","182","","","","1313","2629"
"013232","Valmorea","640","573","49","28","","","","1290","518","570","80","153","","","","1321","2611"
"013233","Val Rezzo","44","37","0","2","","","","83","34","36","3","10","","","","83","166"
"013234","Valsolda","346","302","33","25","","","","706","282","296","38","104","","","","720","1426"
"013236","Veleso","46","44","9","2","","","","101","36","41","6","18","","","","101","202"
"013238","Veniano","765","681","62","38","","","","1546","662","697","68","167","","","","1594","3140"
"013239","Vercana","201","153","10","7","","","","371","135","155","15","52","","","","357","728"
"013242","Vertemate con Minoprio","982","940","78","44","","","","2044","814","960","84","256","","","","2114","4158"
"013245","Villa Guardia","1854","1757","123","100","","","","3834","1599","1813","175","418","","","","4005","7839"
"013246","Zelbio","58","34","5","6","","","","103","34","34","5","9","","","","82","185"
"013248","San Siro","405","365","30","33","","","","833","307","377","31","133","","","","848","1681"
"013249","Gravedona ed Uniti","951","899","78","52","","","","1980","792","907","104","291","","","","2094","4074"
"013250","Bellagio","788","807","69","64","","","","1728","718","800","84","261","","","","1863","3591"
"013251","Colverde","1313","1258","98","47","","","","2716","1173","1272","123","245","","","","2813","5529"
"013252","Tremezzina","1218","1082","74","67","","","","2441","960","1116","112","352","","","","2540","4981"
"013253","Alta Valle Intelvi","741","698","88","47","","","","1574","593","659","119","204","","","","1575","3149"
"013254","Centro Valle Intelvi","907","816","96","36","","","","1855","744","795","111","242","","","","1892","3747"
"013255","Solbiate con Cagno","1097","1033","91","69","","","","2290","983","1037","109","258","","","","2387","4677"
