"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"013099","Faloppio","1188","1082","78","46","","","","2394","1016","1084","100","237","","","","2437","4831"
"013100","Fenegrò","797","742","63","34","","","","1636","670","728","57","139","","","","1594","3230"
"013101","Figino Serenza","1145","1182","57","50","","","","2434","967","1202","79","286","","","","2534","4968"
"013102","Fino Mornasco","2365","2280","159","100","","","","4904","1916","2304","210","495","","","","4925","9829"
"013106","Garzeno","158","151","14","15","","","","338","104","145","10","79","","","","338","676"
"013107","Gera Lario","262","242","23","7","","","","534","215","226","15","64","","","","520","1054"
"013110","Grandate","621","663","38","33","","","","1355","563","666","47","183","","","","1459","2814"
"013111","Grandola ed Uniti","332","282","32","17","","","","663","252","283","40","79","","","","654","1317"
"013113","Griante","146","130","7","12","","","","295","101","132","10","53","","","","296","591"
"013114","Guanzate","1415","1304","96","72","","","","2887","1208","1325","107","268","","","","2908","5795"
"013118","Inverigo","2106","2143","143","127","","","","4519","1794","2155","154","495","","","","4598","9117"
"013119","Laglio","180","208","27","8","","","","423","201","211","22","42","","","","476","899"
"013120","Laino","125","124","20","9","","","","278","98","113","16","39","","","","266","544"
"013121","Lambrugo","603","578","34","28","","","","1243","529","584","42","125","","","","1280","2523"
"013123","Lasnigo","112","108","5","4","","","","229","89","102","5","31","","","","227","456"
"013126","Lezzeno","474","455","24","24","","","","977","366","442","29","148","","","","985","1962"
"013128","Limido Comasco","959","871","57","39","","","","1926","841","887","63","147","","","","1938","3864"
"013129","Lipomo","1344","1381","107","90","","","","2922","1181","1386","152","344","","","","3063","5985"
"013130","Livo","42","39","7","5","","","","93","20","36","4","12","","","","72","165"
"013131","Locate Varesino","1006","1036","63","54","","","","2159","820","1038","77","209","","","","2144","4303"
"013133","Lomazzo","2329","2278","144","119","","","","4870","2075","2284","200","515","","","","5074","9944"
"013134","Longone al Segrino","430","481","30","19","","","","960","391","482","25","89","","","","987","1947"
"013135","Luisago","672","597","50","36","","","","1355","558","602","53","162","","","","1375","2730"
"013136","Lurago d'Erba","1264","1263","94","51","","","","2672","1053","1299","94","287","","","","2733","5405"
"013137","Lurago Marinone","619","607","23","29","","","","1278","499","611","40","125","","","","1275","2553"
"013138","Lurate Caccivio","2284","2225","135","105","","","","4749","1870","2232","235","622","","","","4959","9708"
"013139","Magreglio","152","169","19","7","","","","347","132","155","20","33","","","","340","687"
"013143","Mariano Comense","5774","5973","363","271","5","0","1","12387","4969","6013","472","1335","6","0","0","12795","25182"
"013144","Maslianico","745","708","47","36","","","","1536","585","705","77","228","","","","1595","3131"
"013145","Menaggio","745","661","52","50","","","","1508","596","670","58","203","","","","1527","3035"
"013147","Merone","932","966","66","55","","","","2019","807","967","78","187","","","","2039","4058"
"013152","Moltrasio","329","346","28","29","","","","732","305","354","44","109","","","","812","1544"
"013153","Monguzzo","564","548","49","24","","","","1185","468","549","36","129","","","","1182","2367"
"013154","Montano Lucino","1258","1217","83","67","","","","2625","1114","1241","117","243","","","","2715","5340"
"013155","Montemezzo","55","45","9","6","","","","115","36","46","4","19","","","","105","220"
"013157","Montorfano","522","611","40","38","","","","1211","487","628","54","136","","","","1305","2516"
"013159","Mozzate","2047","2011","143","94","","","","4295","1751","1991","189","451","","","","4382","8677"
"013160","Musso","208","232","16","17","","","","473","165","225","16","55","","","","461","934"
"013161","Nesso","254","281","18","22","","","","575","209","274","16","89","","","","588","1163"
"013163","Novedrate","674","730","32","28","","","","1464","513","712","40","151","","","","1416","2880"
"013165","Olgiate Comasco","2778","2696","159","136","","","","5769","2321","2718","278","694","","","","6011","11780"
"013169","Oltrona di San Mamette","565","575","18","24","","","","1182","475","554","44","118","","","","1191","2373"
"013170","Orsenigo","586","668","40","25","","","","1319","488","671","54","117","","","","1330","2649"
"013178","Peglio","55","33","2","2","","","","92","38","36","4","19","","","","97","189"
"013183","Pianello del Lario","228","237","32","18","","","","515","194","236","20","82","","","","532","1047"
"013184","Pigra","56","56","5","6","","","","123","36","53","6","30","","","","125","248"
"013185","Plesio","206","188","17","15","","","","426","145","179","16","51","","","","391","817"
"013186","Pognana Lario","149","152","15","11","","","","327","113","152","13","62","","","","340","667"
"013187","Ponna","50","58","8","3","","","","119","34","51","2","24","","","","111","230"
"013188","Ponte Lambro","1022","974","59","44","","","","2099","837","962","87","257","","","","2143","4242"
"013189","Porlezza","1155","1069","86","61","","","","2371","946","1057","140","306","","","","2449","4820"
"013192","Proserpio","218","222","11","12","","","","463","185","225","14","53","","","","477","940"
"013193","Pusiano","308","305","23","12","","","","648","287","309","25","65","","","","686","1334"
"013195","Rezzago","75","74","6","8","","","","163","57","69","4","15","","","","145","308"
"013197","Rodero","322","272","25","11","","","","630","273","272","28","56","","","","629","1259"
"013199","Ronago","392","389","24","11","","","","816","330","388","34","62","","","","814","1630"
"013201","Rovellasca","1866","1800","161","81","","","","3908","1556","1837","181","441","","","","4015","7923"
"013202","Rovello Porro","1479","1419","84","70","","","","3052","1259","1414","121","363","","","","3157","6209"
"013203","Sala Comacina","103","117","11","12","","","","243","86","100","8","44","","","","238","481"
"013204","San Bartolomeo Val Cavargna","218","225","13","14","","","","470","192","227","8","70","","","","497","967"
"013206","San Fermo della Battaglia","1769","1799","118","92","","","","3778","1573","1817","207","424","","","","4021","7799"
"013207","San Nazzaro Val Cavargna","71","63","8","4","","","","146","43","63","2","24","","","","132","278"
"013211","Schignano","225","202","25","15","","","","467","141","191","17","68","","","","417","884"
"013212","Senna Comasco","745","776","45","35","","","","1601","607","766","67","120","","","","1560","3161"
"013216","Sorico","302","264","34","19","","","","619","263","262","8","94","","","","627","1246"
"013217","Sormano","168","150","27","10","","","","355","102","124","17","45","","","","288","643"
"013218","Stazzona","156","142","5","8","","","","311","106","149","8","39","","","","302","613"
"013222","Tavernerio","1264","1378","76","67","","","","2785","1113","1384","105","313","","","","2915","5700"
"013223","Torno","256","250","21","18","","","","545","208","236","23","94","","","","561","1106"
"013226","Trezzone","56","64","2","2","","","","124","36","66","2","9","","","","113","237"
"013227","Turate","2270","2245","156","100","","","","4771","1915","2198","178","493","","","","4784","9555"
"013228","Uggiate-Trevano","1203","1120","84","56","","","","2463","1057","1128","118","271","","","","2574","5037"
"013229","Valbrona","621","588","49","46","","","","1304","515","582","53","171","","","","1321","2625"
"013232","Valmorea","615","582","47","27","","","","1271","494","588","72","158","","","","1312","2583"
"013233","Val Rezzo","44","36","0","2","","","","82","31","36","2","11","","","","80","162"
"013234","Valsolda","335","308","34","25","","","","702","276","300","42","106","","","","724","1426"
"013236","Veleso","48","45","5","4","","","","102","34","43","5","19","","","","101","203"
"013238","Veniano","744","679","58","29","","","","1510","646","688","67","167","","","","1568","3078"
"013239","Vercana","194","160","9","8","","","","371","142","162","14","54","","","","372","743"
"013242","Vertemate con Minoprio","963","962","72","36","","","","2033","780","976","80","249","","","","2085","4118"
"013245","Villa Guardia","1845","1772","117","106","","","","3840","1640","1810","160","427","","","","4037","7877"
"013246","Zelbio","52","36","8","4","","","","100","30","35","6","11","","","","82","182"
"013248","San Siro","394","385","28","37","","","","844","291","390","33","135","","","","849","1693"
"013249","Gravedona ed Uniti","954","914","66","54","","","","1988","775","923","99","300","","","","2097","4085"
"013250","Bellagio","785","797","65","57","","","","1704","734","786","78","275","","","","1873","3577"
"013251","Colverde","1297","1260","81","40","","","","2678","1130","1284","113","246","","","","2773","5451"
"013252","Tremezzina","1222","1125","66","69","","","","2482","957","1145","105","338","","","","2545","5027"
"013253","Alta Valle Intelvi","716","700","71","40","","","","1527","546","646","105","198","","","","1495","3022"
"013254","Centro Valle Intelvi","820","803","93","41","","","","1757","705","781","101","229","","","","1816","3573"
"013255","Solbiate con Cagno","1077","1050","75","63","","","","2265","953","1055","96","262","","","","2366","4631"
