"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"013003","Albavilla","1503","1485","61","75","","","","3124","1214","1544","107","371","","","","3236","6360"
"013004","Albese con Cassano","926","1005","66","65","","","","2062","820","1017","69","221","","","","2127","4189"
"013005","Albiolo","648","632","55","25","","","","1360","532","633","61","139","","","","1365","2725"
"013006","Alserio","313","313","20","7","","","","653","272","308","17","53","","","","650","1303"
"013007","Alzate Brianza","1109","1154","71","64","","","","2398","912","1179","83","270","","","","2444","4842"
"013009","Anzano del Parco","416","421","24","11","","","","872","337","435","20","91","","","","883","1755"
"013010","Appiano Gentile","1768","1749","121","105","","","","3743","1560","1737","154","491","","","","3942","7685"
"013011","Argegno","147","151","24","9","","","","331","134","156","12","46","","","","348","679"
"013012","Arosio","1228","1144","62","63","","","","2497","1025","1173","90","329","","","","2617","5114"
"013013","Asso","804","816","77","43","","","","1740","680","821","93","194","","","","1788","3528"
"013015","Barni","120","144","12","2","","","","278","106","129","14","32","","","","281","559"
"013021","Bene Lario","81","79","8","2","","","","170","65","66","5","24","","","","160","330"
"013022","Beregazzo con Figliaro","634","658","42","23","","","","1357","576","664","50","147","","","","1437","2794"
"013023","Binago","1181","1070","94","58","","","","2403","1016","1060","96","249","","","","2421","4824"
"013024","Bizzarone","417","394","28","23","","","","862","360","378","38","87","","","","863","1725"
"013025","Blessagno","70","67","8","7","","","","152","61","55","7","15","","","","138","290"
"013026","Blevio","250","228","30","11","","","","519","243","218","26","85","","","","572","1091"
"013028","Bregnano","1557","1478","125","69","","","","3229","1260","1452","127","316","","","","3155","6384"
"013029","Brenna","512","542","26","27","","","","1107","407","547","25","91","","","","1070","2177"
"013030","Brienno","70","79","10","2","","","","161","68","74","10","22","","","","174","335"
"013032","Brunate","396","362","29","25","","","","812","319","363","40","89","","","","811","1623"
"013034","Bulgarograsso","1011","918","50","37","","","","2016","797","922","72","195","","","","1986","4002"
"013035","Cabiate","1661","1838","106","98","","","","3703","1399","1812","123","368","","","","3702","7405"
"013036","Cadorago","1948","1799","132","71","","","","3950","1653","1783","161","384","","","","3981","7931"
"013037","Caglio","101","110","8","11","","","","230","104","99","13","29","","","","245","475"
"013040","Campione d'Italia","344","406","48","32","","","","830","361","383","75","99","","","","918","1748"
"013041","Cantù","9240","9016","588","470","6","0","0","19320","7826","9058","782","2389","7","0","0","20062","39382"
"013042","Canzo","1115","1193","94","82","","","","2484","977","1178","129","343","","","","2627","5111"
"013043","Capiago Intimiano","1302","1246","73","55","","","","2676","1129","1256","94","319","","","","2798","5474"
"013044","Carate Urio","232","261","27","15","","","","535","203","259","35","69","","","","566","1101"
"013045","Carbonate","656","726","38","36","","","","1456","507","713","49","171","","","","1440","2896"
"013046","Carimate","1030","1061","61","57","","","","2209","872","1050","87","211","","","","2220","4429"
"013047","Carlazzo","708","706","50","41","","","","1505","667","733","60","179","","","","1639","3144"
"013048","Carugo","1596","1536","89","57","","","","3278","1326","1531","107","327","","","","3291","6569"
"013052","Caslino d'Erba","373","387","24","19","","","","803","342","370","31","98","","","","841","1644"
"013053","Casnate con Bernate","1139","1206","62","55","","","","2462","972","1222","111","244","","","","2549","5011"
"013055","Cassina Rizzardi","762","732","77","33","","","","1604","713","744","77","156","","","","1690","3294"
"013058","Castelmarte","292","327","20","12","","","","651","232","325","16","41","","","","614","1265"
"013059","Castelnuovo Bozzente","220","199","10","11","","","","440","186","209","26","42","","","","463","903"
"013062","Cavargna","49","38","6","3","","","","96","31","33","4","25","","","","93","189"
"013063","Cerano d'Intelvi","122","134","14","9","","","","279","113","127","18","35","","","","293","572"
"013064","Cermenate","2138","2157","155","117","","","","4567","1777","2188","184","558","","","","4707","9274"
"013065","Cernobbio","1376","1474","128","107","","","","3085","1225","1457","193","442","","","","3317","6402"
"013068","Cirimido","523","508","30","19","","","","1080","385","489","43","124","","","","1041","2121"
"013071","Claino con Osteno","131","128","9","13","","","","281","97","121","7","33","","","","258","539"
"013074","Colonno","103","109","6","6","","","","224","83","104","10","26","","","","223","447"
"013075","Como","19872","17954","1440","1099","46","0","0","40411","17107","18183","2297","5349","13","1","0","42950","83361"
"013077","Corrido","218","185","7","12","","","","422","182","177","21","45","","","","425","847"
"013083","Cremia","154","163","12","7","","","","336","137","163","10","45","","","","355","691"
"013084","Cucciago","821","830","35","43","","","","1729","675","834","42","162","","","","1713","3442"
"013085","Cusino","55","46","8","5","","","","114","37","44","5","18","","","","104","218"
"013087","Dizzasco","145","140","18","10","","","","313","129","140","15","39","","","","323","636"
"013089","Domaso","348","319","29","23","","","","719","270","327","36","99","","","","732","1451"
"013090","Dongo","740","719","56","54","","","","1569","593","745","73","253","","","","1664","3233"
"013092","Dosso del Liro","59","46","8","1","","","","114","46","47","4","25","","","","122","236"
"013095","Erba","3556","3777","224","223","","","","7780","3126","3763","367","1055","","","","8311","16091"
"013097","Eupilio","572","609","51","40","","","","1272","507","618","47","131","","","","1303","2575"
"013098","Faggeto Lario","262","277","24","20","","","","583","216","277","17","55","","","","565","1148"
