giorno,ATS,parametro,valore_medio,n_misure
2021-08-26,ATS_Montagna,NO2,17.47,192
2021-08-26,ATS_Montagna,PM10,19.43,7
2021-08-26,ATS_Montagna,PM25,9.67,3
2021-08-27,ATS_Bergamo,NO2,13.11,194
2021-08-27,ATS_Bergamo,PM10,14.29,7
2021-08-27,ATS_Bergamo,PM25,6.5,4
2021-08-27,ATS_Montagna,NO2,13.65,192
2021-08-27,ATS_Montagna,PM10,17.29,7
2021-08-27,ATS_Montagna,PM25,8.0,3
2021-08-28,ATS_Bergamo,NO2,13.35,216
2021-08-28,ATS_Bergamo,PM10,11.62,8
2021-08-28,ATS_Bergamo,PM25,8.2,5
2021-08-28,ATS_Montagna,NO2,13.39,192
2021-08-28,ATS_Montagna,PM10,11.43,7
2021-08-28,ATS_Montagna,PM25,5.33,3
2021-08-29,ATS_Bergamo,NO2,12.94,216
2021-08-29,ATS_Bergamo,PM10,8.88,8
2021-08-29,ATS_Bergamo,PM25,4.6,5
2021-08-29,ATS_Montagna,NO2,15.08,192
2021-08-29,ATS_Montagna,PM10,10.17,6
2021-08-29,ATS_Montagna,PM25,4.0,2
2021-08-30,ATS_Bergamo,NO2,17.94,213
2021-08-30,ATS_Bergamo,PM10,11.75,8
2021-08-30,ATS_Bergamo,PM25,7.5,4
2021-08-30,ATS_Montagna,NO2,18.03,192
2021-08-30,ATS_Montagna,PM10,15.5,6
2021-08-30,ATS_Montagna,PM25,7.0,2
2021-08-31,ATS_Bergamo,NO2,19.86,204
2021-08-31,ATS_Bergamo,PM10,15.0,8
2021-08-31,ATS_Bergamo,PM25,9.8,5
2021-08-31,ATS_Montagna,NO2,15.98,192
2021-08-31,ATS_Montagna,PM10,16.43,7
2021-08-31,ATS_Montagna,PM25,7.33,3
2021-09-01,ATS_Bergamo,NO2,19.1,212
2021-09-01,ATS_Bergamo,PM10,15.0,8
2021-09-01,ATS_Bergamo,PM25,10.2,5
2021-09-01,ATS_Montagna,NO2,18.19,192
2021-09-01,ATS_Montagna,PM10,20.0,7
2021-09-01,ATS_Montagna,PM25,7.33,3
2021-09-02,ATS_Bergamo,NO2,17.28,191
2021-09-02,ATS_Bergamo,PM10,18.75,8
2021-09-02,ATS_Bergamo,PM25,11.4,5
2021-09-02,ATS_Montagna,NO2,18.27,192
2021-09-02,ATS_Montagna,PM10,21.43,7
2021-09-02,ATS_Montagna,PM25,10.0,3
2021-09-03,ATS_Bergamo,NO2,18.92,204
2021-09-03,ATS_Bergamo,PM10,20.0,8
2021-09-03,ATS_Bergamo,PM25,11.4,5
2021-09-03,ATS_Montagna,NO2,19.16,192
2021-09-03,ATS_Montagna,PM10,20.0,6
2021-09-03,ATS_Montagna,PM25,10.0,2
2021-09-04,ATS_Bergamo,NO2,16.83,216
2021-09-04,ATS_Bergamo,PM10,20.5,8
2021-09-04,ATS_Bergamo,PM25,11.8,5
2021-09-04,ATS_Montagna,NO2,20.85,192
2021-09-04,ATS_Montagna,PM10,28.33,6
2021-09-04,ATS_Montagna,PM25,14.0,2
2021-09-05,ATS_Bergamo,NO2,12.85,216
2021-09-05,ATS_Bergamo,PM10,18.0,8
2021-09-05,ATS_Bergamo,PM25,11.6,5
2021-09-05,ATS_Montagna,NO2,15.89,192
2021-09-05,ATS_Montagna,PM10,21.5,6
2021-09-05,ATS_Montagna,PM25,8.0,2
2021-09-06,ATS_Bergamo,NO2,17.12,215
2021-09-06,ATS_Bergamo,PM10,19.62,8
2021-09-06,ATS_Bergamo,PM25,12.6,5
2021-09-06,ATS_Montagna,NO2,20.63,191
2021-09-06,ATS_Montagna,PM10,23.0,6
2021-09-06,ATS_Montagna,PM25,10.5,2
2021-09-07,ATS_Bergamo,NO2,21.25,215
2021-09-07,ATS_Bergamo,PM10,28.0,8
2021-09-07,ATS_Bergamo,PM25,17.8,5
2021-09-07,ATS_Montagna,NO2,23.76,192
2021-09-07,ATS_Montagna,PM10,32.29,7
2021-09-07,ATS_Montagna,PM25,14.33,3
2021-09-08,ATS_Bergamo,NO2,21.15,216
2021-09-08,ATS_Bergamo,PM10,27.62,8
2021-09-08,ATS_Bergamo,PM25,18.5,4
2021-09-08,ATS_Montagna,NO2,20.16,192
2021-09-08,ATS_Montagna,PM10,29.71,7
2021-09-08,ATS_Montagna,PM25,16.33,3
2021-09-09,ATS_Bergamo,NO2,22.52,215
2021-09-09,ATS_Bergamo,PM10,28.0,8
2021-09-09,ATS_Bergamo,PM25,18.25,4
2021-09-09,ATS_Montagna,NO2,24.9,192
2021-09-09,ATS_Montagna,PM10,35.57,7
2021-09-09,ATS_Montagna,PM25,15.0,3
2021-09-10,ATS_Bergamo,NO2,26.07,216
2021-09-10,ATS_Bergamo,PM10,35.29,7
2021-09-10,ATS_Bergamo,PM25,21.0,3
2021-09-10,ATS_Montagna,NO2,29.4,192
2021-09-10,ATS_Montagna,PM10,44.14,7
2021-09-10,ATS_Montagna,PM25,22.0,3
2021-09-11,ATS_Bergamo,NO2,21.95,216
2021-09-11,ATS_Bergamo,PM10,33.14,7
2021-09-11,ATS_Bergamo,PM25,20.25,4
2021-09-11,ATS_Montagna,NO2,27.1,192
2021-09-11,ATS_Montagna,PM10,42.14,7
2021-09-11,ATS_Montagna,PM25,23.67,3
2021-09-12,ATS_Bergamo,NO2,16.67,216
2021-09-12,ATS_Bergamo,PM10,26.57,7
2021-09-12,ATS_Bergamo,PM25,16.75,4
2021-09-12,ATS_Montagna,NO2,22.96,192
2021-09-12,ATS_Montagna,PM10,36.43,7
2021-09-12,ATS_Montagna,PM25,19.0,3
2021-09-13,ATS_Bergamo,NO2,23.75,215
2021-09-13,ATS_Bergamo,PM10,30.57,7
2021-09-13,ATS_Bergamo,PM25,19.0,4
2021-09-13,ATS_Montagna,NO2,31.76,192
2021-09-13,ATS_Montagna,PM10,35.57,7
2021-09-13,ATS_Montagna,PM25,19.0,3
2021-09-14,ATS_Bergamo,NO2,27.25,216
2021-09-14,ATS_Bergamo,PM10,32.12,8
2021-09-14,ATS_Bergamo,PM25,18.0,4
2021-09-14,ATS_Montagna,NO2,29.43,192
2021-09-14,ATS_Montagna,PM10,35.14,7
2021-09-14,ATS_Montagna,PM25,19.0,3
2021-09-15,ATS_Bergamo,NO2,24.96,216
2021-09-15,ATS_Bergamo,PM10,27.25,8
2021-09-15,ATS_Bergamo,PM25,14.25,4
2021-09-15,ATS_Montagna,NO2,26.13,192
2021-09-15,ATS_Montagna,PM10,30.71,7
2021-09-15,ATS_Montagna,PM25,17.5,2
2021-09-16,ATS_Bergamo,NO2,21.47,215
2021-09-16,ATS_Bergamo,PM10,22.8,5
2021-09-16,ATS_Bergamo,PM25,11.67,3
2021-09-16,ATS_Montagna,NO2,22.71,192
2021-09-16,ATS_Montagna,PM10,28.29,7
2021-09-16,ATS_Montagna,PM25,11.0,2
2021-09-17,ATS_Bergamo,NO2,21.24,216
2021-09-17,ATS_Bergamo,PM10,16.12,8
2021-09-17,ATS_Bergamo,PM25,11.0,5
2021-09-17,ATS_Montagna,NO2,18.49,192
2021-09-17,ATS_Montagna,PM10,19.29,7
2021-09-17,ATS_Montagna,PM25,9.0,3
2021-09-18,ATS_Bergamo,NO2,18.52,216
2021-09-18,ATS_Bergamo,PM10,19.5,8
2021-09-18,ATS_Bergamo,PM25,14.0,5
2021-09-18,ATS_Montagna,NO2,19.2,192
2021-09-18,ATS_Montagna,PM10,30.43,7
2021-09-18,ATS_Montagna,PM25,15.33,3
2021-09-19,ATS_Bergamo,NO2,10.44,216
2021-09-19,ATS_Bergamo,PM10,11.38,8
2021-09-19,ATS_Bergamo,PM25,5.8,5
2021-09-19,ATS_Montagna,NO2,13.45,191
2021-09-19,ATS_Montagna,PM10,14.57,7
2021-09-19,ATS_Montagna,PM25,7.0,3
2021-09-20,ATS_Bergamo,NO2,17.01,215
2021-09-20,ATS_Bergamo,PM10,9.83,6
2021-09-20,ATS_Bergamo,PM25,6.25,4
2021-09-20,ATS_Montagna,NO2,19.04,192
2021-09-20,ATS_Montagna,PM10,11.57,7
2021-09-20,ATS_Montagna,PM25,4.33,3
2021-09-21,ATS_Bergamo,NO2,18.43,216
2021-09-21,ATS_Bergamo,PM10,10.71,7
2021-09-21,ATS_Bergamo,PM25,7.0,5
2021-09-21,ATS_Montagna,NO2,16.34,188
2021-09-21,ATS_Montagna,PM10,11.2,5
2021-09-21,ATS_Montagna,PM25,5.0,3
2021-09-22,ATS_Bergamo,NO2,21.64,216
2021-09-22,ATS_Bergamo,PM10,20.0,7
2021-09-22,ATS_Bergamo,PM25,14.75,4
2021-09-22,ATS_Montagna,NO2,22.14,192
2021-09-22,ATS_Montagna,PM10,26.14,7
2021-09-22,ATS_Montagna,PM25,15.33,3
2021-09-23,ATS_Bergamo,NO2,22.29,216
2021-09-23,ATS_Bergamo,PM10,18.86,7
2021-09-23,ATS_Bergamo,PM25,13.25,4
2021-09-23,ATS_Montagna,NO2,24.75,192
2021-09-23,ATS_Montagna,PM10,26.86,7
2021-09-23,ATS_Montagna,PM25,15.67,3
2021-09-24,ATS_Bergamo,NO2,29.22,215
2021-09-24,ATS_Bergamo,PM10,25.29,7
2021-09-24,ATS_Bergamo,PM25,17.5,4
2021-09-24,ATS_Montagna,NO2,29.18,192
2021-09-24,ATS_Montagna,PM10,34.71,7
2021-09-24,ATS_Montagna,PM25,18.0,3
2021-09-25,ATS_Bergamo,NO2,25.27,216
2021-09-25,ATS_Bergamo,PM10,34.29,7
2021-09-25,ATS_Bergamo,PM25,22.5,4
2021-09-25,ATS_Montagna,NO2,23.48,192
2021-09-25,ATS_Montagna,PM10,43.86,7
2021-09-25,ATS_Montagna,PM25,21.33,3
2021-09-26,ATS_Bergamo,NO2,18.91,202
2021-09-26,ATS_Bergamo,PM10,26.57,7
2021-09-26,ATS_Bergamo,PM25,16.5,4
2021-09-26,ATS_Montagna,NO2,22.13,177
2021-09-26,ATS_Montagna,PM10,39.83,6
2021-09-26,ATS_Montagna,PM25,19.33,3
2021-09-27,ATS_Bergamo,NO2,23.46,191
2021-09-27,ATS_Bergamo,PM10,20.29,7
2021-09-27,ATS_Bergamo,PM25,11.4,5
2021-09-27,ATS_Montagna,NO2,21.12,183
2021-09-27,ATS_Montagna,PM10,23.83,6
2021-09-27,ATS_Montagna,PM25,12.33,3
2021-09-28,ATS_Bergamo,NO2,26.36,192
2021-09-28,ATS_Bergamo,PM10,25.43,7
2021-09-28,ATS_Bergamo,PM25,17.8,5
2021-09-28,ATS_Montagna,NO2,26.46,188
2021-09-28,ATS_Montagna,PM10,36.83,6
2021-09-28,ATS_Montagna,PM25,12.5,2
2021-09-29,ATS_Bergamo,NO2,20.73,192
2021-09-29,ATS_Bergamo,PM10,13.25,8
2021-09-29,ATS_Bergamo,PM25,7.4,5
2021-09-29,ATS_Montagna,NO2,23.47,192
2021-09-29,ATS_Montagna,PM10,34.71,7
2021-09-29,ATS_Montagna,PM25,13.33,3
2021-09-30,ATS_Bergamo,NO2,24.54,190
2021-09-30,ATS_Bergamo,PM10,20.33,6
2021-09-30,ATS_Bergamo,PM25,11.6,5
2021-09-30,ATS_Montagna,NO2,21.91,192
2021-09-30,ATS_Montagna,PM10,26.71,7
2021-09-30,ATS_Montagna,PM25,11.67,3
2021-10-01,ATS_Bergamo,NO2,24.69,203
2021-10-01,ATS_Bergamo,PM10,16.33,6
2021-10-01,ATS_Bergamo,PM25,8.5,4
2021-10-01,ATS_Montagna,NO2,22.16,191
2021-10-01,ATS_Montagna,PM10,20.17,6
2021-10-01,ATS_Montagna,PM25,8.5,2
2021-10-02,ATS_Bergamo,NO2,22.48,216
2021-10-02,ATS_Bergamo,PM10,25.0,8
2021-10-02,ATS_Bergamo,PM25,15.0,5
2021-10-02,ATS_Montagna,NO2,24.7,192
2021-10-02,ATS_Montagna,PM10,30.0,7
2021-10-02,ATS_Montagna,PM25,14.67,3
2021-10-03,ATS_Bergamo,NO2,13.67,216
2021-10-03,ATS_Bergamo,PM10,15.25,8
2021-10-03,ATS_Bergamo,PM25,9.2,5
2021-10-03,ATS_Montagna,NO2,16.99,192
2021-10-03,ATS_Montagna,PM10,22.14,7
2021-10-03,ATS_Montagna,PM25,11.0,3
2021-10-04,ATS_Bergamo,NO2,19.51,216
2021-10-04,ATS_Bergamo,PM10,13.67,6
2021-10-04,ATS_Bergamo,PM25,7.67,3
2021-10-04,ATS_Montagna,NO2,15.8,178
2021-10-04,ATS_Montagna,PM10,20.57,7
2021-10-04,ATS_Montagna,PM25,11.0,3
2021-10-05,ATS_Bergamo,NO2,16.38,215
2021-10-05,ATS_Bergamo,PM10,8.6,5
2021-10-05,ATS_Bergamo,PM25,2.5,2
2021-10-05,ATS_Montagna,NO2,15.67,179
2021-10-05,ATS_Montagna,PM10,14.71,7
2021-10-05,ATS_Montagna,PM25,8.0,3
2021-10-06,ATS_Bergamo,NO2,22.11,215
2021-10-06,ATS_Bergamo,PM10,8.4,5
2021-10-06,ATS_Bergamo,PM25,4.0,2
2021-10-06,ATS_Montagna,NO2,20.45,192
2021-10-06,ATS_Montagna,PM10,9.57,7
2021-10-06,ATS_Montagna,PM25,3.33,3
2021-10-07,ATS_Bergamo,NO2,35.25,216
2021-10-07,ATS_Bergamo,PM10,14.25,8
2021-10-07,ATS_Bergamo,PM25,10.25,4
2021-10-07,ATS_Montagna,NO2,24.47,192
2021-10-07,ATS_Montagna,PM10,15.14,7
2021-10-07,ATS_Montagna,PM25,7.33,3
2021-10-08,ATS_Bergamo,NO2,29.43,216
2021-10-08,ATS_Bergamo,PM10,17.38,8
2021-10-08,ATS_Bergamo,PM25,11.0,5
2021-10-08,ATS_Montagna,NO2,22.67,191
2021-10-08,ATS_Montagna,PM10,16.29,7
2021-10-08,ATS_Montagna,PM25,10.0,3
2021-10-09,ATS_Bergamo,NO2,19.53,216
2021-10-09,ATS_Bergamo,PM10,20.25,8
2021-10-09,ATS_Bergamo,PM25,12.6,5
2021-10-09,ATS_Montagna,NO2,17.86,192
2021-10-09,ATS_Montagna,PM10,22.57,7
2021-10-09,ATS_Montagna,PM25,12.67,3
2021-10-10,ATS_Bergamo,NO2,17.13,216
2021-10-10,ATS_Bergamo,PM10,29.5,8
2021-10-10,ATS_Bergamo,PM25,15.8,5
2021-10-10,ATS_Montagna,NO2,16.45,192
2021-10-10,ATS_Montagna,PM10,29.14,7
2021-10-10,ATS_Montagna,PM25,15.33,3
2021-10-11,ATS_Bergamo,NO2,33.23,215
2021-10-11,ATS_Bergamo,PM10,27.0,7
2021-10-11,ATS_Bergamo,PM25,17.0,4
2021-10-11,ATS_Montagna,NO2,29.31,192
2021-10-11,ATS_Montagna,PM10,34.71,7
2021-10-11,ATS_Montagna,PM25,20.67,3
2021-10-12,ATS_Bergamo,NO2,30.1,216
2021-10-12,ATS_Bergamo,PM10,25.71,7
2021-10-12,ATS_Bergamo,PM25,16.75,4
2021-10-12,ATS_Montagna,NO2,29.74,192
2021-10-12,ATS_Montagna,PM10,37.14,7
2021-10-12,ATS_Montagna,PM25,19.67,3
2021-10-13,ATS_Bergamo,NO2,30.04,213
2021-10-13,ATS_Bergamo,PM10,36.83,6
2021-10-13,ATS_Bergamo,PM25,26.0,4
2021-10-13,ATS_Montagna,NO2,24.72,192
2021-10-13,ATS_Montagna,PM10,38.57,7
2021-10-13,ATS_Montagna,PM25,24.0,3
2021-10-14,ATS_Bergamo,NO2,28.21,216
2021-10-14,ATS_Bergamo,PM10,21.14,7
2021-10-14,ATS_Bergamo,PM25,14.6,5
2021-10-14,ATS_Montagna,NO2,26.0,192
2021-10-14,ATS_Montagna,PM10,22.0,7
2021-10-14,ATS_Montagna,PM25,13.0,3
2021-10-15,ATS_Bergamo,NO2,35.52,216
2021-10-15,ATS_Bergamo,PM10,32.88,8
2021-10-15,ATS_Bergamo,PM25,24.4,5
2021-10-15,ATS_Montagna,NO2,32.98,192
2021-10-15,ATS_Montagna,PM10,31.86,7
2021-10-15,ATS_Montagna,PM25,20.0,3
2021-10-16,ATS_Bergamo,NO2,33.28,216
2021-10-16,ATS_Bergamo,PM10,40.0,8
2021-10-16,ATS_Bergamo,PM25,30.8,5
2021-10-16,ATS_Montagna,NO2,32.02,192
2021-10-16,ATS_Montagna,PM10,53.0,6
2021-10-16,ATS_Montagna,PM25,32.5,2
2021-10-17,ATS_Bergamo,NO2,27.78,216
2021-10-17,ATS_Bergamo,PM10,29.38,8
2021-10-17,ATS_Bergamo,PM25,23.6,5
2021-10-17,ATS_Montagna,NO2,29.46,192
2021-10-17,ATS_Montagna,PM10,52.17,6
2021-10-17,ATS_Montagna,PM25,32.0,2
2021-10-18,ATS_Bergamo,NO2,39.08,213
2021-10-18,ATS_Bergamo,PM10,40.25,8
2021-10-18,ATS_Bergamo,PM25,30.6,5
2021-10-18,ATS_Montagna,NO2,34.2,192
2021-10-18,ATS_Montagna,PM10,56.83,6
2021-10-18,ATS_Montagna,PM25,33.5,2
2021-10-19,ATS_Bergamo,NO2,43.04,215
2021-10-19,ATS_Bergamo,PM10,58.57,7
2021-10-19,ATS_Bergamo,PM25,42.5,4
2021-10-19,ATS_Montagna,NO2,37.38,189
2021-10-19,ATS_Montagna,PM10,68.33,6
2021-10-19,ATS_Montagna,PM25,39.0,2
2021-10-20,ATS_Bergamo,NO2,42.23,216
2021-10-20,ATS_Bergamo,PM10,48.14,7
2021-10-20,ATS_Bergamo,PM25,37.0,4
2021-10-20,ATS_Montagna,NO2,38.46,192
2021-10-20,ATS_Montagna,PM10,80.0,6
2021-10-20,ATS_Montagna,PM25,49.0,2
2021-10-21,ATS_Bergamo,NO2,36.07,216
2021-10-21,ATS_Bergamo,PM10,17.43,7
2021-10-21,ATS_Bergamo,PM25,13.75,4
2021-10-21,ATS_Montagna,NO2,33.92,192
2021-10-21,ATS_Montagna,PM10,53.67,6
2021-10-21,ATS_Montagna,PM25,25.5,2
2021-10-22,ATS_Bergamo,NO2,34.4,214
2021-10-22,ATS_Bergamo,PM10,26.75,8
2021-10-22,ATS_Bergamo,PM25,16.8,5
2021-10-22,ATS_Montagna,NO2,30.83,190
2021-10-22,ATS_Montagna,PM10,40.43,7
2021-10-22,ATS_Montagna,PM25,17.33,3
2021-10-23,ATS_Bergamo,NO2,28.66,216
2021-10-23,ATS_Bergamo,PM10,38.12,8
2021-10-23,ATS_Bergamo,PM25,28.0,5
2021-10-23,ATS_Montagna,NO2,25.94,192
2021-10-23,ATS_Montagna,PM10,53.0,6
2021-10-23,ATS_Montagna,PM25,26.0,2
2021-10-24,ATS_Bergamo,NO2,24.78,216
2021-10-24,ATS_Bergamo,PM10,24.62,8
2021-10-24,ATS_Bergamo,PM25,18.8,5
2021-10-24,ATS_Montagna,NO2,18.93,192
2021-10-24,ATS_Montagna,PM10,22.67,6
2021-10-24,ATS_Montagna,PM25,13.0,2
2021-10-25,ATS_Bergamo,NO2,34.32,213
2021-10-25,ATS_Bergamo,PM10,29.0,8
2021-10-25,ATS_Bergamo,PM25,20.8,5
2021-10-25,ATS_Montagna,NO2,30.08,192
2021-10-25,ATS_Montagna,PM10,31.86,7
2021-10-25,ATS_Montagna,PM25,20.67,3
2021-10-26,ATS_Bergamo,NO2,37.78,216
2021-10-26,ATS_Bergamo,PM10,42.38,8
2021-10-26,ATS_Bergamo,PM25,31.4,5
2021-10-26,ATS_Montagna,NO2,32.52,187
2021-10-26,ATS_Montagna,PM10,44.29,7
2021-10-26,ATS_Montagna,PM25,25.33,3
2021-10-27,ATS_Bergamo,NO2,38.7,216
2021-10-27,ATS_Bergamo,PM10,34.12,8
2021-10-27,ATS_Bergamo,PM25,25.2,5
2021-10-27,ATS_Montagna,NO2,37.23,192
2021-10-27,ATS_Montagna,PM10,59.33,6
2021-10-27,ATS_Montagna,PM25,32.0,2
2021-10-28,ATS_Bergamo,NO2,40.19,216
2021-10-28,ATS_Bergamo,PM10,37.25,8
2021-10-28,ATS_Bergamo,PM25,27.8,5
2021-10-28,ATS_Montagna,NO2,40.95,189
2021-10-28,ATS_Montagna,PM10,51.29,7
2021-10-28,ATS_Montagna,PM25,27.0,3
2021-10-29,ATS_Bergamo,NO2,41.24,216
2021-10-29,ATS_Bergamo,PM10,43.0,8
2021-10-29,ATS_Bergamo,PM25,34.4,5
2021-10-29,ATS_Montagna,NO2,40.43,187
2021-10-29,ATS_Montagna,PM10,60.25,4
2021-10-30,ATS_Bergamo,NO2,36.49,215
2021-10-30,ATS_Bergamo,PM10,53.75,8
2021-10-30,ATS_Bergamo,PM25,39.6,5
2021-10-30,ATS_Montagna,NO2,32.56,192
2021-10-30,ATS_Montagna,PM10,62.33,6
2021-10-30,ATS_Montagna,PM25,31.67,3
2021-10-31,ATS_Bergamo,NO2,29.89,216
2021-10-31,ATS_Bergamo,PM10,40.12,8
2021-10-31,ATS_Bergamo,PM25,30.8,5
2021-10-31,ATS_Montagna,NO2,19.48,192
2021-10-31,ATS_Montagna,PM10,39.86,7
2021-10-31,ATS_Montagna,PM25,25.67,3
2021-11-01,ATS_Bergamo,NO2,27.04,216
2021-11-01,ATS_Bergamo,PM10,27.88,8
2021-11-01,ATS_Bergamo,PM25,19.2,5
2021-11-01,ATS_Montagna,NO2,17.81,192
2021-11-01,ATS_Montagna,PM10,22.57,7
2021-11-01,ATS_Montagna,PM25,14.0,3
2021-11-02,ATS_Bergamo,NO2,30.19,216
2021-11-02,ATS_Bergamo,PM10,15.62,8
2021-11-02,ATS_Bergamo,PM25,10.6,5
2021-11-02,ATS_Montagna,NO2,25.96,192
2021-11-02,ATS_Montagna,PM10,20.86,7
2021-11-02,ATS_Montagna,PM25,13.33,3
2021-11-03,ATS_Bergamo,NO2,28.19,216
2021-11-03,ATS_Bergamo,PM10,9.38,8
2021-11-03,ATS_Bergamo,PM25,7.0,4
2021-11-03,ATS_Montagna,NO2,22.92,192
2021-11-03,ATS_Montagna,PM10,16.0,7
2021-11-03,ATS_Montagna,PM25,8.0,3
2021-11-04,ATS_Bergamo,NO2,28.3,214
2021-11-04,ATS_Bergamo,PM10,11.88,8
2021-11-04,ATS_Bergamo,PM25,8.4,5
2021-11-04,ATS_Montagna,NO2,27.41,192
2021-11-04,ATS_Montagna,PM10,12.86,7
2021-11-04,ATS_Montagna,PM25,5.0,3
2021-11-05,ATS_Bergamo,NO2,33.77,216
2021-11-05,ATS_Bergamo,PM10,17.25,8
2021-11-05,ATS_Bergamo,PM25,13.4,5
2021-11-05,ATS_Montagna,NO2,32.72,192
2021-11-05,ATS_Montagna,PM10,26.43,7
2021-11-05,ATS_Montagna,PM25,12.0,3
2021-11-06,ATS_Bergamo,NO2,34.4,216
2021-11-06,ATS_Bergamo,PM10,16.12,8
2021-11-06,ATS_Bergamo,PM25,12.4,5
2021-11-06,ATS_Montagna,NO2,33.11,192
2021-11-06,ATS_Montagna,PM10,24.57,7
2021-11-06,ATS_Montagna,PM25,10.0,3
2021-11-07,ATS_Bergamo,NO2,32.18,216
2021-11-07,ATS_Bergamo,PM10,19.5,8
2021-11-07,ATS_Bergamo,PM25,16.6,5
2021-11-07,ATS_Montagna,NO2,32.27,192
2021-11-07,ATS_Montagna,PM10,33.0,7
2021-11-07,ATS_Montagna,PM25,19.67,3
2021-11-08,ATS_Bergamo,NO2,39.36,215
2021-11-08,ATS_Bergamo,PM10,26.5,8
2021-11-08,ATS_Bergamo,PM25,19.8,5
2021-11-08,ATS_Montagna,NO2,34.69,192
2021-11-08,ATS_Montagna,PM10,34.14,7
2021-11-08,ATS_Montagna,PM25,22.67,3
2021-11-09,ATS_Bergamo,NO2,35.92,216
2021-11-09,ATS_Bergamo,PM10,24.12,8
2021-11-09,ATS_Bergamo,PM25,17.2,5
2021-11-09,ATS_Montagna,NO2,32.95,192
2021-11-09,ATS_Montagna,PM10,26.14,7
2021-11-09,ATS_Montagna,PM25,14.0,3
2021-11-10,ATS_Bergamo,NO2,42.32,215
2021-11-10,ATS_Bergamo,PM10,33.38,8
2021-11-10,ATS_Bergamo,PM25,23.2,5
2021-11-10,ATS_Montagna,NO2,31.5,192
2021-11-10,ATS_Montagna,PM10,29.57,7
2021-11-10,ATS_Montagna,PM25,18.67,3
2021-11-11,ATS_Bergamo,NO2,41.38,216
2021-11-11,ATS_Bergamo,PM10,34.83,6
2021-11-11,ATS_Bergamo,PM25,22.25,4
2021-11-11,ATS_Montagna,NO2,30.27,192
2021-11-11,ATS_Montagna,PM10,34.57,7
2021-11-11,ATS_Montagna,PM25,18.67,3
2021-11-12,ATS_Bergamo,NO2,38.94,215
2021-11-12,ATS_Bergamo,PM10,35.88,8
2021-11-12,ATS_Bergamo,PM25,24.8,5
2021-11-12,ATS_Montagna,NO2,29.43,192
2021-11-12,ATS_Montagna,PM10,32.71,7
2021-11-12,ATS_Montagna,PM25,17.67,3
2021-11-13,ATS_Bergamo,NO2,36.36,216
2021-11-13,ATS_Bergamo,PM10,43.38,8
2021-11-13,ATS_Bergamo,PM25,29.8,5
2021-11-13,ATS_Montagna,NO2,26.08,192
2021-11-13,ATS_Montagna,PM10,30.29,7
2021-11-13,ATS_Montagna,PM25,21.67,3
2021-11-14,ATS_Bergamo,NO2,25.96,216
2021-11-14,ATS_Bergamo,PM10,11.75,8
2021-11-14,ATS_Bergamo,PM25,8.6,5
2021-11-14,ATS_Montagna,NO2,18.61,192
2021-11-14,ATS_Montagna,PM10,20.29,7
2021-11-14,ATS_Montagna,PM25,12.0,3
2021-11-15,ATS_Bergamo,NO2,36.01,215
2021-11-15,ATS_Bergamo,PM10,13.38,8
2021-11-15,ATS_Bergamo,PM25,8.8,5
2021-11-15,ATS_Montagna,NO2,27.67,192
2021-11-15,ATS_Montagna,PM10,20.57,7
2021-11-15,ATS_Montagna,PM25,11.0,3
2021-11-16,ATS_Bergamo,NO2,33.61,216
2021-11-16,ATS_Bergamo,PM10,27.12,8
2021-11-16,ATS_Bergamo,PM25,20.6,5
2021-11-16,ATS_Montagna,NO2,28.18,192
2021-11-16,ATS_Montagna,PM10,33.17,6
2021-11-16,ATS_Montagna,PM25,15.0,2
2021-11-17,ATS_Bergamo,NO2,37.1,216
2021-11-17,ATS_Bergamo,PM10,39.12,8
2021-11-17,ATS_Bergamo,PM25,30.2,5
2021-11-17,ATS_Montagna,NO2,26.07,187
2021-11-17,ATS_Montagna,PM10,42.83,6
2021-11-17,ATS_Montagna,PM25,16.5,2
2021-11-18,ATS_Bergamo,NO2,34.88,216
2021-11-18,ATS_Bergamo,PM10,34.0,8
2021-11-18,ATS_Bergamo,PM25,24.0,4
2021-11-18,ATS_Montagna,NO2,21.68,191
2021-11-18,ATS_Montagna,PM10,35.71,7
2021-11-18,ATS_Montagna,PM25,15.67,3
2021-11-19,ATS_Bergamo,NO2,36.46,216
2021-11-19,ATS_Bergamo,PM10,40.75,8
2021-11-19,ATS_Bergamo,PM25,28.0,5
2021-11-19,ATS_Montagna,NO2,20.79,192
2021-11-19,ATS_Montagna,PM10,31.0,7
2021-11-19,ATS_Montagna,PM25,15.33,3
2021-11-20,ATS_Bergamo,NO2,35.05,216
2021-11-20,ATS_Bergamo,PM10,31.12,8
2021-11-20,ATS_Bergamo,PM25,23.6,5
2021-11-20,ATS_Montagna,NO2,22.04,192
2021-11-20,ATS_Montagna,PM10,17.0,7
2021-11-20,ATS_Montagna,PM25,10.33,3
2021-11-21,ATS_Bergamo,NO2,32.99,216
2021-11-21,ATS_Bergamo,PM10,21.62,8
2021-11-21,ATS_Bergamo,PM25,16.6,5
2021-11-21,ATS_Montagna,NO2,23.79,178
2021-11-21,ATS_Montagna,PM10,13.43,7
2021-11-21,ATS_Montagna,PM25,10.0,3
2021-11-22,ATS_Bergamo,NO2,35.87,212
2021-11-22,ATS_Bergamo,PM10,18.0,8
2021-11-22,ATS_Bergamo,PM25,13.0,5
