giorno,ATS,parametro,valore_medio,n_misure
2023-06-15,ATS_Bergamo,PM10,17.12,8
2023-06-15,ATS_Bergamo,PM25,13.6,5
2023-06-15,ATS_Montagna,NO2,13.15,191
2023-06-15,ATS_Montagna,PM10,19.0,7
2023-06-15,ATS_Montagna,PM25,10.67,3
2023-06-16,ATS_Bergamo,NO2,15.8,207
2023-06-16,ATS_Bergamo,PM10,20.0,7
2023-06-16,ATS_Bergamo,PM25,15.5,4
2023-06-16,ATS_Montagna,NO2,17.87,191
2023-06-16,ATS_Montagna,PM10,23.43,7
2023-06-16,ATS_Montagna,PM25,13.0,3
2023-06-17,ATS_Bergamo,NO2,15.14,168
2023-06-17,ATS_Bergamo,PM10,19.86,7
2023-06-17,ATS_Bergamo,PM25,15.25,4
2023-06-17,ATS_Montagna,NO2,15.98,192
2023-06-17,ATS_Montagna,PM10,21.71,7
2023-06-17,ATS_Montagna,PM25,12.33,3
2023-06-18,ATS_Bergamo,NO2,11.96,168
2023-06-18,ATS_Bergamo,PM10,19.0,7
2023-06-18,ATS_Bergamo,PM25,15.25,4
2023-06-18,ATS_Montagna,NO2,15.26,192
2023-06-18,ATS_Montagna,PM10,23.0,7
2023-06-18,ATS_Montagna,PM25,15.33,3
2023-06-19,ATS_Bergamo,NO2,15.66,178
2023-06-19,ATS_Bergamo,PM10,20.71,7
2023-06-19,ATS_Bergamo,PM25,15.75,4
2023-06-19,ATS_Montagna,NO2,16.23,192
2023-06-19,ATS_Montagna,PM10,23.0,7
2023-06-19,ATS_Montagna,PM25,15.67,3
2023-06-20,ATS_Bergamo,NO2,19.08,189
2023-06-20,ATS_Bergamo,PM10,20.12,8
2023-06-20,ATS_Bergamo,PM25,16.6,5
2023-06-20,ATS_Montagna,NO2,18.97,183
2023-06-20,ATS_Montagna,PM10,22.86,7
2023-06-20,ATS_Montagna,PM25,15.33,3
2023-06-21,ATS_Bergamo,NO2,22.68,192
2023-06-21,ATS_Bergamo,PM10,25.88,8
2023-06-21,ATS_Bergamo,PM25,21.8,5
2023-06-21,ATS_Montagna,NO2,18.83,187
2023-06-21,ATS_Montagna,PM10,25.0,7
2023-06-21,ATS_Montagna,PM25,16.67,3
2023-06-22,ATS_Bergamo,NO2,21.9,192
2023-06-22,ATS_Bergamo,PM10,35.62,8
2023-06-22,ATS_Bergamo,PM25,25.4,5
2023-06-22,ATS_Montagna,NO2,23.47,191
2023-06-22,ATS_Montagna,PM10,35.86,7
2023-06-22,ATS_Montagna,PM25,20.0,3
2023-06-23,ATS_Bergamo,NO2,17.2,192
2023-06-23,ATS_Bergamo,PM10,21.0,7
2023-06-23,ATS_Bergamo,PM25,14.25,4
2023-06-23,ATS_Montagna,NO2,14.67,173
2023-06-23,ATS_Montagna,PM10,20.83,6
2023-06-23,ATS_Montagna,PM25,9.67,3
2023-06-24,ATS_Bergamo,NO2,13.23,192
2023-06-24,ATS_Bergamo,PM10,14.29,7
2023-06-24,ATS_Bergamo,PM25,11.5,4
2023-06-24,ATS_Montagna,NO2,14.79,168
2023-06-24,ATS_Montagna,PM10,17.33,6
2023-06-24,ATS_Montagna,PM25,10.0,3
2023-06-25,ATS_Bergamo,NO2,11.06,192
2023-06-25,ATS_Bergamo,PM10,12.29,7
2023-06-25,ATS_Bergamo,PM25,8.75,4
2023-06-25,ATS_Montagna,NO2,13.24,168
2023-06-25,ATS_Montagna,PM10,14.33,6
2023-06-25,ATS_Montagna,PM25,8.67,3
2023-06-26,ATS_Bergamo,NO2,18.66,201
2023-06-26,ATS_Bergamo,PM10,22.29,7
2023-06-26,ATS_Bergamo,PM25,15.75,4
2023-06-26,ATS_Montagna,NO2,19.9,181
2023-06-26,ATS_Montagna,PM10,25.5,6
2023-06-26,ATS_Montagna,PM25,17.33,3
2023-06-27,ATS_Bergamo,NO2,19.66,216
2023-06-27,ATS_Bergamo,PM10,28.12,8
2023-06-27,ATS_Bergamo,PM25,20.6,5
2023-06-27,ATS_Montagna,NO2,21.27,183
2023-06-27,ATS_Montagna,PM10,33.0,5
2023-06-27,ATS_Montagna,PM25,19.33,3
2023-06-28,ATS_Bergamo,NO2,12.89,215
2023-06-28,ATS_Bergamo,PM10,20.12,8
2023-06-28,ATS_Bergamo,PM25,14.8,5
2023-06-28,ATS_Montagna,NO2,10.82,189
2023-06-28,ATS_Montagna,PM10,22.43,7
2023-06-28,ATS_Montagna,PM25,13.0,3
2023-06-29,ATS_Bergamo,NO2,12.81,213
2023-06-29,ATS_Bergamo,PM10,17.0,6
2023-06-29,ATS_Bergamo,PM25,11.67,3
2023-06-29,ATS_Montagna,NO2,11.47,190
2023-06-29,ATS_Montagna,PM10,18.43,7
2023-06-29,ATS_Montagna,PM25,11.33,3
2023-06-30,ATS_Bergamo,NO2,18.65,211
2023-06-30,ATS_Bergamo,PM10,16.88,8
2023-06-30,ATS_Bergamo,PM25,15.6,5
2023-06-30,ATS_Montagna,NO2,17.29,191
2023-06-30,ATS_Montagna,PM10,23.43,7
2023-06-30,ATS_Montagna,PM25,15.67,3
2023-07-01,ATS_Bergamo,NO2,12.63,216
2023-07-01,ATS_Bergamo,PM10,17.29,7
2023-07-01,ATS_Bergamo,PM25,14.6,5
2023-07-01,ATS_Montagna,NO2,13.87,192
2023-07-01,ATS_Montagna,PM10,19.0,7
2023-07-01,ATS_Montagna,PM25,14.0,3
2023-07-02,ATS_Bergamo,NO2,14.43,216
2023-07-02,ATS_Bergamo,PM10,19.86,7
2023-07-02,ATS_Bergamo,PM25,20.5,4
2023-07-02,ATS_Montagna,NO2,17.81,192
2023-07-02,ATS_Montagna,PM10,25.71,7
2023-07-02,ATS_Montagna,PM25,17.67,3
2023-07-03,ATS_Bergamo,NO2,14.7,216
2023-07-03,ATS_Bergamo,PM10,19.2,5
2023-07-03,ATS_Bergamo,PM25,15.33,3
2023-07-03,ATS_Montagna,NO2,15.95,192
2023-07-03,ATS_Montagna,PM10,18.57,7
2023-07-03,ATS_Montagna,PM25,11.67,3
2023-07-04,ATS_Bergamo,NO2,11.59,199
2023-07-04,ATS_Bergamo,PM10,12.57,7
2023-07-04,ATS_Bergamo,PM25,8.75,4
2023-07-04,ATS_Montagna,NO2,11.89,192
2023-07-04,ATS_Montagna,PM10,14.86,7
2023-07-04,ATS_Montagna,PM25,10.67,3
2023-07-05,ATS_Bergamo,NO2,12.21,201
2023-07-05,ATS_Bergamo,PM10,11.88,8
2023-07-05,ATS_Bergamo,PM25,9.75,4
2023-07-05,ATS_Montagna,NO2,13.05,192
2023-07-05,ATS_Montagna,PM10,15.14,7
2023-07-05,ATS_Montagna,PM25,9.0,3
2023-07-06,ATS_Bergamo,NO2,14.23,215
2023-07-06,ATS_Bergamo,PM10,12.0,8
2023-07-06,ATS_Bergamo,PM25,10.6,5
2023-07-06,ATS_Montagna,NO2,15.51,192
2023-07-06,ATS_Montagna,PM10,14.57,7
2023-07-06,ATS_Montagna,PM25,10.33,3
2023-07-07,ATS_Bergamo,NO2,13.98,214
2023-07-07,ATS_Bergamo,PM10,14.38,8
2023-07-07,ATS_Bergamo,PM25,9.0,5
2023-07-07,ATS_Montagna,NO2,16.12,190
2023-07-07,ATS_Montagna,PM10,14.29,7
2023-07-07,ATS_Montagna,PM25,8.33,3
2023-07-08,ATS_Bergamo,NO2,12.59,216
2023-07-08,ATS_Bergamo,PM10,17.25,8
2023-07-08,ATS_Bergamo,PM25,13.0,5
2023-07-08,ATS_Montagna,NO2,16.41,168
2023-07-08,ATS_Montagna,PM10,17.0,6
2023-07-08,ATS_Montagna,PM25,9.67,3
2023-07-09,ATS_Bergamo,NO2,11.27,215
2023-07-09,ATS_Bergamo,PM10,19.75,8
2023-07-09,ATS_Bergamo,PM25,16.6,5
2023-07-09,ATS_Montagna,NO2,20.14,168
2023-07-09,ATS_Montagna,PM10,24.83,6
2023-07-09,ATS_Montagna,PM25,13.0,3
2023-07-10,ATS_Bergamo,NO2,15.31,190
2023-07-10,ATS_Bergamo,PM10,25.38,8
2023-07-10,ATS_Bergamo,PM25,20.2,5
2023-07-10,ATS_Montagna,NO2,22.36,168
2023-07-10,ATS_Montagna,PM10,31.33,6
2023-07-10,ATS_Montagna,PM25,18.33,3
2023-07-11,ATS_Bergamo,NO2,16.0,167
2023-07-11,ATS_Bergamo,PM10,32.0,8
2023-07-11,ATS_Bergamo,PM25,23.6,5
2023-07-11,ATS_Montagna,NO2,20.56,183
2023-07-11,ATS_Montagna,PM10,38.0,7
2023-07-11,ATS_Montagna,PM25,22.33,3
2023-07-12,ATS_Bergamo,NO2,12.86,170
2023-07-12,ATS_Bergamo,PM10,23.62,8
2023-07-12,ATS_Bergamo,PM25,14.6,5
2023-07-12,ATS_Montagna,NO2,16.59,174
2023-07-12,ATS_Montagna,PM10,39.17,6
2023-07-12,ATS_Montagna,PM25,19.0,2
2023-07-13,ATS_Bergamo,NO2,12.13,185
2023-07-13,ATS_Bergamo,PM10,13.62,8
2023-07-13,ATS_Bergamo,PM25,7.8,5
2023-07-13,ATS_Montagna,NO2,15.76,155
2023-07-13,ATS_Montagna,PM10,17.2,5
2023-07-13,ATS_Montagna,PM25,9.0,2
2023-07-14,ATS_Bergamo,NO2,16.35,216
2023-07-14,ATS_Bergamo,PM10,15.12,8
2023-07-14,ATS_Bergamo,PM25,10.0,5
2023-07-14,ATS_Montagna,NO2,18.79,144
2023-07-14,ATS_Montagna,PM10,17.6,5
2023-07-14,ATS_Montagna,PM25,11.5,2
2023-07-15,ATS_Bergamo,NO2,11.27,216
2023-07-15,ATS_Bergamo,PM10,20.5,8
2023-07-15,ATS_Bergamo,PM25,15.8,5
2023-07-15,ATS_Montagna,NO2,21.11,144
2023-07-15,ATS_Montagna,PM10,25.4,5
2023-07-15,ATS_Montagna,PM25,15.5,2
2023-07-16,ATS_Bergamo,NO2,10.09,216
2023-07-16,ATS_Bergamo,PM10,21.25,8
2023-07-16,ATS_Bergamo,PM25,15.8,5
2023-07-16,ATS_Montagna,NO2,19.68,143
2023-07-16,ATS_Montagna,PM10,29.0,5
2023-07-16,ATS_Montagna,PM25,19.0,2
2023-07-17,ATS_Bergamo,NO2,12.3,216
2023-07-17,ATS_Bergamo,PM10,25.88,8
2023-07-17,ATS_Bergamo,PM25,17.0,5
2023-07-17,ATS_Montagna,NO2,18.48,144
2023-07-17,ATS_Montagna,PM10,28.5,4
2023-07-17,ATS_Montagna,PM25,14.0,1
2023-07-18,ATS_Bergamo,NO2,12.73,212
2023-07-18,ATS_Bergamo,PM10,32.86,7
2023-07-18,ATS_Bergamo,PM25,21.75,4
2023-07-18,ATS_Montagna,NO2,17.0,143
2023-07-18,ATS_Montagna,PM10,30.25,4
2023-07-18,ATS_Montagna,PM25,14.5,2
2023-07-19,ATS_Bergamo,NO2,12.03,205
2023-07-19,ATS_Bergamo,PM10,30.14,7
2023-07-19,ATS_Bergamo,PM25,19.5,4
2023-07-19,ATS_Montagna,NO2,13.9,153
2023-07-19,ATS_Montagna,PM10,31.25,4
2023-07-19,ATS_Montagna,PM25,16.0,1
2023-07-20,ATS_Bergamo,NO2,13.32,192
2023-07-20,ATS_Bergamo,PM10,23.57,7
2023-07-20,ATS_Bergamo,PM25,18.0,4
2023-07-20,ATS_Montagna,NO2,10.63,168
2023-07-20,ATS_Montagna,PM10,21.2,5
2023-07-20,ATS_Montagna,PM25,12.5,2
2023-07-21,ATS_Bergamo,NO2,11.7,192
2023-07-21,ATS_Bergamo,PM10,16.0,7
2023-07-21,ATS_Bergamo,PM25,13.75,4
2023-07-21,ATS_Montagna,NO2,12.58,167
2023-07-21,ATS_Montagna,PM10,16.0,4
2023-07-21,ATS_Montagna,PM25,10.5,2
2023-07-22,ATS_Bergamo,NO2,10.75,215
2023-07-22,ATS_Bergamo,PM10,14.71,7
2023-07-22,ATS_Bergamo,PM25,13.0,4
2023-07-22,ATS_Montagna,NO2,11.68,168
2023-07-22,ATS_Montagna,PM10,11.4,5
2023-07-22,ATS_Montagna,PM25,7.0,2
2023-07-23,ATS_Bergamo,NO2,9.77,209
2023-07-23,ATS_Bergamo,PM10,18.14,7
2023-07-23,ATS_Bergamo,PM25,14.5,4
2023-07-23,ATS_Montagna,NO2,12.15,168
2023-07-23,ATS_Montagna,PM10,20.5,4
2023-07-23,ATS_Montagna,PM25,14.5,2
2023-07-24,ATS_Bergamo,NO2,11.83,215
2023-07-24,ATS_Bergamo,PM10,17.29,7
2023-07-24,ATS_Bergamo,PM25,14.0,4
2023-07-24,ATS_Montagna,NO2,15.09,142
2023-07-24,ATS_Montagna,PM10,22.25,4
2023-07-25,ATS_Bergamo,NO2,11.75,213
2023-07-25,ATS_Bergamo,PM10,10.57,7
2023-07-25,ATS_Bergamo,PM25,8.25,4
2023-07-25,ATS_Montagna,NO2,12.16,141
2023-07-25,ATS_Montagna,PM10,14.25,4
2023-07-25,ATS_Montagna,PM25,8.0,2
2023-07-26,ATS_Bergamo,NO2,10.71,216
2023-07-26,ATS_Bergamo,PM10,6.29,7
2023-07-26,ATS_Bergamo,PM25,5.25,4
2023-07-26,ATS_Montagna,NO2,14.08,168
2023-07-26,ATS_Montagna,PM10,11.6,5
2023-07-26,ATS_Montagna,PM25,6.5,2
2023-07-27,ATS_Bergamo,NO2,12.71,216
2023-07-27,ATS_Bergamo,PM10,11.12,8
2023-07-27,ATS_Bergamo,PM25,9.2,5
2023-07-27,ATS_Montagna,NO2,11.74,162
2023-07-27,ATS_Montagna,PM10,11.4,5
2023-07-27,ATS_Montagna,PM25,6.0,2
2023-07-28,ATS_Bergamo,NO2,14.74,212
2023-07-28,ATS_Bergamo,PM10,17.62,8
2023-07-28,ATS_Bergamo,PM25,12.8,5
2023-07-28,ATS_Montagna,NO2,16.61,168
2023-07-28,ATS_Montagna,PM10,21.0,5
2023-07-28,ATS_Montagna,PM25,10.5,2
2023-07-29,ATS_Bergamo,NO2,11.03,213
2023-07-29,ATS_Bergamo,PM10,17.62,8
2023-07-29,ATS_Bergamo,PM25,12.2,5
2023-07-29,ATS_Montagna,NO2,12.34,168
2023-07-29,ATS_Montagna,PM10,17.4,5
2023-07-29,ATS_Montagna,PM25,11.5,2
2023-07-30,ATS_Bergamo,NO2,8.5,204
2023-07-30,ATS_Bergamo,PM10,11.88,8
2023-07-30,ATS_Bergamo,PM25,9.4,5
2023-07-30,ATS_Montagna,NO2,7.44,158
2023-07-30,ATS_Montagna,PM10,11.8,5
2023-07-30,ATS_Montagna,PM25,7.5,2
2023-07-31,ATS_Bergamo,NO2,13.85,210
2023-07-31,ATS_Bergamo,PM10,16.0,8
2023-07-31,ATS_Bergamo,PM25,11.6,5
2023-07-31,ATS_Montagna,NO2,10.9,148
2023-07-31,ATS_Montagna,PM10,15.6,5
2023-07-31,ATS_Montagna,PM25,10.5,2
2023-08-01,ATS_Bergamo,NO2,14.07,215
2023-08-01,ATS_Bergamo,PM10,17.62,8
2023-08-01,ATS_Bergamo,PM25,12.4,5
2023-08-01,ATS_Montagna,NO2,13.67,167
2023-08-01,ATS_Montagna,PM10,20.8,5
2023-08-01,ATS_Montagna,PM25,12.0,2
2023-08-02,ATS_Bergamo,NO2,13.04,216
2023-08-02,ATS_Bergamo,PM10,20.88,8
2023-08-02,ATS_Bergamo,PM25,13.4,5
2023-08-02,ATS_Montagna,NO2,11.4,168
2023-08-02,ATS_Montagna,PM10,20.8,5
2023-08-02,ATS_Montagna,PM25,11.5,2
2023-08-03,ATS_Bergamo,NO2,11.99,214
2023-08-03,ATS_Bergamo,PM10,19.0,7
2023-08-03,ATS_Bergamo,PM25,11.0,4
2023-08-03,ATS_Montagna,NO2,11.65,167
2023-08-03,ATS_Montagna,PM10,20.6,5
2023-08-03,ATS_Montagna,PM25,11.5,2
2023-08-04,ATS_Bergamo,NO2,9.81,216
2023-08-04,ATS_Bergamo,PM10,16.0,8
2023-08-04,ATS_Bergamo,PM25,7.6,5
2023-08-04,ATS_Montagna,NO2,13.88,168
2023-08-04,ATS_Montagna,PM10,18.2,5
2023-08-04,ATS_Montagna,PM25,8.5,2
2023-08-05,ATS_Bergamo,NO2,9.45,216
2023-08-05,ATS_Bergamo,PM10,11.0,8
2023-08-05,ATS_Bergamo,PM25,7.8,5
2023-08-05,ATS_Montagna,NO2,9.89,168
2023-08-05,ATS_Montagna,PM10,8.8,5
2023-08-05,ATS_Montagna,PM25,5.5,2
2023-08-06,ATS_Bergamo,NO2,6.89,216
2023-08-06,ATS_Bergamo,PM10,6.14,7
2023-08-06,ATS_Bergamo,PM25,4.25,4
2023-08-06,ATS_Montagna,NO2,10.2,168
2023-08-06,ATS_Montagna,PM10,8.8,5
2023-08-06,ATS_Montagna,PM25,5.0,2
2023-08-07,ATS_Bergamo,NO2,5.85,216
2023-08-07,ATS_Bergamo,PM10,5.0,7
2023-08-07,ATS_Bergamo,PM25,3.8,5
2023-08-07,ATS_Montagna,NO2,10.85,168
2023-08-07,ATS_Montagna,PM10,6.0,5
2023-08-07,ATS_Montagna,PM25,3.0,2
2023-08-08,ATS_Bergamo,NO2,10.92,216
2023-08-08,ATS_Bergamo,PM10,9.0,8
2023-08-08,ATS_Bergamo,PM25,7.6,5
2023-08-08,ATS_Montagna,NO2,19.48,168
2023-08-08,ATS_Montagna,PM10,13.4,5
2023-08-08,ATS_Montagna,PM25,5.5,2
2023-08-09,ATS_Bergamo,NO2,13.6,216
2023-08-09,ATS_Bergamo,PM10,15.0,8
2023-08-09,ATS_Bergamo,PM25,10.4,5
2023-08-09,ATS_Montagna,NO2,21.73,168
2023-08-09,ATS_Montagna,PM10,22.75,4
2023-08-09,ATS_Montagna,PM25,13.0,1
2023-08-10,ATS_Bergamo,NO2,12.76,207
2023-08-10,ATS_Bergamo,PM10,19.57,7
2023-08-10,ATS_Bergamo,PM25,13.5,4
2023-08-10,ATS_Montagna,NO2,15.44,167
2023-08-10,ATS_Montagna,PM10,23.6,5
2023-08-10,ATS_Montagna,PM25,12.5,2
2023-08-11,ATS_Bergamo,NO2,12.73,205
2023-08-11,ATS_Bergamo,PM10,20.75,8
2023-08-11,ATS_Bergamo,PM25,13.6,5
2023-08-11,ATS_Montagna,NO2,12.6,168
2023-08-11,ATS_Montagna,PM10,21.6,5
2023-08-11,ATS_Montagna,PM25,14.0,2
2023-08-12,ATS_Bergamo,NO2,12.46,216
2023-08-12,ATS_Bergamo,PM10,20.12,8
2023-08-12,ATS_Bergamo,PM25,13.6,5
2023-08-12,ATS_Montagna,NO2,14.18,151
2023-08-12,ATS_Montagna,PM10,24.0,4
2023-08-12,ATS_Montagna,PM25,14.5,2
2023-08-13,ATS_Bergamo,NO2,11.16,214
2023-08-13,ATS_Bergamo,PM10,19.25,8
2023-08-13,ATS_Bergamo,PM25,14.2,5
2023-08-13,ATS_Montagna,NO2,12.22,144
2023-08-13,ATS_Montagna,PM10,23.75,4
2023-08-13,ATS_Montagna,PM25,15.5,2
2023-08-14,ATS_Bergamo,NO2,12.06,216
2023-08-14,ATS_Bergamo,PM10,19.62,8
2023-08-14,ATS_Bergamo,PM25,13.6,5
2023-08-14,ATS_Montagna,NO2,15.71,144
2023-08-14,ATS_Montagna,PM10,27.5,4
2023-08-14,ATS_Montagna,PM25,18.5,2
2023-08-15,ATS_Bergamo,NO2,10.67,216
2023-08-15,ATS_Bergamo,PM10,19.75,8
2023-08-15,ATS_Bergamo,PM25,15.0,5
2023-08-15,ATS_Montagna,NO2,13.47,144
2023-08-15,ATS_Montagna,PM10,24.6,5
2023-08-15,ATS_Montagna,PM25,15.5,2
2023-08-16,ATS_Bergamo,NO2,9.39,216
2023-08-16,ATS_Bergamo,PM10,19.25,8
2023-08-16,ATS_Bergamo,PM25,12.8,5
2023-08-16,ATS_Montagna,NO2,12.03,153
2023-08-16,ATS_Montagna,PM10,26.0,5
2023-08-16,ATS_Montagna,PM25,16.0,2
2023-08-17,ATS_Bergamo,NO2,11.26,216
2023-08-17,ATS_Bergamo,PM10,17.38,8
2023-08-17,ATS_Bergamo,PM25,11.0,5
2023-08-17,ATS_Montagna,NO2,12.38,167
2023-08-17,ATS_Montagna,PM10,21.25,4
2023-08-17,ATS_Montagna,PM25,11.0,2
2023-08-18,ATS_Bergamo,NO2,10.92,212
2023-08-18,ATS_Bergamo,PM10,23.75,8
2023-08-18,ATS_Bergamo,PM25,15.0,5
2023-08-18,ATS_Montagna,NO2,14.44,168
2023-08-18,ATS_Montagna,PM10,28.8,5
2023-08-18,ATS_Montagna,PM25,14.5,2
2023-08-19,ATS_Bergamo,NO2,13.61,216
2023-08-19,ATS_Bergamo,PM10,29.5,8
2023-08-19,ATS_Bergamo,PM25,19.0,5
2023-08-19,ATS_Montagna,NO2,16.59,168
2023-08-19,ATS_Montagna,PM10,35.83,6
2023-08-19,ATS_Montagna,PM25,20.0,2
2023-08-20,ATS_Bergamo,NO2,12.77,216
2023-08-20,ATS_Bergamo,PM10,25.5,8
2023-08-20,ATS_Bergamo,PM25,17.4,5
2023-08-20,ATS_Montagna,NO2,13.39,168
2023-08-20,ATS_Montagna,PM10,28.83,6
2023-08-20,ATS_Montagna,PM25,18.0,2
2023-08-21,ATS_Bergamo,NO2,16.47,213
2023-08-21,ATS_Bergamo,PM10,27.12,8
2023-08-21,ATS_Bergamo,PM25,17.2,5
2023-08-21,ATS_Montagna,NO2,18.23,150
2023-08-21,ATS_Montagna,PM10,32.67,3
2023-08-21,ATS_Montagna,PM25,17.0,1
2023-08-22,ATS_Bergamo,NO2,17.22,212
2023-08-22,ATS_Bergamo,PM10,27.0,8
2023-08-22,ATS_Bergamo,PM25,17.2,5
2023-08-22,ATS_Montagna,NO2,20.41,144
2023-08-22,ATS_Montagna,PM10,36.2,5
2023-08-22,ATS_Montagna,PM25,22.5,2
2023-08-23,ATS_Bergamo,NO2,19.13,212
2023-08-23,ATS_Bergamo,PM10,30.38,8
2023-08-23,ATS_Bergamo,PM25,18.6,5
2023-08-23,ATS_Montagna,NO2,23.41,140
2023-08-23,ATS_Montagna,PM10,38.17,6
2023-08-23,ATS_Montagna,PM25,21.5,2
2023-08-24,ATS_Bergamo,NO2,18.57,212
2023-08-24,ATS_Bergamo,PM10,31.14,7
2023-08-24,ATS_Bergamo,PM25,20.8,5
2023-08-24,ATS_Montagna,NO2,22.6,144
2023-08-24,ATS_Montagna,PM10,41.17,6
2023-08-24,ATS_Montagna,PM25,24.0,2
2023-08-25,ATS_Bergamo,NO2,15.4,209
2023-08-25,ATS_Bergamo,PM10,29.38,8
2023-08-25,ATS_Bergamo,PM25,18.0,5
2023-08-25,ATS_Montagna,NO2,21.61,144
2023-08-25,ATS_Montagna,PM10,36.5,6
2023-08-25,ATS_Montagna,PM25,21.5,2
2023-08-26,ATS_Bergamo,NO2,12.4,216
2023-08-26,ATS_Bergamo,PM10,23.12,8
2023-08-26,ATS_Bergamo,PM25,17.6,5
2023-08-26,ATS_Montagna,NO2,16.65,144
2023-08-26,ATS_Montagna,PM10,30.0,6
2023-08-26,ATS_Montagna,PM25,16.5,2
2023-08-27,ATS_Bergamo,NO2,9.55,216
2023-08-27,ATS_Bergamo,PM10,14.88,8
2023-08-27,ATS_Bergamo,PM25,9.8,5
2023-08-27,ATS_Montagna,NO2,17.96,144
2023-08-27,ATS_Montagna,PM10,22.17,6
2023-08-27,ATS_Montagna,PM25,12.0,2
2023-08-28,ATS_Bergamo,NO2,9.76,216
2023-08-28,ATS_Bergamo,PM10,8.75,8
2023-08-28,ATS_Bergamo,PM25,4.6,5
2023-08-28,ATS_Montagna,NO2,9.95,144
2023-08-28,ATS_Montagna,PM10,9.83,6
2023-08-28,ATS_Montagna,PM25,6.5,2
2023-08-29,ATS_Bergamo,NO2,17.25,215
2023-08-29,ATS_Bergamo,PM10,9.5,8
2023-08-29,ATS_Bergamo,PM25,7.0,5
2023-08-29,ATS_Montagna,NO2,11.03,144
2023-08-29,ATS_Montagna,PM10,6.83,6
2023-08-29,ATS_Montagna,PM25,5.0,2
2023-08-30,ATS_Bergamo,NO2,16.83,214
2023-08-30,ATS_Bergamo,PM10,12.62,8
2023-08-30,ATS_Bergamo,PM25,8.2,5
2023-08-30,ATS_Montagna,NO2,17.62,157
2023-08-30,ATS_Montagna,PM10,11.0,6
2023-08-30,ATS_Montagna,PM25,7.0,2
2023-08-31,ATS_Bergamo,NO2,16.14,215
2023-08-31,ATS_Bergamo,PM10,15.5,8
2023-08-31,ATS_Bergamo,PM25,11.6,5
2023-08-31,ATS_Montagna,NO2,20.19,168
2023-08-31,ATS_Montagna,PM10,20.0,6
2023-08-31,ATS_Montagna,PM25,11.5,2
2023-09-01,ATS_Bergamo,NO2,15.83,216
2023-09-01,ATS_Bergamo,PM10,19.0,8
2023-09-01,ATS_Bergamo,PM25,12.0,5
2023-09-01,ATS_Montagna,NO2,17.29,168
2023-09-01,ATS_Montagna,PM10,18.67,6
2023-09-01,ATS_Montagna,PM25,8.0,2
2023-09-02,ATS_Bergamo,NO2,14.43,216
2023-09-02,ATS_Bergamo,PM10,21.62,8
2023-09-02,ATS_Bergamo,PM25,14.8,5
2023-09-02,ATS_Montagna,NO2,18.85,168
2023-09-02,ATS_Montagna,PM10,22.67,6
2023-09-02,ATS_Montagna,PM25,12.0,2
2023-09-03,ATS_Bergamo,NO2,12.65,216
2023-09-03,ATS_Bergamo,PM10,18.75,8
2023-09-03,ATS_Bergamo,PM25,14.4,5
2023-09-03,ATS_Montagna,NO2,20.83,168
2023-09-03,ATS_Montagna,PM10,24.0,6
2023-09-03,ATS_Montagna,PM25,17.0,2
2023-09-04,ATS_Bergamo,NO2,15.1,216
2023-09-04,ATS_Bergamo,PM10,23.0,8
2023-09-04,ATS_Bergamo,PM25,16.0,5
2023-09-04,ATS_Montagna,NO2,17.62,168
2023-09-04,ATS_Montagna,PM10,28.5,6
2023-09-04,ATS_Montagna,PM25,16.0,2
2023-09-05,ATS_Bergamo,NO2,14.06,216
2023-09-05,ATS_Bergamo,PM10,17.0,8
2023-09-05,ATS_Bergamo,PM25,10.0,5
2023-09-05,ATS_Montagna,NO2,14.75,168
2023-09-05,ATS_Montagna,PM10,20.33,6
2023-09-05,ATS_Montagna,PM25,11.5,2
2023-09-06,ATS_Bergamo,NO2,17.73,216
2023-09-06,ATS_Bergamo,PM10,21.12,8
2023-09-06,ATS_Bergamo,PM25,14.0,5
2023-09-06,ATS_Montagna,NO2,23.96,168
2023-09-06,ATS_Montagna,PM10,27.33,6
2023-09-06,ATS_Montagna,PM25,16.0,2
2023-09-07,ATS_Bergamo,NO2,17.89,215
2023-09-07,ATS_Bergamo,PM10,26.0,8
2023-09-07,ATS_Bergamo,PM25,18.4,5
2023-09-07,ATS_Montagna,NO2,23.06,168
2023-09-07,ATS_Montagna,PM10,30.83,6
2023-09-07,ATS_Montagna,PM25,17.5,2
2023-09-08,ATS_Bergamo,NO2,19.52,214
2023-09-08,ATS_Bergamo,PM10,26.0,8
2023-09-08,ATS_Bergamo,PM25,18.2,5
2023-09-08,ATS_Montagna,NO2,26.81,168
2023-09-08,ATS_Montagna,PM10,32.5,6
2023-09-08,ATS_Montagna,PM25,20.5,2
2023-09-09,ATS_Bergamo,NO2,16.66,216
2023-09-09,ATS_Bergamo,PM10,29.75,8
2023-09-09,ATS_Bergamo,PM25,19.8,5
2023-09-09,ATS_Montagna,NO2,24.13,168
2023-09-09,ATS_Montagna,PM10,36.67,6
2023-09-09,ATS_Montagna,PM25,21.5,2
2023-09-10,ATS_Bergamo,NO2,14.89,216
2023-09-10,ATS_Bergamo,PM10,33.62,8
2023-09-10,ATS_Bergamo,PM25,25.2,5
2023-09-10,ATS_Montagna,NO2,23.5,168
2023-09-10,ATS_Montagna,PM10,40.17,6
2023-09-10,ATS_Montagna,PM25,27.5,2
2023-09-11,ATS_Bergamo,NO2,21.61,216
