giorno,ATS,NO2_mean_ugm3,PM10_mean_ugm3,PM25_mean_ugm3
2022-05-09,ATS_Bergamo,24.48,16.11,12.59
2022-05-09,ATS_Montagna,10.74,14.0,9.0
2022-05-10,ATS_Bergamo,26.23,19.99,14.9
2022-05-10,ATS_Montagna,11.88,20.0,12.0
2022-05-11,ATS_Bergamo,29.57,24.32,16.89
2022-05-11,ATS_Montagna,14.65,24.0,13.0
2022-05-12,ATS_Bergamo,26.53,24.29,16.22
2022-05-12,ATS_Montagna,15.24,25.0,13.0
2022-05-13,ATS_Bergamo,28.18,27.98,23.11
2022-05-13,ATS_Montagna,13.29,31.0,18.0
2022-05-14,ATS_Bergamo,22.73,25.37,18.47
2022-05-14,ATS_Montagna,8.74,24.0,14.0
2022-05-15,ATS_Bergamo,16.34,24.68,19.62
2022-05-15,ATS_Montagna,5.6,25.0,21.0
2022-05-16,ATS_Bergamo,21.47,19.98,15.53
2022-05-16,ATS_Montagna,8.98,20.0,11.0
2022-05-17,ATS_Bergamo,24.94,19.6,15.49
2022-05-17,ATS_Montagna,10.35,14.0,10.0
2022-05-18,ATS_Bergamo,21.68,25.58,18.29
2022-05-18,ATS_Montagna,11.05,20.0,17.0
2022-05-19,ATS_Bergamo,19.57,23.61,16.84
2022-05-19,ATS_Montagna,9.9,26.0,16.0
2022-05-20,ATS_Bergamo,26.78,30.51,19.46
2022-05-20,ATS_Montagna,14.22,35.0,23.0
2022-05-21,ATS_Bergamo,23.54,28.56,18.73
2022-05-21,ATS_Montagna,12.3,38.0,25.0
2022-05-22,ATS_Bergamo,18.09,30.47,21.43
2022-05-22,ATS_Montagna,9.47,39.0,29.0
2022-05-23,ATS_Bergamo,22.31,31.47,19.59
2022-05-23,ATS_Montagna,8.27,47.0,26.0
2022-05-24,ATS_Bergamo,19.91,25.17,15.38
2022-05-24,ATS_Montagna,11.95,29.0,19.0
2022-05-25,ATS_Bergamo,18.59,11.5,5.86
2022-05-25,ATS_Montagna,,9.0,5.0
2022-05-26,ATS_Bergamo,21.26,26.03,17.48
2022-05-26,ATS_Montagna,8.91,21.0,15.0
2022-05-27,ATS_Bergamo,25.21,33.05,20.91
2022-05-27,ATS_Montagna,11.78,33.0,17.0
2022-05-28,ATS_Bergamo,19.06,28.74,18.62
2022-05-28,ATS_Montagna,7.49,32.0,19.0
2022-05-29,ATS_Bergamo,15.28,8.77,5.2
2022-05-29,ATS_Montagna,4.68,15.0,12.0
2022-05-30,ATS_Bergamo,20.63,16.46,12.02
2022-05-30,ATS_Montagna,10.38,22.0,14.0
2022-05-31,ATS_Bergamo,22.45,26.06,18.69
2022-05-31,ATS_Montagna,10.88,26.0,12.0
2022-06-01,ATS_Bergamo,22.54,30.38,23.66
2022-06-01,ATS_Montagna,10.62,28.0,21.0
2022-06-02,ATS_Bergamo,18.47,28.26,22.59
2022-06-02,ATS_Montagna,6.37,29.0,20.0
2022-06-03,ATS_Bergamo,22.7,32.91,18.74
2022-06-03,ATS_Montagna,12.37,19.0,14.0
2022-06-04,ATS_Bergamo,18.68,20.49,13.28
2022-06-04,ATS_Montagna,5.98,23.0,13.0
2022-06-05,ATS_Bergamo,16.63,26.3,15.11
2022-06-05,ATS_Montagna,5.88,32.0,20.0
2022-06-06,ATS_Bergamo,22.36,20.71,10.82
2022-06-06,ATS_Montagna,11.47,21.0,12.0
2022-06-07,ATS_Bergamo,19.83,10.84,4.38
2022-06-07,ATS_Montagna,7.62,22.0,18.0
2022-06-08,ATS_Bergamo,20.67,12.84,8.58
2022-06-08,ATS_Montagna,10.93,16.0,14.0
2022-06-09,ATS_Bergamo,20.61,10.18,7.32
2022-06-09,ATS_Montagna,8.71,9.0,5.0
2022-06-10,ATS_Bergamo,24.91,8.39,6.42
2022-06-10,ATS_Montagna,8.62,6.0,5.0
2022-06-11,ATS_Bergamo,21.69,12.83,9.34
2022-06-11,ATS_Montagna,8.03,14.0,11.0
2022-06-12,ATS_Bergamo,18.27,15.09,10.03
2022-06-12,ATS_Montagna,5.96,17.0,13.0
2022-06-13,ATS_Bergamo,22.14,21.14,14.8
2022-06-13,ATS_Montagna,13.35,25.0,19.0
2022-06-14,ATS_Bergamo,21.5,21.97,14.42
2022-06-14,ATS_Montagna,10.93,18.0,12.0
2022-06-15,ATS_Bergamo,23.1,26.67,17.6
2022-06-15,ATS_Montagna,13.47,30.0,19.0
2022-06-16,ATS_Bergamo,25.22,32.75,22.15
2022-06-16,ATS_Montagna,15.1,26.0,12.0
2022-06-17,ATS_Bergamo,27.94,33.61,23.97
2022-06-17,ATS_Montagna,15.95,25.0,17.0
2022-06-18,ATS_Bergamo,20.13,25.43,15.99
2022-06-18,ATS_Montagna,11.39,26.0,18.0
2022-06-19,ATS_Bergamo,16.92,21.54,13.9
2022-06-19,ATS_Montagna,10.69,23.0,11.0
2022-06-20,ATS_Bergamo,25.36,29.6,19.95
2022-06-20,ATS_Montagna,14.58,27.0,20.0
2022-06-21,ATS_Bergamo,26.16,26.07,17.92
2022-06-21,ATS_Montagna,16.82,36.0,21.0
2022-06-22,ATS_Bergamo,24.74,31.66,18.38
2022-06-22,ATS_Montagna,17.93,37.0,20.0
2022-06-23,ATS_Bergamo,18.12,33.29,19.83
2022-06-23,ATS_Montagna,12.7,34.0,23.0
2022-06-24,ATS_Bergamo,14.73,18.54,9.65
2022-06-24,ATS_Montagna,10.41,25.0,16.0
2022-06-25,ATS_Bergamo,15.49,13.27,7.74
2022-06-25,ATS_Montagna,7.83,10.0,6.0
2022-06-26,ATS_Bergamo,15.05,21.25,11.22
2022-06-26,ATS_Montagna,9.12,16.0,10.0
2022-06-27,ATS_Bergamo,20.88,37.02,19.01
2022-06-27,ATS_Montagna,13.0,31.0,16.0
2022-06-28,ATS_Bergamo,18.29,37.67,19.94
2022-06-28,ATS_Montagna,14.39,34.0,18.0
2022-06-29,ATS_Bergamo,19.66,21.62,11.14
2022-06-29,ATS_Montagna,11.9,20.0,15.0
2022-06-30,ATS_Bergamo,19.51,27.77,14.28
2022-06-30,ATS_Montagna,13.55,26.0,16.0
2022-07-01,ATS_Bergamo,18.92,23.69,13.66
2022-07-01,ATS_Montagna,13.8,21.0,11.0
2022-07-02,ATS_Bergamo,17.45,21.12,11.49
2022-07-02,ATS_Montagna,10.64,18.0,14.0
2022-07-03,ATS_Bergamo,16.84,22.35,14.32
2022-07-03,ATS_Montagna,11.22,23.0,16.0
2022-07-04,ATS_Bergamo,15.46,21.18,14.23
2022-07-04,ATS_Montagna,10.69,6.0,0.0
2022-07-05,ATS_Bergamo,20.71,16.12,8.81
2022-07-05,ATS_Montagna,14.57,,
2022-07-06,ATS_Bergamo,19.37,17.92,11.09
2022-07-06,ATS_Montagna,13.44,17.0,14.0
2022-07-07,ATS_Bergamo,17.0,18.02,11.0
2022-07-07,ATS_Montagna,13.9,22.0,16.0
2022-07-08,ATS_Bergamo,20.23,18.45,10.94
2022-07-08,ATS_Montagna,13.82,18.0,11.0
2022-07-09,ATS_Bergamo,16.52,14.91,8.13
2022-07-09,ATS_Montagna,10.57,13.0,8.0
2022-07-10,ATS_Bergamo,14.62,12.07,7.74
2022-07-10,ATS_Montagna,9.95,14.0,10.0
2022-07-11,ATS_Bergamo,17.68,16.85,10.6
2022-07-11,ATS_Montagna,12.78,16.0,10.0
2022-07-12,ATS_Bergamo,17.83,20.74,10.43
2022-07-12,ATS_Montagna,12.69,21.0,13.0
2022-07-13,ATS_Bergamo,18.93,20.46,10.27
2022-07-13,ATS_Montagna,13.48,19.0,14.0
2022-07-14,ATS_Bergamo,22.49,26.63,15.66
2022-07-14,ATS_Montagna,16.57,26.0,16.0
2022-07-15,ATS_Bergamo,25.97,27.71,17.81
2022-07-15,ATS_Montagna,15.83,26.0,18.0
2022-07-16,ATS_Bergamo,19.37,25.9,15.9
2022-07-16,ATS_Montagna,13.48,23.0,16.0
2022-07-17,ATS_Bergamo,15.31,24.8,14.84
2022-07-17,ATS_Montagna,10.36,22.0,16.0
2022-07-18,ATS_Bergamo,19.27,27.35,16.73
2022-07-18,ATS_Montagna,14.38,29.0,19.0
2022-07-19,ATS_Bergamo,21.5,27.03,16.97
2022-07-19,ATS_Montagna,14.4,25.0,19.0
2022-07-20,ATS_Bergamo,22.74,22.06,15.09
2022-07-20,ATS_Montagna,17.03,22.0,14.0
2022-07-21,ATS_Bergamo,24.67,28.07,17.81
2022-07-21,ATS_Montagna,15.36,23.0,15.0
2022-07-22,ATS_Bergamo,23.88,25.41,24.31
2022-07-22,ATS_Montagna,16.68,26.0,17.0
2022-07-23,ATS_Bergamo,20.98,24.77,20.4
2022-07-23,ATS_Montagna,12.05,25.0,16.0
2022-07-24,ATS_Bergamo,17.58,23.42,19.5
2022-07-24,ATS_Montagna,12.99,29.0,18.0
2022-07-25,ATS_Bergamo,21.1,26.58,21.4
2022-07-25,ATS_Montagna,14.78,25.0,19.0
2022-07-26,ATS_Bergamo,21.5,23.26,17.53
2022-07-26,ATS_Montagna,15.91,21.0,14.0
2022-07-27,ATS_Bergamo,20.14,14.98,10.57
2022-07-27,ATS_Montagna,15.86,18.0,14.0
2022-07-28,ATS_Bergamo,19.51,19.28,12.07
2022-07-28,ATS_Montagna,13.59,20.0,13.0
2022-07-29,ATS_Bergamo,17.69,14.46,6.41
2022-07-29,ATS_Montagna,16.8,18.0,11.0
2022-07-30,ATS_Bergamo,19.05,13.2,9.94
2022-07-30,ATS_Montagna,16.86,14.0,7.0
2022-07-31,ATS_Bergamo,18.28,11.56,7.47
2022-07-31,ATS_Montagna,16.27,12.0,6.0
2022-08-01,ATS_Bergamo,23.97,13.37,10.09
2022-08-01,ATS_Montagna,20.47,14.0,8.0
2022-08-02,ATS_Bergamo,22.76,16.41,11.87
2022-08-02,ATS_Montagna,14.98,11.0,7.0
2022-08-03,ATS_Bergamo,18.3,19.31,12.61
2022-08-03,ATS_Montagna,16.5,14.0,11.0
2022-08-04,ATS_Bergamo,21.94,24.11,13.24
2022-08-04,ATS_Montagna,18.38,24.0,13.0
2022-08-05,ATS_Bergamo,22.32,28.05,17.73
2022-08-05,ATS_Montagna,18.9,22.0,14.0
2022-08-06,ATS_Bergamo,13.92,21.13,10.29
2022-08-06,ATS_Montagna,12.1,13.0,10.0
2022-08-07,ATS_Bergamo,10.39,12.98,9.76
2022-08-07,ATS_Montagna,13.56,17.0,11.0
2022-08-08,ATS_Bergamo,14.58,13.94,6.03
2022-08-08,ATS_Montagna,13.07,12.0,8.0
2022-08-09,ATS_Bergamo,15.47,27.62,13.43
2022-08-09,ATS_Montagna,13.85,20.0,13.0
2022-08-10,ATS_Bergamo,14.37,21.46,15.97
2022-08-10,ATS_Montagna,13.42,20.0,7.0
2022-08-11,ATS_Bergamo,14.47,18.31,11.57
2022-08-11,ATS_Montagna,14.24,18.0,13.0
2022-08-12,ATS_Bergamo,14.5,15.83,10.87
2022-08-12,ATS_Montagna,12.78,18.0,12.0
2022-08-13,ATS_Bergamo,13.12,8.71,8.85
2022-08-13,ATS_Montagna,13.36,9.0,5.0
2022-08-14,ATS_Bergamo,14.73,11.73,9.24
2022-08-14,ATS_Montagna,13.13,9.0,5.0
2022-08-15,ATS_Bergamo,11.33,13.58,8.13
2022-08-15,ATS_Montagna,10.14,19.0,13.0
2022-08-16,ATS_Bergamo,13.73,13.71,9.98
2022-08-16,ATS_Montagna,11.29,13.0,
2022-08-17,ATS_Bergamo,14.06,23.48,14.22
2022-08-17,ATS_Montagna,14.62,19.0,13.0
2022-08-18,ATS_Bergamo,15.73,18.19,7.03
2022-08-18,ATS_Montagna,16.59,15.0,10.0
2022-08-19,ATS_Bergamo,15.6,9.29,6.72
2022-08-19,ATS_Montagna,16.18,14.0,4.0
2022-08-20,ATS_Bergamo,15.93,9.56,6.4
2022-08-20,ATS_Montagna,16.2,8.0,3.0
2022-08-21,ATS_Bergamo,14.25,6.48,4.76
2022-08-21,ATS_Montagna,13.28,3.0,1.0
2022-08-22,ATS_Bergamo,16.55,10.28,7.9
2022-08-22,ATS_Montagna,16.02,13.0,4.0
2022-08-23,ATS_Bergamo,19.25,15.24,10.44
2022-08-23,ATS_Montagna,16.09,14.0,9.0
2022-08-24,ATS_Bergamo,16.52,15.72,8.7
2022-08-24,ATS_Montagna,15.4,16.0,7.0
2022-08-25,ATS_Bergamo,19.57,18.45,11.83
2022-08-25,ATS_Montagna,17.15,14.0,7.0
2022-08-26,ATS_Bergamo,19.96,20.81,13.99
2022-08-26,ATS_Montagna,14.38,18.0,10.0
2022-08-27,ATS_Bergamo,11.82,9.11,6.92
2022-08-27,ATS_Montagna,17.3,15.0,12.0
2022-08-28,ATS_Bergamo,14.72,14.23,10.57
2022-08-28,ATS_Montagna,12.23,11.0,12.0
2022-08-29,ATS_Bergamo,16.51,16.98,13.59
2022-08-29,ATS_Montagna,19.23,12.0,9.0
2022-08-30,ATS_Bergamo,18.16,20.88,11.21
2022-08-30,ATS_Montagna,16.66,20.0,9.0
2022-08-31,ATS_Bergamo,16.67,13.39,9.17
2022-08-31,ATS_Montagna,16.16,14.0,8.0
2022-09-01,ATS_Bergamo,18.49,12.65,5.85
2022-09-01,ATS_Montagna,16.81,12.0,8.0
2022-09-02,ATS_Bergamo,18.49,15.28,9.3
2022-09-02,ATS_Montagna,15.66,16.0,7.0
2022-09-03,ATS_Bergamo,20.23,18.18,8.86
2022-09-03,ATS_Montagna,16.65,18.0,11.0
2022-09-04,ATS_Bergamo,17.75,19.46,12.18
2022-09-04,ATS_Montagna,14.84,17.0,8.0
2022-09-05,ATS_Bergamo,22.35,22.49,15.12
2022-09-05,ATS_Montagna,19.68,19.0,12.0
2022-09-06,ATS_Bergamo,22.86,22.46,13.38
2022-09-06,ATS_Montagna,20.29,19.0,11.0
2022-09-07,ATS_Bergamo,22.58,29.68,13.83
2022-09-07,ATS_Montagna,19.12,24.0,16.0
2022-09-08,ATS_Bergamo,16.53,19.4,7.48
2022-09-08,ATS_Montagna,13.57,14.0,8.0
2022-09-09,ATS_Bergamo,19.83,15.3,6.35
2022-09-09,ATS_Montagna,14.2,12.0,6.0
2022-09-10,ATS_Bergamo,19.79,14.56,6.73
2022-09-10,ATS_Montagna,11.65,,
2022-09-11,ATS_Bergamo,19.34,13.24,6.15
2022-09-12,ATS_Bergamo,26.0,17.85,9.87
2022-09-12,ATS_Montagna,15.1,,
2022-09-13,ATS_Bergamo,31.69,30.35,15.86
2022-09-13,ATS_Montagna,17.93,23.0,10.0
2022-09-14,ATS_Bergamo,26.65,30.42,12.97
2022-09-14,ATS_Montagna,28.19,,
2022-09-15,ATS_Bergamo,26.75,25.78,10.96
2022-09-15,ATS_Montagna,13.23,,
2022-09-16,ATS_Bergamo,28.1,24.43,12.38
2022-09-16,ATS_Montagna,15.33,24.0,13.0
2022-09-17,ATS_Bergamo,16.71,10.15,4.47
2022-09-17,ATS_Montagna,13.17,2.0,0.0
2022-09-18,ATS_Bergamo,17.26,7.31,4.31
2022-09-18,ATS_Montagna,12.82,6.0,1.0
2022-09-19,ATS_Bergamo,27.2,13.03,7.44
2022-09-19,ATS_Montagna,19.67,,
2022-09-20,ATS_Bergamo,31.33,18.21,10.16
2022-09-20,ATS_Montagna,19.03,11.0,4.0
2022-09-21,ATS_Bergamo,28.7,18.71,7.01
2022-09-21,ATS_Montagna,19.05,15.0,7.0
2022-09-22,ATS_Bergamo,28.23,15.99,9.04
2022-09-22,ATS_Montagna,18.11,19.0,9.0
2022-09-23,ATS_Bergamo,28.33,20.75,13.11
2022-09-23,ATS_Montagna,20.71,27.0,15.0
2022-09-24,ATS_Bergamo,30.88,27.8,14.11
2022-09-24,ATS_Montagna,23.45,31.0,25.0
2022-09-25,ATS_Bergamo,24.33,16.74,10.15
2022-09-25,ATS_Montagna,12.72,17.0,11.0
2022-09-26,ATS_Bergamo,32.12,13.37,8.33
2022-09-26,ATS_Montagna,16.28,9.0,6.0
2022-09-27,ATS_Bergamo,31.91,15.86,8.44
2022-09-27,ATS_Montagna,17.27,,
2022-09-28,ATS_Bergamo,34.62,16.25,6.38
2022-09-28,ATS_Montagna,31.01,,
2022-09-29,ATS_Bergamo,26.88,15.67,6.29
2022-09-29,ATS_Montagna,17.64,,
2022-09-30,ATS_Bergamo,30.18,10.15,5.3
2022-09-30,ATS_Montagna,19.4,11.0,5.0
2022-10-01,ATS_Bergamo,28.04,10.99,4.95
2022-10-01,ATS_Montagna,14.74,17.0,13.0
2022-10-02,ATS_Bergamo,27.37,15.19,6.43
2022-10-02,ATS_Montagna,,15.0,9.0
2022-10-03,ATS_Bergamo,34.34,22.28,12.61
2022-10-03,ATS_Montagna,23.91,13.0,6.0
2022-10-04,ATS_Bergamo,37.22,38.77,25.52
2022-10-04,ATS_Montagna,22.03,18.0,14.0
2022-10-05,ATS_Bergamo,37.89,44.72,30.88
2022-10-05,ATS_Montagna,20.94,28.0,19.0
2022-10-06,ATS_Bergamo,36.3,49.7,38.58
2022-10-06,ATS_Montagna,20.72,38.0,27.0
2022-10-07,ATS_Bergamo,38.72,34.31,24.52
2022-10-07,ATS_Montagna,19.37,27.0,19.0
2022-10-08,ATS_Bergamo,36.5,34.48,25.68
2022-10-08,ATS_Montagna,17.32,25.0,14.0
2022-10-09,ATS_Bergamo,28.21,36.64,26.63
2022-10-09,ATS_Montagna,19.22,36.0,28.0
2022-10-10,ATS_Bergamo,35.87,20.52,12.83
2022-10-10,ATS_Montagna,18.61,23.0,17.0
2022-10-11,ATS_Bergamo,38.03,20.86,14.22
2022-10-11,ATS_Montagna,19.46,28.0,18.0
2022-10-12,ATS_Bergamo,37.77,32.62,17.85
2022-10-12,ATS_Montagna,21.01,30.0,23.0
2022-10-13,ATS_Bergamo,43.21,43.81,30.31
2022-10-13,ATS_Montagna,23.24,34.0,21.0
2022-10-14,ATS_Bergamo,41.85,58.5,41.07
2022-10-14,ATS_Montagna,25.43,45.0,33.0
2022-10-15,ATS_Bergamo,39.99,60.5,44.59
2022-10-15,ATS_Montagna,25.25,61.0,44.0
2022-10-16,ATS_Bergamo,32.13,56.96,44.33
2022-10-16,ATS_Montagna,15.97,,
2022-10-17,ATS_Bergamo,41.2,56.28,42.07
2022-10-18,ATS_Bergamo,41.06,33.85,26.44
2022-10-18,ATS_Montagna,24.15,,
2022-10-19,ATS_Bergamo,43.62,41.83,29.12
2022-10-19,ATS_Montagna,26.2,31.0,15.0
2022-10-20,ATS_Bergamo,43.33,42.58,31.33
2022-10-20,ATS_Montagna,31.23,33.0,17.0
2022-10-21,ATS_Bergamo,42.88,36.14,23.16
2022-10-21,ATS_Montagna,27.96,38.0,25.0
2022-10-22,ATS_Bergamo,30.18,20.91,12.8
2022-10-22,ATS_Montagna,21.2,,
2022-10-23,ATS_Bergamo,27.66,19.71,10.84
2022-10-24,ATS_Bergamo,32.17,36.51,17.35
2022-10-24,ATS_Montagna,20.24,,
2022-10-25,ATS_Bergamo,35.24,25.11,11.95
2022-10-25,ATS_Montagna,13.71,,
2022-10-26,ATS_Bergamo,36.98,33.33,18.6
2022-10-27,ATS_Bergamo,37.63,32.46,20.17
2022-10-27,ATS_Montagna,21.38,,
2022-10-28,ATS_Bergamo,47.56,31.91,20.78
2022-10-28,ATS_Montagna,10.31,,
2022-10-29,ATS_Bergamo,46.45,24.33,16.84
2022-10-30,ATS_Bergamo,37.92,21.9,14.13
2022-10-31,ATS_Bergamo,45.0,30.12,16.17
2022-11-01,ATS_Bergamo,34.17,19.65,10.25
2022-11-02,ATS_Bergamo,38.41,22.69,15.76
2022-11-03,ATS_Bergamo,38.77,29.32,22.77
2022-11-04,ATS_Bergamo,30.42,6.82,4.66
2022-11-04,ATS_Montagna,24.78,,
2022-11-05,ATS_Bergamo,40.07,13.4,11.14
2022-11-05,ATS_Montagna,19.02,,
2022-11-06,ATS_Bergamo,34.76,11.62,11.29
2022-11-07,ATS_Bergamo,45.26,17.0,19.0
2022-11-08,ATS_Bergamo,51.94,27.55,19.91
2022-11-08,ATS_Montagna,39.28,,
2022-11-09,ATS_Bergamo,58.85,38.81,31.99
2022-11-09,ATS_Montagna,30.0,,
2022-11-10,ATS_Bergamo,53.99,31.13,26.05
2022-11-10,ATS_Montagna,35.25,,
2022-11-11,ATS_Bergamo,40.91,29.22,23.46
2022-11-12,ATS_Bergamo,43.32,25.08,19.77
2022-11-13,ATS_Bergamo,33.39,16.17,14.13
2022-11-14,ATS_Bergamo,35.55,18.99,16.47
2022-11-15,ATS_Bergamo,40.45,12.92,11.62
2022-11-15,ATS_Montagna,29.42,,
2022-11-16,ATS_Bergamo,44.11,13.47,10.28
2022-11-16,ATS_Montagna,23.16,,
2022-11-17,ATS_Bergamo,41.62,24.37,17.68
2022-11-17,ATS_Montagna,20.23,,
2022-11-18,ATS_Bergamo,43.06,23.84,21.05
2022-11-18,ATS_Montagna,22.98,19.0,6.0
2022-11-19,ATS_Bergamo,41.33,17.07,15.27
2022-11-19,ATS_Montagna,27.12,19.0,13.0
2022-11-20,ATS_Bergamo,36.52,16.88,16.57
2022-11-20,ATS_Montagna,24.71,17.0,13.0
2022-11-21,ATS_Bergamo,46.52,25.97,25.76
2022-11-21,ATS_Montagna,32.7,31.0,28.0
2022-11-22,ATS_Bergamo,41.04,12.09,8.86
2022-11-22,ATS_Montagna,24.95,17.0,16.0
2022-11-23,ATS_Bergamo,44.96,16.89,14.27
2022-11-23,ATS_Montagna,32.24,26.0,19.0
2022-11-24,ATS_Bergamo,55.93,26.91,23.18
2022-11-24,ATS_Montagna,35.1,19.0,13.0
2022-11-25,ATS_Bergamo,49.49,36.46,29.34
2022-11-25,ATS_Montagna,33.9,28.0,21.0
2022-11-26,ATS_Bergamo,50.9,28.7,26.3
2022-11-26,ATS_Montagna,35.53,35.0,26.0
2022-11-27,ATS_Bergamo,35.76,15.95,15.15
2022-11-27,ATS_Montagna,27.51,26.0,22.0
2022-11-28,ATS_Bergamo,48.9,33.56,27.31
2022-11-28,ATS_Montagna,37.77,45.0,32.0
2022-11-29,ATS_Bergamo,50.63,35.42,30.34
2022-11-29,ATS_Montagna,36.05,57.0,44.0
2022-11-30,ATS_Bergamo,44.9,31.06,26.54
2022-11-30,ATS_Montagna,30.05,46.0,32.0
2022-12-01,ATS_Bergamo,47.04,32.02,28.57
2022-12-01,ATS_Montagna,31.11,36.0,27.0
2022-12-02,ATS_Bergamo,44.85,25.37,21.23
2022-12-02,ATS_Montagna,35.48,44.0,35.0
2022-12-03,ATS_Bergamo,42.64,23.3,21.4
2022-12-03,ATS_Montagna,33.7,52.0,46.0
2022-12-04,ATS_Bergamo,40.91,11.45,9.67
2022-12-04,ATS_Montagna,29.33,45.0,40.0
2022-12-05,ATS_Bergamo,41.72,13.39,12.1
2022-12-05,ATS_Montagna,33.28,27.0,24.0
2022-12-06,ATS_Bergamo,47.05,22.83,17.24
2022-12-06,ATS_Montagna,30.38,19.0,14.0
2022-12-07,ATS_Bergamo,56.22,38.09,31.4
2022-12-07,ATS_Montagna,34.24,21.0,14.0
2022-12-08,ATS_Bergamo,51.14,34.04,31.03
2022-12-08,ATS_Montagna,30.37,28.0,21.0
2022-12-09,ATS_Bergamo,48.96,23.56,22.88
2022-12-09,ATS_Montagna,33.8,42.0,35.0
2022-12-10,ATS_Bergamo,46.0,32.63,29.89
2022-12-10,ATS_Montagna,30.68,40.0,33.0
2022-12-11,ATS_Bergamo,36.6,17.36,13.65
2022-12-11,ATS_Montagna,22.12,21.0,13.0
2022-12-12,ATS_Bergamo,46.64,27.54,22.28
2022-12-12,ATS_Montagna,35.95,26.0,14.0
2022-12-13,ATS_Bergamo,51.1,42.09,34.58
2022-12-13,ATS_Montagna,41.77,45.0,36.0
2022-12-14,ATS_Bergamo,55.65,50.05,43.61
2022-12-14,ATS_Montagna,44.93,45.0,37.0
2022-12-15,ATS_Bergamo,57.47,34.12,31.74
2022-12-15,ATS_Montagna,40.54,48.0,38.0
2022-12-16,ATS_Bergamo,57.33,26.48,25.83
2022-12-16,ATS_Montagna,38.81,49.0,41.0
2022-12-17,ATS_Bergamo,53.16,31.16,28.07
2022-12-17,ATS_Montagna,31.52,30.0,25.0
2022-12-18,ATS_Bergamo,39.64,25.95,22.93
2022-12-18,ATS_Montagna,26.49,21.0,17.0
2022-12-19,ATS_Bergamo,47.24,46.16,38.5
2022-12-19,ATS_Montagna,41.1,47.0,32.0
2022-12-20,ATS_Bergamo,55.26,65.31,52.07
2022-12-20,ATS_Montagna,41.87,63.0,48.0
2022-12-21,ATS_Bergamo,56.51,57.69,48.2
2022-12-21,ATS_Montagna,42.04,104.0,79.0
2022-12-22,ATS_Bergamo,58.58,57.02,46.33
2022-12-22,ATS_Montagna,42.07,76.0,69.0
2022-12-23,ATS_Bergamo,55.9,58.04,48.08
2022-12-23,ATS_Montagna,37.43,49.0,44.0
2022-12-24,ATS_Bergamo,49.93,57.85,50.0
2022-12-24,ATS_Montagna,34.38,52.0,40.0
2022-12-25,ATS_Bergamo,40.42,41.64,36.59
2022-12-25,ATS_Montagna,29.32,49.0,38.0
2022-12-26,ATS_Bergamo,41.68,50.05,44.34
2022-12-26,ATS_Montagna,31.78,55.0,43.0
2022-12-27,ATS_Bergamo,42.76,41.37,37.18
2022-12-27,ATS_Montagna,32.39,46.0,35.0
2022-12-28,ATS_Bergamo,44.71,40.23,32.95
2022-12-28,ATS_Montagna,34.41,36.0,26.0
2022-12-29,ATS_Bergamo,46.48,58.76,49.18
2022-12-29,ATS_Montagna,34.88,53.0,45.0
2022-12-30,ATS_Bergamo,43.08,36.2,32.11
2022-12-30,ATS_Montagna,33.8,58.0,46.0
2022-12-31,ATS_Bergamo,41.31,43.48,36.89
2022-12-31,ATS_Montagna,26.97,42.0,38.0
2023-01-01,ATS_Bergamo,39.91,71.87,63.52
2023-01-01,ATS_Montagna,27.92,89.0,75.0
2023-01-02,ATS_Bergamo,36.26,44.39,36.75
2023-01-02,ATS_Montagna,27.05,79.0,66.0
2023-01-03,ATS_Bergamo,35.27,23.43,20.97
2023-01-03,ATS_Montagna,25.01,66.0,56.0
2023-01-04,ATS_Bergamo,38.76,28.32,26.11
2023-01-04,ATS_Montagna,24.16,40.0,35.0
2023-01-05,ATS_Bergamo,35.83,24.92,21.22
2023-01-05,ATS_Montagna,30.13,39.0,29.0
2023-01-06,ATS_Bergamo,31.97,32.22,28.63
2023-01-06,ATS_Montagna,29.61,51.0,36.0
2023-01-07,ATS_Bergamo,31.19,23.23,21.65
2023-01-07,ATS_Montagna,29.63,44.0,35.0
2023-01-08,ATS_Bergamo,36.58,21.79,21.8
2023-01-08,ATS_Montagna,32.86,47.0,37.0
2023-01-09,ATS_Bergamo,37.79,10.57,10.04
2023-01-09,ATS_Montagna,33.92,27.0,18.0
2023-01-10,ATS_Bergamo,35.2,7.97,9.15
2023-01-10,ATS_Montagna,34.1,24.0,16.0
2023-01-11,ATS_Bergamo,56.05,25.44,21.31
2023-01-11,ATS_Montagna,44.99,37.0,23.0
2023-01-12,ATS_Bergamo,62.46,39.6,31.84
2023-01-12,ATS_Montagna,46.44,50.0,36.0
2023-01-13,ATS_Bergamo,63.45,46.09,37.6
2023-01-13,ATS_Montagna,45.47,45.0,30.0
2023-01-14,ATS_Bergamo,51.19,31.98,27.45
2023-01-14,ATS_Montagna,44.6,45.0,33.0
2023-01-15,ATS_Bergamo,47.48,36.8,32.81
2023-01-15,ATS_Montagna,42.07,49.0,38.0
2023-01-16,ATS_Bergamo,49.47,31.71,28.26
2023-01-16,ATS_Montagna,38.15,36.0,25.0
2023-01-17,ATS_Bergamo,47.16,22.79,20.39
2023-01-17,ATS_Montagna,36.75,26.0,21.0
2023-01-18,ATS_Bergamo,52.92,34.37,30.91
2023-01-18,ATS_Montagna,35.45,32.0,25.0
