giorno,ATS,NO2_mean_ugm3,PM10_mean_ugm3,PM25_mean_ugm3
2021-09-02,ATS_Montagna,19.5,14.0,8.0
2021-09-03,ATS_Bergamo,27.59,18.38,9.67
2021-09-03,ATS_Montagna,17.82,19.0,12.0
2021-09-04,ATS_Bergamo,21.95,18.78,10.06
2021-09-04,ATS_Montagna,14.81,20.0,15.0
2021-09-05,ATS_Bergamo,17.23,17.54,10.76
2021-09-05,ATS_Montagna,11.33,15.0,7.0
2021-09-06,ATS_Bergamo,22.25,20.08,12.44
2021-09-06,ATS_Montagna,17.17,16.0,12.0
2021-09-07,ATS_Bergamo,28.21,27.37,17.11
2021-09-07,ATS_Montagna,19.43,26.0,12.0
2021-09-08,ATS_Bergamo,27.44,25.84,17.29
2021-09-08,ATS_Montagna,18.78,21.0,15.0
2021-09-09,ATS_Bergamo,30.21,26.92,17.49
2021-09-09,ATS_Montagna,18.21,25.0,17.0
2021-09-10,ATS_Bergamo,33.63,34.65,20.67
2021-09-10,ATS_Montagna,19.81,29.0,20.0
2021-09-11,ATS_Bergamo,28.7,33.12,19.99
2021-09-11,ATS_Montagna,14.17,21.0,18.0
2021-09-12,ATS_Bergamo,22.12,26.83,16.76
2021-09-12,ATS_Montagna,12.65,21.0,17.0
2021-09-13,ATS_Bergamo,31.77,29.76,19.05
2021-09-13,ATS_Montagna,20.01,21.0,16.0
2021-09-14,ATS_Bergamo,35.73,30.85,17.81
2021-09-14,ATS_Montagna,22.13,30.0,23.0
2021-09-15,ATS_Bergamo,31.37,26.68,13.59
2021-09-15,ATS_Montagna,21.53,30.0,19.0
2021-09-16,ATS_Bergamo,26.45,21.41,9.17
2021-09-16,ATS_Montagna,19.46,17.0,8.0
2021-09-17,ATS_Bergamo,28.6,14.79,10.52
2021-09-17,ATS_Montagna,14.17,18.0,5.0
2021-09-18,ATS_Bergamo,25.88,20.52,16.59
2021-09-18,ATS_Montagna,15.99,21.0,12.0
2021-09-19,ATS_Bergamo,14.43,10.8,5.69
2021-09-19,ATS_Montagna,11.6,12.0,7.0
2021-09-20,ATS_Bergamo,24.15,8.39,5.34
2021-09-20,ATS_Montagna,15.8,8.0,2.0
2021-09-21,ATS_Bergamo,28.11,9.14,5.2
2021-09-21,ATS_Montagna,14.86,8.0,3.0
2021-09-22,ATS_Bergamo,31.14,20.67,14.5
2021-09-22,ATS_Montagna,16.92,16.0,14.0
2021-09-23,ATS_Bergamo,31.48,19.0,14.18
2021-09-23,ATS_Montagna,18.78,23.0,17.0
2021-09-24,ATS_Bergamo,37.31,25.01,18.79
2021-09-24,ATS_Montagna,18.2,23.0,16.0
2021-09-25,ATS_Bergamo,33.33,36.4,24.53
2021-09-25,ATS_Montagna,16.49,25.0,16.0
2021-09-26,ATS_Bergamo,25.87,28.02,14.1
2021-09-26,ATS_Montagna,16.86,26.0,19.0
2021-09-27,ATS_Bergamo,31.95,20.08,9.17
2021-09-27,ATS_Montagna,17.15,17.0,14.0
2021-09-28,ATS_Bergamo,34.23,24.18,18.05
2021-09-28,ATS_Montagna,17.33,21.0,14.0
2021-09-29,ATS_Bergamo,27.9,10.9,3.96
2021-09-29,ATS_Montagna,16.5,15.0,6.0
2021-09-30,ATS_Bergamo,34.14,17.89,7.86
2021-09-30,ATS_Montagna,19.83,14.0,9.0
2021-10-01,ATS_Bergamo,33.26,15.09,7.19
2021-10-01,ATS_Montagna,19.99,15.0,8.0
2021-10-02,ATS_Bergamo,30.75,23.96,13.6
2021-10-02,ATS_Montagna,15.93,21.0,15.0
2021-10-03,ATS_Bergamo,17.18,15.14,8.0
2021-10-03,ATS_Montagna,19.12,20.0,12.0
2021-10-04,ATS_Bergamo,24.9,14.88,7.85
2021-10-04,ATS_Montagna,18.31,9.0,11.0
2021-10-05,ATS_Bergamo,23.72,8.94,1.99
2021-10-05,ATS_Montagna,19.47,12.0,9.0
2021-10-06,ATS_Bergamo,29.54,7.27,4.0
2021-10-06,ATS_Montagna,21.01,5.0,1.0
2021-10-07,ATS_Bergamo,42.46,11.4,11.16
2021-10-07,ATS_Montagna,26.16,15.0,8.0
2021-10-08,ATS_Bergamo,38.74,16.55,10.88
2021-10-08,ATS_Montagna,23.15,12.0,10.0
2021-10-09,ATS_Bergamo,28.1,18.94,12.16
2021-10-09,ATS_Montagna,21.89,25.0,16.0
2021-10-10,ATS_Bergamo,25.57,29.95,16.15
2021-10-10,ATS_Montagna,15.9,31.0,19.0
2021-10-11,ATS_Bergamo,40.08,25.41,17.3
2021-10-11,ATS_Montagna,22.04,20.0,18.0
2021-10-12,ATS_Bergamo,37.1,25.71,17.81
2021-10-12,ATS_Montagna,26.34,15.0,17.0
2021-10-13,ATS_Bergamo,36.84,34.68,27.7
2021-10-13,ATS_Montagna,23.88,19.0,20.0
2021-10-14,ATS_Bergamo,35.71,19.71,14.66
2021-10-14,ATS_Montagna,24.93,19.0,13.0
2021-10-15,ATS_Bergamo,42.08,33.45,25.89
2021-10-15,ATS_Montagna,26.75,19.0,20.0
2021-10-16,ATS_Bergamo,40.48,39.66,31.19
2021-10-16,ATS_Montagna,22.8,,
2021-10-17,ATS_Bergamo,33.8,27.76,22.93
2021-10-17,ATS_Montagna,18.53,,
2021-10-18,ATS_Bergamo,44.79,40.58,31.35
2021-10-18,ATS_Montagna,26.86,,
2021-10-19,ATS_Bergamo,50.36,62.96,38.75
2021-10-19,ATS_Montagna,31.11,,
2021-10-20,ATS_Bergamo,47.71,44.69,34.32
2021-10-20,ATS_Montagna,31.81,,
2021-10-21,ATS_Bergamo,44.06,17.41,13.45
2021-10-21,ATS_Montagna,30.05,,
2021-10-22,ATS_Bergamo,41.91,25.88,17.55
2021-10-22,ATS_Montagna,23.04,20.0,12.0
2021-10-23,ATS_Bergamo,36.67,38.48,27.93
2021-10-23,ATS_Montagna,22.07,,
2021-10-24,ATS_Bergamo,34.11,22.29,18.77
2021-10-24,ATS_Montagna,20.69,,
2021-10-25,ATS_Bergamo,44.82,27.87,20.83
2021-10-25,ATS_Montagna,27.35,33.0,25.0
2021-10-26,ATS_Bergamo,47.37,41.18,31.92
2021-10-26,ATS_Montagna,26.04,30.0,21.0
2021-10-27,ATS_Bergamo,48.78,31.84,25.53
2021-10-27,ATS_Montagna,30.72,,
2021-10-28,ATS_Bergamo,49.97,34.23,27.67
2021-10-28,ATS_Montagna,32.26,25.0,17.0
2021-10-29,ATS_Bergamo,50.18,40.98,32.38
2021-10-29,ATS_Montagna,34.79,,
2021-10-30,ATS_Bergamo,46.4,53.34,39.51
2021-10-30,ATS_Montagna,31.45,31.0,12.0
2021-10-31,ATS_Bergamo,42.37,41.13,34.67
2021-10-31,ATS_Montagna,25.13,34.0,26.0
2021-11-01,ATS_Bergamo,37.09,32.52,23.53
2021-11-01,ATS_Montagna,24.68,32.0,15.0
2021-11-02,ATS_Bergamo,40.18,14.13,9.42
2021-11-02,ATS_Montagna,31.01,14.0,11.0
2021-11-03,ATS_Bergamo,34.38,8.2,4.85
2021-11-03,ATS_Montagna,33.78,15.0,7.0
2021-11-04,ATS_Bergamo,37.63,11.39,8.13
2021-11-04,ATS_Montagna,25.21,10.0,0.0
2021-11-05,ATS_Bergamo,43.45,16.04,10.91
2021-11-05,ATS_Montagna,32.19,9.0,0.0
2021-11-06,ATS_Bergamo,45.67,14.72,11.33
2021-11-06,ATS_Montagna,27.81,9.0,2.0
2021-11-07,ATS_Bergamo,42.86,17.79,15.35
2021-11-07,ATS_Montagna,28.03,24.0,18.0
2021-11-08,ATS_Bergamo,48.32,24.67,18.76
2021-11-08,ATS_Montagna,39.25,34.0,22.0
2021-11-09,ATS_Bergamo,44.65,22.68,15.29
2021-11-09,ATS_Montagna,36.8,26.0,10.0
2021-11-10,ATS_Bergamo,51.97,31.45,22.96
2021-11-10,ATS_Montagna,37.5,29.0,20.0
2021-11-11,ATS_Bergamo,53.12,32.86,21.69
2021-11-11,ATS_Montagna,36.02,38.0,14.0
2021-11-12,ATS_Bergamo,47.2,33.26,22.38
2021-11-12,ATS_Montagna,35.0,34.0,13.0
2021-11-13,ATS_Bergamo,44.48,44.67,31.66
2021-11-13,ATS_Montagna,31.51,43.0,32.0
2021-11-14,ATS_Bergamo,30.94,10.84,6.99
2021-11-14,ATS_Montagna,28.09,37.0,17.0
2021-11-15,ATS_Bergamo,44.05,12.95,8.5
2021-11-15,ATS_Montagna,33.85,33.0,12.0
2021-11-16,ATS_Bergamo,45.46,28.57,23.03
2021-11-16,ATS_Montagna,28.32,28.0,13.0
2021-11-17,ATS_Bergamo,47.29,38.44,30.5
2021-11-17,ATS_Montagna,29.6,47.0,16.0
2021-11-18,ATS_Bergamo,44.8,34.02,23.68
2021-11-18,ATS_Montagna,24.72,26.0,9.0
2021-11-19,ATS_Bergamo,47.67,41.71,26.98
2021-11-19,ATS_Montagna,27.65,25.0,15.0
2021-11-20,ATS_Bergamo,44.3,32.5,23.22
2021-11-20,ATS_Montagna,33.58,34.0,12.0
2021-11-21,ATS_Bergamo,40.48,24.81,19.47
2021-11-21,ATS_Montagna,30.59,31.0,14.0
2021-11-22,ATS_Bergamo,45.69,16.99,11.37
2021-11-22,ATS_Montagna,34.24,45.0,35.0
2021-11-23,ATS_Bergamo,47.72,23.59,18.22
2021-11-23,ATS_Montagna,29.87,42.0,17.0
2021-11-24,ATS_Bergamo,47.44,29.82,21.35
2021-11-24,ATS_Montagna,26.85,26.0,20.0
2021-11-25,ATS_Bergamo,52.21,29.37,22.98
2021-11-25,ATS_Montagna,31.99,30.0,11.0
2021-11-26,ATS_Bergamo,50.32,28.15,21.26
2021-11-26,ATS_Montagna,41.51,,
2021-11-27,ATS_Bergamo,46.68,23.57,17.54
2021-11-27,ATS_Montagna,38.84,11.0,8.0
2021-11-28,ATS_Bergamo,30.04,7.44,4.68
2021-11-28,ATS_Montagna,29.48,8.0,8.0
2021-11-29,ATS_Bergamo,38.27,10.9,8.32
2021-11-29,ATS_Montagna,37.12,11.0,8.0
2021-11-30,ATS_Bergamo,45.68,12.77,11.74
2021-11-30,ATS_Montagna,42.74,18.0,14.0
2021-12-01,ATS_Bergamo,50.76,26.01,20.57
2021-12-01,ATS_Montagna,56.13,37.0,29.0
2021-12-02,ATS_Bergamo,59.62,42.15,33.23
2021-12-02,ATS_Montagna,52.12,53.0,41.0
2021-12-03,ATS_Bergamo,55.36,34.21,29.22
2021-12-03,ATS_Montagna,50.66,36.0,26.0
2021-12-04,ATS_Bergamo,56.98,30.44,26.95
2021-12-04,ATS_Montagna,53.23,35.0,28.0
2021-12-05,ATS_Bergamo,58.04,45.38,40.55
2021-12-05,ATS_Montagna,50.61,48.0,39.0
2021-12-06,ATS_Bergamo,62.33,47.53,41.26
2021-12-06,ATS_Montagna,56.68,30.0,24.0
2021-12-07,ATS_Bergamo,65.92,31.8,28.93
2021-12-07,ATS_Montagna,53.85,24.0,21.0
2021-12-08,ATS_Bergamo,53.59,23.56,21.2
2021-12-08,ATS_Montagna,54.74,39.0,37.0
2021-12-09,ATS_Bergamo,66.42,35.51,31.03
2021-12-09,ATS_Montagna,53.5,35.0,
2021-12-10,ATS_Bergamo,59.55,15.25,14.09
2021-12-10,ATS_Montagna,66.54,,
2021-12-11,ATS_Bergamo,61.77,25.3,20.66
2021-12-11,ATS_Montagna,61.63,,
2021-12-12,ATS_Bergamo,54.15,20.51,16.22
2021-12-12,ATS_Montagna,58.88,,
2021-12-13,ATS_Bergamo,68.89,38.95,30.99
2021-12-13,ATS_Montagna,64.37,,
2021-12-14,ATS_Bergamo,71.46,45.29,36.79
2021-12-14,ATS_Montagna,71.32,69.0,52.0
2021-12-15,ATS_Bergamo,64.34,41.57,32.73
2021-12-15,ATS_Montagna,60.82,44.0,44.0
2021-12-16,ATS_Bergamo,70.36,57.63,48.12
2021-12-16,ATS_Montagna,53.98,45.0,36.0
2021-12-17,ATS_Bergamo,71.72,59.58,53.95
2021-12-17,ATS_Montagna,59.2,52.0,37.0
2021-12-18,ATS_Bergamo,63.46,40.18,36.1
2021-12-18,ATS_Montagna,55.71,41.0,34.0
2021-12-19,ATS_Bergamo,61.01,41.32,34.14
2021-12-19,ATS_Montagna,50.52,38.0,34.0
2021-12-20,ATS_Bergamo,61.42,33.26,27.17
2021-12-20,ATS_Montagna,63.88,53.0,37.0
2021-12-21,ATS_Bergamo,64.27,45.03,35.64
2021-12-21,ATS_Montagna,62.52,66.0,43.0
2021-12-22,ATS_Bergamo,59.58,44.03,34.92
2021-12-22,ATS_Montagna,51.62,41.0,31.0
2021-12-23,ATS_Bergamo,61.41,57.69,48.09
2021-12-23,ATS_Montagna,56.15,41.0,29.0
2021-12-24,ATS_Bergamo,58.7,65.01,56.77
2021-12-24,ATS_Montagna,47.0,54.0,46.0
2021-12-25,ATS_Bergamo,47.34,75.07,62.15
2021-12-25,ATS_Montagna,54.3,,72.0
2021-12-26,ATS_Bergamo,43.63,52.13,45.01
2021-12-26,ATS_Montagna,42.69,81.0,70.0
2021-12-27,ATS_Bergamo,44.97,35.27,33.83
2021-12-27,ATS_Montagna,46.0,76.0,65.0
2021-12-28,ATS_Bergamo,47.99,48.72,44.34
2021-12-28,ATS_Montagna,38.35,48.0,45.0
2021-12-29,ATS_Bergamo,40.19,35.04,28.62
2021-12-29,ATS_Montagna,40.66,43.0,38.0
2021-12-30,ATS_Bergamo,52.11,42.95,35.2
2021-12-30,ATS_Montagna,46.29,53.0,51.0
2021-12-31,ATS_Bergamo,54.48,49.57,44.58
2021-12-31,ATS_Montagna,43.43,55.0,47.0
2022-01-01,ATS_Bergamo,44.99,59.68,54.12
2022-01-01,ATS_Montagna,38.6,74.0,66.0
2022-01-02,ATS_Bergamo,40.07,29.36,25.39
2022-01-02,ATS_Montagna,47.7,56.0,46.0
2022-01-03,ATS_Bergamo,41.27,33.89,28.7
2022-01-03,ATS_Montagna,43.08,57.0,46.0
2022-01-04,ATS_Bergamo,47.01,47.54,39.2
2022-01-04,ATS_Montagna,44.73,66.0,59.0
2022-01-05,ATS_Bergamo,42.15,23.38,19.53
2022-01-05,ATS_Montagna,35.97,43.0,34.0
2022-01-06,ATS_Bergamo,34.08,16.13,12.85
2022-01-06,ATS_Montagna,24.36,23.0,22.0
2022-01-07,ATS_Bergamo,42.04,19.05,13.83
2022-01-07,ATS_Montagna,42.39,31.0,22.0
2022-01-08,ATS_Bergamo,48.19,41.4,34.97
2022-01-08,ATS_Montagna,39.12,37.0,29.0
2022-01-09,ATS_Bergamo,49.55,57.13,50.26
2022-01-09,ATS_Montagna,43.56,53.0,45.0
2022-01-10,ATS_Bergamo,59.55,36.94,31.7
2022-01-10,ATS_Montagna,49.61,37.0,28.0
2022-01-11,ATS_Bergamo,59.11,28.58,24.48
2022-01-11,ATS_Montagna,47.18,30.0,24.0
2022-01-12,ATS_Bergamo,62.97,37.07,30.06
2022-01-12,ATS_Montagna,53.56,40.0,29.0
2022-01-13,ATS_Bergamo,70.31,44.5,35.81
2022-01-13,ATS_Montagna,55.58,44.0,34.0
2022-01-14,ATS_Bergamo,78.35,49.37,41.67
2022-01-14,ATS_Montagna,61.51,50.0,35.0
2022-01-15,ATS_Bergamo,58.36,28.08,25.55
2022-01-15,ATS_Montagna,56.07,47.0,37.0
2022-01-16,ATS_Bergamo,53.8,38.08,33.06
2022-01-16,ATS_Montagna,46.88,43.0,35.0
2022-01-17,ATS_Bergamo,66.56,39.73,35.29
2022-01-17,ATS_Montagna,62.46,52.0,34.0
2022-01-18,ATS_Bergamo,63.37,53.32,44.89
2022-01-18,ATS_Montagna,58.89,49.0,40.0
2022-01-19,ATS_Bergamo,58.11,58.94,49.42
2022-01-19,ATS_Montagna,53.27,52.0,42.0
2022-01-20,ATS_Bergamo,63.22,78.05,64.87
2022-01-20,ATS_Montagna,49.61,70.0,50.0
2022-01-21,ATS_Bergamo,62.06,60.88,49.27
2022-01-21,ATS_Montagna,52.91,61.0,51.0
2022-01-22,ATS_Bergamo,57.33,58.74,52.9
2022-01-22,ATS_Montagna,54.08,56.0,49.0
2022-01-23,ATS_Bergamo,48.26,62.08,51.26
2022-01-23,ATS_Montagna,53.5,74.0,62.0
2022-01-24,ATS_Bergamo,51.17,68.9,59.22
2022-01-24,ATS_Montagna,53.86,64.0,48.0
2022-01-25,ATS_Bergamo,63.84,72.15,61.24
2022-01-25,ATS_Montagna,51.88,78.0,63.0
2022-01-26,ATS_Bergamo,61.38,78.83,58.35
2022-01-26,ATS_Montagna,54.51,84.0,64.0
2022-01-27,ATS_Bergamo,68.07,62.93,44.69
2022-01-27,ATS_Montagna,60.47,96.0,73.0
2022-01-28,ATS_Bergamo,57.12,37.3,31.3
2022-01-28,ATS_Montagna,34.98,31.0,23.0
2022-01-29,ATS_Bergamo,60.33,35.87,31.24
2022-01-29,ATS_Montagna,49.97,33.0,23.0
2022-01-30,ATS_Bergamo,51.69,38.45,32.73
2022-01-30,ATS_Montagna,53.3,46.0,40.0
2022-01-31,ATS_Bergamo,46.53,51.37,38.82
2022-01-31,ATS_Montagna,50.46,55.0,45.0
2022-02-01,ATS_Bergamo,47.82,16.64,8.87
2022-02-01,ATS_Montagna,32.93,23.0,16.0
2022-02-02,ATS_Bergamo,35.19,13.83,8.93
2022-02-02,ATS_Montagna,30.01,18.0,10.0
2022-02-03,ATS_Bergamo,51.36,30.67,21.66
2022-02-03,ATS_Montagna,54.0,52.0,37.0
2022-02-04,ATS_Bergamo,46.95,45.83,37.55
2022-02-04,ATS_Montagna,50.95,63.0,46.0
2022-02-05,ATS_Bergamo,48.27,72.0,59.14
2022-02-05,ATS_Montagna,45.5,68.0,50.0
2022-02-06,ATS_Bergamo,46.0,69.77,59.56
2022-02-06,ATS_Montagna,44.95,49.0,39.0
2022-02-07,ATS_Bergamo,35.5,22.57,20.2
2022-02-07,ATS_Montagna,25.42,15.0,11.0
2022-02-08,ATS_Bergamo,58.34,28.19,27.9
2022-02-08,ATS_Montagna,44.68,25.0,18.0
2022-02-09,ATS_Bergamo,57.23,33.95,22.82
2022-02-09,ATS_Montagna,52.38,38.0,24.0
2022-02-10,ATS_Bergamo,62.2,46.31,29.57
2022-02-10,ATS_Montagna,56.32,54.0,37.0
2022-02-11,ATS_Bergamo,68.57,55.83,36.84
2022-02-11,ATS_Montagna,46.75,40.0,26.0
2022-02-12,ATS_Bergamo,43.32,25.97,24.77
2022-02-12,ATS_Montagna,33.85,21.0,14.0
2022-02-13,ATS_Bergamo,39.15,23.23,19.92
2022-02-13,ATS_Montagna,34.96,28.0,21.0
2022-02-14,ATS_Bergamo,53.89,40.69,34.08
2022-02-14,ATS_Montagna,55.72,52.0,40.0
2022-02-15,ATS_Bergamo,47.04,35.23,31.81
2022-02-15,ATS_Montagna,55.43,61.0,60.0
2022-02-16,ATS_Bergamo,48.26,24.63,22.49
2022-02-16,ATS_Montagna,43.38,28.0,25.0
2022-02-17,ATS_Bergamo,51.79,29.22,25.0
2022-02-17,ATS_Montagna,43.5,27.0,23.0
2022-02-18,ATS_Bergamo,50.69,62.22,51.6
2022-02-18,ATS_Montagna,46.1,61.0,47.0
2022-02-19,ATS_Bergamo,48.3,69.62,58.34
2022-02-19,ATS_Montagna,45.23,76.0,62.0
2022-02-20,ATS_Bergamo,40.83,51.91,47.09
2022-02-20,ATS_Montagna,33.82,53.0,45.0
2022-02-21,ATS_Bergamo,34.6,21.34,16.56
2022-02-21,ATS_Montagna,34.59,26.0,18.0
2022-02-22,ATS_Bergamo,35.04,11.72,9.6
2022-02-22,ATS_Montagna,36.88,19.0,10.0
2022-02-23,ATS_Bergamo,50.06,28.21,25.75
2022-02-23,ATS_Montagna,38.63,31.0,19.0
2022-02-24,ATS_Bergamo,56.16,37.58,32.78
2022-02-24,ATS_Montagna,43.6,41.0,29.0
2022-02-25,ATS_Bergamo,36.83,24.92,22.53
2022-02-25,ATS_Montagna,27.19,32.0,24.0
2022-02-26,ATS_Bergamo,31.8,14.0,12.05
2022-02-26,ATS_Montagna,27.19,22.0,17.0
2022-02-27,ATS_Bergamo,34.32,14.85,13.57
2022-02-27,ATS_Montagna,26.61,19.0,15.0
2022-02-28,ATS_Bergamo,44.04,26.37,21.44
2022-02-28,ATS_Montagna,34.82,30.0,23.0
2022-03-01,ATS_Bergamo,36.21,25.78,20.25
2022-03-01,ATS_Montagna,21.54,30.0,24.0
2022-03-02,ATS_Bergamo,57.93,35.37,31.01
2022-03-02,ATS_Montagna,40.89,44.0,32.0
2022-03-03,ATS_Bergamo,59.16,45.89,36.45
2022-03-03,ATS_Montagna,43.34,53.0,41.0
2022-03-04,ATS_Bergamo,42.58,54.53,43.64
2022-03-04,ATS_Montagna,43.27,60.0,49.0
2022-03-05,ATS_Bergamo,35.97,32.39,26.79
2022-03-05,ATS_Montagna,27.1,44.0,36.0
2022-03-06,ATS_Bergamo,27.47,25.16,21.59
2022-03-06,ATS_Montagna,17.71,31.0,24.0
2022-03-07,ATS_Bergamo,43.97,37.29,31.47
2022-03-07,ATS_Montagna,34.46,43.0,35.0
2022-03-08,ATS_Bergamo,37.71,33.06,26.66
2022-03-08,ATS_Montagna,37.89,47.0,35.0
2022-03-09,ATS_Bergamo,53.35,43.36,38.28
2022-03-09,ATS_Montagna,43.46,51.0,39.0
2022-03-10,ATS_Bergamo,62.38,57.39,47.65
2022-03-10,ATS_Montagna,46.36,56.0,43.0
2022-03-11,ATS_Bergamo,40.52,42.48,30.73
2022-03-11,ATS_Montagna,38.87,50.0,39.0
2022-03-12,ATS_Bergamo,28.66,28.76,22.03
2022-03-12,ATS_Montagna,22.9,36.0,26.0
2022-03-13,ATS_Bergamo,33.07,28.29,23.38
2022-03-13,ATS_Montagna,29.77,38.0,33.0
2022-03-14,ATS_Bergamo,42.46,40.15,33.57
2022-03-14,ATS_Montagna,40.98,49.0,37.0
2022-03-15,ATS_Bergamo,55.09,72.53,59.08
2022-03-15,ATS_Montagna,48.77,89.0,72.0
2022-03-16,ATS_Bergamo,43.81,45.49,34.31
2022-03-16,ATS_Montagna,38.74,47.0,38.0
2022-03-17,ATS_Bergamo,42.46,69.68,55.88
2022-03-17,ATS_Montagna,46.68,87.0,62.0
2022-03-18,ATS_Bergamo,45.25,55.24,43.86
2022-03-18,ATS_Montagna,41.63,,
2022-03-19,ATS_Bergamo,32.81,32.49,27.69
2022-03-20,ATS_Bergamo,30.36,31.72,26.67
2022-03-21,ATS_Bergamo,42.24,35.62,30.97
2022-03-21,ATS_Montagna,39.12,,
2022-03-22,ATS_Bergamo,45.62,44.96,39.48
2022-03-22,ATS_Montagna,33.4,45.0,34.0
2022-03-23,ATS_Bergamo,53.43,41.5,37.58
2022-03-23,ATS_Montagna,34.09,42.0,31.0
2022-03-24,ATS_Bergamo,51.22,37.42,31.45
2022-03-24,ATS_Montagna,34.34,51.0,39.0
2022-03-25,ATS_Bergamo,50.74,34.29,29.48
2022-03-25,ATS_Montagna,36.02,51.0,36.0
2022-03-26,ATS_Bergamo,43.55,45.14,41.13
2022-03-26,ATS_Montagna,28.45,55.0,43.0
2022-03-27,ATS_Bergamo,35.9,48.64,42.04
2022-03-27,ATS_Montagna,23.46,49.0,40.0
2022-03-28,ATS_Bergamo,42.11,41.0,37.57
2022-03-28,ATS_Montagna,34.02,45.0,38.0
2022-03-29,ATS_Bergamo,44.42,58.23,50.43
2022-03-29,ATS_Montagna,,66.0,49.0
2022-03-30,ATS_Bergamo,37.95,58.37,44.53
2022-03-30,ATS_Montagna,,70.0,59.0
2022-03-31,ATS_Bergamo,36.24,36.97,30.19
2022-03-31,ATS_Montagna,,56.0,45.0
2022-04-01,ATS_Bergamo,30.74,19.21,14.54
2022-04-01,ATS_Montagna,,13.0,11.0
2022-04-02,ATS_Bergamo,22.44,12.67,10.09
2022-04-02,ATS_Montagna,,16.0,6.0
2022-04-03,ATS_Bergamo,24.81,13.79,12.89
2022-04-03,ATS_Montagna,,15.0,12.0
2022-04-04,ATS_Bergamo,31.97,19.4,18.81
2022-04-04,ATS_Montagna,29.49,23.0,20.0
2022-04-05,ATS_Bergamo,41.1,31.01,27.93
2022-04-05,ATS_Montagna,30.35,36.0,29.0
2022-04-06,ATS_Bergamo,37.39,45.47,39.77
2022-04-06,ATS_Montagna,25.66,51.0,40.0
2022-04-07,ATS_Bergamo,37.07,27.1,21.22
2022-04-07,ATS_Montagna,30.24,43.0,33.0
2022-04-08,ATS_Bergamo,35.22,26.39,19.46
2022-04-08,ATS_Montagna,23.43,23.0,16.0
2022-04-09,ATS_Bergamo,21.26,17.4,13.73
2022-04-09,ATS_Montagna,11.95,5.0,3.0
2022-04-10,ATS_Bergamo,21.69,10.31,10.24
2022-04-10,ATS_Montagna,15.88,9.0,8.0
2022-04-11,ATS_Bergamo,34.55,18.16,15.12
2022-04-11,ATS_Montagna,23.68,15.0,12.0
2022-04-12,ATS_Bergamo,39.15,25.16,21.33
2022-04-12,ATS_Montagna,24.94,34.0,25.0
2022-04-13,ATS_Bergamo,35.96,35.75,26.88
2022-04-13,ATS_Montagna,26.73,43.0,35.0
2022-04-14,ATS_Bergamo,36.7,33.19,24.78
2022-04-14,ATS_Montagna,25.41,44.0,32.0
2022-04-15,ATS_Bergamo,36.85,37.95,29.13
2022-04-15,ATS_Montagna,25.38,37.0,29.0
2022-04-16,ATS_Bergamo,25.33,26.97,23.32
2022-04-16,ATS_Montagna,16.5,22.0,20.0
2022-04-17,ATS_Bergamo,17.84,14.91,10.85
2022-04-17,ATS_Montagna,10.96,14.0,10.0
2022-04-18,ATS_Bergamo,19.55,16.83,12.86
2022-04-18,ATS_Montagna,11.69,17.0,10.0
2022-04-19,ATS_Bergamo,28.14,22.26,18.6
2022-04-19,ATS_Montagna,22.55,26.0,20.0
2022-04-20,ATS_Bergamo,26.85,24.02,15.39
2022-04-20,ATS_Montagna,24.86,31.0,21.0
2022-04-21,ATS_Bergamo,30.51,21.21,14.71
2022-04-21,ATS_Montagna,22.43,,
2022-04-22,ATS_Bergamo,33.59,28.33,21.62
2022-04-22,ATS_Montagna,25.4,44.0,30.0
2022-04-23,ATS_Bergamo,22.83,22.07,16.97
2022-04-23,ATS_Montagna,18.61,,
2022-04-24,ATS_Bergamo,17.45,6.54,4.1
2022-04-24,ATS_Montagna,10.1,,
2022-04-25,ATS_Bergamo,22.1,12.45,8.96
2022-04-25,ATS_Montagna,10.2,,
2022-04-26,ATS_Bergamo,27.14,11.84,8.45
2022-04-26,ATS_Montagna,14.74,,
2022-04-27,ATS_Bergamo,27.84,18.61,16.51
2022-04-27,ATS_Montagna,14.98,11.0,
2022-04-28,ATS_Bergamo,26.93,17.94,15.85
2022-04-28,ATS_Montagna,15.0,18.0,14.0
2022-04-29,ATS_Bergamo,27.52,20.43,17.78
2022-04-29,ATS_Montagna,18.82,24.0,20.0
2022-04-30,ATS_Bergamo,23.34,18.37,15.2
2022-04-30,ATS_Montagna,13.32,21.0,14.0
2022-05-01,ATS_Bergamo,14.16,10.4,8.7
2022-05-01,ATS_Montagna,7.8,9.0,5.0
2022-05-02,ATS_Bergamo,20.54,12.0,12.36
2022-05-02,ATS_Montagna,10.9,11.0,8.0
2022-05-03,ATS_Bergamo,20.23,15.29,12.72
2022-05-03,ATS_Montagna,13.85,12.0,12.0
2022-05-04,ATS_Bergamo,25.25,18.64,14.53
2022-05-04,ATS_Montagna,18.13,16.0,11.0
2022-05-05,ATS_Bergamo,30.51,21.97,17.31
2022-05-05,ATS_Montagna,20.47,23.0,18.0
2022-05-06,ATS_Bergamo,34.67,12.47,9.7
2022-05-06,ATS_Montagna,15.83,21.0,18.0
2022-05-07,ATS_Bergamo,22.86,15.5,12.62
2022-05-07,ATS_Montagna,12.55,29.0,24.0
2022-05-08,ATS_Bergamo,17.59,8.98,7.91
2022-05-08,ATS_Montagna,8.3,13.0,9.0
