stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Montagna,PM25,2022,40,W40/2022,1,134,7.2003,2.4616,2.3143,14.9143,7.7416,5.5153
22-23,ATS_Montagna,PM25,2022,41,W41/2022,2,134,7.8296,3.6987,1.9714,19.6714,8.8283,5.6923
22-23,ATS_Montagna,PM25,2022,42,W42/2022,3,134,6.7778,2.0043,2.8857,12.1857,7.4544,5.4554
22-23,ATS_Montagna,PM25,2022,43,W43/2022,4,134,4.0254,1.2301,1.5000,7.9714,4.3862,3.2323
22-23,ATS_Montagna,PM25,2022,44,W44/2022,5,134,4.2468,2.1727,1.5429,16.6857,4.8503,3.2911
22-23,ATS_Montagna,PM25,2022,45,W45/2022,6,134,5.2788,3.5962,1.3143,24.8714,6.1035,3.7302
22-23,ATS_Montagna,PM25,2022,46,W46/2022,7,134,3.9452,2.6237,0.9857,18.6143,4.8045,2.6075
22-23,ATS_Montagna,PM25,2022,47,W47/2022,8,134,4.2640,2.1898,0.7571,14.3000,4.9910,3.2450
22-23,ATS_Montagna,PM25,2022,48,W48/2022,9,134,9.7659,4.8014,2.4286,32.4714,10.6786,6.7832
22-23,ATS_Montagna,PM25,2022,49,W49/2022,10,134,5.1438,3.0603,1.3714,18.2714,5.8442,3.7075
22-23,ATS_Montagna,PM25,2022,50,W50/2022,11,134,7.5254,3.9928,1.8286,25.7857,8.7180,5.5392
22-23,ATS_Montagna,PM25,2022,51,W51/2022,12,134,10.5924,5.8543,1.6857,36.5000,12.7177,8.1998
22-23,ATS_Montagna,PM25,2022,52,W52/2022,13,134,10.0146,5.1006,2.0571,30.0000,11.6422,7.5866
22-23,ATS_Montagna,PM25,2023,1,W01/2023,14,134,8.9473,6.0787,1.7857,34.3000,10.5190,6.3913
22-23,ATS_Montagna,PM25,2023,2,W02/2023,15,134,6.5422,4.2403,1.0000,21.7857,7.9496,4.8643
22-23,ATS_Montagna,PM25,2023,3,W03/2023,16,134,5.1725,3.3083,1.3857,18.8143,6.2279,3.6285
22-23,ATS_Montagna,PM25,2023,4,W04/2023,17,134,9.0707,4.9758,2.5143,27.5571,10.0372,6.5747
22-23,ATS_Montagna,PM25,2023,5,W05/2023,18,134,6.3270,4.8385,1.3571,27.6571,8.2123,4.3995
22-23,ATS_Montagna,PM25,2023,6,W06/2023,19,134,9.8162,4.5516,2.8286,27.5714,10.4386,7.2138
22-23,ATS_Montagna,PM25,2023,7,W07/2023,20,134,10.9259,5.9981,1.7857,33.5714,12.0765,7.2795
22-23,ATS_Montagna,PM25,2023,8,W08/2023,21,134,13.4225,6.2955,3.0429,37.4714,15.0903,9.4487
22-23,ATS_Montagna,PM25,2023,9,W09/2023,22,134,9.6710,4.5267,2.3857,26.1286,10.8421,6.5938
22-23,ATS_Montagna,PM25,2023,10,W10/2023,23,134,6.1676,3.2852,1.0714,17.9857,7.3677,4.1592
22-23,ATS_Montagna,PM25,2023,11,W11/2023,24,134,8.1546,2.8324,2.5714,17.1143,8.9146,6.1333
22-23,ATS_Montagna,PM25,2023,12,W12/2023,25,134,8.5174,3.7620,1.9143,20.8857,9.6068,5.9797
22-23,ATS_Montagna,PM25,2023,13,W13/2023,26,134,3.5671,1.3476,1.5857,8.8000,4.0863,2.7953
22-23,ATS_Montagna,PM25,2023,14,W14/2023,27,134,5.9892,2.3477,2.4714,14.8857,6.7036,4.6488
22-23,ATS_Montagna,PM25,2023,15,W15/2023,28,134,4.2359,1.6707,1.6429,10.2000,4.8700,3.2567
22-23,ATS_Montagna,PM25,2023,16,W16/2023,29,134,4.6697,1.4408,2.3286,10.7286,5.0666,3.9431
