stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
24-25,ATS_Montagna,PM25,2024,40,W40/2024,1,133,3.1725,0.8594,1.2714,5.3429,3.3107,2.5968
24-25,ATS_Montagna,PM25,2024,41,W41/2024,2,133,2.9015,1.0024,1.0857,6.4429,3.2681,2.4435
24-25,ATS_Montagna,PM25,2024,42,W42/2024,3,133,3.3987,1.4514,0.9429,8.1429,3.8134,2.8760
24-25,ATS_Montagna,PM25,2024,43,W43/2024,4,133,3.9842,1.4157,1.4429,9.0000,4.2612,3.2731
24-25,ATS_Montagna,PM25,2024,44,W44/2024,5,133,5.5409,2.2882,1.7143,12.4286,5.5648,4.1252
24-25,ATS_Montagna,PM25,2024,45,W45/2024,6,133,11.8373,6.2380,3.2286,30.9143,11.2256,8.6296
24-25,ATS_Montagna,PM25,2024,46,W46/2024,7,133,8.9552,4.1741,2.7571,21.2286,9.3912,6.4165
24-25,ATS_Montagna,PM25,2024,47,W47/2024,8,133,5.2526,2.9061,0.9857,17.5000,6.3937,3.6082
24-25,ATS_Montagna,PM25,2024,48,W48/2024,9,133,6.7898,3.6059,1.1143,22.7286,7.6463,4.8716
24-25,ATS_Montagna,PM25,2024,49,W49/2024,10,133,7.4200,4.2048,1.4714,27.3143,8.7136,5.0422
24-25,ATS_Montagna,PM25,2024,50,W50/2024,11,133,8.4779,5.0899,1.2143,31.2000,9.2285,5.6950
24-25,ATS_Montagna,PM25,2024,51,W51/2024,12,134,5.1705,3.2546,1.1857,19.6000,6.1016,3.5034
24-25,ATS_Montagna,PM25,2024,52,W52/2024,13,134,5.4447,3.3262,1.2286,24.2000,6.3141,4.0740
24-25,ATS_Montagna,PM25,2025,1,W01/2025,14,134,11.2983,6.3851,2.0000,34.2286,12.9284,8.0642
24-25,ATS_Montagna,PM25,2025,2,W02/2025,15,132,7.1023,4.8667,1.1286,24.1571,8.7822,5.0097
24-25,ATS_Montagna,PM25,2025,3,W03/2025,16,132,9.1463,5.0967,1.9714,27.2857,10.2424,6.6587
24-25,ATS_Montagna,PM25,2025,4,W04/2025,17,132,7.6866,4.5276,1.1571,26.7857,8.8095,5.9179
24-25,ATS_Montagna,PM25,2025,5,W05/2025,18,132,5.4867,3.3253,0.8143,19.3857,6.3924,4.1325
24-25,ATS_Montagna,PM25,2025,6,W06/2025,19,132,11.7199,4.9449,3.3000,32.3429,12.9141,9.2755
24-25,ATS_Montagna,PM25,2025,7,W07/2025,20,132,5.9827,3.2464,1.7000,18.1000,6.4948,4.4785
24-25,ATS_Montagna,PM25,2025,8,W08/2025,21,132,15.4943,5.7451,4.0143,33.2000,17.0018,11.6086
24-25,ATS_Montagna,PM25,2025,9,W09/2025,22,132,7.6121,3.8000,1.6857,20.3143,8.5176,5.0421
24-25,ATS_Montagna,PM25,2025,10,W10/2025,23,132,11.2199,3.2132,4.0286,19.5429,11.4173,8.7001
24-25,ATS_Montagna,PM25,2025,11,W11/2025,24,132,3.7470,1.9659,0.7714,11.0000,4.3280,2.4566
24-25,ATS_Montagna,PM25,2025,12,W12/2025,25,132,8.7700,2.8950,2.9857,18.1143,9.5276,6.7617
24-25,ATS_Montagna,PM25,2025,13,W13/2025,26,132,4.0078,1.2055,1.9571,7.8571,4.3598,3.2688
24-25,ATS_Montagna,PM25,2025,14,W14/2025,27,134,7.1807,2.0382,2.6000,10.8833,7.4864,5.6514
24-25,ATS_Montagna,PM25,2025,15,W15/2025,28,45,8.5892,2.1363,3.8571,13.2000,9.1134,7.3465
24-25,ATS_Montagna,PM25,2025,16,W16/2025,29,134,3.5892,1.2467,1.3800,6.8000,3.9469,2.7876
