stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
24-25,ATS_Montagna,PM10,2024,40,W40/2024,1,134,3.3029,1.2662,1.3000,7.4143,3.6199,2.5362
24-25,ATS_Montagna,PM10,2024,41,W41/2024,2,134,2.5229,1.1373,0.8714,6.9143,2.8548,1.9181
24-25,ATS_Montagna,PM10,2024,42,W42/2024,3,134,3.1261,1.8396,0.9143,10.1429,3.6658,2.2101
24-25,ATS_Montagna,PM10,2024,43,W43/2024,4,134,5.1961,2.7282,1.3286,15.8000,5.8751,3.5848
24-25,ATS_Montagna,PM10,2024,44,W44/2024,5,134,8.8342,4.1667,1.7857,23.0000,9.8486,6.0675
24-25,ATS_Montagna,PM10,2024,45,W45/2024,6,134,18.1606,7.8471,3.9714,41.7286,19.2026,12.7322
24-25,ATS_Montagna,PM10,2024,46,W46/2024,7,134,11.6336,5.9085,2.5714,35.4714,13.1085,7.8577
24-25,ATS_Montagna,PM10,2024,47,W47/2024,8,134,5.6457,3.4324,1.4286,19.8571,6.8750,3.8197
24-25,ATS_Montagna,PM10,2024,48,W48/2024,9,134,7.7538,4.5411,1.6000,27.8714,9.1475,5.1025
24-25,ATS_Montagna,PM10,2024,49,W49/2024,10,134,8.3671,5.3592,1.6143,35.5571,10.1986,5.3662
24-25,ATS_Montagna,PM10,2024,50,W50/2024,11,134,11.2462,7.2189,1.7714,41.1857,13.1022,6.9155
24-25,ATS_Montagna,PM10,2024,51,W51/2024,12,134,7.5122,4.8449,1.5857,30.4571,9.1724,4.8740
24-25,ATS_Montagna,PM10,2024,52,W52/2024,13,134,7.6908,4.5502,1.7857,25.8429,9.0499,5.2389
24-25,ATS_Montagna,PM10,2025,1,W01/2025,14,134,12.4711,7.9358,1.7429,39.4857,14.6868,8.2118
24-25,ATS_Montagna,PM10,2025,2,W02/2025,15,134,6.8645,4.8199,1.6857,23.3286,8.3825,4.7575
24-25,ATS_Montagna,PM10,2025,3,W03/2025,16,134,9.9019,6.0157,1.8857,29.2714,11.3941,6.6299
24-25,ATS_Montagna,PM10,2025,4,W04/2025,17,134,7.6205,5.4838,1.2000,25.6000,9.1994,4.8260
24-25,ATS_Montagna,PM10,2025,5,W05/2025,18,134,6.1732,4.1690,1.1571,19.7143,7.2963,3.9841
24-25,ATS_Montagna,PM10,2025,6,W06/2025,19,134,11.6902,6.1372,2.4857,34.1143,13.0920,8.0632
24-25,ATS_Montagna,PM10,2025,7,W07/2025,20,134,7.9651,4.7845,1.2857,29.6286,9.3916,5.3647
24-25,ATS_Montagna,PM10,2025,8,W08/2025,21,134,15.6461,8.0712,2.6857,44.0429,17.9169,10.6589
24-25,ATS_Montagna,PM10,2025,9,W09/2025,22,134,8.3381,4.8821,1.5286,27.5000,9.7600,5.4913
24-25,ATS_Montagna,PM10,2025,10,W10/2025,23,134,11.7358,4.0879,3.5714,24.7429,12.2951,8.8144
24-25,ATS_Montagna,PM10,2025,11,W11/2025,24,134,3.1878,1.8309,0.7714,10.3000,3.6758,2.1302
24-25,ATS_Montagna,PM10,2025,12,W12/2025,25,134,7.7962,3.3265,2.2000,19.3571,8.5900,5.6128
24-25,ATS_Montagna,PM10,2025,13,W13/2025,26,134,4.4785,1.4664,2.3429,11.5286,4.9526,3.8153
24-25,ATS_Montagna,PM10,2025,14,W14/2025,27,134,7.9774,2.6456,2.8500,15.9500,8.4093,6.1749
24-25,ATS_Montagna,PM10,2025,15,W15/2025,28,134,10.2050,3.6571,2.9714,20.6857,10.8972,7.7276
24-25,ATS_Montagna,PM10,2025,16,W16/2025,29,134,4.1168,1.8917,1.6286,14.8000,4.7806,3.2727
