stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Montagna,NO2,2022,40,W40/2022,1,134,4.4942,3.0802,0.5143,18.9429,5.2431,2.8044
22-23,ATS_Montagna,NO2,2022,41,W41/2022,2,134,4.5709,3.3723,0.4286,21.4000,5.4268,2.8418
22-23,ATS_Montagna,NO2,2022,42,W42/2022,3,134,4.8000,3.4785,0.5429,20.9857,5.8160,2.9779
22-23,ATS_Montagna,NO2,2022,43,W43/2022,4,134,4.4719,3.5081,0.4143,22.1000,5.5188,2.7314
22-23,ATS_Montagna,NO2,2022,44,W44/2022,5,134,4.8701,3.4437,0.7286,22.4000,6.1230,3.1310
22-23,ATS_Montagna,NO2,2022,45,W45/2022,6,134,7.8947,5.4693,1.0143,30.0000,9.6276,4.8075
22-23,ATS_Montagna,NO2,2022,46,W46/2022,7,134,5.5941,4.1998,0.7857,25.3857,7.1831,3.3614
22-23,ATS_Montagna,NO2,2022,47,W47/2022,8,134,5.4067,4.5155,0.6857,24.1286,6.9511,3.1589
22-23,ATS_Montagna,NO2,2022,48,W48/2022,9,134,10.7753,6.3246,1.8286,33.2143,12.4121,6.7813
22-23,ATS_Montagna,NO2,2022,49,W49/2022,10,134,7.7768,5.1722,1.3143,27.7571,9.5175,4.8976
22-23,ATS_Montagna,NO2,2022,50,W50/2022,11,134,9.5866,6.5494,1.2714,33.6286,11.5992,5.8323
22-23,ATS_Montagna,NO2,2022,51,W51/2022,12,134,9.8891,6.6691,0.8714,33.1000,11.8859,6.0900
22-23,ATS_Montagna,NO2,2022,52,W52/2022,13,134,8.5140,5.8062,0.8714,28.1000,10.4414,5.1993
22-23,ATS_Montagna,NO2,2023,1,W01/2023,14,134,8.8664,6.2015,0.9714,29.0143,10.9329,5.4726
22-23,ATS_Montagna,NO2,2023,2,W02/2023,15,134,6.5261,5.5973,0.6857,29.7000,8.6340,3.9500
22-23,ATS_Montagna,NO2,2023,3,W03/2023,16,134,5.8882,4.6449,1.5000,27.6571,7.9099,3.9082
22-23,ATS_Montagna,NO2,2023,4,W04/2023,17,134,8.7408,6.6705,0.9571,32.9571,10.7583,5.1954
22-23,ATS_Montagna,NO2,2023,5,W05/2023,18,134,4.6489,4.5567,0.4143,24.4857,6.5591,2.6354
22-23,ATS_Montagna,NO2,2023,6,W06/2023,19,134,9.0431,6.1944,1.1571,33.6429,10.8080,5.5787
22-23,ATS_Montagna,NO2,2023,7,W07/2023,20,134,9.4780,7.3789,0.9000,35.3714,11.5231,5.4885
22-23,ATS_Montagna,NO2,2023,8,W08/2023,21,134,8.7597,5.7141,1.3857,31.7571,10.6503,5.5401
22-23,ATS_Montagna,NO2,2023,9,W09/2023,22,134,6.7756,4.5062,0.8857,25.5000,8.1502,4.1270
22-23,ATS_Montagna,NO2,2023,10,W10/2023,23,134,4.0949,3.4094,0.4000,20.6286,5.1121,2.4244
22-23,ATS_Montagna,NO2,2023,11,W11/2023,24,134,4.4178,3.1212,0.6143,18.0429,5.2953,2.7913
22-23,ATS_Montagna,NO2,2023,12,W12/2023,25,134,4.3489,3.4539,0.4714,21.1000,5.2699,2.6125
22-23,ATS_Montagna,NO2,2023,13,W13/2023,26,134,3.0971,2.6113,0.5286,15.3286,3.9201,1.9252
22-23,ATS_Montagna,NO2,2023,14,W14/2023,27,134,3.2946,2.5824,0.4286,16.7714,4.0068,2.0103
22-23,ATS_Montagna,NO2,2023,15,W15/2023,28,134,2.8949,2.1663,0.6429,13.7286,3.6076,1.8951
22-23,ATS_Montagna,NO2,2023,16,W16/2023,29,134,3.1408,2.2288,0.6000,14.3571,3.7781,2.0417
