Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
6185,2024/01/01 00:00,99.1,91.5,100.0
6185,2024/01/02 00:00,100.0,100.0,100.0
6185,2024/01/03 00:00,93.3,72.1,100.0
6185,2024/01/04 00:00,85.5,52.2,100.0
6185,2024/01/05 00:00,99.4,88.5,100.0
6185,2024/01/06 00:00,100.0,100.0,100.0
6185,2024/01/07 00:00,96.9,87.8,100.0
6185,2024/01/08 00:00,89.3,79.9,100.0
6185,2024/01/09 00:00,72.3,58.7,82.1
6185,2024/01/10 00:00,63.6,60.8,68.9
6185,2024/01/11 00:00,80.6,58.6,99.9
6185,2024/01/12 00:00,88.5,57.4,100.0
6185,2024/01/13 00:00,93.0,61.6,100.0
6185,2024/01/14 00:00,95.7,77.4,100.0
6185,2024/01/15 00:00,93.0,68.5,100.0
6185,2024/01/16 00:00,90.8,60.7,100.0
6185,2024/01/17 00:00,100.0,100.0,100.0
6185,2024/01/18 00:00,100.0,99.8,100.0
6185,2024/01/19 00:00,95.5,75.5,100.0
6185,2024/01/20 00:00,70.5,34.4,100.0
6185,2024/01/21 00:00,72.8,48.9,92.4
6185,2024/01/22 00:00,69.5,38.4,96.7
6185,2024/01/23 00:00,64.7,44.1,89.0
6185,2024/01/24 00:00,78.4,45.6,95.6
6185,2024/01/25 00:00,87.1,66.6,100.0
6185,2024/01/26 00:00,95.4,79.7,100.0
6185,2024/01/27 00:00,89.5,54.4,100.0
6185,2024/01/28 00:00,99.7,97.3,100.0
6185,2024/01/29 00:00,98.3,85.5,100.0
6185,2024/01/30 00:00,92.4,61.2,100.0
6185,2024/01/31 00:00,87.3,55.5,100.0
6185,2024/02/01 00:00,91.3,54.9,100.0
6185,2024/02/02 00:00,82.5,47.0,100.0
6185,2024/02/03 00:00,80.7,45.3,100.0
6185,2024/02/04 00:00,88.8,65.8,100.0
6185,2024/02/05 00:00,82.2,53.9,98.4
6185,2024/02/06 00:00,90.3,76.8,100.0
6185,2024/02/07 00:00,87.1,66.0,100.0
6185,2024/02/08 00:00,82.7,65.0,100.0
6185,2024/02/09 00:00,100.0,100.0,100.0
6185,2024/02/10 00:00,100.0,100.0,100.0
6185,2024/02/11 00:00,99.4,93.7,100.0
6185,2024/02/12 00:00,94.4,73.7,100.0
6185,2024/02/13 00:00,82.3,40.0,100.0
6185,2024/02/14 00:00,73.0,41.0,98.6
6185,2024/02/15 00:00,84.8,59.4,100.0
6185,2024/02/16 00:00,87.3,69.5,100.0
6185,2024/02/17 00:00,80.9,49.7,100.0
6185,2024/02/18 00:00,83.8,60.6,100.0
6185,2024/02/19 00:00,83.5,58.9,100.0
6185,2024/02/20 00:00,81.3,52.2,100.0
6185,2024/02/21 00:00,75.6,45.7,100.0
