Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
6179,2024/01/01 00:00,93.4,71.0,99.3
6179,2024/01/02 00:00,94.3,85.2,99.3
6179,2024/01/03 00:00,82.8,63.7,96.1
6179,2024/01/04 00:00,71.4,42.5,92.1
6179,2024/01/05 00:00,97.1,77.8,99.3
6179,2024/01/06 00:00,99.2,98.9,99.3
6179,2024/01/07 00:00,92.2,75.5,99.3
6179,2024/01/08 00:00,77.6,67.4,88.6
6179,2024/01/09 00:00,68.5,56.5,80.5
6179,2024/01/10 00:00,59.1,54.9,62.4
6179,2024/01/11 00:00,62.4,47.9,78.6
6179,2024/01/12 00:00,76.7,55.0,90.5
6179,2024/01/13 00:00,73.9,43.5,89.7
6179,2024/01/14 00:00,84.7,69.0,99.2
6179,2024/01/15 00:00,80.8,56.9,98.7
6179,2024/01/16 00:00,87.1,60.7,99.2
6179,2024/01/17 00:00,96.4,88.9,99.3
6179,2024/01/18 00:00,95.8,87.3,99.2
6179,2024/01/19 00:00,92.8,81.6,99.2
6179,2024/01/20 00:00,55.9,25.4,84.2
6179,2024/01/21 00:00,57.6,40.5,73.7
6179,2024/01/22 00:00,51.2,31.2,71.6
6179,2024/01/23 00:00,52.6,40.8,66.1
6179,2024/01/24 00:00,59.7,37.1,72.2
6179,2024/01/25 00:00,77.1,64.5,94.6
6179,2024/01/26 00:00,83.6,73.9,95.3
6179,2024/01/27 00:00,84.6,53.9,99.3
6179,2024/01/28 00:00,93.5,77.4,99.3
6179,2024/01/29 00:00,92.2,65.8,99.4
6179,2024/01/30 00:00,79.2,58.9,99.4
6179,2024/01/31 00:00,71.6,46.0,90.8
6179,2024/02/01 00:00,75.0,53.5,92.2
6179,2024/02/02 00:00,71.2,41.4,92.2
6179,2024/02/03 00:00,66.4,39.6,84.3
6179,2024/02/04 00:00,77.3,59.9,99.2
6179,2024/02/05 00:00,74.4,58.6,88.4
6179,2024/02/06 00:00,78.3,67.6,87.9
6179,2024/02/07 00:00,73.2,58.8,83.1
6179,2024/02/08 00:00,71.9,57.6,99.3
6179,2024/02/09 00:00,99.3,99.2,99.3
6179,2024/02/10 00:00,99.3,99.2,99.3
6179,2024/02/11 00:00,96.8,85.3,99.3
6179,2024/02/12 00:00,91.1,69.9,99.3
6179,2024/02/13 00:00,72.4,35.9,99.3
6179,2024/02/14 00:00,56.9,40.3,70.0
6179,2024/02/15 00:00,70.8,57.0,78.9
6179,2024/02/16 00:00,72.0,59.7,85.3
6179,2024/02/17 00:00,70.4,47.3,90.0
6179,2024/02/18 00:00,72.7,53.6,89.9
6179,2024/02/19 00:00,73.2,57.1,84.4
6179,2024/02/20 00:00,73.6,56.1,85.9
6179,2024/02/21 00:00,62.8,43.5,85.3
6179,2024/02/22 00:00,85.8,69.4,99.3
6179,2024/02/23 00:00,94.7,82.0,99.3
6179,2024/02/24 00:00,85.5,70.1,99.3
6179,2024/02/25 00:00,74.7,50.7,90.5
6179,2024/02/26 00:00,96.8,88.8,99.2
6179,2024/02/27 00:00,99.2,98.4,99.3
6179,2024/02/28 00:00,86.9,64.6,99.3
6179,2024/02/29 00:00,84.6,74.0,99.1
6179,2024/03/01 00:00,99.2,99.2,99.3
6179,2024/03/02 00:00,99.1,97.5,99.3
6179,2024/03/03 00:00,87.3,71.0,99.2
6179,2024/03/04 00:00,85.1,68.7,99.2
6179,2024/03/05 00:00,81.9,60.8,99.2
6179,2024/03/06 00:00,76.8,52.3,99.2
6179,2024/03/07 00:00,69.8,48.2,87.7
6179,2024/03/08 00:00,84.2,75.9,99.2
6179,2024/03/09 00:00,98.9,96.4,99.3
6179,2024/03/10 00:00,94.4,80.7,99.3
6179,2024/03/11 00:00,82.9,57.9,99.2
6179,2024/03/12 00:00,53.0,17.8,97.9
6179,2024/03/13 00:00,52.4,30.8,75.3
6179,2024/03/14 00:00,68.1,47.6,83.2
6179,2024/03/15 00:00,68.9,47.5,83.0
6179,2024/03/16 00:00,65.1,43.1,87.3
6179,2024/03/17 00:00,67.2,55.4,78.5
6179,2024/03/18 00:00,69.2,50.7,91.4
6179,2024/03/19 00:00,87.1,55.4,99.3
6179,2024/03/20 00:00,74.9,51.2,99.2
6179,2024/03/21 00:00,63.5,46.9,80.6
6179,2024/03/22 00:00,70.1,44.6,94.7
6179,2024/03/23 00:00,59.3,19.6,78.9
6179,2024/03/24 00:00,20.8,13.1,33.1
6179,2024/03/25 00:00,26.3,17.3,36.8
6179,2024/03/26 00:00,73.5,43.1,99.3
6179,2024/03/27 00:00,88.2,66.5,99.3
6179,2024/03/28 00:00,90.4,80.2,99.3
6179,2024/03/29 00:00,92.5,84.9,99.3
6179,2024/03/30 00:00,88.3,69.9,99.3
6179,2024/03/31 00:00,94.9,79.6,99.3
6179,2024/04/01 00:00,75.4,36.5,99.3
6179,2024/04/02 00:00,54.7,22.9,87.4
6179,2024/04/03 00:00,73.5,52.6,84.1
6179,2024/04/04 00:00,66.6,50.7,81.9
6179,2024/04/05 00:00,66.4,51.6,83.1
6179,2024/04/06 00:00,60.1,43.3,83.5
6179,2024/04/07 00:00,51.9,41.6,67.7
6179,2024/04/08 00:00,61.3,37.5,83.0
6179,2024/04/09 00:00,80.2,65.6,99.0
6179,2024/04/10 00:00,85.2,76.1,98.7
6179,2024/04/11 00:00,66.2,42.3,98.8
6179,2024/04/12 00:00,58.9,36.1,80.4
6179,2024/04/13 00:00,57.2,38.5,79.7
6179,2024/04/14 00:00,51.6,30.7,80.0
6179,2024/04/15 00:00,49.6,37.9,62.5
6179,2024/04/16 00:00,40.8,7.8,77.7
6179,2024/04/17 00:00,50.3,16.0,78.7
6179,2024/04/18 00:00,48.4,32.8,57.9
6179,2024/04/19 00:00,41.7,12.2,74.4
6179,2024/04/20 00:00,28.3,9.8,57.7
6179,2024/04/21 00:00,36.6,15.3,76.6
6179,2024/04/22 00:00,91.6,73.0,99.2
6179,2024/04/23 00:00,88.1,50.9,99.2
6179,2024/04/24 00:00,65.8,28.5,99.2
6179,2024/04/25 00:00,66.6,38.8,95.1
6179,2024/04/26 00:00,74.0,52.2,98.7
6179,2024/04/27 00:00,85.1,63.5,99.2
6179,2024/04/28 00:00,80.0,56.1,99.2
6179,2024/04/29 00:00,61.2,35.0,90.1
6179,2024/04/30 00:00,50.7,30.3,77.8
6179,2024/05/01 00:00,75.8,50.8,99.3
6179,2024/05/02 00:00,95.9,84.4,99.3
6179,2024/05/03 00:00,75.6,44.7,99.2
6179,2024/05/04 00:00,68.6,47.6,99.0
6179,2024/05/05 00:00,58.5,44.0,68.3
6179,2024/05/06 00:00,64.3,56.6,73.0
6179,2024/05/07 00:00,84.2,68.5,98.0
6179,2024/05/08 00:00,75.8,47.9,99.2
6179,2024/05/09 00:00,-999,-999,-999
6179,2024/05/10 00:00,-999,-999,-999
6179,2024/05/11 00:00,-999,-999,-999
6179,2024/05/12 00:00,-999,-999,-999
6179,2024/05/13 00:00,-999,-999,-999
6179,2024/05/14 00:00,73.2,53.0,99.3
6179,2024/05/15 00:00,99.3,99.2,99.3
