stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
21-22,ATS_Brianza,PM25,2021,40,W40/2021,1,138,7.4561,1.0739,4.1286,8.8571,7.7996,7.0086
21-22,ATS_Brianza,PM25,2021,41,W41/2021,2,138,16.5763,4.0361,6.2429,21.9000,18.8119,15.0780
21-22,ATS_Brianza,PM25,2021,42,W42/2021,3,138,21.8531,7.1273,6.1714,35.1000,26.9147,19.5182
21-22,ATS_Brianza,PM25,2021,43,W43/2021,4,138,24.1318,7.7127,6.4000,34.3429,28.7931,21.1933
21-22,ATS_Brianza,PM25,2021,44,W44/2021,5,138,9.2383,3.4793,1.8571,15.8000,11.7979,8.0474
21-22,ATS_Brianza,PM25,2021,45,W45/2021,6,138,17.2957,5.3353,5.5000,25.7143,20.6310,15.2657
21-22,ATS_Brianza,PM25,2021,46,W46/2021,7,138,17.6846,6.2339,3.4857,26.3571,21.2432,15.1879
21-22,ATS_Brianza,PM25,2021,47,W47/2021,8,138,14.9648,4.9844,3.7714,22.4857,17.6941,12.9198
21-22,ATS_Brianza,PM25,2021,48,W48/2021,9,138,18.3988,7.6121,1.9429,27.3143,22.6739,15.2669
21-22,ATS_Brianza,PM25,2021,49,W49/2021,10,138,19.0663,9.3898,1.6429,34.2286,25.4742,15.7851
21-22,ATS_Brianza,PM25,2021,50,W50/2021,11,137,29.7978,15.2064,2.9143,51.2571,40.0648,24.6068
21-22,ATS_Brianza,PM25,2021,51,W51/2021,12,137,33.9935,11.7968,6.4143,49.3286,40.3283,28.9651
21-22,ATS_Brianza,PM25,2021,52,W52/2021,13,138,32.9727,15.0990,2.8714,55.2857,43.2362,27.5187
21-22,ATS_Brianza,PM25,2022,1,W01/2022,14,136,22.7011,8.4017,2.9143,33.1000,27.6025,19.3156
21-22,ATS_Brianza,PM25,2022,2,W02/2022,15,136,25.7801,12.2969,3.1000,47.8857,34.4393,21.7861
21-22,ATS_Brianza,PM25,2022,3,W03/2022,16,136,35.5120,14.5891,3.0000,52.5000,44.1886,29.8815
21-22,ATS_Brianza,PM25,2022,4,W04/2022,17,137,34.9710,11.4236,5.6857,49.2571,41.0830,30.2758
21-22,ATS_Brianza,PM25,2022,5,W05/2022,18,137,25.3334,8.1486,4.7857,35.3857,29.7862,22.0201
21-22,ATS_Brianza,PM25,2022,6,W06/2022,19,137,19.7902,5.6503,6.2286,27.3714,23.3337,17.6534
21-22,ATS_Brianza,PM25,2022,7,W07/2022,20,137,27.8389,9.9819,3.6000,39.6429,33.6965,23.8468
21-22,ATS_Brianza,PM25,2022,8,W08/2022,21,137,12.9001,4.4803,2.7286,18.5429,15.2081,11.0985
21-22,ATS_Brianza,PM25,2022,9,W09/2022,22,138,24.6156,3.7715,10.7000,29.1714,26.3033,23.0216
21-22,ATS_Brianza,PM25,2022,10,W10/2022,23,138,28.5518,4.3416,13.1857,33.9143,30.6441,26.6856
21-22,ATS_Brianza,PM25,2022,11,W11/2022,24,138,32.0275,5.0368,13.8286,36.4571,34.1655,29.7832
21-22,ATS_Brianza,PM25,2022,12,W12/2022,25,138,28.5911,5.2312,14.3000,34.5286,31.3956,26.4703
21-22,ATS_Brianza,PM25,2022,13,W13/2022,26,138,21.1503,3.7095,9.0000,25.2000,22.8314,19.5069
21-22,ATS_Brianza,PM25,2022,14,W14/2022,27,138,17.8201,2.2506,9.0429,20.4000,18.6199,16.8799
21-22,ATS_Brianza,PM25,2022,15,W15/2022,28,138,16.4229,2.0130,9.5000,19.2857,17.0303,15.6661
21-22,ATS_Brianza,PM25,2022,16,W16/2022,29,138,11.2070,1.0751,7.7714,13.6143,11.8778,11.0179
