stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
25-26,ATS_Brianza,PM10,2025,40,W40/2025,1,138,17.0996,6.3927,5.6750,32.6000,21.8180,15.5256
25-26,ATS_Brianza,PM10,2025,41,W41/2025,2,138,35.6983,12.6418,8.7667,56.6167,44.8011,31.8813
25-26,ATS_Brianza,PM10,2025,42,W42/2025,3,138,28.1035,6.4541,11.5500,39.5500,32.3481,26.0625
25-26,ATS_Brianza,PM10,2025,43,W43/2025,4,138,17.5199,8.1451,2.4333,27.9333,21.7419,14.3073
25-26,ATS_Brianza,PM10,2025,44,W44/2025,5,138,16.7096,8.4414,2.1833,31.1500,22.8022,14.0810
25-26,ATS_Brianza,PM10,2025,45,W45/2025,6,138,27.9601,7.9998,8.5429,41.4429,33.5850,25.2202
25-26,ATS_Brianza,PM10,2025,46,W46/2025,7,138,32.9353,14.9200,5.2000,61.7500,43.4510,28.3140
25-26,ATS_Brianza,PM10,2025,47,W47/2025,8,138,14.1212,4.3499,3.6400,20.3400,16.9703,12.4750
25-26,ATS_Brianza,PM10,2025,48,W48/2025,9,138,24.2302,11.5843,2.5400,48.7000,32.6333,20.4997
25-26,ATS_Brianza,PM10,2025,49,W49/2025,10,138,26.3568,11.3504,2.6000,44.6667,33.9582,22.1595
25-26,ATS_Brianza,PM10,2025,50,W50/2025,11,138,33.8404,16.2382,5.0250,68.6500,46.9880,29.8889
25-26,ATS_Brianza,PM10,2025,51,W51/2025,12,138,27.1661,10.0320,5.2286,44.8000,34.1342,23.7471
25-26,ATS_Brianza,PM10,2025,52,W52/2025,13,138,16.3580,5.1337,3.9800,24.6600,19.0119,14.1704
25-26,ATS_Brianza,PM10,2026,1,W01/2026,14,138,38.5314,19.4466,3.6750,74.7000,51.5710,31.5258
25-26,ATS_Brianza,PM10,2026,2,W02/2026,15,138,28.5442,13.6696,3.5600,47.4000,37.3383,23.6729
25-26,ATS_Brianza,PM10,2026,3,W03/2026,16,138,40.3259,17.7726,3.9429,62.0286,50.8635,33.1955
25-26,ATS_Brianza,PM10,2026,4,W04/2026,17,138,33.8793,12.0045,6.0000,50.1000,40.0501,28.6968
25-26,ATS_Brianza,PM10,2026,5,W05/2026,18,138,27.2423,12.6612,2.8800,45.0600,35.7321,22.8018
25-26,ATS_Brianza,PM10,2026,6,W06/2026,19,138,22.3938,9.1872,3.6000,37.4600,28.8611,19.1936
25-26,ATS_Brianza,PM10,2026,7,W07/2026,20,138,17.0689,6.9984,3.0800,29.4600,21.4901,14.5818
25-26,ATS_Brianza,PM10,2026,8,W08/2026,21,138,17.5054,8.2491,2.6333,31.4333,23.0656,14.7262
25-26,ATS_Brianza,PM10,2026,9,W09/2026,22,138,42.2006,13.5712,10.4000,59.4000,50.4494,36.8912
25-26,ATS_Brianza,PM10,2026,10,W10/2026,23,138,43.1487,13.9495,10.6833,61.1500,51.4211,37.7235
25-26,ATS_Brianza,PM10,2026,11,W11/2026,24,138,29.8118,10.4262,7.0600,44.0600,36.2490,25.8457
25-26,ATS_Brianza,PM10,2026,12,W12/2026,25,138,14.4832,4.2871,4.8750,26.5667,16.5549,12.9064
25-26,ATS_Brianza,PM10,2026,13,W13/2026,26,138,10.2573,3.6335,3.5800,17.7333,12.5659,9.3322
25-26,ATS_Brianza,PM10,2026,14,W14/2026,27,138,11.8093,4.7736,2.9714,19.5143,15.1429,10.4963
25-26,ATS_Brianza,PM10,2026,15,W15/2026,28,138,22.8438,5.0616,7.7167,29.0833,24.9899,21.0009
25-26,ATS_Brianza,PM10,2026,16,W16/2026,29,138,20.3864,5.8715,6.7000,30.1500,23.6032,18.2754
