stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Brianza,PM25,2022,40,W40/2022,1,138,19.2275,4.8316,8.3857,26.4857,22.1408,17.6224
22-23,ATS_Brianza,PM25,2022,41,W41/2022,2,138,22.0129,5.4622,7.6429,31.9714,25.4083,20.1277
22-23,ATS_Brianza,PM25,2022,42,W42/2022,3,138,18.0173,5.2182,6.0000,26.6429,21.2735,16.1200
22-23,ATS_Brianza,PM25,2022,43,W43/2022,4,138,13.0027,4.2385,3.5857,20.0429,15.4840,11.5476
22-23,ATS_Brianza,PM25,2022,44,W44/2022,5,138,10.0973,3.2661,2.8143,16.3429,12.5116,9.1655
22-23,ATS_Brianza,PM25,2022,45,W45/2022,6,138,15.5348,7.0115,2.2857,26.9429,20.0523,12.9586
22-23,ATS_Brianza,PM25,2022,46,W46/2022,7,138,11.1571,5.1663,1.9143,20.9143,14.8629,9.4757
22-23,ATS_Brianza,PM25,2022,47,W47/2022,8,138,15.6867,6.8940,1.6857,28.0714,20.6356,13.2892
22-23,ATS_Brianza,PM25,2022,48,W48/2022,9,138,20.7487,5.5643,7.2143,29.5571,24.1624,18.5408
22-23,ATS_Brianza,PM25,2022,49,W49/2022,10,138,14.6401,6.5052,2.6714,24.5143,18.8252,12.3087
22-23,ATS_Brianza,PM25,2022,50,W50/2022,11,138,20.4441,7.8070,3.8429,30.5857,25.1149,17.2240
22-23,ATS_Brianza,PM25,2022,51,W51/2022,12,138,31.8155,13.0447,3.2143,46.3286,38.0558,26.2051
22-23,ATS_Brianza,PM25,2022,52,W52/2022,13,138,31.4612,11.4789,3.8286,49.8143,36.3102,26.3035
22-23,ATS_Brianza,PM25,2023,1,W01/2023,14,138,16.8468,5.5319,3.4714,25.9714,18.9130,14.3766
22-23,ATS_Brianza,PM25,2023,2,W02/2023,15,138,17.0068,7.6340,1.7286,26.7000,21.5919,13.9979
22-23,ATS_Brianza,PM25,2023,3,W03/2023,16,138,14.1169,4.8940,2.7714,21.1429,16.9520,12.0896
22-23,ATS_Brianza,PM25,2023,4,W04/2023,17,138,22.3238,5.3094,6.6143,27.5571,24.7218,19.8983
22-23,ATS_Brianza,PM25,2023,5,W05/2023,18,138,19.4182,7.6893,1.8429,27.3571,23.0949,16.0883
22-23,ATS_Brianza,PM25,2023,6,W06/2023,19,138,23.8722,5.7882,8.3857,29.8000,26.7427,21.3655
22-23,ATS_Brianza,PM25,2023,7,W07/2023,20,138,27.3490,6.4009,10.7143,36.5857,31.2129,24.9159
22-23,ATS_Brianza,PM25,2023,8,W08/2023,21,138,32.8983,6.6460,12.2000,40.8571,35.5564,30.0223
22-23,ATS_Brianza,PM25,2023,9,W09/2023,22,138,24.1996,3.2105,11.1286,28.0286,24.7961,22.8306
22-23,ATS_Brianza,PM25,2023,10,W10/2023,23,138,13.2667,2.1041,5.6143,16.9286,13.9653,12.3774
22-23,ATS_Brianza,PM25,2023,11,W11/2023,24,138,14.8342,2.4338,7.1286,19.3286,15.9215,13.8589
22-23,ATS_Brianza,PM25,2023,12,W12/2023,25,138,18.4110,3.1519,8.0000,23.0000,19.4715,17.0580
22-23,ATS_Brianza,PM25,2023,13,W13/2023,26,138,7.6163,1.4384,3.2857,10.2571,8.0663,7.0302
22-23,ATS_Brianza,PM25,2023,14,W14/2023,27,138,13.3616,2.2372,6.0429,16.5143,14.1114,12.4608
22-23,ATS_Brianza,PM25,2023,15,W15/2023,28,138,8.1121,1.7448,3.4857,10.9286,9.0703,7.4542
22-23,ATS_Brianza,PM25,2023,16,W16/2023,29,138,8.1007,1.3713,4.5857,10.9571,8.9913,7.7731
