stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Brianza,NO2,2022,40,W40/2022,1,138,16.4814,7.7031,1.9571,33.4571,22.7788,14.6105
22-23,ATS_Brianza,NO2,2022,41,W41/2022,2,138,18.0633,7.6882,1.7857,36.6714,23.2636,15.6825
22-23,ATS_Brianza,NO2,2022,42,W42/2022,3,138,18.5997,7.6011,1.7571,34.0857,23.5932,16.0891
22-23,ATS_Brianza,NO2,2022,43,W43/2022,4,138,19.5510,8.4324,1.0571,36.7714,24.5625,16.6335
22-23,ATS_Brianza,NO2,2022,44,W44/2022,5,138,17.1220,7.0775,1.7429,32.2286,22.4727,14.9327
22-23,ATS_Brianza,NO2,2022,45,W45/2022,6,138,23.6425,8.6255,2.2857,38.0000,29.2962,20.7294
22-23,ATS_Brianza,NO2,2022,46,W46/2022,7,138,21.6851,8.5279,1.7571,34.2571,26.4757,18.2901
22-23,ATS_Brianza,NO2,2022,47,W47/2022,8,138,24.8845,11.2950,1.4143,44.1857,32.8404,21.0990
22-23,ATS_Brianza,NO2,2022,48,W48/2022,9,138,28.8251,8.6185,5.8286,40.6000,34.2404,25.6420
22-23,ATS_Brianza,NO2,2022,49,W49/2022,10,138,26.3246,10.1769,2.4429,38.7000,32.4676,22.5537
22-23,ATS_Brianza,NO2,2022,50,W50/2022,11,138,31.4382,10.6625,3.6143,41.8429,36.6932,27.0610
22-23,ATS_Brianza,NO2,2022,51,W51/2022,12,138,33.4274,11.3056,2.9000,44.3714,39.3880,28.9948
22-23,ATS_Brianza,NO2,2022,52,W52/2022,13,138,26.3098,8.9608,2.2857,35.2714,30.7721,22.7635
22-23,ATS_Brianza,NO2,2023,1,W01/2023,14,135,22.1031,6.3793,2.7571,30.0571,25.4113,19.9786
22-23,ATS_Brianza,NO2,2023,2,W02/2023,15,136,30.0889,13.5075,1.1571,51.9000,39.0665,25.5010
22-23,ATS_Brianza,NO2,2023,3,W03/2023,16,137,26.9594,12.5442,1.8857,45.6714,34.8695,22.3549
22-23,ATS_Brianza,NO2,2023,4,W04/2023,17,137,32.0032,12.2934,3.0714,49.6286,39.8444,27.5321
22-23,ATS_Brianza,NO2,2023,5,W05/2023,18,137,28.3473,13.6077,1.0000,48.2857,36.7393,23.3210
22-23,ATS_Brianza,NO2,2023,6,W06/2023,19,138,31.3673,12.6676,4.0429,51.7750,39.1756,26.7806
22-23,ATS_Brianza,NO2,2023,7,W07/2023,20,138,36.4266,14.2237,3.8571,58.7429,45.3760,31.3886
22-23,ATS_Brianza,NO2,2023,8,W08/2023,21,138,27.5746,9.7713,4.0429,40.9571,33.3702,23.9386
22-23,ATS_Brianza,NO2,2023,9,W09/2023,22,138,26.4852,9.3861,4.1286,41.6571,32.0964,22.9862
22-23,ATS_Brianza,NO2,2023,10,W10/2023,23,138,21.4492,9.0770,1.7429,36.4286,26.9312,18.1384
22-23,ATS_Brianza,NO2,2023,11,W11/2023,24,138,19.0196,8.4492,2.2429,34.8429,25.1423,16.5031
22-23,ATS_Brianza,NO2,2023,12,W12/2023,25,138,20.7050,8.7457,2.0857,37.5429,26.2733,17.7868
22-23,ATS_Brianza,NO2,2023,13,W13/2023,26,138,16.0869,7.4994,1.2714,32.1143,21.0582,13.6591
22-23,ATS_Brianza,NO2,2023,14,W14/2023,27,138,16.7104,7.3033,2.0429,30.6429,21.9541,14.3651
22-23,ATS_Brianza,NO2,2023,15,W15/2023,28,138,13.5934,6.2282,1.2286,26.4714,17.9488,11.5783
22-23,ATS_Brianza,NO2,2023,16,W16/2023,29,138,14.4319,6.4465,1.5571,28.6000,19.2486,12.5389
