stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
25-26,ATS_Brianza,PM25,2025,40,W40/2025,1,138,11.1108,3.6146,4.1800,19.9750,14.0611,10.1440
25-26,ATS_Brianza,PM25,2025,41,W41/2025,2,138,27.5459,7.5734,8.6167,42.4333,33.2354,25.2002
25-26,ATS_Brianza,PM25,2025,42,W42/2025,3,138,21.1176,2.9716,11.2833,26.9333,23.3109,20.2124
25-26,ATS_Brianza,PM25,2025,43,W43/2025,4,138,8.3854,3.5038,1.0750,15.1500,10.7561,7.1987
25-26,ATS_Brianza,PM25,2025,44,W44/2025,5,138,12.2018,5.1688,1.9500,21.6333,15.9786,10.4952
25-26,ATS_Brianza,PM25,2025,45,W45/2025,6,138,22.9561,7.8785,6.7286,34.5429,27.8868,20.2809
25-26,ATS_Brianza,PM25,2025,46,W46/2025,7,138,24.9940,10.8467,4.4000,43.3000,32.0916,21.3840
25-26,ATS_Brianza,PM25,2025,47,W47/2025,8,138,9.9318,2.3576,3.4250,13.6500,11.3739,9.0012
25-26,ATS_Brianza,PM25,2025,48,W48/2025,9,138,17.6944,8.6358,1.9500,34.7750,23.9661,14.9731
25-26,ATS_Brianza,PM25,2025,49,W49/2025,10,138,20.8976,9.0204,2.1333,37.2833,27.5911,17.9000
25-26,ATS_Brianza,PM25,2025,50,W50/2025,11,138,25.4737,13.2461,3.0500,53.6500,35.6356,22.3115
25-26,ATS_Brianza,PM25,2025,51,W51/2025,12,138,21.2476,8.8130,3.5286,35.6429,27.4591,18.6074
25-26,ATS_Brianza,PM25,2025,52,W52/2025,13,138,13.2865,4.7350,2.3600,21.8000,16.0112,11.4995
25-26,ATS_Brianza,PM25,2026,1,W01/2026,14,138,29.6643,13.9325,3.9600,59.4800,40.5928,25.2897
25-26,ATS_Brianza,PM25,2026,2,W02/2026,15,138,20.3359,10.7686,2.2500,41.0500,28.4958,17.0322
25-26,ATS_Brianza,PM25,2026,3,W03/2026,16,138,30.3264,11.2435,3.3667,46.8000,37.1252,25.7813
25-26,ATS_Brianza,PM25,2026,4,W04/2026,17,138,26.3301,8.6927,5.5667,38.8333,32.1733,22.9435
25-26,ATS_Brianza,PM25,2026,5,W05/2026,18,138,20.3083,8.9294,2.7000,36.5600,26.9085,17.3768
25-26,ATS_Brianza,PM25,2026,6,W06/2026,19,138,17.6467,6.5401,3.2600,31.8800,22.9091,15.5507
25-26,ATS_Brianza,PM25,2026,7,W07/2026,20,138,13.1876,5.0707,2.4333,22.6500,16.9396,11.4523
25-26,ATS_Brianza,PM25,2026,8,W08/2026,21,138,12.3015,4.7918,2.2800,18.8000,15.1129,10.4916
25-26,ATS_Brianza,PM25,2026,9,W09/2026,22,138,33.2465,9.3434,10.8600,49.2200,39.5843,29.8086
25-26,ATS_Brianza,PM25,2026,10,W10/2026,23,138,32.9405,8.9843,10.0000,48.0167,39.1053,29.7546
25-26,ATS_Brianza,PM25,2026,11,W11/2026,24,138,21.4386,6.0476,7.3000,35.3143,25.9566,19.4537
25-26,ATS_Brianza,PM25,2026,12,W12/2026,25,138,13.1793,3.2943,6.1200,18.2667,15.3405,12.2815
25-26,ATS_Brianza,PM25,2026,13,W13/2026,26,138,6.0061,1.5848,2.8500,10.1000,7.0995,5.6292
25-26,ATS_Brianza,PM25,2026,14,W14/2026,27,138,6.9414,2.1054,2.3571,11.0429,8.3010,6.3125
25-26,ATS_Brianza,PM25,2026,15,W15/2026,28,138,12.6383,2.1142,6.0000,15.4500,13.6392,11.8551
25-26,ATS_Brianza,PM25,2026,16,W16/2026,29,138,13.3232,3.1589,6.1000,19.4000,15.3679,12.2494
