stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
21-22,ATS_Brianza,PM10,2021,40,W40/2021,1,138,12.7929,3.7385,4.7286,17.6429,14.6889,11.4630
21-22,ATS_Brianza,PM10,2021,41,W41/2021,2,138,24.8761,7.2838,7.6857,35.7714,29.0978,22.2773
21-22,ATS_Brianza,PM10,2021,42,W42/2021,3,138,28.4966,10.8051,6.7714,46.8571,35.4129,24.9158
21-22,ATS_Brianza,PM10,2021,43,W43/2021,4,138,32.6315,10.6814,8.5286,45.0857,38.3283,28.4688
21-22,ATS_Brianza,PM10,2021,44,W44/2021,5,138,12.5535,4.8302,2.5143,20.1286,15.6063,10.8221
21-22,ATS_Brianza,PM10,2021,45,W45/2021,6,138,26.0614,8.0175,7.6143,36.5714,30.7969,22.8798
21-22,ATS_Brianza,PM10,2021,46,W46/2021,7,138,25.0471,7.6574,5.8000,33.2857,28.0312,21.5961
21-22,ATS_Brianza,PM10,2021,47,W47/2021,8,138,19.7998,6.6933,4.5714,26.6714,22.3111,16.7653
21-22,ATS_Brianza,PM10,2021,48,W48/2021,9,138,24.6148,10.9579,2.3714,38.6571,30.4014,20.1899
21-22,ATS_Brianza,PM10,2021,49,W49/2021,10,138,25.0815,13.0914,1.7286,43.0286,33.4632,20.4870
21-22,ATS_Brianza,PM10,2021,50,W50/2021,11,138,41.5212,19.7227,3.8571,69.5000,54.3520,34.5384
21-22,ATS_Brianza,PM10,2021,51,W51/2021,12,138,43.1211,16.4281,6.7714,62.6857,51.1323,36.1782
21-22,ATS_Brianza,PM10,2021,52,W52/2021,13,138,39.9767,18.2473,3.4429,62.7857,51.3355,33.1369
21-22,ATS_Brianza,PM10,2022,1,W01/2022,14,134,27.5880,11.0273,3.2429,38.6429,32.9655,23.0512
21-22,ATS_Brianza,PM10,2022,2,W02/2022,15,134,35.8708,17.5367,4.0571,65.6714,48.0508,30.2241
21-22,ATS_Brianza,PM10,2022,3,W03/2022,16,135,45.4591,21.4876,3.9000,71.3857,57.8211,37.4547
21-22,ATS_Brianza,PM10,2022,4,W04/2022,17,135,44.8148,18.0982,4.9286,63.7286,54.2565,37.4147
21-22,ATS_Brianza,PM10,2022,5,W05/2022,18,135,33.4132,13.0466,5.0857,47.9143,40.4024,28.2342
21-22,ATS_Brianza,PM10,2022,6,W06/2022,19,136,27.7971,10.1163,6.4143,41.1000,33.9988,24.2265
21-22,ATS_Brianza,PM10,2022,7,W07/2022,20,136,35.3030,15.2842,3.8286,51.7000,43.5989,29.2534
21-22,ATS_Brianza,PM10,2022,8,W08/2022,21,136,18.2821,6.7527,3.9429,26.8857,21.8206,15.6513
21-22,ATS_Brianza,PM10,2022,9,W09/2022,22,138,31.4933,8.0169,9.3857,40.9286,35.1578,28.2614
21-22,ATS_Brianza,PM10,2022,10,W10/2022,23,138,36.4422,8.6915,12.7286,46.3857,41.0241,33.0494
21-22,ATS_Brianza,PM10,2022,11,W11/2022,24,138,39.7475,9.4591,13.2000,49.6571,43.6846,35.7715
21-22,ATS_Brianza,PM10,2022,12,W12/2022,25,138,35.5108,9.5646,13.8286,47.0714,40.5937,31.9626
21-22,ATS_Brianza,PM10,2022,13,W13/2022,26,138,26.4754,7.3335,8.0143,35.5143,29.2808,23.4166
21-22,ATS_Brianza,PM10,2022,14,W14/2022,27,138,22.0180,5.8667,6.8429,28.1000,24.9688,19.7850
21-22,ATS_Brianza,PM10,2022,15,W15/2022,28,138,23.5325,4.9891,9.6857,29.1429,25.8806,21.6448
21-22,ATS_Brianza,PM10,2022,16,W16/2022,29,138,16.0745,2.9983,7.3286,20.2429,16.8770,14.8813
