stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
21-22,ATS_Brianza,NO2,2021,40,W40/2021,1,138,16.5547,7.1375,2.5857,29.1429,21.9300,14.3510
21-22,ATS_Brianza,NO2,2021,41,W41/2021,2,138,22.5978,10.1441,2.4000,44.3571,30.0436,19.4716
21-22,ATS_Brianza,NO2,2021,42,W42/2021,3,138,24.9507,11.2841,2.3143,47.5429,32.7005,21.2478
21-22,ATS_Brianza,NO2,2021,43,W43/2021,4,138,28.4748,11.9833,2.8429,48.1286,36.5427,24.3925
21-22,ATS_Brianza,NO2,2021,44,W44/2021,5,138,21.2278,10.2932,1.9429,41.7143,28.9211,18.0400
21-22,ATS_Brianza,NO2,2021,45,W45/2021,6,138,28.9303,10.8779,3.2429,43.8429,36.1705,25.0829
21-22,ATS_Brianza,NO2,2021,46,W46/2021,7,138,26.5098,9.1989,3.3714,39.4571,32.5282,23.2216
21-22,ATS_Brianza,NO2,2021,47,W47/2021,8,138,27.6775,10.9682,3.6143,43.2429,35.0162,23.7236
21-22,ATS_Brianza,NO2,2021,48,W48/2021,9,138,33.3553,15.5932,2.2857,59.3286,44.1837,28.0711
21-22,ATS_Brianza,NO2,2021,49,W49/2021,10,138,35.7696,18.1346,1.4857,59.6714,47.6720,29.3445
21-22,ATS_Brianza,NO2,2021,50,W50/2021,11,138,43.3922,19.3699,2.1143,70.4571,56.0960,36.6130
21-22,ATS_Brianza,NO2,2021,51,W51/2021,12,138,36.4506,12.9924,3.7000,51.4857,44.0419,31.6183
21-22,ATS_Brianza,NO2,2021,52,W52/2021,13,138,30.1004,12.0266,1.7143,47.9429,37.7803,25.7694
21-22,ATS_Brianza,NO2,2022,1,W01/2022,14,137,27.3450,11.1312,1.7857,42.9286,34.4752,23.3393
21-22,ATS_Brianza,NO2,2022,2,W02/2022,15,137,42.6056,20.2844,2.3429,75.4143,56.6848,35.7571
21-22,ATS_Brianza,NO2,2022,3,W03/2022,16,137,36.7471,16.7668,1.6857,59.9000,47.5739,30.7465
21-22,ATS_Brianza,NO2,2022,4,W04/2022,17,137,37.1395,16.1386,2.0000,59.2857,47.5513,31.3268
21-22,ATS_Brianza,NO2,2022,5,W05/2022,18,137,25.0338,10.3561,2.3286,43.7571,32.1159,21.5554
21-22,ATS_Brianza,NO2,2022,6,W06/2022,19,137,30.6010,13.5685,2.8857,55.5571,40.1106,26.0441
21-22,ATS_Brianza,NO2,2022,7,W07/2022,20,136,31.4133,13.7483,1.8143,51.3000,40.2393,26.3942
21-22,ATS_Brianza,NO2,2022,8,W08/2022,21,136,22.5322,10.7840,1.7714,43.2429,30.3062,18.9677
21-22,ATS_Brianza,NO2,2022,9,W09/2022,22,137,28.1433,11.6194,3.3714,47.8000,35.9905,24.2064
21-22,ATS_Brianza,NO2,2022,10,W10/2022,23,137,27.9842,11.4187,3.9286,48.3429,36.0294,24.1931
21-22,ATS_Brianza,NO2,2022,11,W11/2022,24,137,24.0814,8.6055,3.7714,40.2714,30.1085,21.1686
21-22,ATS_Brianza,NO2,2022,12,W12/2022,25,137,29.0677,13.9181,3.3000,59.3000,39.6238,24.9371
21-22,ATS_Brianza,NO2,2022,13,W13/2022,26,137,20.2897,8.3307,2.8714,39.2286,26.3300,17.6452
21-22,ATS_Brianza,NO2,2022,14,W14/2022,27,137,18.9377,8.0379,2.3857,36.8429,24.3312,16.3188
21-22,ATS_Brianza,NO2,2022,15,W15/2022,28,137,19.1117,7.5283,2.7429,36.0857,24.8423,16.8475
21-22,ATS_Brianza,NO2,2022,16,W16/2022,29,137,13.2319,4.5780,2.7000,23.3286,16.4031,11.8371
