stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
24-25,ATS_Brianza,NO2,2024,40,W40/2024,1,138,13.2550,5.3943,1.3714,25.5143,16.6698,11.5068
24-25,ATS_Brianza,NO2,2024,41,W41/2024,2,138,13.6258,5.9219,1.1857,24.3857,17.3069,11.5363
24-25,ATS_Brianza,NO2,2024,42,W42/2024,3,138,14.6009,6.5603,1.0857,28.3714,18.8455,12.4735
24-25,ATS_Brianza,NO2,2024,43,W43/2024,4,138,14.6934,5.9256,1.4714,25.3143,18.4499,12.8368
24-25,ATS_Brianza,NO2,2024,44,W44/2024,5,138,18.5069,7.4877,1.4714,32.3000,23.2086,15.9827
24-25,ATS_Brianza,NO2,2024,45,W45/2024,6,138,26.0850,8.5812,4.5714,37.2714,31.4437,23.1879
24-25,ATS_Brianza,NO2,2024,46,W46/2024,7,138,28.6095,10.8645,3.0143,44.6429,35.5729,24.9059
24-25,ATS_Brianza,NO2,2024,47,W47/2024,8,138,21.1041,9.2684,1.2143,36.5000,27.1326,17.8170
24-25,ATS_Brianza,NO2,2024,48,W48/2024,9,138,25.9269,9.5864,2.2000,36.1857,30.5852,22.0623
24-25,ATS_Brianza,NO2,2024,49,W49/2024,10,138,29.8913,11.9364,2.2143,44.2571,37.0783,25.4234
24-25,ATS_Brianza,NO2,2024,50,W50/2024,11,138,28.4198,9.9268,3.9143,39.2143,33.9053,24.5077
24-25,ATS_Brianza,NO2,2024,51,W51/2024,12,138,29.4006,12.1980,1.9143,44.5571,36.7936,24.8439
24-25,ATS_Brianza,NO2,2024,52,W52/2024,13,138,24.8095,12.2895,1.2714,46.3429,33.9018,21.0156
24-25,ATS_Brianza,NO2,2025,1,W01/2025,14,138,31.8756,13.1547,2.2500,49.4429,40.2282,27.3366
24-25,ATS_Brianza,NO2,2025,2,W02/2025,15,118,25.0493,10.1649,1.6000,37.3571,30.8722,21.2496
24-25,ATS_Brianza,NO2,2025,3,W03/2025,16,118,34.1837,13.4503,2.2714,51.2571,42.4180,29.4253
24-25,ATS_Brianza,NO2,2025,4,W04/2025,17,117,24.8073,10.2648,1.2429,37.8429,31.8464,21.4527
24-25,ATS_Brianza,NO2,2025,5,W05/2025,18,117,23.4127,10.6545,1.3000,38.6000,31.4263,20.3985
24-25,ATS_Brianza,NO2,2025,6,W06/2025,19,117,28.2886,10.8319,2.8571,41.6714,35.4701,24.7705
24-25,ATS_Brianza,NO2,2025,7,W07/2025,20,117,24.5601,8.8591,2.7714,35.8571,29.9246,21.3305
24-25,ATS_Brianza,NO2,2025,8,W08/2025,21,116,28.7326,9.5750,4.0714,44.2286,34.7485,25.5159
24-25,ATS_Brianza,NO2,2025,9,W09/2025,22,116,23.9480,8.2442,3.3571,35.3857,29.1739,20.9531
24-25,ATS_Brianza,NO2,2025,10,W10/2025,23,116,28.5761,12.2785,3.3286,48.7857,37.7463,25.1278
24-25,ATS_Brianza,NO2,2025,11,W11/2025,24,116,18.1463,7.3811,1.7571,30.0714,22.7692,15.6570
24-25,ATS_Brianza,NO2,2025,12,W12/2025,25,116,19.7064,6.9649,2.7286,29.1000,24.1177,17.3132
24-25,ATS_Brianza,NO2,2025,13,W13/2025,26,116,17.5911,7.2760,1.4857,28.7143,22.7628,15.2532
24-25,ATS_Brianza,NO2,2025,14,W14/2025,27,138,16.1526,6.6930,1.9000,27.4000,20.4861,13.8647
24-25,ATS_Brianza,NO2,2025,15,W15/2025,28,138,14.1476,5.7315,2.1000,31.5200,17.1800,12.2691
24-25,ATS_Brianza,NO2,2025,16,W16/2025,29,138,11.5191,3.9578,2.3333,20.0333,13.4608,10.0642
