"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"014001","Albaredo per San Marco","64","75","6","9","","","","154","58","61","5","19","","","","143","297"
"014002","Albosaggia","696","697","59","48","","","","1500","557","677","65","199","","","","1498","2998"
"014003","Andalo Valtellino","149","135","13","12","","","","309","111","133","12","25","","","","281","590"
"014004","Aprica","366","316","22","24","","","","728","291","318","31","100","","","","740","1468"
"014005","Ardenno","787","753","58","35","","","","1633","583","755","47","199","","","","1584","3217"
"014006","Bema","31","21","4","1","","","","57","21","23","2","11","","","","57","114"
"014007","Berbenno di Valtellina","974","939","64","55","","","","2032","722","937","87","269","","","","2015","4047"
"014008","Bianzone","308","282","35","20","","","","645","237","285","32","63","","","","617","1262"
"014009","Bormio","945","887","54","46","","","","1932","769","893","77","268","","","","2007","3939"
"014010","Buglio in Monte","500","459","24","28","","","","1011","383","460","24","139","","","","1006","2017"
"014011","Caiolo","255","229","31","21","","","","536","209","227","19","58","","","","513","1049"
"014012","Campodolcino","253","197","14","13","","","","477","186","198","20","66","","","","470","947"
"014013","Caspoggio","313","328","18","8","","","","667","246","317","10","103","","","","676","1343"
"014014","Castello dell'Acqua","151","127","20","7","","","","305","99","129","14","59","","","","301","606"
"014015","Castione Andevenno","407","343","30","23","","","","803","300","337","35","100","","","","772","1575"
"014016","Cedrasco","93","90","11","7","","","","201","83","88","12","37","","","","220","421"
"014017","Cercino","207","179","10","13","","","","409","165","178","6","40","","","","389","798"
"014018","Chiavenna","1673","1516","149","109","","","","3447","1482","1527","219","574","","","","3802","7249"
"014019","Chiesa in Valmalenco","529","521","43","30","","","","1123","435","496","32","195","","","","1158","2281"
"014020","Chiuro","543","537","55","42","","","","1177","487","534","49","187","","","","1257","2434"
"014021","Cino","82","85","7","5","","","","179","68","83","3","17","","","","171","350"
"014022","Civo","261","271","21","18","","","","571","192","256","13","76","","","","537","1108"
"014023","Colorina","314","282","23","21","","","","640","228","292","30","106","","","","656","1296"
"014024","Cosio Valtellino","1403","1228","102","65","","","","2798","1039","1222","127","355","","","","2743","5541"
"014025","Dazio","101","113","20","6","","","","240","112","114","13","35","","","","274","514"
"014026","Delebio","851","741","49","42","","","","1683","607","729","64","232","","","","1632","3315"
"014027","Dubino","941","863","60","46","","","","1910","764","841","71","207","","","","1883","3793"
"014028","Faedo Valtellino","129","112","10","8","","","","259","75","110","11","49","","","","245","504"
"014029","Forcola","188","169","18","12","","","","387","138","170","6","63","","","","377","764"
"014030","Fusine","136","118","15","6","","","","275","106","115","9","46","","","","276","551"
"014031","Gerola Alta","48","46","1","1","","","","96","22","43","0","4","","","","69","165"
"014032","Gordona","473","459","26","17","","","","975","393","465","36","105","","","","999","1974"
"014033","Grosio","955","1001","56","55","","","","2067","817","1010","53","347","","","","2227","4294"
"014034","Grosotto","406","356","29","29","","","","820","322","358","26","104","","","","810","1630"
"014035","Madesimo","134","117","19","1","","","","271","96","99","13","37","","","","245","516"
"014036","Lanzada","350","271","19","18","","","","658","215","272","21","90","","","","598","1256"
"014037","Livigno","2101","1295","88","44","","","","3528","1708","1267","100","204","","","","3279","6807"
"014038","Lovero","158","133","15","7","","","","313","122","139","15","28","","","","304","617"
"014039","Mantello","186","166","9","13","","","","374","156","166","15","42","","","","379","753"
"014040","Mazzo di Valtellina","237","238","12","15","","","","502","204","242","28","48","","","","522","1024"
"014041","Mello","216","231","20","14","","","","481","170","231","8","43","","","","452","933"
"014043","Mese","475","403","25","18","","","","921","379","416","29","104","","","","928","1849"
"014044","Montagna in Valtellina","639","658","66","32","","","","1395","585","682","79","207","","","","1553","2948"
"014045","Morbegno","2896","2674","197","167","","","","5934","2452","2740","335","818","","","","6345","12279"
"014046","Novate Mezzola","440","414","46","17","","","","917","380","426","47","128","","","","981","1898"
"014047","Pedesina","8","7","1","2","","","","18","6","4","1","6","","","","17","35"
"014048","Piantedo","340","344","19","11","","","","714","299","333","13","83","","","","728","1442"
"014049","Piateda","462","469","39","26","","","","996","387","477","52","142","","","","1058","2054"
"014050","Piuro","465","430","27","22","","","","944","379","436","30","112","","","","957","1901"
"014051","Poggiridenti","420","392","38","32","","","","882","360","391","53","134","","","","938","1820"
"014052","Ponte in Valtellina","514","492","51","36","","","","1093","387","499","52","162","","","","1100","2193"
"014053","Postalesio","149","153","24","8","","","","334","129","150","16","37","","","","332","666"
"014054","Prata Camportaccio","743","643","40","41","","","","1467","574","649","55","178","","","","1456","2923"
"014055","Rasura","70","71","5","4","","","","150","41","71","5","20","","","","137","287"
"014056","Rogolo","142","125","13","5","","","","285","107","129","9","42","","","","287","572"
"014057","Samolaco","681","648","48","39","","","","1416","605","631","59","176","","","","1471","2887"
"014058","San Giacomo Filippo","94","82","12","2","","","","190","65","81","4","28","","","","178","368"
"014059","Sernio","123","102","10","8","","","","243","97","101","11","32","","","","241","484"
"014060","Sondalo","986","748","82","71","","","","1887","782","761","107","326","","","","1976","3863"
"014061","Sondrio","4956","4333","449","321","2","0","0","10061","4437","4525","714","1554","6","0","0","11236","21297"
"014062","Spriana","26","10","4","2","","","","42","22","12","1","6","","","","41","83"
"014063","Talamona","1096","1054","71","57","","","","2278","866","1073","76","306","","","","2321","4599"
"014064","Tartano","53","46","6","4","","","","109","36","35","6","21","","","","98","207"
"014065","Teglio","1104","995","92","60","","","","2251","831","982","109","368","","","","2290","4541"
"014066","Tirano","2102","1864","169","119","","","","4254","1737","1929","264","637","","","","4567","8821"
"014067","Torre di Santa Maria","181","154","16","10","","","","361","129","152","9","78","","","","368","729"
"014068","Tovo di Sant'Agata","161","133","12","7","","","","313","112","130","10","44","","","","296","609"
"014069","Traona","757","622","62","33","","","","1474","578","629","56","130","","","","1393","2867"
"014070","Tresivio","500","443","49","30","","","","1022","364","443","61","147","","","","1015","2037"
"014071","Valdidentro","1062","956","58","42","","","","2118","822","969","48","220","","","","2059","4177"
"014072","Valdisotto","942","775","38","44","","","","1799","739","780","57","190","","","","1766","3565"
"014073","Valfurva","615","547","25","29","","","","1216","497","546","30","170","","","","1243","2459"
"014074","Val Masino","209","203","14","10","","","","436","116","192","13","70","","","","391","827"
"014075","Verceia","271","223","23","11","","","","528","200","231","27","93","","","","551","1079"
"014076","Vervio","55","42","7","1","","","","105","41","42","3","10","","","","96","201"
"014077","Villa di Chiavenna","247","230","7","13","","","","497","170","217","9","62","","","","458","955"
"014078","Villa di Tirano","746","628","74","45","","","","1493","593","617","70","221","","","","1501","2994"
