"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"014001","Albaredo per San Marco","65","74","7","10","","","","156","57","59","5","17","","","","138","294"
"014002","Albosaggia","694","688","58","46","","","","1486","559","673","68","199","","","","1499","2985"
"014003","Andalo Valtellino","156","135","14","10","","","","315","117","135","11","24","","","","287","602"
"014004","Aprica","366","310","20","21","","","","717","293","317","33","94","","","","737","1454"
"014005","Ardenno","786","742","61","36","","","","1625","587","750","51","206","","","","1594","3219"
"014006","Bema","31","20","4","2","","","","57","23","21","2","12","","","","58","115"
"014007","Berbenno di Valtellina","986","943","66","53","","","","2048","725","931","84","264","","","","2004","4052"
"014008","Bianzone","298","285","32","16","","","","631","238","287","34","63","","","","622","1253"
"014009","Bormio","940","872","58","48","","","","1918","760","873","78","275","","","","1986","3904"
"014010","Buglio in Monte","505","457","25","26","","","","1013","401","459","28","137","","","","1025","2038"
"014011","Caiolo","256","228","32","23","","","","539","210","222","19","57","","","","508","1047"
"014012","Campodolcino","240","204","13","10","","","","467","179","204","19","62","","","","464","931"
"014013","Caspoggio","311","326","17","8","","","","662","247","315","10","98","","","","670","1332"
"014014","Castello dell'Acqua","145","129","21","6","","","","301","101","129","13","58","","","","301","602"
"014015","Castione Andevenno","403","342","28","26","","","","799","312","340","36","98","","","","786","1585"
"014016","Cedrasco","90","88","12","8","","","","198","84","89","11","38","","","","222","420"
"014017","Cercino","215","176","11","14","","","","416","168","182","9","41","","","","400","816"
"014018","Chiavenna","1686","1496","152","112","","","","3446","1487","1509","230","564","","","","3790","7236"
"014019","Chiesa in Valmalenco","526","508","50","36","","","","1120","429","489","37","189","","","","1144","2264"
"014020","Chiuro","548","547","59","39","","","","1193","483","540","48","179","","","","1250","2443"
"014021","Cino","78","84","7","6","","","","175","62","82","3","15","","","","162","337"
"014022","Civo","266","264","26","20","","","","576","200","252","12","80","","","","544","1120"
"014023","Colorina","371","281","29","17","","","","698","223","279","33","108","","","","643","1341"
"014024","Cosio Valtellino","1402","1239","107","67","","","","2815","1035","1229","127","353","","","","2744","5559"
"014025","Dazio","101","111","21","5","","","","238","108","113","13","35","","","","269","507"
"014026","Delebio","859","728","51","38","","","","1676","632","723","68","223","","","","1646","3322"
"014027","Dubino","950","864","63","44","","","","1921","774","843","75","209","","","","1901","3822"
"014028","Faedo Valtellino","132","115","10","8","","","","265","81","110","10","48","","","","249","514"
"014029","Forcola","191","164","17","15","","","","387","139","166","5","59","","","","369","756"
"014030","Fusine","144","114","15","5","","","","278","107","114","11","50","","","","282","560"
"014031","Gerola Alta","50","43","1","1","","","","95","25","37","1","4","","","","67","162"
"014032","Gordona","474","456","29","19","","","","978","389","465","35","105","","","","994","1972"
"014033","Grosio","936","990","59","57","","","","2042","805","1007","54","352","","","","2218","4260"
"014034","Grosotto","405","359","27","28","","","","819","344","357","26","104","","","","831","1650"
"014035","Madesimo","127","121","19","1","","","","268","93","98","14","34","","","","239","507"
"014036","Lanzada","343","266","22","14","","","","645","212","267","20","92","","","","591","1236"
"014037","Livigno","2056","1297","84","45","","","","3482","1673","1273","98","200","","","","3244","6726"
"014038","Lovero","157","131","16","7","","","","311","127","143","14","27","","","","311","622"
"014039","Mantello","177","173","9","11","","","","370","157","167","15","41","","","","380","750"
"014040","Mazzo di Valtellina","243","226","14","15","","","","498","200","236","30","53","","","","519","1017"
"014041","Mello","220","231","24","12","","","","487","181","231","8","46","","","","466","953"
"014043","Mese","468","404","27","18","","","","917","394","427","31","98","","","","950","1867"
"014044","Montagna in Valtellina","635","656","65","33","","","","1389","585","680","77","209","","","","1551","2940"
"014045","Morbegno","2959","2671","201","166","","","","5997","2464","2751","339","807","","","","6361","12358"
"014046","Novate Mezzola","445","408","46","16","","","","915","381","421","43","133","","","","978","1893"
"014047","Pedesina","8","7","2","2","","","","19","8","4","1","5","","","","18","37"
"014048","Piantedo","336","340","20","12","","","","708","287","335","11","85","","","","718","1426"
"014049","Piateda","475","463","38","30","","","","1006","401","471","51","138","","","","1061","2067"
"014050","Piuro","472","431","26","24","","","","953","375","442","32","109","","","","958","1911"
"014051","Poggiridenti","415","392","38","34","","","","879","350","395","55","127","","","","927","1806"
"014052","Ponte in Valtellina","513","497","49","35","","","","1094","384","507","54","160","","","","1105","2199"
"014053","Postalesio","154","152","19","5","","","","330","123","153","15","32","","","","323","653"
"014054","Prata Camportaccio","758","634","42","44","","","","1478","574","648","60","184","","","","1466","2944"
"014055","Rasura","71","70","4","4","","","","149","39","71","5","21","","","","136","285"
"014056","Rogolo","145","121","14","6","","","","286","109","124","11","43","","","","287","573"
"014057","Samolaco","694","648","45","41","","","","1428","614","624","57","180","","","","1475","2903"
"014058","San Giacomo Filippo","97","83","11","2","","","","193","66","81","5","26","","","","178","371"
