"Codice comune","Comune","Celibi","Coniugati","Divorziati","Vedovi","Uniti civilmente","Maschi già in unione civile (per scioglimento unione)","Maschi già in unione civile (per decesso del partner)","Totale maschi","Nubili","Coniugate","Divorziate","Vedove","Unite civilmente","Femmine già in unione civile (per scioglimento unione)","Femmine già in unione civile (per decesso del partner)","Totale femmine","Totale"
"014059","Sernio","124","102","12","9","","","","247","102","103","12","30","","","","247","494"
"014060","Sondalo","1010","744","88","71","","","","1913","778","762","109","314","","","","1963","3876"
"014061","Sondrio","4988","4327","443","334","2","0","0","10094","4451","4500","727","1554","5","0","0","11237","21331"
"014062","Spriana","24","11","4","1","","","","40","21","13","1","6","","","","41","81"
"014063","Talamona","1099","1052","75","57","","","","2283","859","1076","74","294","","","","2303","4586"
"014064","Tartano","50","45","7","5","","","","107","33","35","6","20","","","","94","201"
"014065","Teglio","1153","1000","99","58","","","","2310","863","986","119","370","","","","2338","4648"
"014066","Tirano","2132","1863","169","123","","","","4287","1741","1939","264","638","","","","4582","8869"
"014067","Torre di Santa Maria","184","158","17","8","","","","367","123","151","10","72","","","","356","723"
"014068","Tovo di Sant'Agata","169","131","12","6","","","","318","113","126","12","42","","","","293","611"
"014069","Traona","770","624","60","36","","","","1490","575","635","59","133","","","","1402","2892"
"014070","Tresivio","499","457","44","29","","","","1029","363","445","61","148","","","","1017","2046"
"014071","Valdidentro","1065","948","59","46","","","","2118","830","952","47","216","","","","2045","4163"
"014072","Valdisotto","938","771","36","44","","","","1789","738","771","55","194","","","","1758","3547"
"014073","Valfurva","609","540","25","31","","","","1205","490","546","29","162","","","","1227","2432"
"014074","Val Masino","204","202","12","11","","","","429","115","193","14","69","","","","391","820"
"014075","Verceia","273","223","23","9","","","","528","202","230","26","94","","","","552","1080"
"014076","Vervio","59","41","8","1","","","","109","39","43","3","11","","","","96","205"
"014077","Villa di Chiavenna","258","231","8","11","","","","508","173","220","10","60","","","","463","971"
"014078","Villa di Tirano","748","644","72","38","","","","1502","598","621","70","215","","","","1504","3006"
