Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
6597,2023/01/01 00:00,99.4,99.4,99.4
6597,2023/01/02 00:00,99.4,99.4,99.4
6597,2023/01/03 00:00,99.4,99.4,99.4
6597,2023/01/04 00:00,96.4,90.5,99.4
6597,2023/01/05 00:00,86.3,68.4,96.1
6597,2023/01/06 00:00,94.6,90.1,98.0
6597,2023/01/07 00:00,91.2,87.8,96.4
6597,2023/01/08 00:00,96.8,92.2,99.4
6597,2023/01/09 00:00,83.2,33.6,99.4
6597,2023/01/10 00:00,32.4,18.1,48.6
6597,2023/01/11 00:00,52.9,42.1,62.2
6597,2023/01/12 00:00,65.1,40.1,77.2
6597,2023/01/13 00:00,71.2,54.0,78.0
6597,2023/01/14 00:00,74.5,55.0,87.2
6597,2023/01/15 00:00,88.4,77.3,94.0
6597,2023/01/16 00:00,94.9,92.9,97.1
6597,2023/01/17 00:00,95.0,93.6,96.1
6597,2023/01/18 00:00,92.9,87.6,96.5
6597,2023/01/19 00:00,88.5,81.4,93.0
6597,2023/01/20 00:00,80.0,65.7,90.7
6597,2023/01/21 00:00,39.6,19.6,69.5
6597,2023/01/22 00:00,59.6,47.3,69.3
6597,2023/01/23 00:00,62.0,52.6,67.7
6597,2023/01/24 00:00,66.5,52.0,74.8
6597,2023/01/25 00:00,77.8,58.8,87.2
6597,2023/01/26 00:00,72.5,60.6,82.8
6597,2023/01/27 00:00,61.2,51.2,69.3
6597,2023/01/28 00:00,58.5,34.8,72.8
6597,2023/01/29 00:00,60.6,44.4,73.1
6597,2023/01/30 00:00,64.1,49.4,78.6
6597,2023/01/31 00:00,69.2,48.4,84.0
6597,2023/02/01 00:00,60.4,47.3,72.6
6597,2023/02/02 00:00,51.8,27.7,75.1
6597,2023/02/03 00:00,55.6,37.4,75.7
6597,2023/02/04 00:00,47.3,12.4,77.3
6597,2023/02/05 00:00,56.6,41.1,65.6
6597,2023/02/06 00:00,61.7,53.8,69.5
6597,2023/02/07 00:00,-999,-999,-999
6597,2023/02/08 00:00,-999,-999,-999
6597,2023/02/09 00:00,42.8,31.9,49.6
6597,2023/02/10 00:00,47.8,26.7,64.8
6597,2023/02/11 00:00,48.5,26.4,64.7
6597,2023/02/12 00:00,44.6,22.2,62.3
6597,2023/02/13 00:00,53.8,35.8,64.9
6597,2023/02/14 00:00,58.8,36.8,74.0
6597,2023/02/15 00:00,58.7,34.6,76.1
6597,2023/02/16 00:00,64.1,47.7,71.9
6597,2023/02/17 00:00,69.1,49.6,84.9
6597,2023/02/18 00:00,68.1,48.6,80.2
6597,2023/02/19 00:00,73.5,53.7,85.2
6597,2023/02/20 00:00,79.5,63.1,88.2
6597,2023/02/21 00:00,76.0,58.5,88.5
6597,2023/02/22 00:00,75.6,65.2,85.1
6597,2023/02/23 00:00,74.4,59.5,85.6
6597,2023/02/24 00:00,78.4,64.4,86.5
6597,2023/02/25 00:00,77.8,54.9,90.2
6597,2023/02/26 00:00,82.3,66.4,87.1
6597,2023/02/27 00:00,78.3,58.5,93.5
6597,2023/02/28 00:00,59.3,47.6,68.8
6597,2023/03/01 00:00,69.5,51.3,87.9
6597,2023/03/02 00:00,76.2,59.5,89.5
6597,2023/03/03 00:00,64.4,41.3,82.8
6597,2023/03/04 00:00,61.6,42.0,77.1
6597,2023/03/05 00:00,63.7,39.6,81.9
6597,2023/03/06 00:00,61.4,49.9,71.5
6597,2023/03/07 00:00,62.2,49.5,75.5
6597,2023/03/08 00:00,63.8,50.0,81.2
6597,2023/03/09 00:00,64.7,41.5,86.1
6597,2023/03/10 00:00,62.4,37.7,81.7
6597,2023/03/11 00:00,36.8,22.8,55.7
6597,2023/03/12 00:00,60.7,41.8,74.9
6597,2023/03/13 00:00,64.3,49.5,89.6
6597,2023/03/14 00:00,75.6,28.0,94.0
6597,2023/03/15 00:00,20.5,8.3,52.1
6597,2023/03/16 00:00,37.0,28.5,49.2
6597,2023/03/17 00:00,41.8,30.4,54.2
6597,2023/03/18 00:00,47.5,27.9,63.8
6597,2023/03/19 00:00,59.1,44.2,75.2
6597,2023/03/20 00:00,68.6,48.8,83.1
6597,2023/03/21 00:00,59.8,38.4,81.0
6597,2023/03/22 00:00,51.3,29.6,74.0
6597,2023/03/23 00:00,56.4,42.9,70.3
6597,2023/03/24 00:00,67.0,55.4,77.3
6597,2023/03/25 00:00,48.5,19.7,79.1
6597,2023/03/26 00:00,68.3,30.8,86.8
6597,2023/03/27 00:00,35.0,12.1,87.4
6597,2023/03/28 00:00,21.8,13.7,35.4
6597,2023/03/29 00:00,50.6,39.4,69.9
6597,2023/03/30 00:00,67.3,50.9,79.1
6597,2023/03/31 00:00,65.4,57.0,75.2
6597,2023/04/01 00:00,46.4,17.2,79.4
6597,2023/04/02 00:00,47.7,32.8,69.4
6597,2023/04/03 00:00,51.9,37.1,68.5
6597,2023/04/04 00:00,40.1,30.3,51.4
6597,2023/04/05 00:00,38.0,30.2,44.8
6597,2023/04/06 00:00,34.2,24.1,46.6
6597,2023/04/07 00:00,57.5,33.2,68.4
6597,2023/04/08 00:00,55.0,31.4,76.0
6597,2023/04/09 00:00,54.7,33.1,71.6
6597,2023/04/10 00:00,44.5,31.4,60.6
6597,2023/04/11 00:00,51.4,40.7,73.2
6597,2023/04/12 00:00,61.6,38.8,87.4
6597,2023/04/13 00:00,77.2,49.8,93.7
6597,2023/04/14 00:00,38.9,14.0,74.8
6597,2023/04/15 00:00,47.6,31.9,64.2
6597,2023/04/16 00:00,50.8,32.8,70.1
6597,2023/04/17 00:00,42.5,25.7,59.4
6597,2023/04/18 00:00,41.5,25.1,58.5
6597,2023/04/19 00:00,46.3,26.9,74.1
6597,2023/04/20 00:00,90.5,77.5,97.8
6597,2023/04/21 00:00,80.8,58.8,98.2
6597,2023/04/22 00:00,61.7,39.0,82.3
6597,2023/04/23 00:00,51.2,37.0,70.6
6597,2023/04/24 00:00,57.3,21.5,88.8
6597,2023/04/25 00:00,60.1,41.8,71.6
6597,2023/04/26 00:00,47.9,19.1,81.0
6597,2023/04/27 00:00,45.5,33.6,57.8
6597,2023/04/28 00:00,48.8,32.4,68.3
6597,2023/04/29 00:00,69.8,56.1,84.0
6597,2023/04/30 00:00,63.3,52.3,79.4
6597,2023/05/01 00:00,64.0,43.9,86.3
6597,2023/05/02 00:00,74.9,48.3,93.6
6597,2023/05/03 00:00,60.4,43.0,79.3
6597,2023/05/04 00:00,50.5,37.6,66.9
6597,2023/05/05 00:00,50.4,37.4,71.1
6597,2023/05/06 00:00,45.6,35.1,58.4
6597,2023/05/07 00:00,55.9,37.7,81.6
6597,2023/05/08 00:00,68.2,51.2,92.4
6597,2023/05/09 00:00,67.6,46.1,95.4
6597,2023/05/10 00:00,89.3,75.1,99.2
6597,2023/05/11 00:00,73.1,48.4,88.2
6597,2023/05/12 00:00,83.7,59.5,92.1
6597,2023/05/13 00:00,70.3,44.5,90.0
6597,2023/05/14 00:00,74.2,43.9,90.3
6597,2023/05/15 00:00,66.1,41.5,88.2
6597,2023/05/16 00:00,68.9,56.7,79.0
6597,2023/05/17 00:00,71.1,59.4,79.9
6597,2023/05/18 00:00,63.2,46.2,86.5
6597,2023/05/19 00:00,78.3,60.8,95.3
6597,2023/05/20 00:00,92.6,88.9,96.0
6597,2023/05/21 00:00,71.5,44.2,94.0
6597,2023/05/22 00:00,56.7,37.8,79.1
6597,2023/05/23 00:00,52.2,34.4,74.6
6597,2023/05/24 00:00,63.4,42.3,93.7
6597,2023/05/25 00:00,67.9,44.8,93.5
6597,2023/05/26 00:00,59.3,34.1,89.0
6597,2023/05/27 00:00,57.7,42.8,75.7
6597,2023/05/28 00:00,64.4,38.0,88.9
6597,2023/05/29 00:00,58.0,41.8,89.5
6597,2023/05/30 00:00,52.0,37.6,69.6
6597,2023/05/31 00:00,55.2,35.2,83.8
6597,2023/06/01 00:00,49.0,37.2,64.0
6597,2023/06/02 00:00,53.8,33.9,75.6
6597,2023/06/03 00:00,57.4,40.9,79.3
6597,2023/06/04 00:00,68.1,51.5,85.2
6597,2023/06/05 00:00,72.0,58.9,83.0
6597,2023/06/06 00:00,61.8,42.8,83.2
6597,2023/06/07 00:00,65.5,43.5,93.9
6597,2023/06/08 00:00,53.5,39.7,68.5
6597,2023/06/09 00:00,59.1,42.3,70.5
6597,2023/06/10 00:00,62.4,52.5,71.9
6597,2023/06/11 00:00,60.9,42.0,77.9
6597,2023/06/12 00:00,58.7,42.5,80.8
6597,2023/06/13 00:00,64.1,53.6,71.6
6597,2023/06/14 00:00,66.4,44.9,91.3
6597,2023/06/15 00:00,58.3,42.0,78.0
6597,2023/06/16 00:00,47.0,26.7,75.6
6597,2023/06/17 00:00,41.9,26.1,64.8
6597,2023/06/18 00:00,46.2,30.1,62.2
6597,2023/06/19 00:00,53.3,42.9,66.2
6597,2023/06/20 00:00,39.7,29.0,53.4
6597,2023/06/21 00:00,41.4,27.2,56.2
6597,2023/06/22 00:00,47.5,34.0,63.9
6597,2023/06/23 00:00,35.6,17.6,61.3
6597,2023/06/24 00:00,28.2,22.7,40.2
6597,2023/06/25 00:00,40.7,30.6,53.8
6597,2023/06/26 00:00,42.7,34.2,58.0
6597,2023/06/27 00:00,43.9,32.4,58.4
6597,2023/06/28 00:00,53.6,37.7,68.7
6597,2023/06/29 00:00,45.3,30.2,63.3
6597,2023/06/30 00:00,81.5,60.2,93.8
6597,2023/07/01 00:00,72.5,52.0,94.4
6597,2023/07/02 00:00,57.0,39.8,78.4
6597,2023/07/03 00:00,54.4,41.8,70.2
6597,2023/07/04 00:00,59.0,43.3,83.1
6597,2023/07/05 00:00,64.7,41.2,92.5
6597,2023/07/06 00:00,66.7,55.3,92.8
6597,2023/07/07 00:00,52.8,36.8,71.7
6597,2023/07/08 00:00,48.5,33.1,61.2
6597,2023/07/09 00:00,49.5,32.8,70.4
6597,2023/07/10 00:00,48.9,35.0,68.1
6597,2023/07/11 00:00,45.6,31.2,67.2
6597,2023/07/12 00:00,55.5,47.4,80.3
6597,2023/07/13 00:00,65.7,46.1,89.8
6597,2023/07/14 00:00,64.4,53.3,89.6
6597,2023/07/15 00:00,56.3,41.8,70.7
6597,2023/07/16 00:00,51.7,35.5,72.9
6597,2023/07/17 00:00,51.7,34.0,67.2
6597,2023/07/18 00:00,59.6,46.8,76.6
6597,2023/07/19 00:00,60.0,42.7,76.4
6597,2023/07/20 00:00,59.9,39.4,84.7
6597,2023/07/21 00:00,67.9,45.9,86.0
6597,2023/07/22 00:00,66.0,47.6,81.6
6597,2023/07/23 00:00,60.4,41.8,78.4
6597,2023/07/24 00:00,70.4,52.4,88.8
6597,2023/07/25 00:00,71.0,49.8,94.6
6597,2023/07/26 00:00,26.0,17.8,44.0
6597,2023/07/27 00:00,47.9,36.9,63.6
6597,2023/07/28 00:00,50.6,32.0,66.5
6597,2023/07/29 00:00,60.5,42.5,76.5
6597,2023/07/30 00:00,68.1,46.1,91.4
6597,2023/07/31 00:00,60.5,48.1,75.9
6597,2023/08/01 00:00,62.7,50.1,72.7
6597,2023/08/02 00:00,59.9,49.9,74.3
6597,2023/08/03 00:00,54.6,36.5,70.5
6597,2023/08/04 00:00,57.6,44.3,70.9
